Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly)
 04/10  21:00:00,11.1,21.38396612,21.11932181,20.96531934,22.00495428,21.9890632
 04/10  22:00:00,11.1,20.90416526,20.76492291,20.65185126,21.25410648,21.72266696
 04/10  23:00:00,10.7875,20.58059952,20.49993716,20.41256251,20.77862453,21.48779018
 04/10  24:00:00,10.6,20.34825424,20.29628932,20.22569309,20.45640391,21.2962405
 04/11  01:00:00,10.6,20.17749823,20.13842803,20.0786775,20.23058097,21.14678555
 04/11  02:00:00,10.6,20.036615,20.0079987,19.95512997,20.05965378,21.02503653
 04/11  03:00:00,10.225,19.92137221,19.8971352,19.84853503,19.92674734,20.92558958
 04/11  04:00:00,9.625,19.8149525,19.79220398,19.7453564,19.81038777,20.84352516
 04/11  05:00:00,9.775,19.75004874,19.72580374,19.68639702,19.73794463,20.77354003
 04/11  06:00:00,10,19.73950201,19.79331452,19.75904595,19.71846149,20.71781124
 04/11  07:00:00,10.6875,19.91667269,21.17634946,20.85369226,19.94396355,20.72417448
 04/11  08:00:00,11.7875,20.34491337,23.07007957,21.91016779,20.48578488,20.84728835
 04/11  09:00:00,12.8875,20.81157074,23.87392194,22.25206816,21.13130766,21.03713434
 04/11  10:00:00,13.675,21.35429112,24.63357229,22.57690668,21.83511693,21.23734425
 04/11  11:00:00,15.275,21.83181578,24.59784386,22.89467288,22.47715545,21.47577144
 04/11  12:00:00,16.1,22.34317289,24.69192011,23.31667669,23.08721757,21.71699722
 04/11  13:00:00,15.7875,22.80106517,24.76230787,23.67233556,23.57674682,21.95501335
 04/11  14:00:00,17.2875,23.18127611,24.54614018,23.8967008,24.01346655,22.15793963
 04/11  15:00:00,18.675,23.59267881,24.41509559,24.00974785,24.95548439,22.33023296
 04/11  16:00:00,20.275,23.79548481,24.28432047,24.02824741,25.49864305,22.49644348
 04/11  17:00:00,20.4125,23.89094202,24.02827451,23.84895723,25.77633272,22.59614338
 04/11  18:00:00,16.875,23.79949674,23.48085522,23.31530946,26.07578998,22.6261359
 04/11  19:00:00,13.9375,22.97841075,22.64561259,22.46844347,24.86637081,22.54831946
 04/11  20:00:00,14.3625,22.14209944,21.96238557,21.81960881,23.23875078,22.33119257
 04/11  21:00:00,14.625,21.57921655,21.47614885,21.37567524,22.17794963,22.06699965
 04/11  22:00:00,14.0875,21.1789582,21.1289032,21.04682284,21.51031327,21.83381607
 04/11  23:00:00,13.2125,20.88484295,20.86128696,20.79298662,21.07661637,21.62995428
 04/11  24:00:00,12.425,20.6383494,20.62537333,20.56086535,20.74794548,21.44872484
 04/12  01:00:00,12.8875,20.47374943,20.45537276,20.39896871,20.52503032,21.29929847
 04/12  02:00:00,12.6125,20.34054951,20.31646014,20.26486708,20.35557038,21.17884713
 04/12  03:00:00,11.8875,20.20101091,20.17840337,20.13050853,20.20094111,21.07725348
 04/12  04:00:00,12.0125,20.13317939,20.10077765,20.06463293,20.11332212,20.99047818
 04/12  05:00:00,12.8875,20.09966006,20.06359351,20.03782848,20.06827578,20.919024
 04/12  06:00:00,13.3,20.09662272,20.13851177,20.11523566,20.06350163,20.86606403
 04/12  07:00:00,13.9875,20.28316483,21.05819654,20.861463,20.30479195,20.86532105
 04/12  08:00:00,15.15,20.75151611,23.21008338,22.12713769,20.88337641,20.98436763
 04/12  09:00:00,16.975,21.13254603,23.56334492,22.33104655,21.387133,21.17148662
 04/12  10:00:00,17.425,21.71358646,24.35648248,22.77853318,22.16716827,21.35181997
 04/12  11:00:00,17.8875,22.44430087,25.56991758,23.34799858,22.98439651,21.62015154
 04/12  12:00:00,20.425,23.24186904,26.45399048,23.88184077,23.66594183,21.95433252
 04/12  13:00:00,21.325,23.67669335,26.09491048,24.30521977,24.19707405,22.27559708
 04/12  14:00:00,20.0375,23.69816824,25.43122228,24.3873035,24.39091705,22.50921513
 04/12  15:00:00,19.4,23.50011182,24.78946479,24.14664875,24.2620107,22.61308861
 04/12  16:00:00,19.4,23.3352997,24.32218398,23.91358263,24.15487185,22.62628914
 04/12  17:00:00,18.7125,23.18618114,23.8982444,23.62186048,24.11693983,22.59691137
 04/12  18:00:00,17.6125,23.02724641,23.35314808,23.14390449,24.16337056,22.53132173
 04/12  19:00:00,16.5125,22.48351256,22.64356084,22.467965,23.35877218,22.40744285
 04/12  20:00:00,15.7875,21.9148571,22.03562154,21.89480121,22.42035892,22.20469498
 04/12  21:00:00,14.85,21.25187607,21.44055028,21.26589082,21.65274197,21.99442652
 04/12  22:00:00,14.0875,20.82437837,21.02340071,20.85304148,21.13385286,21.78398789
 04/12  23:00:00,13.9,20.53998779,20.72972132,20.57330312,20.78856643,21.590109
 04/12  24:00:00,13.9,20.60503025,20.67885039,20.61150932,20.70902741,21.42545852
 04/13  01:00:00,14.2125,20.57475834,20.60244397,20.56245944,20.61839144,21.31478981
 04/13  02:00:00,14.4,20.53308061,20.54054552,20.50955905,20.54946513,21.23067885
 04/13  03:00:00,14.775,20.52039681,20.51734603,20.49843789,20.52095725,21.16347001
 04/13  04:00:00,14.625,20.48928901,20.48526418,20.46769061,20.48703059,21.11321315
 04/13  05:00:00,14.4,20.44217116,20.44277122,20.42108084,20.44378179,21.0738529
 04/13  06:00:00,14.0875,20.40638207,20.41189144,20.38761678,20.40670727,21.04257662
 04/13  07:00:00,14.5875,20.48459573,20.76534102,20.66928991,20.52214724,21.02757853
 04/13  08:00:00,15.375,20.88682221,23.08391916,22.0004757,21.00457437,21.10680978
 04/13  09:00:00,15.6,21.47145351,26.13356067,22.98215298,21.6397204,21.32997272
 04/13  10:00:00,16.6,22.20658873,27.88696211,23.40827217,22.47131178,21.6512844
 04/13  11:00:00,18.2625,22.78959244,27.4723501,23.78228868,23.21846395,21.97290284
 04/13  12:00:00,17.15,23.37144256,27.37675485,24.09207209,23.77366083,22.23494874
 04/13  13:00:00,16.7875,23.703599,26.54808487,24.13842945,23.99160468,22.45195045
 04/13  14:00:00,17.575,23.9863164,25.67855685,24.25087195,24.38720248,22.63099433
 04/13  15:00:00,17.425,24.23016072,25.17107556,24.31640154,25.37604,22.80518501
 04/13  16:00:00,16.8875,24.34241454,24.81758077,24.28412105,26.28947629,22.93460973
 04/13  17:00:00,16.0125,24.28086746,24.34821064,24.00866791,26.59256231,23.00557254
 04/13  18:00:00,15.225,24.21907137,23.78262071,23.53610021,26.93215214,22.98170169
 04/13  19:00:00,14.625,23.46273162,23.00808357,22.80774834,25.66684123,22.86691959
 04/13  20:00:00,14.4,22.51145099,22.29036758,22.13237303,23.77404562,22.61068581
 04/13  21:00:00,14.0875,21.85979192,21.75535615,21.63205064,22.59115067,22.31333754
 04/13  22:00:00,13.9,21.41347309,21.37064364,21.27900988,21.83057479,22.04820004
 04/13  23:00:00,13.525,21.10173847,21.08458343,21.0113928,21.34015799,21.82094591
 04/13  24:00:00,12.9875,20.84961278,20.84106926,20.77609769,20.9835322,21.62818106
 04/14  01:00:00,12.8,20.65961579,20.64484846,20.58789593,20.72386037,21.45465975
 04/14  02:00:00,13.1125,20.53530708,20.515421,20.47076065,20.55921241,21.31076724
 04/14  03:00:00,12.9875,20.42674784,20.41158303,20.3762014,20.43589806,21.19551936
 04/14  04:00:00,12.8,20.32557636,20.31449393,20.28310065,20.32784845,21.10284319
 04/14  05:00:00,12.425,20.24831429,20.24142676,20.21063125,20.2476539,21.02959963
 04/14  06:00:00,11.8875,20.13932663,20.362339,20.29713353,20.16818827,20.97373405
 04/14  07:00:00,12.0125,20.28238084,22.29233869,21.75829971,20.33655688,20.99571614
 04/14  08:00:00,12.575,20.70926669,25.20587359,23.16128302,20.78766738,21.16267257
 04/14  09:00:00,13.1125,21.28124988,27.57508336,23.63009151,21.38054443,21.41133065
 04/14  10:00:00,13.9875,22.00695538,28.8852724,23.62596382,22.16709857,21.72078452
 04/14  11:00:00,14.4,22.6796886,28.68951162,23.8403395,22.9786497,22.0310699
 04/14  12:00:00,14.0875,23.22486253,28.10743578,24.0058426,23.51654324,22.30280418
 04/14  13:00:00,14.9625,23.61014216,26.92861051,24.07730755,23.81759577,22.51479537
 04/14  14:00:00,15.225,23.90852458,25.76869907,24.12718364,24.22727061,22.70414993
 04/14  15:00:00,15.6875,24.16696392,25.08593964,24.08338176,25.33846007,22.86965598
 04/14  16:00:00,16.1,24.51277083,24.59079706,23.98863343,27.07736871,23.02462782
 04/14  17:00:00,15.4125,24.84685452,24.17161454,23.8028095,28.46437154,23.12985798
 04/14  18:00:00,13.9375,24.74602855,23.64832393,23.39942039,28.65748323,23.15300467
 04/14  19:00:00,12.9875,23.770785,22.88267197,22.68386532,26.8244451,23.03009529
 04/14  20:00:00,12.8,22.63529255,22.15058735,21.99043088,24.39197891,22.73657302
 04/14  21:00:00,12.8,21.86982448,21.61224567,21.4919059,22.87607038,22.39120905
 04/14  22:00:00,12.8,21.38883875,21.2545903,21.16886851,21.95209965,22.08336106
 04/14  23:00:00,12.425,21.05309072,20.98555726,20.91837418,21.37741277,21.82683951
 04/14  24:00:00,12.2,20.78793802,20.75234061,20.69220119,20.97544389,21.61380735
 04/15  01:00:00,12.2,20.59207411,20.56496991,20.51139946,20.68935068,21.42834042
 04/15  02:00:00,12.2,20.4518432,20.43473616,20.38947027,20.5036343,21.28055056
 04/15  03:00:00,12.2,20.34605951,20.33093827,20.29243375,20.36834652,21.16380775
 04/15  04:00:00,12.2,20.25977062,20.23988146,20.20574455,20.2597636,21.07126976
 04/15  05:00:00,12.2,20.18965707,20.17596225,20.14575645,20.18577258,20.99594944
 04/15  06:00:00,12.2,20.14717512,20.14890277,20.12267084,20.14847179,20.93629238
 04/15  07:00:00,12.2,20.19934858,20.29929791,20.27417286,20.26403214,20.90373355
 04/15  08:00:00,12.575,20.43220348,20.93734946,20.77680196,20.63136412,20.92391539
 04/15  09:00:00,13.1125,20.95751521,22.72898402,21.72263116,21.31709051,21.04496634
 04/15  10:00:00,13.9875,21.59036267,24.53540253,22.45086285,22.12546357,21.27838945
 04/15  11:00:00,15.15,22.19551642,25.34595453,23.02716887,22.83998141,21.56068181
 04/15  12:00:00,16.2875,22.75022899,25.52605761,23.55418571,23.44550879,21.86797686
 04/15  13:00:00,16.325,22.97680881,25.04696433,23.76301003,23.73150985,22.10921624
 04/15  14:00:00,15.4125,23.2552715,24.75630172,23.99834922,24.1443903,22.28732602
 04/15  15:00:00,14.625,23.29615294,24.45409569,23.97186524,24.50453734,22.43577951
 04/15  16:00:00,14.4,23.23623808,24.10346963,23.77355274,24.69555062,22.51808825
 04/15  17:00:00,15.15,22.85751626,23.4906975,23.23905513,24.02252418,22.50870993
 04/15  18:00:00,14.85,22.47778267,22.89488112,22.69742521,23.42413768,22.40212992
 04/15  19:00:00,14.0875,21.91998024,22.18269409,22.00637298,22.57059296,22.24051866
 04/15  20:00:00,13.525,21.41506348,21.58083749,21.44111317,21.78796486,22.03190477
 04/15  21:00:00,13.3,21.07975654,21.17749818,21.07169585,21.28798443,21.82205942
 04/15  22:00:00,13.3,20.8594733,20.90516039,20.82605315,20.96517256,21.63190388
 04/15  23:00:00,13.675,20.69062026,20.70697823,20.64654028,20.74073431,21.45872356
 04/15  24:00:00,13.9,20.56458688,20.56521124,20.51750603,20.58519451,21.31681747
 04/16  01:00:00,13.9,20.4767457,20.47513306,20.43848314,20.48710573,21.2079575
 04/16  02:00:00,13.9,20.41070505,20.41233205,20.38209995,20.42009771,21.12600102
 04/16  03:00:00,13.9,20.3607815,20.35921542,20.33135988,20.3636267,21.06653538
 04/16  04:00:00,13.525,20.30143878,20.30025871,20.27018637,20.30306053,21.02164186
 04/16  05:00:00,12.9875,20.22401728,20.22254912,20.18683009,20.22438465,20.98312326
 04/16  06:00:00,12.8,20.16513375,20.17835712,20.14068499,20.16711483,20.94628052
 04/16  07:00:00,13.1125,20.23407539,20.35570329,20.31885629,20.29031027,20.92517292
 04/16  08:00:00,13.675,20.38237756,20.56875065,20.53982447,20.5146919,20.93444126
 04/16  09:00:00,14.5875,20.62897832,21.0639332,20.90691111,20.85713167,20.97328436
 04/16  10:00:00,15.375,21.27432444,23.03651516,21.7975163,21.68361003,21.11102046
 04/16  11:00:00,16.2875,21.52902537,23.1893639,22.10832707,22.06323229,21.32253238
 04/16  12:00:00,16.325,21.53495272,22.7109633,22.06883831,22.08103369,21.45491056
 04/16  13:00:00,16.1,21.5202897,22.41252767,22.016089,22.06425576,21.52745162
 04/16  14:00:00,15.7875,21.53257506,22.26434707,22.0221325,22.08188774,21.56918129
 04/16  15:00:00,14.85,21.5183111,22.16355541,22.00063797,22.07594276,21.59692523
 04/16  16:00:00,14.0875,21.36480644,21.93613188,21.78352075,21.89707422,21.60675612
 04/16  17:00:00,13.9,21.01460564,21.58667598,21.36889759,21.67987943,21.58074589
 04/16  18:00:00,13.525,20.99522373,21.33536384,21.13207758,22.06448828,21.52348225
 04/16  19:00:00,13.675,20.97972093,21.04999163,20.94784836,21.80754452,21.44480861
 04/16  20:00:00,13.525,20.73105281,20.77602639,20.71474958,21.12584777,21.33431618
 04/16  21:00:00,13.3,20.52825224,20.57563262,20.51602756,20.77203491,21.23384799
 04/16  22:00:00,12.9875,20.40670688,20.44412011,20.39112238,20.55281342,21.14948215
 04/16  23:00:00,12.425,20.17626051,20.26867463,20.17991622,20.32855501,21.08035905
 04/16  24:00:00,11.8875,19.94073438,20.09216465,19.96668854,20.12585546,21.01010328
 04/17  01:00:00,12.0125,19.84217747,19.99570286,19.87213754,20.01411588,20.94693121
 04/17  02:00:00,11.8875,19.75665042,19.91521406,19.78971423,19.92555242,20.89679872
 04/17  03:00:00,11.325,19.88898495,19.95110339,19.89126441,19.95614186,20.85904963
 04/17  04:00:00,11.1,19.91458993,19.94480925,19.90470736,19.94621493,20.83669198
 04/17  05:00:00,11.1,19.91906588,19.9321606,19.90078659,19.9356764,20.81613443
 04/17  06:00:00,11.1,19.92657839,19.93471073,19.90836266,19.93616625,20.79644302
 04/17  07:00:00,11.475,20.03131447,20.12207154,20.10559744,20.0869053,20.78839515
 04/17  08:00:00,11.7,20.3311142,21.11234263,20.7995342,20.50986756,20.83184516
 04/17  09:00:00,12.3875,20.93468135,24.23396097,21.97116946,21.16935874,21.0014362
 04/17  10:00:00,13.1125,21.56480193,26.90841508,22.40505162,21.75836428,21.29180934
 04/17  11:00:00,14.7375,22.27385559,28.05534066,22.78860126,22.37711535,21.63321515
 04/17  12:00:00,15.6,22.93165603,27.801837,23.2041656,22.93821836,21.97337324
 04/17  13:00:00,15.9125,23.36297365,26.60374184,23.48938445,23.35188705,22.26290489
 04/17  14:00:00,16.475,23.67973839,25.48286841,23.67103635,23.83273556,22.49682969
 04/17  15:00:00,17.0125,24.00999726,24.86866929,23.78138484,25.0701213,22.68323172
 04/17  16:00:00,16.5125,24.38994766,24.41405011,23.77483456,26.92900549,22.86121103
 04/17  17:00:00,16.1,24.79734645,24.01158724,23.62521763,28.53155906,22.99555337
 04/17  18:00:00,15.0375,24.75440398,23.55650775,23.30807813,28.77070993,23.05368864
 04/17  19:00:00,13.7125,23.80796415,22.83578608,22.64148062,26.97084061,22.95975358
 04/17  20:00:00,12.6125,22.6779119,22.13109436,21.97711674,24.51609012,22.69426544
 04/17  21:00:00,12.575,21.90331196,21.5909574,21.47173487,22.98115184,22.37911262
 04/17  22:00:00,12.8,21.33207088,21.17203248,21.0802117,21.91489683,22.05335551
 04/17  23:00:00,12.425,20.95610696,20.85847202,20.78391424,21.27310747,21.78870956
 04/17  24:00:00,11.5125,20.65678174,20.58237657,20.51642489,20.81782305,21.5592559
 04/18  01:00:00,10.7875,20.4106268,20.35497413,20.29410517,20.48978678,21.3541672
 04/18  02:00:00,11.2875,20.23508304,20.1948384,20.14673352,20.27474208,21.18448618
 04/18  03:00:00,11.325,20.111255,20.07988658,20.04038328,20.12549617,21.04893558
 04/18  04:00:00,11.1,20.01992745,19.98254193,19.94597247,20.00701987,20.94604585
 04/18  05:00:00,9.725,19.89110776,19.86121775,19.81981548,19.87236572,20.86449942
 04/18  06:00:00,9.2125,19.77999209,20.00067731,19.94730364,19.76601898,20.79289553
 04/18  07:00:00,10.4625,19.97226939,22.18120003,21.64045751,19.99110013,20.80845678
 04/18  08:00:00,11.7875,20.423269,25.10693659,23.0254375,20.49207945,20.97710846
 04/18  09:00:00,12.8875,21.00355547,27.51816391,23.46201846,21.08814618,21.22571127
 04/18  10:00:00,13.3,21.6403202,28.96082523,23.24784359,21.70044131,21.51430134
 04/18  11:00:00,13.9875,22.30344921,29.28230438,23.23496605,22.29768305,21.82500036
 04/18  12:00:00,15.4625,22.9089569,28.48707529,23.42681356,22.85781422,22.11998728
 04/18  13:00:00,16.7875,23.44091475,27.08229753,23.70559188,23.38460619,22.38740756
 04/18  14:00:00,16.8875,23.82757251,25.89993897,23.94125766,23.99649607,22.6249265
 04/18  15:00:00,16.7,24.10381674,25.19530839,24.01896495,25.16938067,22.80507884
 04/18  16:00:00,16.7,24.40788385,24.68086274,23.98450849,26.80273067,22.94791608
 04/18  17:00:00,16.0125,24.73856794,24.20212863,23.77645103,28.25358722,23.03844285
 04/18  18:00:00,14.85,24.67914366,23.6226971,23.33740312,28.63741018,23.05831123
 04/18  19:00:00,13.7125,23.72787282,22.83718448,22.61677853,26.92038011,22.94318103
 04/18  20:00:00,12.6125,22.56818274,22.09044488,21.91595136,24.4306064,22.663135
 04/18  21:00:00,12.2,21.79112761,21.5292483,21.39705337,22.87911693,22.34022735
 04/18  22:00:00,11.8875,21.23669898,21.09804888,20.99969508,21.8112889,22.01248885
 04/18  23:00:00,11.7,20.86812417,20.7758065,20.69636035,21.17785791,21.74734292
 04/18  24:00:00,11.325,20.57585427,20.50836447,20.43800154,20.73713067,21.51211282
 04/19  01:00:00,11.1,20.35093415,20.2942702,20.23204259,20.4250886,21.31003273
 04/19  02:00:00,11.1,20.18914501,20.13925199,20.08661472,20.21409625,21.14822504
 04/19  03:00:00,10.7875,20.05830994,20.00929067,19.96526733,20.04843881,21.01700929
 04/19  04:00:00,9.5375,19.90193523,19.86155972,19.81535967,19.88181498,20.90867849
 04/19  05:00:00,8.525,19.73852776,19.71130133,19.65697981,19.72160189,20.81095717
 04/19  06:00:00,8.9875,19.65996539,19.80969254,19.75707836,19.63420908,20.72672439
 04/19  07:00:00,11.15,19.89949244,21.36892573,21.02049456,19.90855228,20.71803178
 04/19  08:00:00,12.8875,20.41318098,23.82918776,22.32803585,20.49413253,20.84786208
 04/19  09:00:00,13.675,21.00526224,26.17274744,22.97124028,21.14421596,21.0777515
 04/19  10:00:00,14.9625,21.64116079,27.96659793,23.04951852,21.76035034,21.34100532
 04/19  11:00:00,16.2875,22.43463217,28.78102075,23.23300399,22.47595232,21.70344768
 04/19  12:00:00,17.0125,23.05131907,28.22118265,23.46594121,23.01537659,22.04076995
 04/19  13:00:00,17.2,23.46262526,26.84062109,23.65344855,23.41345685,22.31751762
 04/19  14:00:00,17.2,23.76736537,25.64668509,23.79523211,23.9007478,22.54185179
 04/19  15:00:00,17.2,24.07347178,24.9913612,23.87758213,25.13191082,22.72241323
 04/19  16:00:00,16.8875,24.45368152,24.54590164,23.89134466,26.95686467,22.8920044
 04/19  17:00:00,15.6375,24.73825298,24.12911228,23.72463296,28.27154085,23.01726649
 04/19  18:00:00,14.3125,24.62894858,23.5740799,23.29705275,28.5370899,23.05203465
 04/19  19:00:00,13.525,23.69604793,22.80606091,22.59215574,26.84608351,22.93820116
 04/19  20:00:00,12.9875,22.56389095,22.08124026,21.91245195,24.39699533,22.6594818
 04/19  21:00:00,12.8,21.80761862,21.54184515,21.41395664,22.87823308,22.33957389
 04/19  22:00:00,12.425,21.25441553,21.11663022,21.0180267,21.82206113,22.01683552
 04/19  23:00:00,12.2,20.89415675,20.80742333,20.72790219,21.20234961,21.75582312
 04/19  24:00:00,12.2,20.64393118,20.58189671,20.51808301,20.80684442,21.52839096
 04/20  01:00:00,11.8875,20.4599593,20.41274836,20.36125194,20.54221357,21.33764359
 04/20  02:00:00,11.325,20.30625311,20.27602637,20.22896592,20.34946624,21.19112458
 04/20  03:00:00,11.475,20.17749348,20.15590571,20.11304154,20.19759582,21.07343956
 04/20  04:00:00,11.7,20.09605238,20.06755473,20.03182253,20.09267844,20.97963451
 04/20  05:00:00,11.325,20.016378,19.98602466,19.95213518,20.00150793,20.90562131
 04/20  06:00:00,11.475,19.97197087,20.22285184,20.18467777,19.95064217,20.84859406
 04/20  07:00:00,12.3875,20.19587777,22.46049097,21.90759251,20.20379847,20.88798435
 04/20  08:00:00,13.4875,20.67493964,25.40277188,23.32130005,20.72588398,21.07634689
 04/20  09:00:00,14.2125,21.27313698,27.69783365,23.7454073,21.35408006,21.3395235
 04/20  10:00:00,15.15,21.93978614,29.16559356,23.56334978,22.01254739,21.64868172
 04/20  11:00:00,15.9125,22.60149447,29.50461557,23.5394798,22.61463811,21.95570445
 04/20  12:00:00,17.85,23.20650869,28.71701454,23.71661188,23.1586118,22.2386518
 04/20  13:00:00,18.9,23.68177062,27.24542852,23.93853029,23.6279752,22.49987394
 04/20  14:00:00,18.525,23.98664441,26.00130864,24.07608383,24.12859881,22.71886991
 04/20  15:00:00,17.9875,24.24760085,25.27358944,24.11684359,25.30546381,22.88015269
 04/20  16:00:00,17.425,24.53036034,24.70931212,24.0234126,27.04360501,23.00787267
 04/20  17:00:00,16.8875,24.80451215,24.30237498,23.89014188,28.29664926,23.09185202
 04/20  18:00:00,16.0125,24.34777477,23.72852738,23.44874117,27.44057287,23.08172261
 04/20  19:00:00,14.5375,23.32860944,22.90855261,22.68623896,25.45311817,22.90786755
 04/20  20:00:00,13.525,22.39793819,22.18491907,22.00557574,23.66340009,22.62560078
 04/20  21:00:00,12.9875,21.64722739,21.56387911,21.42387473,22.34714059,22.28062068
 04/20  22:00:00,12.425,21.17701353,21.14519587,21.03626735,21.56740236,21.98805693
 04/20  23:00:00,12.2,20.84083254,20.83176503,20.7427224,21.06748199,21.74071294
 04/20  24:00:00,12.2,20.60198926,20.60038687,20.52671127,20.73260129,21.52506408
 04/21  01:00:00,11.8875,20.41926999,20.41661775,20.35288643,20.4916491,21.34526228
 04/21  02:00:00,11.7,20.28377247,20.27259402,20.21732336,20.31661009,21.20661778
 04/21  03:00:00,11.7,20.18550939,20.16728662,20.12161778,20.19310238,21.09413286
 04/21  04:00:00,12.0125,20.10635916,20.09430365,20.05552525,20.10771223,21.00264029
 04/21  05:00:00,11.8875,20.04218768,20.03813805,20.00251559,20.04430914,20.93108536
 04/21  06:00:00,11.7,19.99218342,20.0050674,19.9702105,20.00484367,20.87817126
 04/21  07:00:00,12.0125,20.0696784,20.18377491,20.15567222,20.1511479,20.85194323
 04/21  08:00:00,12.2,20.26543647,20.56123751,20.51042636,20.46522733,20.87130351
 04/21  09:00:00,12.8875,20.6321513,21.30001521,21.11577992,21.01074736,20.94977903
 04/21  10:00:00,13.9875,21.07884733,22.15761034,21.72285635,21.63706925,21.09080297
 04/21  11:00:00,14.4,21.61142745,23.28904191,22.3903327,22.33919436,21.29264871
 04/21  12:00:00,15.15,22.09908466,23.93232288,22.96832777,22.94158163,21.53668413
 04/21  13:00:00,14.85,22.43328635,24.06795132,23.34320648,23.34401573,21.77503713
 04/21  14:00:00,14.4,22.5650286,23.90479876,23.45656658,23.56906132,21.95332434
 04/21  15:00:00,13.7125,22.35234017,23.44470714,23.11953112,23.35421143,22.04440781
 04/21  16:00:00,13.3,22.04256786,22.95513022,22.70748918,22.95798552,22.03471828
 04/21  17:00:00,12.9875,21.74486401,22.48400365,22.28754991,22.56769542,21.96683304
 04/21  18:00:00,12.425,21.53379895,22.0337802,21.86576895,22.39555923,21.87295584
 04/21  19:00:00,12.2,21.13740616,21.42559505,21.28092611,21.77197816,21.75161418
 04/21  20:00:00,11.8875,20.75304889,20.94509918,20.8256435,21.1037236,21.58126867
 04/21  21:00:00,11.7,20.49428893,20.63123285,20.53387306,20.71450433,21.40598009
 04/21  22:00:00,11.7,20.33501815,20.42402938,20.34750085,20.46911499,21.26204086
 04/21  23:00:00,11.7,20.24295831,20.28594315,20.22770628,20.31321465,21.14945539
 04/21  24:00:00,11.7,20.16501985,20.18180692,20.13533749,20.19854994,21.05935949
 04/22  01:00:00,12.0125,20.10584062,20.10882442,20.07032535,20.11851696,20.98495476
 04/22  02:00:00,12.2,20.07135695,20.06662831,20.03552045,20.07234832,20.92519145
 04/22  03:00:00,12.2,20.0506833,20.04544733,20.01968678,20.04907366,20.87963435
 04/22  04:00:00,12.575,20.03720921,20.03908544,20.01639162,20.03959048,20.84729652
 04/22  05:00:00,12.8,20.0441779,20.04521142,20.02560744,20.04512858,20.82676668
 04/22  06:00:00,12.8,20.07798884,20.10743791,20.0903491,20.07765736,20.81777276
 04/22  07:00:00,12.8,20.17770755,20.28415635,20.26791707,20.22745964,20.82729536
 04/22  08:00:00,13.4875,20.37459567,20.58187212,20.56280295,20.52174752,20.86491201
 04/22  09:00:00,14.2125,20.65754369,21.12819499,20.98104014,20.91600937,20.93658316
 04/22  10:00:00,13.4,21.23101216,23.07950958,21.77939649,21.65701944,21.09300144
 04/22  11:00:00,14.55,21.95564721,25.23248669,22.46881866,22.38605398,21.36041396
 04/22  12:00:00,15.225,22.61976926,26.0086283,22.95067639,22.89571924,21.6920752
 04/22  13:00:00,15.6875,23.0034278,25.4141676,23.19589671,23.18483748,21.97869654
 04/22  14:00:00,16.1,23.28344756,24.6467149,23.34668814,23.5744858,22.19420647
 04/22  15:00:00,15.7875,23.52285565,24.19110814,23.38507657,24.6661938,22.36653338
 04/22  16:00:00,15.225,23.85674772,23.88121079,23.39144,26.41248755,22.52794992
 04/22  17:00:00,14.3125,24.14874251,23.56583421,23.25854045,27.65769256,22.65001121
 04/22  18:00:00,13.2125,24.12049177,23.09254529,22.87450519,28.00851531,22.69912976
 04/22  19:00:00,12.1125,23.26072707,22.37818526,22.19729731,26.45326016,22.61848984
 04/22  20:00:00,11.7,22.15034489,21.67360753,21.52784141,24.00482798,22.37470774
 04/22  21:00:00,11.325,21.41083002,21.17185837,21.05974149,22.44928209,22.0696224
 04/22  22:00:00,11.1,20.91906344,20.80379606,20.7101359,21.50074142,21.79646629
 04/22  23:00:00,11.1,20.56975846,20.52932169,20.44551774,20.91756034,21.55311194
 04/22  24:00:00,11.1,20.32121986,20.31932736,20.241736,20.53613064,21.34855029
 04/23  01:00:00,10.7875,20.14143119,20.15574386,20.08323237,20.27740552,21.19414986
 04/23  02:00:00,10.6,20.0117367,20.03283834,19.96714082,20.10010976,21.07257695
 04/23  03:00:00,10.6,19.92429702,19.93921085,19.8819517,19.97683387,20.97582945
 04/23  04:00:00,10.6,19.85691542,19.86411546,19.81279173,19.88537659,20.8979884
 04/23  05:00:00,10.225,19.78575308,19.79063979,19.74082337,19.80241266,20.83408941
 04/23  06:00:00,10.375,19.76237339,20.0723491,20.02022563,19.77293975,20.78513384
 04/23  07:00:00,11.2875,20.00064904,22.31156422,21.75352234,20.04964842,20.83576776
 04/23  08:00:00,12.3875,20.47464357,24.92368497,22.99253378,20.5943337,21.02574218
 04/23  09:00:00,13.4875,21.03698627,27.10472886,23.35756415,21.17785768,21.26516369
 04/23  10:00:00,14.2125,21.66211493,28.40236685,23.20748031,21.80157282,21.52282667
 04/23  11:00:00,14.775,22.27872617,28.64864679,23.19358347,22.37803342,21.77617239
 04/23  12:00:00,16.0625,22.83837247,27.96223647,23.3976063,22.90943473,22.01042361
 04/23  13:00:00,16.325,23.24322902,26.63556181,23.61138142,23.3448239,22.21323957
