Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 03/10  09:00:00,12.8,18.85880883,18.7346226,90.41872367,94.98949913,195.2777355,230.829415,104.8590119,135.8399159
 03/10  10:00:00,13.9,18.93654409,18.82129977,75.90780319,78.25702865,170.007933,201.1389466,94.10012978,122.8819179
 03/10  11:00:00,13.9,19.07806687,18.97542511,64.55611608,65.39565238,146.8158351,173.4934793,82.259719,108.097827
 03/10  12:00:00,15.6,19.16696567,19.07433261,65.41827574,66.24759074,131.7025833,154.702195,66.28430753,88.45460431
 03/10  13:00:00,15,19.21648007,19.13235077,76.33666347,77.76466795,129.2736548,150.3968237,52.93699131,72.63215575
 03/10  14:00:00,14.4,19.23447286,19.1570043,88.42074926,92.30645264,131.9637,153.167018,43.54295072,60.86056534
 03/10  15:00:00,14.4,19.24140518,19.1701698,99.60392972,104.8448718,137.607721,158.3630172,38.00379131,53.51814541
 03/10  16:00:00,13.9,19.22160291,19.15539663,109.8330638,116.3435824,146.1375718,166.9100116,36.30450794,50.56642921
 03/10  17:00:00,13.3,19.14540517,19.08214393,127.1857521,135.9791135,164.403205,186.712259,37.21745287,50.73314555
 03/10  18:00:00,12.8,19.08326426,19.02270232,138.4507968,148.8351773,183.4789843,207.6645325,45.02818755,58.82935519
 03/10  19:00:00,12.2,18.99502359,18.93632259,144.3207966,155.5939932,199.3328716,225.1161397,55.01207494,69.52214654
 03/10  20:00:00,12.2,18.94632275,18.89019794,140.2385422,151.2077238,207.2416159,233.6974928,67.00307369,82.48976896
 03/10  21:00:00,11.7,18.88328975,18.8296097,136.6890874,147.3146814,212.4692009,239.1873962,75.78011353,91.8727148
 03/10  22:00:00,11.1,18.80293317,18.75164348,141.4482732,152.5033499,224.9334607,252.5209667,83.48518757,100.0176168
 03/10  23:00:00,11.1,18.71654546,18.66778666,147.5390216,159.1385166,241.2622689,270.1009846,93.72324732,110.9624679
 03/10  24:00:00,10.6,18.61694329,18.57066549,152.2966424,164.2988945,258.0437924,288.1869731,105.74715,123.8880785
 03/11  01:00:00,10,18.49631342,18.45214475,159.3955564,172.065589,278.6760594,310.5445264,119.280503,138.4789374
 03/11  02:00:00,10,18.39011203,18.34860605,161.242993,174.0037142,297.218532,330.5706263,135.975539,156.5669121
 03/11  03:00:00,9.4,18.27187156,18.23274186,161.8597955,174.5808023,313.8765352,348.4770909,152.0167397,173.8962886
 03/11  04:00:00,8.9,18.15190111,18.11501703,163.3989171,176.3387871,332.1341946,368.2446986,168.7352775,191.9059114
 03/11  05:00:00,8.3,18.02469135,17.98968706,165.8649778,179.2004622,352.3136177,390.2215899,186.4486399,211.0211277
 03/11  06:00:00,8.9,17.90792125,17.87485421,164.897283,178.2564448,370.2338707,409.7331064,205.3365877,231.4766616
 03/11  07:00:00,8.9,17.80320336,17.77209465,160.1695232,173.1425848,383.7805416,424.4157436,223.6110184,251.2731588
 03/11  08:00:00,12.2,17.95175509,17.92865279,101.7445474,108.4210534,343.2878953,379.1363505,241.5433479,270.7152971
 03/11  09:00:00,13.3,18.31558366,18.30769711,10.81715062,6.966940316,240.983225,264.4587039,230.1660744,257.4917636
 03/11  10:00:00,13.9,18.67993774,18.69498672,24.15519007,20.77827512,194.4860055,209.9325307,170.3308154,189.1542556
 03/11  11:00:00,13.9,19.1403828,19.19513834,-6.475464202,-17.50844998,103.4002822,101.3367111,109.8757464,118.8451611
 03/11  12:00:00,16.7,19.45892324,19.56177533,9.030700832,-3.888058403,61.68762079,47.26166337,52.65691996,51.14972177
 03/11  13:00:00,17.8,19.6739948,19.82888824,27.11572195,11.04796752,45.54086118,20.02238411,18.42513923,8.97441659
 03/11  14:00:00,16.7,19.6818235,19.87857495,48.80919104,15.64768963,48.80919104,15.64768963,0,0
 03/11  15:00:00,16.7,19.77188615,20.00375415,63.62000316,29.73296764,63.62000316,29.73296764,0,0
 03/11  16:00:00,16.7,19.78496862,20.03352709,66.35455076,36.39509895,66.35455076,36.39509895,0,0
 03/11  17:00:00,15.6,19.70945037,19.95622565,81.1216275,59.9321608,81.1216275,59.9321608,0,0
 03/11  18:00:00,14.4,19.63590337,19.86347616,107.6980725,94.25695923,107.6980725,94.25695923,0,0
 03/11  19:00:00,13.9,19.57713278,19.77678187,127.4361671,123.0011521,127.4361671,123.0011521,0,0
 03/11  20:00:00,13.3,19.52420427,19.69227008,135.4159486,139.4743911,135.4159486,139.4743911,0,0
 03/11  21:00:00,13.3,19.46400162,19.60232937,136.5844316,150.7239428,142.398164,150.7239428,5.813732469,0
 03/11  22:00:00,16.7,19.50539756,19.62047027,116.7934074,138.3382589,131.0505712,138.3382589,14.25716381,0
 03/11  23:00:00,15,19.39299605,19.48448692,127.6894452,145.8224256,138.5173467,145.8224256,10.8279015,0
 03/11  24:00:00,15,19.31818473,19.3922952,147.9884603,171.8148987,165.0554117,176.5985807,17.0669514,4.783681964
 03/12  01:00:00,12.8,19.18650694,19.24459888,161.2261595,184.5749457,189.8012648,204.3932501,28.57510528,19.81830431
 03/12  02:00:00,12.8,18.96286386,19.00553545,188.707975,213.3939229,232.0151969,251.4908611,43.30722182,38.09693821
 03/12  03:00:00,16.1,19.08524247,19.12267313,133.1583544,150.3385022,207.7892935,225.1554828,74.63093917,74.81698069
 03/12  04:00:00,15,19.0986532,19.1308891,92.64564245,103.7951257,163.4381117,176.0358799,70.79246927,72.24075427
 03/12  05:00:00,15,19.09635159,19.12497855,100.4958341,111.4947136,161.934031,174.0828744,61.43819697,62.58816079
 03/12  06:00:00,14.4,19.05488181,19.07964396,120.9243393,133.5226521,179.3927212,193.390314,58.46838184,59.8676619
 03/12  07:00:00,15,19.04875069,19.07128046,121.2211636,133.4870924,183.5170701,198.1729062,62.29590649,64.68581376
 03/12  08:00:00,15.6,19.1112764,19.13380771,100.5213563,110.1053217,165.6330431,178.4059491,65.11168677,68.30062737
 03/12  09:00:00,16.7,19.35902602,19.3897022,50.77987981,53.833795,111.4083908,117.6192958,60.62851101,63.78550078
 03/12  10:00:00,18.3,19.84328503,19.90001092,23.88960901,21.1703603,48.1045533,44.21833385,24.21494429,23.04797356
 03/12  11:00:00,20,20.52637635,20.62691764,0,-2.28489145,0,0,0,2.28489145
 03/12  12:00:00,21.1,20.95785288,21.09467975,0,0,0,0,0,0
 03/12  13:00:00,22.2,21.64144991,21.80185893,0,0,0,0,0,0
 03/12  14:00:00,23.3,21.91952389,22.10756264,0,0,0,0,0,0
 03/12  15:00:00,23.9,22.11380232,22.38197723,0,0,0,0,0,0
 03/12  16:00:00,23.9,22.19206837,22.50901232,0,0,0,0,0,0
 03/12  17:00:00,23.3,22.05532444,22.37278002,0,0,0,0,0,0
 03/12  18:00:00,21.7,21.7871147,22.06616927,0,0,0,0,0,0
 03/12  19:00:00,18.9,21.61260785,21.82843997,0,0,0,0,0,0
 03/12  20:00:00,17.2,21.46650173,21.60859695,0,0,0,0,0,0
 03/12  21:00:00,16.1,21.36370829,21.43341816,0,0,0,0,0,0
 03/12  22:00:00,15,21.16727194,21.17231042,0,0,0,0,0,0
 03/12  23:00:00,13.3,21.02179029,20.97626348,1.86156753,24.73970684,1.86156753,24.73970684,0,0
 03/12  24:00:00,12.8,20.94990905,20.86771667,4.039554863,28.77313162,4.039554863,28.77313162,0,0
 03/13  01:00:00,12.8,20.75717384,20.64483364,22.01316029,48.76499648,22.01316029,48.76499648,0,0
 03/13  02:00:00,10.6,20.55443909,20.41996111,64.97489063,96.02612782,64.97489063,96.02612782,0,0
 03/13  03:00:00,10.6,20.45705004,20.30891546,77.88147237,109.7349052,77.88147237,109.7349052,0,0
 03/13  04:00:00,9.4,20.32487159,20.16694502,78.20038683,108.8294624,78.20038683,108.8294624,0,0
 03/13  05:00:00,8.3,20.18601363,20.02226116,94.3022825,125.0504608,94.3022825,125.0504608,0,0
 03/13  06:00:00,8.3,20.02612477,19.85880169,118.7523733,150.6819894,118.7523733,150.6819894,0,0
 03/13  07:00:00,8.3,19.85742358,19.68850562,142.4681871,175.3693726,142.4681871,175.3693726,0,0
 03/13  08:00:00,13.9,20.16757144,20.01219987,63.04750309,85.03117486,63.04750309,85.03117486,0,0
 03/13  09:00:00,15.6,20.61653516,20.48620287,0,0,0,0,0,0
 03/13  10:00:00,16.1,20.92946776,20.83227808,0,0,0,0,0,0
 03/13  11:00:00,16.7,21.39762588,21.36455841,0,0,0,0,0,0
 03/13  12:00:00,18.9,21.74128559,21.7838747,0,0,0,0,0,0
 03/13  13:00:00,20.6,21.91803838,22.03859688,0,0,0,0,0,0
 03/13  14:00:00,22.8,22.30006662,22.47223918,0,0,0,0,0,0
 03/13  15:00:00,22.8,22.57610825,22.75097903,0,0,0,0,0,0
 03/13  16:00:00,23.9,22.53081708,22.72356196,0,0,0,0,0,0
 03/13  17:00:00,22.8,22.35971493,22.5733482,0,0,0,0,0,0
 03/13  18:00:00,20,22.15854364,22.34109668,0,0,0,0,0,0
 03/13  19:00:00,16.7,21.9739772,22.11023038,0,0,0,0,0,0
 03/13  20:00:00,16.1,21.8734408,21.96813287,0,0,0,0,0,0
 03/13  21:00:00,15,21.75443372,21.80420692,0,0,0,0,0,0
 03/13  22:00:00,14.4,21.63025971,21.64184714,0,0,0,0,0,0
 03/13  23:00:00,13.3,21.49644718,21.47875084,0,0,0,0,0,0
 03/13  24:00:00,12.2,21.31644234,21.2761268,0,0,0,0,0,0
 03/14  01:00:00,11.7,21.12104598,21.06366651,0,0.920645074,0,0.920645074,0,0
 03/14  02:00:00,11.1,20.81511411,20.74217515,42.97031361,59.48451621,42.97031361,59.48451621,0,0
 03/14  03:00:00,10,20.69337257,20.6127454,63.32560529,81.82332588,63.32560529,81.82332588,0,0
 03/14  04:00:00,10,20.56683006,20.48095453,55.7163554,72.78827498,55.7163554,72.78827498,0,0
 03/14  05:00:00,8.9,20.39101099,20.30133295,70.54943565,88.19777426,70.54943565,88.19777426,0,0
 03/14  06:00:00,7.8,20.17002883,20.07723153,109.9980915,131.0381095,109.9980915,131.0381095,0,0
 03/14  07:00:00,8.9,20.00063174,19.90712088,136.3488931,159.4899842,136.3488931,159.4899842,0,0
 03/14  08:00:00,11.1,20.06561952,19.97855242,99.71461835,117.5709496,99.71461835,117.5709496,0,0
 03/14  09:00:00,13.9,20.3674316,20.29599297,5.914259775,11.50832205,5.914259775,11.50832205,0,0
 03/14  10:00:00,15.6,20.7216643,20.67666218,0,0,0,0,0,0
 03/14  11:00:00,16.1,21.05519229,21.04718198,0,0,0,0,0,0
 03/14  12:00:00,17.2,21.40945369,21.4553142,0,0,0,0,0,0
 03/14  13:00:00,18.3,21.59839865,21.70038345,0,0,0,0,0,0
 03/14  14:00:00,20.6,21.93601199,22.09184927,0,0,0,0,0,0
 03/14  15:00:00,22.2,21.90040542,22.08134362,0,0,0,0,0,0
 03/14  16:00:00,18.9,21.84595997,22.01765729,0,0,0,0,0,0
 03/14  17:00:00,17.8,21.66992947,21.84152421,0,0,0,0,0,0
 03/14  18:00:00,14.4,21.44219984,21.60627486,0,0,0,0,0,0
 03/14  19:00:00,13.9,21.29153321,21.4254995,0,0,0,0,0,0
 03/14  20:00:00,13.3,21.11657064,21.21846447,0,0,0,0,0,0
 03/14  21:00:00,12.8,21.01456533,21.08728771,0,0,0,0,0,0
 03/14  22:00:00,11.1,20.84606186,20.89275186,11.95396956,12.6941579,11.95396956,12.6941579,0,0
 03/14  23:00:00,11.1,20.7076343,20.73464867,35.18521857,39.77655338,35.18521857,39.77655338,0,0
 03/14  24:00:00,10.6,20.54008819,20.55080039,57.66138742,65.40872702,57.66138742,65.40872702,0,0
 03/15  01:00:00,9.4,20.36631416,20.36419102,81.93476014,92.70617153,81.93476014,92.70617153,0,0
 03/15  02:00:00,9.4,20.19956396,20.18749356,103.861017,117.1787615,103.861017,117.1787615,0,0
 03/15  03:00:00,8.3,20.03183862,20.01197471,122.7119675,138.1048586,122.7119675,138.1048586,0,0
 03/15  04:00:00,10,19.89985521,19.87486642,133.8439415,150.3528728,133.8439415,150.3528728,0,0
 03/15  05:00:00,10,19.79606823,19.76797886,135.5950181,151.9956032,135.5950181,151.9956032,0,0
 03/15  06:00:00,9.4,19.66713026,19.63673782,143.5933255,160.389445,143.5933255,160.389445,0,0
 03/15  07:00:00,9.4,19.53744871,19.50570584,159.4731126,177.3925382,159.4731126,177.3925382,0,0
 03/15  08:00:00,11.1,19.5615265,19.53278107,141.9588242,152.8243087,142.103971,157.3839689,0.145146854,4.559660247
 03/15  09:00:00,12.8,19.87659029,19.86128873,50.44894439,51.73808781,56.7727859,63.08248302,6.323841517,11.34439521
 03/15  10:00:00,13.9,20.37471358,20.38469659,0.176795235,0,0.176795235,0,0,0
 03/15  11:00:00,15.6,20.70129317,20.74711318,0,0,0,0,0,0
 03/15  12:00:00,16.1,20.89512599,20.98932148,0,0,0,0,0,0
 03/15  13:00:00,16.1,20.78475426,20.92489605,0,0,0,0,0,0
 03/15  14:00:00,17.2,20.951289,21.14362449,0,0,0,0,0,0
 03/15  15:00:00,17.2,20.86696426,21.09328695,0,0,0,0,0,0
 03/15  16:00:00,16.7,20.86935325,21.12051194,0,0,0,0,0,0
 03/15  17:00:00,16.1,20.83620183,21.09503193,0,0,0,0,0,0
 03/15  18:00:00,14.4,20.6440033,20.89177793,0,0,0,0,0,0
 03/15  19:00:00,14.4,20.518477,20.74430353,40.43995205,15.98237903,40.43995205,15.98237903,0,0
 03/15  20:00:00,13.3,20.37760683,20.5806336,71.55237397,53.77237459,71.55237397,53.77237459,0,0
 03/15  21:00:00,13.3,20.29549329,20.47423529,75.57601183,63.89734534,75.57601183,63.89734534,0,0
 03/15  22:00:00,12.8,20.18849046,20.34392674,79.88389755,73.5801156,79.88389755,73.5801156,0,0
 03/15  23:00:00,12.8,20.09889641,20.23483497,90.74418539,88.14480615,90.74418539,88.14480615,0,0
 03/15  24:00:00,13.3,20.03942314,20.15959641,93.79703928,93.11260213,93.79703928,93.11260213,0,0
 03/16  01:00:00,13.3,19.91324094,20.01853134,105.97854,108.0939731,105.97854,108.0939731,0,0
 03/16  02:00:00,13.9,19.90426043,19.99942931,105.6965402,108.5732827,105.6965402,108.5732827,0,0
 03/16  03:00:00,13.3,19.84572563,19.93145664,99.69497085,102.3995201,99.69497085,102.3995201,0,0
 03/16  04:00:00,13.3,19.78511951,19.86315685,106.3268291,109.6535696,106.3268291,109.6535696,0,0
 03/16  05:00:00,13.3,19.71548497,19.78715246,117.5857248,122.1544494,117.5857248,122.1544494,0,0
 03/16  06:00:00,12.8,19.61199767,19.67728258,132.4054637,139.0487891,132.4054637,139.0487891,0,0
 03/16  07:00:00,12.8,19.5424267,19.60318533,141.8633175,150.0969054,141.8633175,150.0969054,0,0
 03/16  08:00:00,12.8,19.53503241,19.59359113,131.8703107,139.1146492,131.8703107,139.1146492,0,0
 03/16  09:00:00,12.8,19.60231198,19.66085826,102.0639691,108.537348,106.019791,108.537348,3.955821865,0
 03/16  10:00:00,13.3,19.58173033,19.64044706,97.00969292,98.15456779,97.00969292,98.15456779,0,0
 03/16  11:00:00,13.9,19.86525045,19.93504882,53.91000313,49.38088256,53.91000313,49.38088256,0,0
 03/16  12:00:00,13.9,20.02159666,20.10120328,12.87119355,2.601696604,12.87119355,2.601696604,0,0
 03/16  13:00:00,13.9,20.0297164,20.1175146,21.51814489,11.11436272,21.51814489,11.11436272,0,0
 03/16  14:00:00,13.9,20.2034996,20.304693,26.49736725,14.38754438,26.49736725,14.38754438,0,0
 03/16  15:00:00,13.9,20.43150657,20.54589135,0,0,0,0,0,0
 03/16  16:00:00,14.4,20.27113228,20.38092016,0,0,0,0,0,0
 03/16  17:00:00,13.3,20.17624754,20.27163547,51.48780392,43.81349451,51.48780392,43.81349451,0,0
 03/16  18:00:00,12.2,20.03355652,20.10419176,87.42003311,89.0781624,87.42003311,89.0781624,0,0
 03/16  19:00:00,11.7,19.89702827,19.93431817,117.2052323,129.3568486,117.2052323,129.3568486,0,0
 03/16  20:00:00,10.6,19.78678416,19.79004115,134.8120766,154.54302,134.8120766,154.54302,0,0
 03/16  21:00:00,10.6,19.68873874,19.66112683,141.6188399,166.0327455,141.6188399,166.0327455,0,0
 03/16  22:00:00,10.6,19.58990248,19.537623,148.2142975,175.546515,148.2142975,175.546515,0,0
 03/16  23:00:00,10.6,19.46756583,19.39677787,161.6760482,190.737591,161.6760482,190.737591,0,0
 03/16  24:00:00,10,19.34417956,19.26091042,167.3004277,190.4153509,177.4163085,208.7377668,10.11588075,18.32241593
 03/17  01:00:00,10,19.23043703,19.13884098,165.5447076,185.6233111,191.2692438,224.1246871,25.72453617,38.50137596
 03/17  02:00:00,9.4,19.05373594,18.95602212,176.025878,195.0024804,215.7255939,250.8694005,39.69971586,55.86692019
 03/17  03:00:00,8.9,18.88527727,18.78413199,186.6425223,205.0941504,246.7423205,284.8600929,60.09979823,79.76594249
 03/17  04:00:00,8.3,18.62860678,18.52363027,207.1900438,226.7676134,290.3932874,332.9604195,83.20324354,106.1928061
 03/17  05:00:00,6.7,18.51911649,18.41482596,191.0726034,208.1575498,308.919528,353.3325106,117.8469246,145.1749608
 03/17  06:00:00,6.7,18.37828503,18.27485579,172.1168941,186.6802381,311.7099444,356.1771981,139.5930503,169.49696
 03/17  07:00:00,7.2,18.2539933,18.15302224,167.3988003,180.9480567,324.6827368,369.9105147,157.2839365,188.962458
 03/17  08:00:00,10.6,18.47192889,18.38222819,93.14094833,98.22705673,270.3765413,309.012507,177.235593,210.7854503
 03/17  09:00:00,12.8,19.08678761,19.02107241,-8.095389149,-13.4529455,126.6104711,148.1397496,134.7058603,161.5926951
 03/17  10:00:00,13.3,19.47352638,19.44015538,-8.841715292,-17.66055807,49.68117962,55.81813078,58.52289492,73.47868885
 03/17  11:00:00,13.9,19.82161833,19.8336057,9.850165224,-0.125085943,25.33309736,20.49435775,15.48293214,20.61944369
 03/17  12:00:00,14.4,20.15478476,20.22488058,0,0,0,0,0,0
 03/17  13:00:00,16.1,20.61129389,20.75052296,0,0,0,0,0,0
 03/17  14:00:00,16.7,20.8338057,21.03365705,0,0,0,0,0,0
 03/17  15:00:00,17.8,21.20927922,21.45923461,0,0,0,0,0,0
 03/17  16:00:00,14.4,20.73383344,20.99348348,0,0,0,0,0,0
 03/17  17:00:00,13.9,20.51862524,20.76524584,60.58949629,30.05547377,60.58949629,30.05547377,0,0
 03/17  18:00:00,12.8,20.36750043,20.59182799,79.73763808,59.51911929,79.73763808,59.51911929,0,0
 03/17  19:00:00,11.7,20.20964643,20.40746628,87.69224555,75.1426977,87.69224555,75.1426977,0,0
 03/17  20:00:00,11.7,20.10989972,20.2840213,98.21828864,91.23486014,98.21828864,91.23486014,0,0
 03/17  21:00:00,11.1,20.00246605,20.15520834,105.532699,102.4493792,105.532699,102.4493792,0,0
 03/17  22:00:00,11.1,19.87443851,20.00846751,119.9665031,120.5299953,119.9665031,120.5299953,0,0
 03/17  23:00:00,11.1,19.75170293,19.86987952,137.5235343,141.2081072,137.5235343,141.2081072,0,0
 03/17  24:00:00,11.1,19.61125178,19.71485615,154.7393421,161.2619371,154.7393421,161.2619371,0,0
 03/18  01:00:00,11.1,19.5140985,19.60739536,162.7526055,171.2304269,162.7526055,171.2304269,0,0
 03/18  02:00:00,10.6,19.3537881,19.43719043,173.7100028,188.1280347,176.6692071,188.1280347,2.959204365,0
 03/18  03:00:00,11.1,19.22503793,19.29904034,176.1994329,196.9021014,197.4547163,207.3905396,21.25528333,10.4884382
 03/18  04:00:00,11.1,19.15933718,19.2260606,158.3830393,176.7915016,199.1703508,210.5683712,40.78731151,33.77686954
 03/18  05:00:00,10.6,19.03057901,19.09000739,155.8573674,173.2320401,207.0779752,219.5756474,51.2206078,46.34360726
 03/18  06:00:00,10.6,18.96232337,19.01708031,153.1522422,169.4633235,218.4244757,232.0752899,65.27223349,62.61196635
 03/18  07:00:00,11.1,18.89391884,18.94459031,144.4747225,159.3961019,221.4899549,235.6960741,77.01523242,76.29997213
 03/18  08:00:00,12.2,18.97531643,19.02638909,109.0995767,119.6673365,195.8888914,207.4374031,86.78931472,87.77006657
 03/18  09:00:00,13.3,19.09912758,19.1540059,73.5222354,79.17664092,153.9084722,160.4601894,80.38623684,81.28354851
 03/18  10:00:00,12.8,19.33291949,19.39848391,41.49220826,42.43585004,106.4329147,106.6854902,64.94070642,64.24964016
 03/18  11:00:00,13.9,19.42094528,19.49699793,47.13829838,46.40523742,86.83195399,82.5896453,39.69365561,36.18440788
 03/18  12:00:00,14.4,19.62157032,19.7165695,48.9997307,46.47030555,73.24925662,64.54837142,24.24952592,18.07806586
 03/18  13:00:00,13.9,19.68032972,19.79289609,54.86798876,47.90320236,61.21072608,47.90320236,6.342737326,0
 03/18  14:00:00,15.6,19.90720298,20.04274075,38.92108644,20.8720597,38.92108644,20.8720597,0,0
 03/18  15:00:00,16.1,20.03568056,20.18766404,12.64838959,0,12.64838959,0,0,0
 03/18  16:00:00,15,20.09160553,20.25091054,12.51352605,0,12.51352605,0,0,0
 03/18  17:00:00,13.9,20.03435106,20.1813758,43.30308976,29.00787388,43.30308976,29.00787388,0,0
 03/18  18:00:00,12.8,19.89281553,20.00506517,78.59769779,74.60525041,78.59769779,74.60525041,0,0
 03/18  19:00:00,11.7,19.74800614,19.81398551,125.3397614,137.2324443,125.3397614,137.2324443,0,0
 03/18  20:00:00,11.1,19.66420144,19.67763727,149.4211041,173.4551994,149.4211041,173.4551994,0,0
 03/18  21:00:00,11.7,19.64676723,19.61197827,135.7536397,166.0081119,135.7536397,166.0081119,0,0
 03/18  22:00:00,12.2,19.61566366,19.54035095,121.5981463,155.0417874,121.5981463,155.0417874,0,0
 03/18  23:00:00,11.7,19.57475759,19.46842892,125.3769435,157.0797407,125.3769435,159.313598,0,2.233857263
 03/18  24:00:00,11.1,19.48368038,19.35407476,141.6032455,168.2446973,142.8033392,179.436905,1.200093675,11.19220767
 03/19  01:00:00,10.6,19.39622888,19.25177796,151.0919262,174.232721,160.7646143,199.3025034,9.672688059,25.06978239
 03/19  02:00:00,9.4,19.2683013,19.11471757,160.320214,180.5326823,180.6227941,220.7058583,20.30258006,40.17317598
 03/19  03:00:00,10,19.17313603,19.01586063,160.0329262,177.6722934,195.325684,236.7495123,35.29275784,59.07721886
 03/19  04:00:00,10,19.09619637,18.93830295,150.7956136,165.4872022,199.8073781,241.3442969,49.01176447,75.85709465
 03/19  05:00:00,8.9,18.95430199,18.79706152,158.4918391,172.3146895,216.839905,259.2757428,58.34806594,86.9610533
 03/19  06:00:00,8.3,18.81790157,18.66352915,171.0823974,184.9390132,244.5728857,288.934781,73.49048832,103.9957678
 03/19  07:00:00,8.3,18.71694883,18.56737499,165.7233359,178.1947147,259.103898,304.1225916,93.38056212,125.9278769
 03/19  08:00:00,10,18.73527898,18.594294,131.4643395,139.9710072,241.3832756,283.5121814,109.9189361,143.5411743
 03/19  09:00:00,10.6,18.82250746,18.69562613,92.89229771,95.87404177,203.8300471,239.7684808,110.9377494,143.8944391
 03/19  10:00:00,11.7,19.07865049,18.98068114,43.37626998,37.45986152,144.3202876,168.7402615,100.9440176,131.2803999
 03/19  11:00:00,12.8,19.64478606,19.6031015,12.3912242,0.556535532,70.51321465,78.98581217,58.12199045,78.42927664
 03/19  12:00:00,13.9,19.93720912,19.96507732,-15.18283014,-21.83108528,0,0,15.18283014,21.83108528
 03/19  13:00:00,14.4,20.49661097,20.60700983,0,0,0,0,0,0
 03/19  14:00:00,15.6,20.47385315,20.64564296,0,0,0,0,0,0
 03/19  15:00:00,15,20.43879001,20.65503384,0,0,0,0,0,0
 03/19  16:00:00,13.9,20.37605804,20.61530389,27.19496639,0,27.19496639,0,0,0
 03/19  17:00:00,13.3,20.24194463,20.47690868,46.23508273,17.12263927,46.23508273,17.12263927,0,0
 03/19  18:00:00,12.2,20.10146128,20.30635614,77.35009246,59.16565629,77.35009246,59.16565629,0,0
 03/19  19:00:00,11.7,19.99457288,20.15577761,104.8993377,100.2970439,104.8993377,100.2970439,0,0
 03/19  20:00:00,11.1,19.91532536,20.0235793,114.3547093,122.2339571,114.3547093,122.2339571,0,0
 03/19  21:00:00,10.6,19.83041639,19.88791943,119.2571345,136.5730938,119.2571345,136.5730938,0,0
 03/19  22:00:00,10.6,19.75130632,19.76627055,127.4976959,150.7608491,127.4976959,150.7608491,0,0
 03/19  23:00:00,10.6,19.66307423,19.64499405,137.6852583,163.5269655,137.6852583,163.5269655,0,0
 03/19  24:00:00,10,19.54402685,19.50165626,153.8418197,181.2515973,153.8418197,181.2515973,0,0
 03/20  01:00:00,9.4,19.39787838,19.33742993,174.6823586,201.8297964,176.3319229,205.5473327,1.649564257,3.717536301
 03/20  02:00:00,9.4,19.25381091,19.18112463,177.9154753,201.9991916,197.142652,228.8252014,19.22717673,26.82600976
 03/20  03:00:00,8.9,19.09521457,19.01309371,180.5301957,202.1010167,218.5710226,252.6959828,38.04082692,50.59496605
 03/20  04:00:00,7.8,18.92542853,18.83702555,185.0795776,204.9500124,243.4439199,279.9792707,58.36434232,75.0292583
 03/20  05:00:00,7.2,18.77483028,18.6828437,183.336375,201.6303634,264.6485058,303.3662283,81.31213071,101.7358649
 03/20  06:00:00,7.8,18.59657912,18.50205956,185.2087854,202.7366008,287.942765,329.0337667,102.7339796,126.2971658
 03/20  07:00:00,7.8,18.39363222,18.2973944,194.6918923,212.4780987,320.7060409,365.0761884,126.0141486,152.5980897
 03/20  08:00:00,11.1,18.76390079,18.6803728,74.75937228,79.18159632,232.291228,266.7799245,157.5318557,187.5983282
 03/20  09:00:00,13.3,19.22155838,19.16088849,19.31444901,16.12650649,130.2339132,150.8881641,110.9194642,134.7616576
 03/20  10:00:00,14.4,19.45500913,19.42994712,12.76235114,5.154331384,65.69647379,71.70003474,52.93412265,66.54570336
 03/20  11:00:00,14.4,19.65034167,19.68235647,39.74814907,25.75611284,56.05650881,48.99663168,16.30835974,23.24051884
 03/20  12:00:00,15,19.86700316,19.97037018,28.33039519,3.136681651,28.33039519,3.582096472,0,0.445414821
 03/20  13:00:00,15.6,19.96516247,20.1402256,19.50664832,0,19.50664832,0,0,0
 03/20  14:00:00,15,20.13710401,20.38029656,6.329609381,0,6.329609381,0,0,0
 03/20  15:00:00,14.4,20.18930251,20.48394632,4.615866334,0,4.615866334,0,0,0
 03/20  16:00:00,13.3,20.14580885,20.46810883,28.60221295,0,28.60221295,0,0,0
 03/20  17:00:00,12.8,20.07437873,20.39585197,50.74354578,11.73807174,50.74354578,11.73807174,0,0
 03/20  18:00:00,11.7,19.96929004,20.26192275,81.63040816,53.48922814,81.63040816,53.48922814,0,0
 03/20  19:00:00,11.1,19.83564485,20.08449716,118.8180146,104.821147,118.8180146,104.821147,0,0
 03/20  20:00:00,10.6,19.75063299,19.9459375,136.6803065,136.8810127,136.6803065,136.8810127,0,0
 03/20  21:00:00,10.6,19.6958877,19.83838387,135.0846889,144.9130997,135.0846889,144.9130997,0,0
 03/20  22:00:00,10.6,19.64257448,19.73943847,132.2043723,148.2434341,132.2043723,148.2434341,0,0
 03/20  23:00:00,10.6,19.5606368,19.62054046,140.9262832,160.9054808,140.9262832,160.9054808,0,0
 03/20  24:00:00,10.6,19.46258307,19.49390319,153.5359945,179.2515269,156.5068421,179.2515269,2.970847591,0
 03/21  01:00:00,10.6,19.37243233,19.38143661,155.6209839,184.2221701,170.0655288,191.4832428,14.44454491,7.261072689
