Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 11/03  05:00:00,13.3,20.51718532,20.52775653,75.20293519,81.93658704,75.20293519,81.93658704,0,0
 11/03  06:00:00,13.3,20.41833427,20.4251165,85.93303045,93.69298705,85.93303045,93.69298705,0,0
 11/03  07:00:00,12.8,20.30433972,20.30820148,99.67913808,108.7045487,99.67913808,108.7045487,0,0
 11/03  08:00:00,12.8,20.23703925,20.24011188,105.8544677,115.2715962,105.8544677,115.2715962,0,0
 11/03  09:00:00,13.3,20.27364848,20.28110797,85.90048069,92.37289906,85.90048069,92.37289906,0,0
 11/03  10:00:00,13.9,20.13688096,20.15241261,90.41141855,94.81683786,90.41141855,94.81683786,0,0
 11/03  11:00:00,13.9,20.30446957,20.34335033,69.97660891,67.84871141,69.97660891,67.84871141,0,0
 11/03  12:00:00,14.4,20.36844669,20.43293088,41.11124774,31.78219188,41.11124774,31.78219188,0,0
 11/03  13:00:00,13.9,20.23458944,20.31840581,59.09395605,49.27469299,59.09395605,49.27469299,0,0
 11/03  14:00:00,13.9,20.35434398,20.45984976,61.4334391,48.59773771,61.4334391,48.59773771,0,0
 11/03  15:00:00,13.9,20.5532094,20.68186774,25.65753378,7.14160252,25.65753378,7.14160252,0,0
 11/03  16:00:00,12.8,20.26366114,20.39274849,56.12141942,42.10137125,56.12141942,42.10137125,0,0
 11/03  17:00:00,10.6,20.0887612,20.2111259,131.3261967,126.4524473,131.3261967,126.4524473,0,0
 11/03  18:00:00,10.6,19.95914566,20.07153719,161.7646542,163.7506415,161.7646542,163.7506415,0,0
 11/03  19:00:00,11.1,19.85162957,19.95261152,160.419631,166.5678909,160.419631,166.5678909,0,0
 11/03  20:00:00,10.6,19.7705183,19.86263724,157.358472,166.0135731,157.5369431,166.0135731,0.178471127,0
 11/03  21:00:00,11.1,19.69724433,19.78135598,148.5673572,167.1400397,159.9927486,167.1400397,11.42539139,0
 11/03  22:00:00,10.6,19.59687606,19.67270061,151.2353393,169.0720153,171.5363494,179.4011908,20.30101003,10.32917557
 11/03  23:00:00,11.1,19.51320741,19.58236336,152.4106001,169.8937485,184.010639,193.790569,31.60003891,23.89682042
 11/03  24:00:00,11.1,19.42606314,19.48938896,150.4800133,167.0847499,193.4622667,204.3691724,42.98225339,37.28442249
 11/04  01:00:00,10.6,19.31956328,19.37731411,153.3594965,169.8024944,207.0533102,219.6078744,53.6938137,49.80538003
 11/04  02:00:00,11.1,19.23420748,19.28736323,153.3723678,169.509446,220.0783692,234.349425,66.70600141,64.83997892
 11/04  03:00:00,10.6,19.12271894,19.17103257,155.7285579,171.8702624,234.692183,250.8501692,78.96362518,78.97990679
 11/04  04:00:00,10.6,19.02520481,19.06945341,156.7730899,172.8080013,249.9152923,268.0283418,93.14220242,95.22034046
 11/04  05:00:00,9.4,18.8881314,18.92773419,163.6282447,180.2245337,270.7582356,291.4405874,107.1299908,111.2160537
 11/04  06:00:00,8.9,18.68918399,18.7229506,184.2278811,203.009593,308.6222152,333.7929325,124.3943341,130.7833395
 11/04  07:00:00,11.1,18.68084758,18.71345227,156.728096,172.1995033,309.3429371,334.9912122,152.6148411,162.7917089
 11/04  08:00:00,11.7,18.68706227,18.7196139,118.6400322,129.8068322,280.6421923,303.3101372,162.0021602,173.503305
 11/04  09:00:00,11.7,18.71102204,18.74482293,102.9859296,111.65237,262.9650344,283.0238156,159.9791048,171.3714456
 11/04  10:00:00,11.7,18.80709032,18.84397914,86.99004868,93.63415404,242.9920668,260.4671607,156.0020181,166.8330066
 11/04  11:00:00,12.2,18.91284955,18.95405174,71.02444283,75.68985822,215.6562043,229.7250954,144.6317615,154.0352372
 11/04  12:00:00,12.8,18.99737527,19.0440863,68.88898668,72.68032964,197.8978423,209.1708086,129.0088556,136.490479
 11/04  13:00:00,13.3,19.09769508,19.15181035,69.64004331,72.67212605,185.390251,194.0843165,115.7502076,121.4121905
 11/04  14:00:00,13.9,19.21137395,19.27290798,65.46860023,67.7673675,168.6290104,174.534661,103.1604102,106.7672935
 11/04  15:00:00,13.9,19.18650785,19.24806357,78.30136425,83.5031252,166.6054404,173.0706199,88.30407619,89.56749474
 11/04  16:00:00,13.9,19.17825326,19.23501902,108.9737545,119.0433936,189.6185693,199.5352328,80.64481484,80.49183926
 11/04  17:00:00,11.7,19.06712728,19.11256661,137.9948338,153.3776611,222.801255,238.1257052,84.80642124,84.74804409
 11/04  18:00:00,12.2,19.02413699,19.05794683,141.2836768,159.2235197,239.8389854,260.2244697,98.5553086,101.00095
 11/04  19:00:00,12.2,18.98495091,19.00750134,131.0164267,148.2830738,240.6822241,263.444935,109.6657975,115.1618613
 11/04  20:00:00,12.2,18.94261068,18.95574515,127.3401106,143.5586131,242.8673394,267.0394421,115.5272288,123.4808289
 11/04  21:00:00,12.2,18.89094947,18.89662218,130.8265372,146.5086052,251.5141254,277.2184255,120.6875882,130.7098202
 11/04  22:00:00,12.2,18.81348839,18.81284349,138.9845147,154.6677461,266.0705309,293.6855386,127.0860162,139.0177925
 11/04  23:00:00,12.2,18.76469174,18.7599859,138.5419985,153.2970313,275.5574821,304.3749134,137.0154836,151.077882
 11/04  24:00:00,12.8,18.71758104,18.71000672,133.3719338,146.9855002,278.5742407,307.7947344,145.2023069,160.8092342
 11/05  01:00:00,12.2,18.6389862,18.62882655,137.8118052,151.2773155,289.3013998,319.5120717,151.4895946,168.2347563
 11/05  02:00:00,9.4,18.31348711,18.2954728,196.9886129,216.6006182,356.7387627,394.3270656,159.7501498,177.7264474
 11/05  03:00:00,8.9,18.27238114,18.25364277,187.3423134,205.7661823,387.4731355,428.8011014,200.1308221,223.034919
 11/05  04:00:00,10.6,18.17803578,18.15761146,152.4592634,166.9291301,373.8872411,413.977101,221.4279776,247.047971
 11/05  05:00:00,8.3,18.04845332,18.02643277,154.8847551,169.0595648,387.0144527,428.1324102,232.1296976,259.0728454
 11/05  06:00:00,9.4,17.94411876,17.9217632,162.6249914,177.3277885,412.174032,455.7412036,249.5490406,278.4134151
 11/05  07:00:00,10.6,17.90415533,17.88284295,144.3591789,157.0566914,412.2521762,455.785026,267.8929972,298.7283345
 11/05  08:00:00,10.6,18.06062678,18.04554898,85.44859798,91.39868367,363.1965206,400.9930026,277.7479226,309.5943189
 11/05  09:00:00,13.3,18.49591654,18.4964577,20.38431407,18.7795384,261.0376739,286.4611608,240.6533598,267.6816224
 11/05  10:00:00,13.3,18.75245236,18.77480015,29.22107263,25.20367873,211.6400669,227.1562546,182.4189942,201.9525758
 11/05  11:00:00,14.4,19.22742207,19.28630617,20.07607424,12.54819557,165.6851422,170.7596848,145.6090679,158.2114892
 11/05  12:00:00,15,19.65554457,19.76254926,-18.56729808,-34.73319671,64.22462791,48.64986498,82.79192599,83.38306169
 11/05  13:00:00,15,19.88753998,20.03851051,21.27745921,5.222110221,50.12863359,26.99632229,28.85117439,21.77421207
 11/05  14:00:00,17.2,20.35067412,20.54753502,-2.348621691,-0.41946354,4.916278038,0,7.264899728,0.41946354
 11/05  15:00:00,17.8,20.20490425,20.41963629,26.56924957,0,26.56924957,0,0,0
 11/05  16:00:00,16.7,20.12598232,20.34085357,81.29523203,63.15296684,81.29523203,63.15296684,0,0
 11/05  17:00:00,15,19.92704285,20.11309432,119.338511,107.5173616,119.338511,107.5173616,0,0
 11/05  18:00:00,13.9,19.88515255,20.03743961,141.9075709,144.4590745,141.9075709,144.4590745,0,0
 11/05  19:00:00,13.9,19.86092731,19.97031191,138.0131965,151.6971943,138.0131965,151.6971943,0,0
 11/05  20:00:00,13.3,19.82786328,19.90060269,123.8067914,146.8947049,129.1640314,146.8947049,5.357239926,0
 11/05  21:00:00,12.8,19.77490483,19.81681562,129.364942,155.6484002,137.6494256,155.6484002,8.28448364,0
 11/05  22:00:00,11.7,19.64732811,19.66261366,151.7194132,180.8529533,164.3677611,186.3726928,12.64834798,5.519739519
 11/05  23:00:00,11.7,19.55011644,19.54556812,161.5401452,188.4611978,187.7702516,213.1209685,26.23010641,24.6597707
 11/05  24:00:00,10.6,19.39945687,19.37838504,169.407016,194.0903979,209.8958985,237.8835933,40.48888254,43.79319539
 11/06  01:00:00,11.1,19.2020621,19.16721444,188.3218957,212.8025232,246.6162424,279.0236,58.29434663,66.22107686
 11/06  02:00:00,9.4,19.00953675,18.96424781,199.8070547,223.5217523,284.5486271,321.3049073,84.74157246,97.78315509
 11/06  03:00:00,8.3,18.91124852,18.85979207,178.1709001,198.0468709,293.0294282,330.9412487,114.8585281,132.8943778
 11/06  04:00:00,9.4,18.82639268,18.7709529,154.9195646,171.2042439,287.1820112,324.6143014,132.2624466,153.4100575
 11/06  05:00:00,7.8,18.69638669,18.63784527,157.6175774,173.2734678,300.599226,339.2648024,142.9816486,165.9913346
 11/06  06:00:00,8.9,18.57377215,18.51352337,166.5030465,182.4243555,325.1649987,366.1766887,158.6619522,183.7523332
 11/06  07:00:00,8.9,18.45661661,18.39556905,165.4633072,180.6898483,342.2185613,384.8266903,176.7552541,204.136842
 11/06  08:00:00,10.6,18.54250113,18.48611579,117.7063693,127.2594019,312.8440383,351.9500717,195.137669,224.6906698
 11/06  09:00:00,13.3,18.75372358,18.70630342,51.30293161,52.90263206,241.4396515,271.7739805,190.1367199,218.8713484
 11/06  10:00:00,13.3,18.98279201,18.94769357,19.63176886,16.56648741,180.0231403,201.4947316,160.3913714,184.9282442
 11/06  11:00:00,13.9,19.51421061,19.50141438,-9.437785603,-18.86691287,118.972884,129.0937643,128.4106696,147.9606772
 11/06  12:00:00,13.9,19.71488376,19.71595557,10.2693647,6.5512641,80.55282559,86.72481205,70.28346089,80.17354795
 11/06  13:00:00,14.4,19.87761103,19.89524372,40.9693657,39.13324182,62.94223374,64.25404864,21.97286804,25.12080683
 11/06  14:00:00,16.1,19.82724399,19.85680255,73.30333361,71.95991648,84.6575836,84.37295547,11.35424998,12.41303899
 11/06  15:00:00,15,19.68386514,19.71976055,121.0247884,126.3342234,122.9564198,126.3342234,1.93163141,0
 11/06  16:00:00,13.3,19.60923207,19.64650223,150.4070024,160.725469,161.2534475,169.0979496,10.84644507,8.372480617
 11/06  17:00:00,12.2,19.47952232,19.51459663,159.5832962,173.0487964,186.8877718,198.265254,27.30447557,25.21645757
 11/06  18:00:00,11.7,19.39052245,19.42216689,156.9802052,171.9930704,201.6726016,216.1475168,44.69239632,44.15444649
 11/06  19:00:00,11.7,19.32380073,19.35205968,147.2337277,161.934465,207.0515825,223.1370271,59.81785478,61.20256204
 11/06  20:00:00,11.1,19.2190099,19.24342907,149.3082819,164.1490806,219.0250049,236.7465086,69.71672299,72.59742801
 11/06  21:00:00,11.1,19.13244401,19.15405444,152.7535669,167.744596,234.976653,254.5969568,82.22308611,86.85236082
 11/06  22:00:00,10,18.99892484,19.01696861,161.1031486,176.8236664,255.9026533,277.9589101,94.79950469,101.1352438
 11/06  23:00:00,10.6,18.88420442,18.89949737,165.0995796,181.0752524,276.7972593,301.2658244,111.6976797,120.1905721
 11/06  24:00:00,11.1,18.78774477,18.80090516,159.0606732,174.1786837,288.296528,314.1691223,129.2358547,139.9904386
 11/07  01:00:00,11.7,18.71186097,18.72374482,149.7053563,163.6921829,293.0251856,319.5377419,143.3198293,155.845559
 11/07  02:00:00,11.7,18.73504218,18.74820043,123.5934351,134.6027331,278.5195735,303.3966874,154.9261384,168.7939543
 11/07  03:00:00,11.7,18.70162509,18.71528249,115.0835995,124.6948843,269.4957799,292.9128693,154.4121804,168.217985
 11/07  04:00:00,11.7,18.67662182,18.69109396,120.9209258,131.1632623,275.8744459,299.7678914,154.9535201,168.6046291
 11/07  05:00:00,11.7,18.64249452,18.65742262,124.946528,135.7339141,283.1674561,307.8600191,158.220928,172.126105
 11/07  06:00:00,11.7,18.60585003,18.62117526,125.9824507,136.8608567,288.5240663,313.6845997,162.5416156,176.823743
 11/07  07:00:00,11.7,18.56615758,18.58179831,127.0821454,138.0451985,294.5552337,320.2303756,167.4730882,182.1851771
 11/07  08:00:00,12.2,18.62826768,18.64659835,106.6063215,115.3394377,280.1407904,304.1332557,173.5344688,188.793818
 11/07  09:00:00,12.2,18.65065215,18.67173069,94.97170901,102.0778299,263.3235193,284.9981942,168.3518103,182.9203643
 11/07  10:00:00,12.8,19.58941284,19.63926813,-44.61196784,-53.37325467,84.73896233,85.71063945,129.3509302,139.0838941
 11/07  11:00:00,13.3,19.76100466,19.82895893,-2.824486791,-9.185767592,37.31381615,29.07157871,40.13830294,38.2573463
 11/07  12:00:00,13.9,19.99747007,20.09365013,42.16960888,36.64016312,58.8614564,47.19135819,16.69184752,10.55119507
 11/07  13:00:00,15,20.16494931,20.29124871,25.23678081,4.278671773,25.23678081,4.278671773,0,0
 11/07  14:00:00,16.1,20.0007152,20.14888338,65.48429069,44.93735971,65.48429069,44.93735971,0,0
 11/07  15:00:00,16.1,20.10245578,20.27404053,90.29279386,71.71141141,90.29279386,71.71141141,0,0
 11/07  16:00:00,15.6,20.01450946,20.19488308,88.50657737,72.34209799,88.50657737,72.34209799,0,0
 11/07  17:00:00,14.4,19.83026471,20.00502741,121.1844634,110.2121546,121.1844634,110.2121546,0,0
 11/07  18:00:00,13.9,19.77150918,19.93685701,155.3932376,152.5104939,155.3932376,152.5104939,0,0
 11/07  19:00:00,13.9,19.70742031,19.85653019,147.6416967,160.9499207,158.4684752,160.9499207,10.82677854,0
 11/07  20:00:00,13.3,19.64561848,19.7777142,138.1811156,160.1265439,158.5529702,160.8489497,20.37185462,0.722405791
 11/07  21:00:00,12.8,19.45748947,19.57079312,165.6901076,189.5326412,192.1702622,199.3724259,26.48015466,9.83978469
 11/07  22:00:00,12.2,19.43280822,19.53394498,157.8070522,180.1141035,205.7306399,215.6011862,47.92358774,35.4870827
 11/07  23:00:00,11.1,19.33773782,19.42649495,144.8025317,164.1610747,203.6446081,213.6869202,58.84207641,49.52584554
 11/07  24:00:00,12.8,19.29840609,19.37850869,137.9795679,155.3867237,206.4480706,217.2627139,68.46850268,61.87599015
 11/08  01:00:00,11.7,19.2189481,19.2907385,140.1229752,156.8692718,215.3822708,227.5938814,75.2592956,70.72460969
 11/08  02:00:00,11.7,19.0375736,19.10018919,167.2660619,186.257707,250.1967032,266.4692276,82.93064139,80.21152059
 11/08  03:00:00,11.7,18.98522279,19.04221335,161.7700617,179.8827376,267.1705584,285.9324475,105.4004967,106.0497099
 11/08  04:00:00,12.8,18.97110297,19.02414825,131.5317874,145.6217991,251.0197619,268.5779523,119.4879744,122.9561532
 11/08  05:00:00,12.2,18.96933587,19.01995475,113.5310456,125.0908329,235.1530578,251.0979526,121.6220122,126.0071196
 11/08  06:00:00,12.8,18.95725276,19.00606846,112.847821,123.6460686,233.0296273,248.4594237,120.1818063,124.813355
 11/08  07:00:00,12.8,18.90013343,18.94626683,125.0019046,137.1433674,244.7948281,261.7243454,119.7929236,124.580978
 11/08  08:00:00,13.3,18.93263194,18.97827167,115.9832118,127.0760598,241.7003997,258.6175704,125.7171879,131.5415106
 11/08  09:00:00,15,19.01828148,19.06507646,89.46889221,97.62028827,214.4052619,228.4551008,124.9363697,130.8348126
 11/08  10:00:00,14.4,19.02697966,19.07393807,88.96905532,96.25733021,202.7852231,214.9501036,113.8161677,118.6927734
 11/08  11:00:00,14.4,19.06249823,19.10993244,97.47183307,105.6731378,205.3753916,217.8282808,107.9035585,112.155143
 11/08  12:00:00,14.4,19.09908719,19.14674578,96.87946375,105.5002223,201.0587465,213.4424025,104.1792827,107.9421802
 11/08  13:00:00,14.4,19.11253194,19.1597429,98.16015764,106.8963435,197.364547,209.3153068,99.20438932,102.4189634
 11/08  14:00:00,13.3,19.12046135,19.16695493,103.5121988,112.856119,199.4317179,211.6573989,95.91951914,98.80127985
 11/08  15:00:00,13.3,19.10322997,19.14802375,111.1496885,121.4497941,205.5573446,218.677981,94.40765607,97.22818696
 11/08  16:00:00,13.3,19.12445816,19.16829048,108.7215877,118.8941235,204.7849433,218.1619401,96.06335562,99.26781661
 11/08  17:00:00,13.3,19.02123331,19.06096912,126.33402,138.6061453,220.6668833,236.0743876,94.33286329,97.4682423
 11/08  18:00:00,13.3,18.97170835,19.00857291,139.9089048,153.7759915,242.7179157,260.8953248,102.8090109,107.1193332
 11/08  19:00:00,13.3,18.92482134,18.95864782,135.3967059,148.8558328,249.2674387,268.7123414,113.8707328,119.8565085
 11/08  20:00:00,13.3,18.90607598,18.93786384,124.8811475,136.9939116,246.2728294,265.7361355,121.3916818,128.742224
 11/08  21:00:00,13.3,18.88096807,18.91094052,120.6500774,132.1558631,245.559415,265.1471145,124.9093376,132.9912514
 11/08  22:00:00,13.3,18.84933999,18.8776995,122.6745196,134.2717904,250.438594,270.6456139,127.7640744,136.3738234
 11/08  23:00:00,13.3,18.82340768,18.85055585,123.5038385,135.0549379,255.2826549,276.094367,131.7788163,141.0394291
 11/08  24:00:00,12.8,18.75778528,18.78295985,130.528426,142.791055,266.0071495,288.0689039,135.4787235,145.2778488
 11/09  01:00:00,13.3,18.69345257,18.71680625,137.9804452,150.9859087,280.9823845,304.7593891,143.0019393,153.7734803
 11/09  02:00:00,12.2,18.62060344,18.64195888,141.4712289,154.9180794,294.1559661,319.5463946,152.6847371,164.6283151
 11/09  03:00:00,12.2,18.59112382,18.6115803,133.4099352,145.919584,296.9578684,322.7470956,163.5479333,176.8275116
 11/09  04:00:00,12.2,18.5628446,18.582622,124.5958471,135.9844529,294.6038736,320.1410847,170.0080266,184.1566318
 11/09  05:00:00,12.2,18.52737148,18.54657059,124.0379375,135.2108763,297.7571489,323.5754046,173.7192113,188.3645283
 11/09  06:00:00,12.2,18.46621777,18.48436869,131.4846868,143.3957837,309.5107707,336.5743815,178.0260839,193.1785978
 11/09  07:00:00,12.2,18.42080816,18.43830629,133.7646402,145.9353789,319.7475156,347.9714932,185.9828755,202.0361142
 11/09  08:00:00,12.8,18.49856165,18.51833855,105.4416251,114.4784483,299.9878221,326.0532591,194.546197,211.5748108
 11/09  09:00:00,13.3,18.64248185,18.66753025,67.11159313,71.46351054,255.8638566,276.6110578,188.7522635,205.1475473
 11/09  10:00:00,14.4,18.68632953,18.71683264,69.71376437,73.17374852,238.0565557,255.4287031,168.3427913,182.2549545
 11/09  11:00:00,15,18.82677053,18.8673433,68.94048649,71.17711655,225.277599,239.4444572,156.3371125,168.2673407
 11/09  12:00:00,15.6,18.85537191,18.90290952,76.33166084,78.89492012,216.9791251,228.7086391,140.6474642,149.8137189
 11/09  13:00:00,15.6,19.29179653,19.35597191,15.51885678,11.75230875,149.0846234,152.5217983,133.5657667,140.7694895
 11/09  14:00:00,16.1,19.54159053,19.61578936,-10.61501491,-17.48698211,82.39425518,77.30832514,93.00927009,94.79530724
 11/09  15:00:00,15.6,19.40412089,19.47518727,64.31850697,66.82506213,118.0538309,116.8755368,53.73532391,50.05047467
 11/09  16:00:00,15.6,19.39269699,19.45759271,113.3889339,124.5777282,166.2219886,172.7634386,52.83305464,48.18571042
 11/09  17:00:00,15,19.27592278,19.32650926,133.2418504,149.6028838,189.4856898,201.7402329,56.24383943,52.13734907
 11/09  18:00:00,15,19.23865075,19.27585189,137.7813158,156.5108551,204.6913274,221.7341388,66.91001161,65.2232837
 11/09  19:00:00,14.4,19.2073359,19.23044306,129.3431682,147.6383046,207.4793832,227.3368112,78.13621501,79.69850659
 11/09  20:00:00,14.4,19.19838412,19.21026559,119.0938002,135.7353048,203.1240713,224.1434779,84.03027104,88.40817309
 11/09  21:00:00,14.4,19.17936622,19.1819687,116.700377,132.0904408,202.6307149,224.4651305,85.93033787,92.37468977
 11/09  22:00:00,14.4,19.17863252,19.17510287,114.7686518,128.7625268,202.6316302,224.8088192,87.86297847,96.04629239
 11/09  23:00:00,14.4,19.11573597,19.10588312,124.3899591,138.5173388,212.4343278,235.8684977,88.04436868,97.35115893
 11/09  24:00:00,13.9,19.07207595,19.05804601,132.1936716,146.4208776,225.9968461,251.0510231,93.80317446,104.6301455
 11/10  01:00:00,13.3,19.05502277,19.03846606,125.8196481,138.6878311,227.3560525,252.6447538,101.5364043,113.9569227
 11/10  02:00:00,12.8,19.01740303,18.99880127,122.9346789,134.9190341,228.0022762,253.2897532,105.0675973,118.3707191
 11/10  03:00:00,12.8,18.94963897,18.92906135,132.291028,144.8672042,241.0077177,267.5706753,108.7166897,122.7034711
 11/10  04:00:00,12.8,18.89989706,18.8782821,136.4006683,149.1361066,253.4612883,281.329868,117.06062,132.1937614
 11/10  05:00:00,12.8,18.88832736,18.86692378,125.8423682,137.1694731,251.4439248,279.0449958,125.6015566,141.8755227
 11/10  06:00:00,12.2,18.80949059,18.78727103,130.4818898,142.0403383,258.801108,286.9879807,128.3192182,144.9476424
 11/10  07:00:00,12.2,18.78422163,18.76271148,131.7573114,143.2621346,268.0142483,297.0020883,136.256937,153.7399537
 11/10  08:00:00,12.8,18.77938432,18.75915305,120.668679,130.9215648,263.2522651,291.6087964,142.5835861,160.6872316
 11/10  09:00:00,12.8,18.82296912,18.80569455,102.9117645,110.9762634,247.1508789,273.3659436,144.2391144,162.3896802
 11/10  10:00:00,12.8,19.11359166,19.10593539,43.99599434,45.23884704,184.8723739,203.6321127,140.8763796,158.3932657
 11/10  11:00:00,13.9,19.0948971,19.08969379,54.6040825,56.76779566,162.6033472,177.997195,107.9992647,121.2293993
 11/10  12:00:00,15,19.34349088,19.34716277,51.63407327,53.12336002,147.4028917,160.0714183,95.76881838,106.9480583
 11/10  13:00:00,17.2,19.55908438,19.57102458,36.8532077,36.49044364,111.7189279,119.5109197,74.86572019,83.02047608
 11/10  14:00:00,16.1,19.9044578,19.92742366,0.721481936,-3.802754289,54.03572118,54.42753762,53.31423924,58.23029191
 11/10  15:00:00,16.7,19.81814568,19.8392146,43.52683549,44.62468044,59.26003622,60.05062578,15.73320074,15.42594534
 11/10  16:00:00,16.7,19.80439876,19.81910995,95.30746791,104.4316049,101.3102664,108.4654357,6.002798453,4.033830829
 11/10  17:00:00,15.6,19.59228584,19.58545556,136.7894617,154.4351637,140.2181926,155.5396421,3.42873083,1.104478413
 11/10  18:00:00,15.6,19.60115065,19.57346119,149.3544266,172.7500464,164.6944882,188.1767879,15.34006163,15.42674148
 11/10  19:00:00,15,19.56769647,19.51462182,132.5206657,155.8377074,163.5553018,191.9686801,31.03463602,36.13097274
 11/10  20:00:00,15,19.51418509,19.439461,127.7387299,150.2402943,164.7618989,196.6310199,37.02316901,46.39072558
 11/10  21:00:00,14.4,19.52911702,19.44009151,118.9172207,138.3642651,162.5872927,195.509356,43.67007199,57.14509096
 11/10  22:00:00,13.9,19.46722082,19.36658754,122.5635997,140.197178,166.5671387,200.3508107,44.00353904,60.15363272
 11/10  23:00:00,14.4,19.46802705,19.36162574,121.5010752,136.7788137,170.0358153,204.0106022,48.53474006,67.23178853
 11/10  24:00:00,14.4,19.45889882,19.34942272,115.3547226,128.1257618,166.2743521,199.3264837,50.9196295,71.20072194
 11/11  01:00:00,14.4,19.43856207,19.32817071,115.8226426,127.2569798,166.8700225,199.303831,51.04737995,72.0468512
 11/11  02:00:00,13.9,19.397226,19.28715548,123.321146,134.5325425,175.6446639,208.2971332,52.32351794,73.76459075
 11/11  03:00:00,13.9,19.36652375,19.25814642,126.2622517,137.0230877,183.0852035,215.8511555,56.82295186,78.82806782
 11/11  04:00:00,13.9,19.33544755,19.22974278,124.8965974,134.8867868,186.3737305,218.7908128,61.47713306,83.90402601
 11/11  05:00:00,13.3,19.29228079,19.18969833,126.6090598,136.3163338,191.9751741,224.2590105,65.36611428,87.94267666
 11/11  06:00:00,13.3,19.24670688,19.1476475,129.8330134,139.5679807,200.2516877,232.7128397,70.41867434,93.14485898
 11/11  07:00:00,13.3,19.20727731,19.11219596,129.7686056,139.3000999,206.3651225,238.821147,76.59651687,99.52104712
 11/11  08:00:00,13.3,19.19839085,19.1078919,122.1246987,130.7428423,204.6844602,236.3183637,82.55976154,105.5755215
 11/11  09:00:00,13.9,19.25616357,19.17271186,102.1827013,108.3888723,187.6149219,216.5177746,85.43222063,108.1289023
 11/11  10:00:00,14.4,19.28432101,19.20747699,93.71968326,98.63734285,173.3357261,199.5019862,79.61604287,100.8646434
 11/11  11:00:00,14.4,19.30466601,19.23452512,98.200971,103.4110748,171.6013507,196.4084855,73.40037973,92.99741073
 11/11  12:00:00,15.6,19.46419617,19.40446481,75.08117748,77.7464083,146.2759988,167.2286193,71.19482133,89.482211
 11/11  13:00:00,15.6,19.55300026,19.50163893,64.99025079,66.38537072,121.2999962,138.2385381,56.3097454,71.85316736
 11/11  14:00:00,15,19.66618525,19.62311742,66.98287621,68.61551363,110.4044923,124.8705604,43.42161607,56.25504678
 11/11  15:00:00,15.6,19.64856906,19.60934157,83.66593627,87.83989104,114.3043326,128.6296778,30.63839632,40.78978671
 11/11  16:00:00,15,19.63092686,19.59375396,104.0366474,111.1962641,128.5074383,144.269604,24.47079082,33.07333985
 11/11  17:00:00,14.4,19.51370275,19.47445932,133.8406709,145.1281868,157.4519621,176.6455523,23.61129117,31.51736544
 11/11  18:00:00,14.4,19.45852869,19.41655353,145.4869978,159.129085,180.4377616,203.1270783,34.95076374,43.99799328
 11/11  19:00:00,13.9,19.36544926,19.31832728,146.4201675,161.1057619,193.2983294,218.6733873,46.87816191,57.56762548
 11/11  20:00:00,13.3,19.29961234,19.24834439,144.3123141,159.0379058,203.2429511,230.6173301,58.93063698,71.57942425
 11/11  21:00:00,13.3,19.1989857,19.14355999,148.5709595,163.5941895,217.8986368,247.3951779,69.32767732,83.80098836
 11/11  22:00:00,12,19.10054495,19.04202456,154.2471002,169.4992523,236.271963,268.0141846,82.02486283,98.51493224
 11/11  23:00:00,13,19.08049765,19.02158805,138.6397242,151.7232726,235.8663607,267.6351037,97.22663642,115.9118311
 11/11  24:00:00,12,18.93617047,18.87492948,148.0827853,161.7593317,250.6412375,283.8423359,102.5584522,122.0830042
 11/12  01:00:00,12,18.91009351,18.8500158,145.2529982,158.2425552,262.729846,296.9998717,117.4768478,138.7573165
 11/12  02:00:00,13,18.89779553,18.83975777,125.482666,136.0259829,252.5612779,285.4200532,127.0786118,149.3940702
 11/12  03:00:00,12,18.8309588,18.77454365,126.7231509,136.8457431,255.0711552,287.4835666,128.3480043,150.6378235
 11/12  04:00:00,13.3,18.81971065,18.76641317,126.682694,136.5780143,261.2857988,293.8074052,134.6031048,157.2293909
 11/12  05:00:00,13.9,18.81689971,18.76701668,117.1627519,125.9167697,255.7633052,287.2260895,138.6005533,161.3093198
 11/12  06:00:00,13.9,18.78885662,18.74241115,116.728513,125.2651787,255.4291784,286.1966468,138.7006654,160.9314681
 11/12  07:00:00,13.9,18.73843126,18.69488533,126.5772505,136.0627356,267.2617371,298.6140509,140.6844866,162.5513153
 11/12  08:00:00,13.9,18.77172949,18.73289475,115.4618428,123.73336,262.6521883,293.0132014,147.1903455,169.2798414
 11/12  09:00:00,14.4,19.0160789,18.98926199,57.32387705,58.76353009,204.8500121,227.9639718,147.526135,169.2004417
 11/12  10:00:00,15,19.25546505,19.24831315,24.43673716,19.50394018,146.3500529,159.4979539,121.9133157,139.9940137
 11/12  11:00:00,14.4,19.61170466,19.63908606,-3.860629321,-16.90438782,90.10174824,90.23992488,93.96237756,107.1443127
 11/12  12:00:00,15.6,19.74313514,19.80855271,5.907365031,-10.78823793,59.95994011,48.63961416,54.05257508,59.42785209
