Date/Time,Outside tempertaure,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),WEST ZONE:Zone Lights Total Heating Rate [W](Hourly),EAST ZONE:Zone Lights Total Heating Rate [W](Hourly),West Zone:total power (Electric Machine (such as CPU) genearated power-air system cooling),East Zone:total power (genearated power-air system cooling),WESTDATACENTER_EQUIP:ITE Total Heat Gain to Zone Rate [W](Hourly),EAST ZONE:Zone ITE Total Heat Gain to Zone Rate [W](Hourly),WEST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 01/07  19:00:00,7.8,22.55336036,21.77921185,14.2,14.2,-894.8432243,-4.09349454,48444.5523,48507.87257,46454.06302,45471.88156,2885.332506,3040.084506
 01/07  20:00:00,7.2,22.36395722,21.84687101,14.2,14.2,10.1628443,-167.8957526,49421.50189,54909.21159,46777.45706,51633.02992,2633.88199,3444.077421
 01/07  21:00:00,6.7,22.42157099,21.83121219,14.2,14.2,474.5139043,-23.13949213,49801.73673,51449.84314,46789.37335,48290.86292,2537.849477,3182.119718
 01/07  22:00:00,6.7,22.40267849,21.75786653,14.2,14.2,817.6657482,-173.8683484,49912.44643,53784.46512,46635.90902,50495.71569,2458.871666,3462.617769
 01/07  23:00:00,6.1,22.52543991,21.79283159,14.2,14.2,927.3497872,-140.0403226,50277.0567,52172.92742,46932.23864,49007.46552,2417.468275,3305.502221
 01/07  24:00:00,5.6,22.53871978,21.74361529,14.2,14.2,997.0838256,-59.22819989,50465.81387,52074.80123,47087.39397,48836.52576,2381.336076,3297.503674
 01/08  01:00:00,5.6,22.12093691,21.72192307,14.2,14.2,134.2385207,1285.690424,35886.86205,36601.78892,33832.73259,33349.7234,1919.890942,1966.375099
 01/08  02:00:00,5,21.90594614,21.73003508,14.2,14.2,1150.996281,1263.035791,38507.76526,43134.65283,35854.14933,39891.4539,1502.619656,1980.163133
 01/08  03:00:00,5,21.96246325,21.71521043,14.2,14.2,1454.301941,1373.885118,39404.88484,41358.01269,36450.76301,38073.53488,1499.819882,1910.59269
 01/08  04:00:00,5,22.02400604,21.7271272,14.2,14.2,1693.819019,1207.741425,39212.58393,42670.70762,36113.23181,39401.99298,1405.533107,2060.973217
 01/08  05:00:00,4.4,22.07682334,21.71229622,14.2,14.2,1836.678891,1224.497329,39708.65076,42707.60221,36445.13917,39408.25991,1426.832699,2074.844971
 01/08  06:00:00,4.4,22.11926082,21.70807957,14.2,14.2,1849.455076,1362.7497,39922.49837,41831.85331,36676.4014,38502.3877,1396.641893,1966.715905
 01/08  07:00:00,3.9,22.29877828,21.82441513,14.2,14.2,927.6492431,101.0810632,52209.96991,55529.28103,48498.34293,51821.38865,2783.977739,3606.811318
 01/08  08:00:00,3.9,22.01342729,21.68828808,14.2,14.2,408.2724964,205.3878738,45487.02093,48303.51198,42435.25704,44752.54059,2643.491394,3345.583522
 01/08  09:00:00,4,22.39685822,21.93820139,14.2,14.2,-118.6049772,-1515.648991,60530.03954,65724.94082,56773.32156,62193.00011,3875.322955,5047.589701
 01/08  10:00:00,7.8,22.39125227,21.95188524,255.6,255.6,-1047.98947,-1719.681337,53625.28962,56080.02606,51132.01787,53451.67853,3541.261219,4348.02887
 01/08  11:00:00,9,22.68064583,22.12621224,269.8,269.8,-665.4775159,-2113.895099,56780.70302,61562.03863,54013.26485,59036.57995,3432.915687,4639.353782
 01/08  12:00:00,10,22.95530396,22.29039162,284,284,-1084.937282,-2632.317226,56293.40929,58507.54336,54026.37247,56707.09699,3351.974096,4432.763596
 01/08  13:00:00,13,23.1174034,22.31445089,269.8,269.8,-1245.944531,-3144.760096,56766.0386,60137.98393,54667.84397,58557.28977,3344.139163,4725.454261
 01/08  14:00:00,12,23.2329461,22.34259431,227.2,227.2,-1159.665397,-3161.57444,56649.69303,58732.92175,54559.41707,57293.19366,3249.941357,4601.30253
 01/08  15:00:00,14,23.37008491,22.35532202,255.6,255.6,-1142.657828,-3335.075311,57199.61581,58572.45157,55057.59803,57279.06346,3284.675606,4628.463423
 01/08  16:00:00,13.9,23.30261552,22.21210831,284,284,-929.8953055,-3115.049195,57496.68646,59379.50297,55223.35796,57767.26952,3203.2238,4727.282644
 01/08  17:00:00,10.6,23.16809949,22.01039147,284,284,-313.3926362,-2446.432856,57552.68103,59333.48929,54720.05498,57159.69845,3146.018692,4620.223691
 01/08  18:00:00,11.7,23.20552459,21.95739516,14.2,14.2,-0.313360703,-2042.192475,57964.14246,58967.84461,54817.06548,56517.65103,3147.390344,4492.386055
 01/08  19:00:00,10,22.75935468,21.95392837,14.2,14.2,-1359.354525,-786.2741744,48411.0189,48362.23395,46803.13936,45895.32885,2967.234066,3253.179274
 01/08  20:00:00,8.9,22.53790657,22.03146308,14.2,14.2,-424.6876887,-952.1718325,49238.38952,54572.02888,47005.97731,51934.95446,2657.0999,3589.246254
 01/08  21:00:00,8.9,22.61252287,22.01358046,14.2,14.2,-19.64856499,-814.6150657,49700.08068,50932.67625,47075.70215,48431.49173,2644.027087,3315.799579
 01/08  22:00:00,9.4,22.66072589,22.00686723,14.2,14.2,120.0566768,-1100.100128,49885.27952,53473.44751,47188.55347,50945.26152,2576.669378,3628.286116
 01/08  23:00:00,9.4,22.71374883,21.98367462,14.2,14.2,289.5511997,-920.3710011,50187.0418,51826.70481,47405.07214,49328.73018,2492.418463,3418.345638
 01/08  24:00:00,8.9,22.74808775,21.95283569,14.2,14.2,433.1481696,-820.406377,50254.8388,51904.65862,47356.11361,49287.04184,2465.577018,3438.023166
 01/09  01:00:00,7.8,22.28038377,21.88830751,14.2,14.2,-400.8949814,618.0062725,35919.87554,36495.09701,34325.68116,33824.41407,1995.089359,2052.676668
 01/09  02:00:00,10,22.07741052,21.90600915,14.2,14.2,609.5895547,565.8447302,38454.86209,43078.40282,36266.39166,40429.05992,1578.880876,2083.498171
 01/09  03:00:00,8.3,22.0562578,21.81111856,14.2,14.2,1072.366149,906.777447,39205.64473,41042.42598,36571.30057,38148.91342,1561.978012,1986.73511
 01/09  04:00:00,6.1,22.13005847,21.82791477,14.2,14.2,1401.69135,775.547906,39189.27091,42645.71123,36317.04654,39709.62875,1470.533023,2160.534571
 01/09  05:00:00,7.2,22.22071236,21.84701885,14.2,14.2,1434.491487,687.947791,39670.40555,42650.39365,36746.97522,39781.37471,1488.938853,2181.071149
 01/09  06:00:00,6.7,22.22749467,21.80567593,14.2,14.2,1494.696913,891.2899399,39843.34537,41646.05752,36903.32836,38710.67662,1445.320096,2044.09096
 01/09  07:00:00,6.1,22.38905993,21.90627389,14.2,14.2,607.1869403,-287.3255003,52123.70819,55295.81305,48670.82366,51906.64243,2845.697587,3676.496118
 01/09  08:00:00,6.1,22.12344545,21.79836759,14.2,14.2,74.64229764,-237.0501501,45427.20956,48277.11264,42664.5842,45096.33663,2687.983062,3417.826161
 01/09  09:00:00,7,22.45765065,21.99277171,14.2,14.2,-360.3744678,-1823.134492,60527.28962,65639.7971,56957.10553,62342.81786,3930.558558,5120.113731
 01/09  10:00:00,7.2,22.48947745,22.04993973,255.6,255.6,-1336.409338,-2093.659165,53570.1887,56025.0303,51315.67826,53696.68416,3590.919777,4422.005308
 01/09  11:00:00,8,22.87262173,22.31912145,269.8,269.8,-1166.780787,-2733.875036,56736.11931,61443.00083,54398.41989,59436.17215,3504.480203,4740.703717
 01/09  12:00:00,8,22.89625898,22.23913195,284,284,-1068.214961,-2608.317247,56198.21653,58344.15114,53908.94513,56523.90504,3357.486356,4428.563353
 01/09  13:00:00,9,23.11927143,22.32270375,269.8,269.8,-1227.796147,-3076.368329,56978.03686,60342.73519,54836.56644,58681.7812,3369.266566,4737.32232
 01/09  14:00:00,9,23.17606649,22.31011966,227.2,227.2,-1114.029967,-3049.785652,56491.81089,58687.55206,54386.06327,57174.86838,3219.777588,4562.469331
 01/09  15:00:00,11,23.32014079,22.32579974,255.6,255.6,-972.7395029,-3139.841235,57214.97781,58613.66074,54902.82878,57155.82441,3284.888529,4597.677562
 01/09  16:00:00,10.7,23.21683512,22.13466528,284,284,-722.1855399,-2893.154605,57630.63244,59569.24736,55159.89764,57760.73252,3192.920335,4701.669446
 01/09  17:00:00,10,23.17902464,22.0341594,284,284,-280.9332244,-2435.66108,57561.33034,59468.16938,54705.5815,57279.55978,3136.682068,4624.270672
 01/09  18:00:00,10,23.14385511,21.92274888,14.2,14.2,98.88277762,-1913.92312,57984.05589,59051.20598,54761.98239,56485.74414,3123.190714,4479.384958
 01/09  19:00:00,9.4,22.6618864,21.89820508,14.2,14.2,-1180.360223,-480.8210746,48426.36855,48359.04569,46658.78746,45702.61633,2947.941321,3137.250428
 01/09  20:00:00,8.9,22.50048049,22.00788325,14.2,14.2,-333.853419,-716.8650725,49388.09212,54799.57238,47021.97764,51960.70588,2699.967898,3555.731575
 01/09  21:00:00,8.3,22.57262422,22.00436497,14.2,14.2,64.63717575,-648.4076576,49778.69621,51320.59591,47104.1637,48671.67183,2609.895339,3297.331745
 01/09  22:00:00,7.8,22.58313519,21.96177143,14.2,14.2,326.2656301,-887.1722755,49835.20795,53634.6556,46975.21548,50929.4247,2533.72684,3592.403172
 01/09  23:00:00,6.7,22.6591196,21.94900346,14.2,14.2,518.7644226,-740.7743737,50211.94938,51979.51191,47214.59928,49310.65404,2478.585682,3409.632239
 01/09  24:00:00,6.7,22.70586545,21.92358128,14.2,14.2,574.4383257,-714.9995599,50397.55635,51896.33013,47371.72595,49199.2981,2451.392071,3412.031587
 01/10  01:00:00,6.7,22.25827995,21.87986208,14.2,14.2,-324.0834018,647.1317903,35878.71677,36502.33911,34221.17711,33799.11063,1981.62306,2056.096683
 01/10  02:00:00,6.7,22.00451652,21.85076534,14.2,14.2,790.7164236,734.2194463,38478.65927,43061.05252,36130.50558,40259.68354,1557.437272,2067.149533
 01/10  03:00:00,6.1,22.07255892,21.84102092,14.2,14.2,1099.818861,856.0509573,39280.06198,41154.88586,36625.99647,38301.99189,1554.246647,1996.843015
 01/10  04:00:00,6.1,22.11947223,21.83290038,14.2,14.2,1390.301937,733.0993326,39143.52826,42552.09572,36297.46193,39668.44397,1455.764392,2150.552409
 01/10  05:00:00,6.1,22.18032072,21.82240308,14.2,14.2,1530.995885,756.9670335,39661.11887,42578.78793,36656.79312,39663.08666,1473.329861,2158.734231
 01/10  06:00:00,6.1,22.2014969,21.7970581,14.2,14.2,1585.903767,963.2664523,39867.71846,41678.48534,36848.30709,38680.34129,1433.507602,2034.8776
 01/10  07:00:00,4.4,22.29169542,21.82365409,14.2,14.2,887.057441,-18.36177966,52158.14231,55382.15185,48462.19269,51754.11135,2808.892174,3646.402283
 01/10  08:00:00,5.6,22.10047917,21.78741832,14.2,14.2,228.7041436,-104.8946045,45515.82198,48350.88944,42630.48261,45071.73231,2656.635226,3384.051739
 01/10  09:00:00,6.8,22.39376129,21.95017673,14.2,14.2,-447.3344798,-1891.913825,60578.50918,65708.79513,57027.72875,62449.77069,3998.114912,5150.938268
 01/10  10:00:00,6.8,22.3781879,21.97936307,255.6,255.6,-1263.413657,-1936.617841,53465.43721,55890.96527,51097.81641,53397.34297,3631.034466,4430.240141
 01/10  11:00:00,7.1,22.77219351,22.25825141,269.8,269.8,-1003.13532,-2555.217929,56678.93515,61582.49049,54199.83054,59417.54456,3482.23993,4720.163856
 01/10  12:00:00,7.5,22.8886339,22.26459196,284,284,-1088.233,-2637.459865,56117.77237,58289.57227,53848.3599,56500.62606,3357.645467,4426.406084
 01/10  13:00:00,8.4,23.10692276,22.34222506,269.8,269.8,-1263.722562,-3145.85325,56846.60336,60313.48638,54743.78495,58716.43757,3366.540966,4742.902059
 01/10  14:00:00,8.3,23.16913964,22.32265809,227.2,227.2,-1128.448927,-3086.737816,56458.76573,58632.70485,54363.84428,57160.97878,3223.370372,4558.463885
 01/10  15:00:00,9.7,23.32328232,22.34487373,255.6,255.6,-1015.251674,-3189.109883,57172.03476,58587.8228,54901.13583,57176.92492,3286.150606,4600.007761
 01/10  16:00:00,10,23.26841996,22.19577125,284,284,-856.5103044,-3075.606656,57579.197,59573.1648,55226.98952,57919.18395,3208.717784,4729.587506
 01/10  17:00:00,8.9,23.13374467,21.99459529,284,284,-275.7340998,-2410.555695,57527.22225,59449.17995,54681.7456,57241.96664,3121.210757,4617.769005
 01/10  18:00:00,8.3,23.15871238,21.93978379,14.2,14.2,96.69350886,-1899.172873,57902.04735,58951.59401,54679.51723,56388.56065,3125.83661,4462.206231
 01/10  19:00:00,7.8,22.69242877,21.90206422,14.2,14.2,-1144.08137,-558.3612295,48474.38753,48383.39186,46685.8456,45737.92087,2932.623297,3203.832212
 01/10  20:00:00,7.2,22.49795773,21.97198687,14.2,14.2,-299.4030557,-735.4842178,49310.51986,54687.08298,46939.04769,51869.44885,2670.875227,3553.118345
 01/10  21:00:00,6.7,22.59025113,21.97301502,14.2,14.2,87.10608382,-644.4341282,49846.03378,51274.14428,47150.59371,48607.13061,2608.333986,3311.447801
 01/10  22:00:00,6.7,22.62370095,21.95870803,14.2,14.2,269.8237349,-940.8391718,49841.00003,53537.94207,47033.6896,50881.03002,2537.486695,3597.751222
 01/10  23:00:00,6.7,22.66894193,21.92002776,14.2,14.2,493.0856246,-722.3948665,50246.7091,51912.51443,47277.28672,49229.3212,2476.336755,3405.58809
 01/10  24:00:00,6.7,22.68026457,21.86908936,14.2,14.2,648.1577989,-559.4666921,50392.6255,51858.62671,47307.87292,49028.98507,2436.594781,3389.108326
 01/11  01:00:00,5.6,22.24204314,21.84504126,14.2,14.2,-251.6591306,820.6078354,35913.94253,36488.49213,34196.23514,33651.74471,1969.36652,2016.139582
 01/11  02:00:00,6.1,22.02189697,21.852135,14.2,14.2,774.3424683,765.9888908,38490.60173,43144.0581,36160.68335,40321.3057,1555.575921,2056.763512
 01/11  03:00:00,5.6,22.07870731,21.83320312,14.2,14.2,1076.078241,886.3214381,39259.57788,41103.62046,36628.4973,38231.97751,1555.002346,1985.321508
 01/11  04:00:00,3.9,22.0794108,21.78486526,14.2,14.2,1471.272769,889.7800705,39147.95468,42591.31974,36231.21699,39569.54944,1445.464917,2131.990226
 01/11  05:00:00,5,22.09090734,21.73291216,14.2,14.2,1763.136776,1101.336652,39657.12702,42607.03272,36446.89657,39394.2255,1447.093676,2111.470576
 01/11  06:00:00,3.9,22.14247724,21.7337984,14.2,14.2,1816.445444,1257.582215,39903.82972,41730.92519,36668.73787,38481.74095,1418.646415,1991.602019
 01/11  07:00:00,5,22.35459776,21.88312318,14.2,14.2,778.2996086,-116.8335547,52243.81071,55522.80756,48645.13421,51984.0261,2820.376889,3655.615017
 01/11  08:00:00,4.4,22.06332379,21.74434035,14.2,14.2,240.523628,-36.76241205,45429.85605,48213.36837,42517.99189,44861.04642,2671.340535,3389.084366
 01/11  09:00:00,6,22.40501487,21.95135616,14.2,14.2,-169.3132598,-1617.907563,60512.47056,65682.54293,56788.97883,62221.12076,3892.804992,5079.329732
 01/11  10:00:00,6.1,22.308734,21.87581795,255.6,255.6,-847.7823106,-1515.886013,53640.33826,56065.32434,50954.68216,53243.77634,3533.438409,4337.434015
 01/11  11:00:00,6,22.87078353,22.33554759,269.8,269.8,-1051.600126,-2565.989691,56852.63463,61682.78977,54418.55206,59542.12283,3485.68269,4706.656633
 01/11  12:00:00,7,22.87709842,22.23908181,284,284,-1037.027193,-2509.005422,56165.18463,58323.06009,53863.22125,56450.59723,3338.990566,4381.468275
 01/11  13:00:00,8,22.97133355,22.17882011,269.8,269.8,-894.7702254,-2659.796964,57016.17528,60485.08143,54584.65172,58474.94904,3326.293786,4669.929362
 01/11  14:00:00,8,23.21545039,22.33461174,227.2,227.2,-1054.806748,-3007.929386,56567.24759,58845.14875,54393.41683,57293.79539,3228.637515,4559.282742
 01/11  15:00:00,9,23.30483967,22.30009378,255.6,255.6,-1006.328573,-3104.030585,57294.51192,58728.91867,55034.05674,57240.4854,3266.783748,4592.463861
 01/11  16:00:00,10,23.18302663,22.09896116,284,284,-660.3677697,-2755.019514,57497.11166,59473.11858,54993.47732,57575.58752,3164.002104,4652.550573
 01/11  17:00:00,9.4,23.14237088,21.9775184,284,284,-171.3047627,-2270.325094,57566.60182,59410.64136,54609.67671,57109.05783,3128.229866,4571.908617
 01/11  18:00:00,9.4,23.1942712,21.95037592,14.2,14.2,-7.864610125,-1966.700017,58039.47368,59145.29503,54915.84595,56622.91108,3131.492334,4489.083966
 01/11  19:00:00,10,22.72372885,21.93386894,14.2,14.2,-1371.488678,-651.1702172,48395.27786,48449.14852,46809.2437,45939.75853,2957.522841,3160.560207
 01/11  20:00:00,10,22.54545429,22.0133404,14.2,14.2,-495.008365,-841.3799406,49353.02917,54687.4863,47143.47436,51977.55296,2704.563178,3551.313276
 01/11  21:00:00,10,22.62962136,22.01814249,14.2,14.2,-99.62226106,-774.3830098,49769.98195,51314.03601,47254.42946,48782.71888,2615.174759,3305.700132
 01/11  22:00:00,10,22.65234577,21.9860253,14.2,14.2,126.7311422,-1051.398429,49841.91988,53564.07928,47170.30956,51018.19997,2544.879183,3597.277733
 01/11  23:00:00,10,22.70948744,21.95799842,14.2,14.2,342.0378517,-859.7512148,50208.45584,51940.90981,47385.10354,49387.39255,2481.314449,3413.268481
 01/11  24:00:00,10,22.77826825,21.9557794,14.2,14.2,382.0328278,-869.0696263,50395.85657,51865.95524,47550.33991,49315.09833,2463.483834,3419.926541
 01/12  01:00:00,10,22.31762925,21.9108761,14.2,14.2,-519.2905992,530.808463,35919.13681,36474.11322,34437.47174,33893.41573,2000.955671,2049.889028
 01/12  02:00:00,10,22.08999494,21.91233013,14.2,14.2,538.6198212,526.8029665,38446.39149,43088.71804,36329.11239,40482.58164,1578.659271,2079.33343
 01/12  03:00:00,8.3,22.11285505,21.86118764,14.2,14.2,924.3100466,751.8609685,39245.01416,41087.06414,36751.24448,38339.5627,1569.459631,1995.640465
 01/12  04:00:00,7.8,22.15393212,21.84965065,14.2,14.2,1272.856906,673.9974148,39155.06703,42597.59045,36414.97455,39769.85061,1467.235572,2153.74242
 01/12  05:00:00,7.2,22.18271503,21.81316329,14.2,14.2,1481.352724,794.7978364,39658.51811,42618.73975,36703.92369,39675.13957,1473.241702,2148.80235
 01/12  06:00:00,6.7,22.16606422,21.75473156,14.2,14.2,1658.100682,1138.365951,39872.34663,41686.25775,36790.17789,38547.30476,1424.068052,2000.587038
 01/12  07:00:00,7.2,22.3635889,21.88877066,14.2,14.2,734.0248802,-133.5174514,52199.75416,55436.79856,48645.64788,51926.63552,2820.0814,3643.68049
 01/12  08:00:00,7.2,22.14509749,21.81976784,14.2,14.2,53.244374,-258.2313953,45495.40814,48316.92674,42765.03098,45176.86589,2677.132783,3398.292245
 01/12  09:00:00,6.7,22.44523035,21.98808887,14.2,14.2,-615.5966759,-2028.87585,60573.16721,65713.2013,57174.66151,62581.02702,4014.102377,5161.050128
 01/12  10:00:00,7.2,22.44368379,22.0340299,14.2,14.2,-1414.674299,-2076.172119,53484.88883,55903.35987,51253.42138,53538.05041,3646.141755,4441.481572
 01/12  11:00:00,7.8,22.87360021,22.3506036,14.2,14.2,-1222.419182,-2776.726858,56681.9514,61580.64689,54401.92647,59615.66577,3502.444114,4741.707981
 01/12  12:00:00,9.4,23.0197164,22.38738903,14.2,14.2,-1371.571092,-2943.724032,56130.11063,58285.46577,54116.37773,56765.69561,3385.304,4463.494185
 01/12  13:00:00,10.6,23.1081634,22.32333936,14.2,14.2,-1286.797535,-3203.165897,56843.20944,60277.78023,54766.74106,58732.73592,3363.265922,4748.210199
 01/12  14:00:00,9.4,23.09657194,22.22780534,14.2,14.2,-913.8637608,-2856.649695,56611.86281,58741.65449,54330.27334,57056.86232,3195.453233,4541.441864
 01/12  15:00:00,13.3,23.21820127,22.2295137,14.2,14.2,-682.216716,-2802.800654,57251.58886,58628.11237,54691.7928,56893.84815,3242.012776,4537.064872
 01/12  16:00:00,11.1,23.15026564,22.08295982,14.2,14.2,-449.72726,-2570.348001,57723.20101,59656.8633,55005.41421,57577.87022,3167.514055,4649.341078
 01/12  17:00:00,10,23.17670471,22.04110429,14.2,14.2,-181.550115,-2371.21357,57677.71718,59649.13465,54722.76939,57401.45158,3136.497904,4618.896637
 01/12  18:00:00,9.4,23.24315357,22.03029001,14.2,14.2,-142.7692647,-2223.083261,58032.50368,59180.29304,55026.59709,56868.24832,3148.675856,4535.127984
 01/12  19:00:00,9.4,22.77185809,22.01300561,14.2,14.2,-1512.820474,-931.6535613,48404.52741,48353.98775,46934.53658,46083.80816,2982.811308,3201.833153
 01/12  20:00:00,9.4,22.58424426,22.08455579,14.2,14.2,-622.0073173,-1110.602713,49318.53676,54634.83393,47217.71242,52147.02452,2722.831654,3598.412123
 01/12  21:00:00,9.4,22.65140554,22.07149858,14.2,14.2,-174.9032686,-979.8779047,49759.73924,51262.36958,47306.96677,48900.97741,2627.675742,3341.270076
 01/12  22:00:00,10,22.6873358,22.05400017,14.2,14.2,33.70833683,-1271.589844,49837.7123,53537.80164,47246.03563,51173.26702,2557.968328,3636.12446
 01/12  23:00:00,10,22.72220372,22.00401323,14.2,14.2,284.094346,-1030.935848,50188.98813,51884.03353,47418.35536,49476.24923,2486.53842,3438.720144
 01/12  24:00:00,10,22.76473724,21.9770449,14.2,14.2,406.4498137,-934.9735327,50384.44592,51822.83183,47516.60956,49324.907,2461.38655,3432.898362
 01/13  01:00:00,9.4,22.33048734,21.95387721,14.2,14.2,-541.9181537,395.2022014,35929.71916,36471.00462,34475.84198,34009.69711,1995.795334,2066.10531
 01/13  02:00:00,9.4,22.10335733,21.9504071,14.2,14.2,496.538152,379.0980784,38476.17085,43080.02476,36398.12141,40605.01369,1581.511289,2095.912989
 01/13  03:00:00,9.4,22.17969802,21.94658854,14.2,14.2,756.244654,444.9766751,39210.42744,41024.45556,36867.93027,38539.8343,1586.252518,2039.64459
