Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),space1 power input,space2 power input,space3 power input,space4 power input,space5 power input,SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),
 01/01  01:00:00,7.0125,17.59947549,17.5851255,17.4999515,17.60356113,18.36892869,-1208.244383,-536.621318,-1191.639011,-531.9265425,-2303.309827,0,1208.244383,0,536.621318,0,1191.639011,0,531.9265425,0,2303.309827,0,0,0,0,0,
 01/01  02:00:00,7.2,17.41444139,17.37378474,17.32020792,17.38797174,18.19898291,-1166.277888,-517.6599373,-1150.502135,-513.5958702,-2231.447196,0,1166.277888,0,517.6599373,0,1150.502135,0,513.5958702,0,2231.447196,0,0,0,0,0,
 01/01  03:00:00,6.8875,17.2340195,17.18706117,17.13973256,17.20064572,18.03770904,-1182.715444,-523.815095,-1166.450009,-519.5696934,-2265.155551,0,1182.715444,0,523.815095,0,1166.450009,0,519.5696934,0,2265.155551,0,0,0,0,0,
 01/01  04:00:00,6.325,17.04149889,16.98897217,16.94350461,17.00436323,17.86941408,-1226.414255,-542.9972052,-1209.580115,-538.6275356,-2348.279279,0,1226.414255,0,542.9972052,0,1209.580115,0,538.6275356,0,2348.279279,0,0,0,0,0,
 01/01  05:00:00,5.0375,16.77075145,16.72712875,16.67501587,16.74631909,17.6447044,-1346.719214,-594.1962095,-1328.604025,-588.6888484,-2573.54619,0,1346.719214,0,594.1962095,0,1328.604025,0,588.6888484,0,2573.54619,0,0,0,0,0,
 01/01  06:00:00,4.4,16.52566272,16.48002945,16.43181723,16.4964,17.43497469,-1392.027391,-619.9343821,-1375.93337,-615.7110314,-2660.772058,0,1392.027391,0,619.9343821,0,1375.93337,0,615.7110314,0,2660.772058,0,0,0,0,0,
 01/01  07:00:00,5.4625,17.90810059,17.86950727,17.87341163,17.87236834,18.50787521,1688.222678,815.9775183,1785.146811,814.1995729,1191.380873,259.6906659,200.6445215,148.9703309,98.27821722,320.6366941,213.2957543,143.6688106,93.76875817,356.4254806,1194.396045,1629.176533,765.2854046,1677.805871,764.2995205,2029.351437,
 01/01  08:00:00,5.4125,20.84198142,21.26942227,20.92851791,20.99576912,21.4051725,7554.212312,3217.418463,7646.898481,3567.053707,10233.5067,2703.865608,0,1122.798676,13.9387826,2737.435362,0.564293171,1284.006139,0,3345.363058,206.554197,4850.346704,2108.55857,4910.027412,2283.047568,7094.697841,
 01/01  09:00:00,6.75,21.84319772,22.99603172,21.79215886,21.70904342,22.06993908,5176.365291,988.4351609,5528.796765,2439.687761,7389.599456,1688.58748,134.7766708,85.8402053,53.05852954,1814.358809,84.45082451,760.0855208,0,2427.334807,613.7974949,3622.554481,955.6534851,3798.888781,1679.60224,5576.062143,
 01/01  10:00:00,8.4875,22.18925798,24.09987928,22.05418631,22.00483902,22.18449114,3560.028128,-271.3848609,4158.303111,1895.042488,6121.425747,1006.640116,148.2631233,0,547.4898283,1208.13176,46.83581135,537.244006,0,1551.477856,163.636925,2701.651134,276.1049674,2997.007162,1357.798482,4733.584816,
 01/01  11:00:00,9.2125,22.55518459,24.57553721,22.22456837,22.22696168,22.25686377,2619.399668,-797.407301,3353.877658,1548.116671,5400.49674,439.2594934,0,0,797.407301,807.7136389,0,384.4193116,0,1117.294304,0,2180.140175,0,2546.164019,1163.69736,4283.202435,
 01/01  12:00:00,9.775,22.97110968,24.40056596,22.40058924,22.41517707,22.35666312,1743.009206,-723.3535407,2812.886935,1277.128122,4852.032418,60.60236318,23.77724154,0,737.9889634,573.0076923,0,265.1418595,0,908.1020167,0,1706.184084,14.63542269,2239.879243,1011.986263,3943.930401,
 01/01  13:00:00,10.375,23.41466359,23.93466323,22.51688518,22.55073133,22.44549626,911.4889329,-271.5253522,2445.047384,1091.719738,4336.850207,0,341.0096143,0,493.6168866,426.9755594,0,189.6607979,0,719.4139173,0,1252.498547,222.0915343,2018.071825,902.0589397,3617.43629,
 01/01  14:00:00,10.9125,23.88099799,23.46624945,22.59149337,22.65203438,22.52269966,-215.7033993,263.1954251,2201.832232,957.7236462,3904.841994,0,870.6801581,0,210.9111499,339.1912451,0,138.0316082,0,564.8981964,0,654.9767589,474.106575,1862.640987,819.6920379,3339.943798,
 01/01  15:00:00,12.85,24.57087651,23.14500687,22.63783288,22.77871612,22.59306133,-1284.845127,474.3124636,1838.749745,727.9842408,3209.657167,0,1304.606477,0,48.94577841,281.9818731,0,79.61844954,0,443.3856522,0,19.76134995,523.258242,1556.767872,648.3657913,2766.271515,
 01/01  16:00:00,13.9,24.85987824,22.92314655,22.58621035,22.96848824,22.64933112,-1243.059731,583.3363738,1794.864083,529.7548221,2774.556113,0,1243.059731,36.40211723,0,327.8898461,0,11.31050777,0,349.1048141,0,0,546.9342566,1466.974237,518.4443143,2425.451299,
 01/01  17:00:00,12.15,23.3940506,22.60768988,22.38528017,22.69088596,22.6359445,586.2398386,936.5960227,2488.07633,860.6162424,3184.521657,4.994265527,395.3466825,162.1451909,0,562.2507294,0,125.886635,0,350.3081663,0,976.5922555,774.4508317,1925.825601,734.7296074,2834.21349,
 01/01  18:00:00,11.1,22.7381629,22.39497967,22.26296406,22.43356661,22.560887,2026.042072,1211.926244,2932.71096,1164.884106,3624.490199,263.2067889,0,269.4161031,0,717.7743638,0,247.5969976,0,448.7159566,0,1762.835283,942.5101407,2214.936596,917.287108,3175.774243,
 01/01  19:00:00,10.7875,22.42606179,22.27115189,22.18452498,22.29181584,22.49771487,2633.487211,1376.834553,3182.22371,1347.910265,3912.668221,548.5817835,0,343.4720669,0,824.3029737,0,330.6964371,0,559.2133164,0,2084.905427,1033.362486,2357.920736,1017.213828,3353.454904,
 01/01  20:00:00,10.6,22.2549608,22.19226722,22.12503323,22.20237827,22.44740103,3073.50584,1491.395203,3379.932837,1474.497962,4151.447322,756.886028,0,395.4667251,0,911.4291592,0,388.7317157,0,657.4586811,0,2316.619812,1095.928478,2468.503677,1085.766246,3493.988641,
 01/01  21:00:00,9.5375,22.18323017,22.12860317,22.06787087,22.13351509,22.40627229,3622.672537,1643.596648,3694.266606,1634.800549,4568.552682,1032.494471,72.28250409,440.9891564,0,1001.206007,0,438.2506953,0,743.5636493,0,2662.46057,1202.607491,2693.0606,1196.549854,3824.989033,
 01/01  22:00:00,9.2125,19.96448758,19.99357428,19.85124443,20.02458016,20.46523908,-1275.280457,-544.8397901,-1251.193342,-532.5567699,-2391.386557,0,1275.280457,0,544.8397901,0,1251.193342,0,532.5567699,0,2391.386557,0,0,0,0,0,
 01/01  23:00:00,8.4,18.65035912,18.68884335,18.53146498,18.71829436,19.2675521,-1168.787613,-508.6700878,-1145.768995,-499.6970163,-2203.610324,0,1168.787613,0,508.6700878,0,1145.768995,0,499.6970163,0,2203.610324,0,0,0,0,0,
 01/01  24:00:00,7.1125,17.98062974,17.99991095,17.86993937,18.02364554,18.70066815,-1240.999244,-544.0069248,-1219.991619,-536.1829506,-2352.861302,0,1240.999244,0,544.0069248,0,1219.991619,0,536.1829506,0,2352.861302,0,0,0,0,0,
 01/02  01:00:00,8.075,17.70616661,17.67695835,17.60348154,17.69172254,18.46432676,-1095.42531,-490.6550345,-1080.616634,-487.8773532,-2097.995013,0,1095.42531,0,490.6550345,0,1080.616634,0,487.8773532,0,2097.995013,0,0,0,0,0,
 01/02  02:00:00,7.15,17.48553698,17.44851597,17.38770074,17.46706137,18.27137306,-1181.760198,-516.3425062,-1162.502397,-510.0336517,-2261.455054,0,1181.760198,0,516.3425062,0,1162.502397,0,510.0336517,0,2261.455054,0,0,0,0,0,
 01/02  03:00:00,5.7875,17.11094609,17.073627,17.01160288,17.09356121,17.93169774,-1295.881968,-573.0770558,-1278.250305,-567.721703,-2471.049544,0,1295.881968,0,573.0770558,0,1278.250305,0,567.721703,0,2471.049544,0,0,0,0,0,
 01/02  04:00:00,4.5375,16.7871735,16.75041887,16.69109234,16.76995217,17.65807215,-1405.631562,-620.3197838,-1387.185585,-614.2848139,-2678.300057,0,1405.631562,0,620.3197838,0,1387.185585,0,614.2848139,0,2678.300057,0,0,0,0,0,
 01/02  05:00:00,4.9625,16.60834911,16.54568904,16.50671504,16.5576923,17.50481848,-1333.423397,-597.5664702,-1318.355754,-594.870986,-2551.888666,0,1333.423397,0,597.5664702,0,1318.355754,0,594.870986,0,2551.888666,0,0,0,0,0,
 01/02  06:00:00,6.6,16.71044313,16.61090008,16.60139258,16.61639433,17.59799622,-1154.490148,-518.2729485,-1139.794715,-517.2930213,-2229.745318,0,1154.490148,0,518.2729485,0,1139.794715,0,517.2930213,0,2229.745318,0,0,0,0,0,
 01/02  07:00:00,7.575,17.97712333,17.90741188,17.92320202,17.91243997,18.51562151,1308.369061,653.0436113,1417.736606,651.6778543,664.6777953,305.2882164,305.20754,124.6288679,94.59947517,268.5886144,212.2308082,135.344273,105.993481,211.0635887,1067.216392,1308.288385,623.0142186,1361.378799,622.3270622,1520.830598,
 01/02  08:00:00,7.425,20.87048715,21.2564335,20.94512422,21.01263324,21.41233562,7159.295773,3108.881966,7539.647527,3423.006108,10085.32192,2632.010495,0,1112.982356,0,2811.720762,2.972896863,1269.93206,0,3473.438042,178.8532496,4527.285278,1995.89961,4730.899662,2153.074048,6790.73713,
 01/02  09:00:00,9.325,21.81957441,22.86622218,21.82840396,21.74258641,22.05891763,4800.345876,951.806982,5004.249399,2237.507656,6956.116748,1554.246013,21.87019458,110.6449073,21.78477169,1658.326309,22.72636189,733.4487942,0,2226.640191,329.4776708,3267.970057,862.9468463,3368.649453,1504.058862,5058.954228,
 01/02  10:00:00,11.2875,22.15728389,23.91877896,22.05970982,22.06003772,22.14898812,3292.647289,-191.6181586,3522.570176,1650.646677,5323.484212,909.9881576,0,0,426.2655086,1026.247137,0,496.5671751,0,1322.722683,0,2382.659131,234.64735,2496.323039,1154.079502,4000.76153,
 01/02  11:00:00,13.075,22.56064296,24.39637863,22.3034676,22.30425675,22.26166966,2054.695638,-585.6804797,2626.142476,1214.55468,4472.061401,404.4641601,0,0,585.6804797,691.5383477,0,330.1482818,0,1103.389278,0,1650.231478,0,1934.604128,884.4063985,3368.672122,
 01/02  12:00:00,13.9,23.09069665,24.81566212,22.48581481,22.49470862,22.3650137,991.5414915,-556.3792502,2052.654081,935.6330489,3853.971847,19.87083646,94.76935225,0,556.3792502,456.9573191,0,214.4066243,0,889.2102619,0,1066.440007,0,1595.696762,721.2264246,2964.761585,
 01/02  13:00:00,13.9,23.63422228,24.3707096,22.60633424,22.63510142,22.46460446,-5.658130126,-523.6789275,1770.467948,790.1877341,3452.725507,0,573.7913253,0,523.6789275,315.4362254,0,141.5059008,0,687.7493009,0,568.1331951,0,1455.031722,648.6818333,2764.976206,
 01/02  14:00:00,13.9,23.90593212,23.61479753,22.71128115,22.76516301,22.5482728,-700.0401775,-84.20824497,1563.059884,673.9234557,3123.765732,0,921.2346176,0,296.9612038,211.4524356,0,83.24134809,0,522.7762487,0,221.1944401,212.7529588,1351.607449,590.6821076,2600.989483,
 01/02  15:00:00,12.8375,24.23493543,23.20792034,22.69290371,22.83108049,22.61271209,-1278.596604,417.5916382,1750.3583,696.3255767,3141.435389,0,1282.238242,0,77.7395859,236.5182079,0,63.30259476,0,406.9004484,0,3.641638083,495.3312241,1513.840092,633.022982,2734.53494,
 01/02  16:00:00,12.575,24.29905746,22.944682,22.60730079,22.97040571,22.65438682,-1274.949477,654.3168629,1939.696192,615.6842541,3057.571602,0,1303.694169,33.93919379,0.870215047,314.7288671,0,15.458782,0,335.0987454,0,28.74469148,621.2478841,1624.967325,600.2254721,2722.472857,
 01/02  17:00:00,11.7375,23.26250444,22.6111431,22.39277716,22.68113112,22.6332973,934.1479243,958.5119768,2524.767965,894.9148812,3278.465805,25.10562169,267.8178997,160.9139307,0,553.885696,0,130.8265631,0,348.5621149,0,1176.860202,797.5980461,1970.882269,764.0883181,2929.90369,
 01/02  18:00:00,10.7875,22.68320591,22.39620609,22.26636274,22.42606196,22.5582691,2149.637532,1227.927062,2963.632419,1190.673609,3703.824505,304.6281278,0,268.1536572,0,712.8944223,0,251.2291353,0,451.3484284,0,1845.009404,959.773405,2250.737997,939.4444741,3252.476076,
 01/02  19:00:00,11.2875,22.41140151,22.28140331,22.19887985,22.297113,22.49619077,2590.634885,1332.788494,3074.115957,1309.945894,3805.303555,557.9878999,0,335.4614758,0,801.071942,0,325.7340454,0,561.650511,0,2032.646985,997.3270187,2273.044015,984.2118488,3243.653044,
 01/02  20:00:00,11.7,22.2656162,22.21013486,22.14813352,22.21750448,22.447663,2890.832588,1401.049098,3166.257747,1387.88237,3897.024851,735.3556051,0,381.9686602,0,874.398384,0,377.0919991,0,656.9680201,0,2155.476983,1019.080437,2291.859363,1010.790371,3240.056831,
 01/02  21:00:00,10.6375,22.1630894,22.15042449,22.09502937,22.15344503,22.40771874,3315.249945,1548.739814,3471.004121,1541.104817,4311.780728,878.9470664,0,424.7952644,0,958.1752376,0,422.7081165,0,740.191251,0,2436.302879,1123.94455,2512.828883,1118.3967,3571.589477,
 01/02  22:00:00,9.3125,19.98978438,20.04293481,19.90647382,20.07209156,20.48894619,-1267.734248,-542.2536249,-1247.37641,-529.5778993,-2378.973216,0,1267.734248,0,542.2536249,0,1247.37641,0,529.5778993,0,2378.973216,0,0,0,0,0,
 01/02  23:00:00,9.2125,18.72938626,18.77318664,18.62139211,18.80372994,19.30899431,-1081.576971,-473.6835351,-1061.484073,-466.1445372,-2037.906894,0,1081.576971,0,473.6835351,0,1061.484073,0,466.1445372,0,2037.906894,0,0,0,0,0,
 01/02  24:00:00,9.0875,18.29367318,18.28606123,18.18412854,18.30960152,18.94573265,-1047.623379,-459.0599937,-1028.317911,-453.1500488,-1993.218283,0,1047.623379,0,459.0599937,0,1028.317911,0,453.1500488,0,1993.218283,0,0,0,0,0,
 01/03  01:00:00,9.2125,18.0106648,17.9764106,17.90667358,17.99407306,18.70194772,-999.2336182,-441.8567508,-982.6500054,-437.7346593,-1913.532774,0,999.2336182,0,441.8567508,0,982.6500054,0,437.7346593,0,1913.532774,0,0,0,0,0,
 01/03  02:00:00,9.775,17.89669167,17.84390628,17.79847653,17.85742147,18.60580757,-920.808059,-408.2563625,-905.7340929,-405.3929698,-1776.95463,0,920.808059,0,408.2563625,0,905.7340929,0,405.3929698,0,1776.95463,0,0,0,0,0,
 01/03  03:00:00,11.375,18.00820927,17.91588591,17.90413972,17.9240512,18.67900441,-746.0474644,-334.9073503,-733.2500942,-334.7615765,-1455.772635,0,746.0474644,0,334.9073503,0,733.2500942,0,334.7615765,0,1455.772635,0,0,0,0,0,
 01/03  04:00:00,13.2625,18.3004066,18.18253098,18.19614702,18.18638057,18.90946753,-561.279228,-251.3473302,-548.9868496,-251.9977374,-1113.138967,0,561.279228,0,251.3473302,0,548.9868496,0,251.9977374,0,1113.138967,0,0,0,0,0,
 01/03  05:00:00,13.2125,18.42245504,18.33630101,18.33285873,18.3430536,19.00300057,-582.6055384,-252.3255096,-568.5173963,-249.6344059,-1147.984684,0,582.6055384,0,252.3255096,0,568.5173963,0,249.6344059,0,1147.984684,0,0,0,0,0,
 01/03  06:00:00,12.425,18.34990834,18.29514365,18.2692008,18.30530708,18.92865123,-664.2064671,-289.8522105,-650.8529584,-286.375635,-1293.231459,0,664.2064671,0,289.8522105,0,650.8529584,0,286.375635,0,1293.231459,0,0,0,0,0,
 01/03  07:00:00,11.5125,18.46799392,18.42915289,18.43381525,18.42962753,18.8649263,-224.1411068,-80.7941022,-129.7662385,-83.75824843,-1308.810637,0,517.2952724,0,222.030337,0,469.4249994,0,222.399276,0,1393.05809,293.1541656,141.2362348,339.6587609,138.6410275,84.24745343,
 01/03  08:00:00,11.1,21.23756437,21.51364819,21.23893382,21.31120309,21.56782151,6033.789282,2464.453397,5875.469419,2765.119915,8176.296674,2291.977217,0,902.0499049,5.717961774,2216.9658,7.114708361,1045.640029,0,2910.21281,142.8833589,3741.812066,1568.121454,3665.618328,1719.479886,5408.967223,
 01/03  09:00:00,11.475,21.9571502,22.89959192,21.90706294,21.92553509,22.08965356,3787.197074,769.567472,3927.160418,1819.800477,5452.66202,1167.380837,0,80.42620648,20.45410488,1241.056299,0,586.8369026,0,1410.024212,0,2619.816237,709.5953704,2686.104118,1232.963575,4042.637807,
 01/03  10:00:00,12.7,22.27720276,23.80530823,22.19350172,22.20212371,22.23294254,2751.837004,-131.0002543,2937.934376,1358.615635,4605.15629,729.7939273,0,0,354.9962634,824.1346551,0,391.5591192,0,1127.558633,0,2022.043077,223.9960091,2113.799721,967.056516,3477.597658,
 01/03  11:00:00,12.6125,22.62369226,24.25279853,22.39252701,22.39948256,22.33451971,1947.016375,-594.3532767,2438.968352,1116.623054,4230.142553,320.9831129,0,0,594.3532767,568.2016458,0,267.7126214,0,928.3229508,0,1626.033262,0,1870.766706,848.9104328,3301.819602,
 01/03  12:00:00,13.95,23.00510241,24.25404762,22.58078265,22.58992448,22.42061625,1130.04145,-525.226243,1814.672063,824.3248363,3582.101789,44.78324803,47.3035879,0,525.226243,341.148745,0,160.198575,0,759.0811101,0,1132.56179,0,1473.523318,664.1262613,2823.020679,
 01/03  13:00:00,15.375,23.51312446,24.06593903,22.70311776,22.72815109,22.50132825,63.85322087,-430.746913,1373.33974,611.7469134,2940.581414,0,445.0464083,0,430.746913,211.1371413,0,95.10724829,0,603.2051838,0,508.8996291,0,1162.202599,516.6396651,2337.37623,
 01/03  14:00:00,15.9125,23.99041352,23.55850058,22.78504383,22.83406081,22.57586925,-828.1667294,-120.5054856,1177.873807,502.3620079,2542.95296,0,863.8069868,0,256.6216173,147.6407804,0,55.9817253,0,466.6185196,0,35.64025743,136.1161317,1030.233027,446.3802826,2076.33444,
 01/03  15:00:00,16.1,24.33528307,23.2325083,22.79694609,22.91338468,22.6368905,-917.7942855,191.4388557,1152.228801,440.7299067,2294.581006,0,917.7942855,0,95.75171973,146.8042139,0,30.60912673,0,364.1828193,0,0,287.1905754,1005.424587,410.12078,1930.398186,
 01/03  16:00:00,14.725,24.00315373,22.98503159,22.69364304,22.97443866,22.66873221,-776.690631,487.6444758,1494.877371,484.951726,2499.23549,0,915.6103959,21.21644686,8.66877293,230.4371745,0,12.91042903,0,307.0841753,0,138.9197648,475.0968018,1264.440197,472.041297,2192.151315,
 01/03  17:00:00,13.9,23.10973717,22.66275035,22.47300379,22.68025636,22.6381771,940.4374169,769.5214122,2036.179457,751.3196539,2738.92191,30.80649657,130.8900553,129.7995486,0,449.0822432,0,122.4096301,0,332.3095604,0,1040.520976,639.7218637,1587.097214,628.9100237,2406.61235,
 01/03  18:00:00,13.2125,22.65962076,22.45375114,22.34005194,22.46103366,22.56936527,1822.738136,1010.169053,2444.267092,997.9400948,3090.561629,297.6854792,0,230.416695,0,609.7518211,0,226.0085778,0,429.2986607,0,1525.052657,779.7523579,1834.515271,771.9315169,2661.262968,
 01/03  19:00:00,12.425,22.41557893,22.32630645,22.24854042,22.3299041,22.5114721,2410.988118,1205.99044,2787.677541,1197.380563,3474.904474,542.033482,0,305.6992117,0,731.687379,0,303.1151974,0,530.9551876,0,1868.954636,900.291228,2055.990162,894.265366,2943.949287,
 01/03  20:00:00,11.2,22.26838975,22.23878511,22.17792985,22.24086897,22.46371913,2942.092685,1391.94891,3147.565533,1385.431785,3944.62289,728.8668128,0,362.9839025,0,832.9635664,0,361.4521778,0,623.0658991,0,2213.225872,1028.965007,2314.601967,1023.979607,3321.556991,
 01/03  21:00:00,10.225,22.1691716,22.17094302,22.11669095,22.17166102,22.4232986,3341.742681,1541.810628,3456.261492,1537.814548,4333.818928,867.5019533,0,410.0002041,0,926.0221254,0,409.6931916,0,705.9832511,0,2474.240727,1131.810424,2530.239367,1128.121356,3627.835677,
 01/03  22:00:00,9.3125,20.01838278,20.08699957,19.95320009,20.11246272,20.52048345,-1269.441345,-544.1639443,-1251.16383,-531.4182864,-2382.373525,0,1269.441345,0,544.1639443,0,1251.16383,0,531.4182864,0,2382.373525,0,0,0,0,0,
 01/03  23:00:00,8.9,18.72537584,18.79347098,18.63875779,18.82229662,19.31490305,-1117.548564,-489.7869208,-1099.381477,-481.6479029,-2104.460287,0,1117.548564,0,489.7869208,0,1099.381477,0,481.6479029,0,2104.460287,0,0,0,0,0,
 01/03  24:00:00,8.9,18.26303953,18.28594936,18.18087832,18.3095867,18.93992151,-1066.060305,-470.2863443,-1050.33528,-464.7039191,-2030.925077,0,1066.060305,0,470.2863443,0,1050.33528,0,464.7039191,0,2030.925077,0,0,0,0,0,
 01/04  01:00:00,8.525,17.96083006,17.95339175,17.87524979,17.97180749,18.66495184,-1074.922722,-474.311079,-1059.200524,-469.1132395,-2052.729309,0,1074.922722,0,474.311079,0,1059.200524,0,469.1132395,0,2052.729309,0,0,0,0,0,
 01/04  02:00:00,7.9875,17.7074142,17.6787189,17.61868743,17.69561928,18.43084794,-1108.385692,-489.409781,-1092.537497,-484.614021,-2116.06074,0,1108.385692,0,489.409781,0,1092.537497,0,484.614021,0,2116.06074,0,0,0,0,0,
 01/04  03:00:00,8.1125,17.54594199,17.49746661,17.45403823,17.51118424,18.29171712,-1074.837076,-477.7100076,-1060.07969,-474.402053,-2059.766798,0,1074.837076,0,477.7100076,0,1060.07969,0,474.402053,0,2059.766798,0,0,0,0,0,
 01/04  04:00:00,6.925,17.31884699,17.27731794,17.22806484,17.29367155,18.09938821,-1189.450503,-521.7771933,-1171.774178,-515.8285482,-2273.842869,0,1189.450503,0,521.7771933,0,1171.774178,0,515.8285482,0,2273.842869,0,0,0,0,0,
 01/04  05:00:00,5.0375,16.92400817,16.89695334,16.83374769,16.91394714,17.76327153,-1364.282756,-601.0649224,-1346.242661,-594.3905318,-2598.025209,0,1364.282756,0,601.0649224,0,1346.242661,0,594.3905318,0,2598.025209,0,0,0,0,0,
 01/04  06:00:00,5.4625,16.75183876,16.6935005,16.65494363,16.70440538,17.61540341,-1292.321685,-579.3437452,-1277.948749,-576.7932885,-2471.924022,0,1292.321685,0,579.3437452,0,1277.948749,0,576.7932885,0,2471.924022,0,0,0,0,0,
 01/04  07:00:00,5.4125,17.98605196,17.93153769,17.95123276,17.93551387,18.5553064,1563.608252,758.1532085,1669.845047,755.5949323,1066.339547,292.3080052,301.3467354,118.1586233,98.1512276,358.6246825,315.1493066,124.3233197,105.511348,203.7954586,1109.001621,1572.646982,738.1458127,1626.369671,736.7829606,1971.545709,
 01/04  08:00:00,6.0625,20.89188445,21.1711186,20.957753,21.02501436,21.43213387,7254.524334,3319.247163,7525.03973,3489.745119,10056.59236,2592.233299,0,1197.731317,19.64585051,2723.493911,8.084719965,1263.651746,0,3366.704703,244.0220054,4662.291035,2141.161696,4809.630539,2226.093373,6933.909661,
 01/04  09:00:00,7.7,21.80440578,22.29091602,21.80876838,21.73191947,22.07294201,5410.456574,1582.175946,5153.458606,2349.573684,7140.847112,1808.394921,77.65829857,356.7375167,0,1651.262348,47.83657605,742.1342698,0,2396.63174,598.7299422,3679.719951,1225.438429,3550.032835,1607.439414,5342.945315,
 01/04  10:00:00,8.675,22.05324228,22.60281938,22.13286722,22.01737949,22.25135782,4251.66856,1160.883012,4325.398638,1867.971491,6427.122299,1333.695727,121.3250818,174.1713962,0,1525.842071,278.5442509,529.4195632,0,2298.590889,749.7758485,3039.297914,986.7116162,3078.100818,1338.551927,4878.307258,
 01/04  11:00:00,8.9,22.25875657,22.94616476,22.2775093,22.23825446,22.26914282,3591.750853,868.7275484,3579.355862,1552.90376,5894.028618,957.9700922,54.27729904,45.47114553,10.82870692,1009.760841,110.9465404,378.4261372,0,1531.320242,207.8765357,2688.058059,834.0851098,2680.541562,1174.477623,4570.584912,
 01/04  12:00:00,9.5875,22.64957168,23.44491261,22.41158011,22.43166288,22.30737318,2300.489813,421.5533044,2799.620999,1268.702797,5080.523813,305.0783693,0,0,169.1124739,555.9639132,0,256.1860737,0,1003.427369,0,1995.411444,590.6657783,2243.657086,1012.516724,4077.096444,
 01/04  13:00:00,10.375,23.0442634,23.41063264,22.54073325,22.57591132,22.38866053,1554.684356,371.3129167,2391.184888,1064.123648,4559.707898,32.99444381,51.03483712,0,171.5962882,401.4882563,0,176.5100056,0,833.4245313,0,1572.724749,542.9092049,1989.696631,887.6136422,3726.283366,
 01/04  14:00:00,10.6,23.54834961,23.20584893,22.60929294,22.66843279,22.4680049,616.3278334,540.5080684,2208.747807,962.3685408,4181.361689,0,473.0392094,0,80.56691678,324.4264013,0,132.062552,0,670.0150081,0,1089.367043,621.0749852,1884.321406,830.3059888,3511.34668,
 01/04  15:00:00,10.225,23.44134612,22.93790717,22.58788516,22.69906646,22.52394755,814.6172943,796.8413962,2301.33571,956.6128166,4037.633816,0,398.0744839,36.56888046,0,346.4304615,0,118.1682111,0,553.9790657,0,1212.691778,760.2725158,1954.905249,838.4446055,3483.65475,
 01/04  16:00:00,10.375,23.23644909,22.72025972,22.49581998,22.69649779,22.54476936,1218.453801,950.1164951,2472.865612,945.8213693,3901.085873,0,187.3468092,117.2058826,0,440.9582516,0,116.7726854,0,501.7358511,0,1405.80061,832.9106125,2031.90736,829.0486839,3399.350022,
 01/04  17:00:00,10.225,22.66702773,22.44542383,22.29989028,22.44358429,22.52021145,2264.63094,1216.921184,2970.534627,1211.062256,3990.520966,325.8573961,0,246.1586568,0,680.0546965,0,244.929292,0,528.7630268,0,1938.773544,970.7625268,2290.47993,966.1329636,3461.757939,
 01/04  18:00:00,10,22.37183605,22.28110808,22.18765532,22.28078113,22.47093205,2872.625796,1419.169667,3296.496819,1415.066423,4208.020743,616.1598231,0,341.0344862,0,829.3806541,0,340.6758896,0,612.5084089,0,2256.465973,1078.135181,2467.116165,1074.390533,3595.512335,
 01/04  19:00:00,9.625,22.21730343,22.18630931,22.11683819,22.18669118,22.42982709,3307.429846,1563.433226,3543.953798,1558.524565,4455.088315,809.9959593,0,402.4496005,0,929.5553117,0,401.7095426,0,693.2200886,0,2497.433887,1160.983625,2614.398487,1156.815022,3761.868227,
 01/04  20:00:00,9.4,22.15258322,22.1240064,22.06589201,22.12440475,22.39371882,3759.055681,1661.362953,3724.528146,1657.07224,4657.878099,1085.27388,66.7869029,445.0572708,0,1005.784384,0,444.6151792,0,769.0866193,0,2740.568704,1216.305682,2718.743762,1212.45706,3888.79148,
 01/04  21:00:00,9.0875,22.12588217,22.08037312,22.02692261,22.08027754,22.36270547,3813.780618,1743.419103,3888.747652,1740.603944,4868.867026,1137.461153,114.1835987,476.9951023,0,1067.824457,0,477.2773003,0,838.1994969,0,2790.503064,1266.424,2820.923195,1263.326643,4030.667529,
