Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),space1 power input,space2 power input,space3 power input,space4 power input,space5 power input,SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),
 07/05  18:00:00,16.1125,23.51917094,23.41756592,23.4010275,26.10111069,23.37292167,-54.24787887,65.81341604,234.6716346,-1348.829741,763.7008447,0,460.5278103,0,159.7991232,0,314.7309632,0,1348.829741,0,406.295965,406.2799315,225.6125392,549.4025979,0,1169.99681,
 07/05  19:00:00,15.75,23.32326943,23.24523128,23.23694868,25.75187005,23.33170267,437.5180482,262.6159598,630.6606253,-1088.367141,958.0671474,0,237.563031,0,71.82428639,0,139.6677361,0,1088.367141,0,350.8276714,675.0810791,334.4402462,770.3283614,0,1308.894819,
 07/05  20:00:00,15.475,23.10540203,23.04874851,23.03909861,24.55967581,23.25954008,913.1516542,446.616442,1027.051976,-496.3119562,1211.377022,14.7876271,31.90226796,16.6871305,4.411534024,47.59570913,6.45731029,0,496.3119562,0,255.7930342,930.266295,434.3408456,985.913577,0,1467.170056,
 07/05  21:00:00,15.275,22.94081099,22.90186493,22.88835741,23.45631707,23.16993087,1193.224418,553.9548842,1267.777397,22.64637059,1476.029035,110.2800249,0,60.19673439,0,148.859035,0,0,201.680879,0,146.459245,1082.944393,493.7581498,1118.918362,224.3272496,1622.48828,
 07/05  22:00:00,15.075,21.82446234,21.83130954,21.75384454,22.39174371,22.23895623,-776.719082,-324.1298317,-759.5271152,-346.2813737,-1470.674497,0,776.719082,0,324.1298317,0,759.5271152,0,346.2813737,0,1470.674497,0,0,0,0,0,
 07/05  23:00:00,14.625,21.17883781,21.17850619,21.09459927,21.55273736,21.63905744,-736.6086115,-318.9048588,-720.9241987,-327.5740351,-1398.962114,0,736.6086115,0,318.9048588,0,720.9241987,0,327.5740351,0,1398.962114,0,0,0,0,0,
 07/05  24:00:00,14.0875,20.80345231,20.79589544,20.71945504,21.01951361,21.31378534,-755.2873064,-328.0034344,-739.8383777,-329.9577654,-1442.331382,0,755.2873064,0,328.0034344,0,739.8383777,0,329.9577654,0,1442.331382,0,0,0,0,0,
 07/06  01:00:00,13.525,20.50083183,20.4855081,20.41660732,20.61848798,21.05028592,-786.3494343,-342.6722089,-771.0820859,-341.6817783,-1505.722013,0,786.3494343,0,342.6722089,0,771.0820859,0,341.6817783,0,1505.722013,0,0,0,0,0,
 07/06  02:00:00,13.175,20.26034244,20.23616405,20.17571451,20.31625272,20.83976199,-799.4767882,-350.4360274,-784.848661,-348.3431023,-1534.875998,0,799.4767882,0,350.4360274,0,784.848661,0,348.3431023,0,1534.875998,0,0,0,0,0,
 07/06  03:00:00,13.0375,20.09160964,20.05833139,20.00685748,20.10782064,20.69057206,-796.2335097,-349.9313234,-782.0066192,-347.3486942,-1532.957713,0,796.2335097,0,349.9313234,0,782.0066192,0,347.3486942,0,1532.957713,0,0,0,0,0,
 07/06  04:00:00,12.875,19.9573525,19.91895591,19.87314141,19.95122199,20.57055224,-799.9153725,-351.7103933,-785.8203637,-348.6955144,-1542.456919,0,799.9153725,0,351.7103933,0,785.8203637,0,348.6955144,0,1542.456919,0,0,0,0,0,
 07/06  05:00:00,13.1125,19.89643895,19.87139702,19.86170942,19.86857397,20.50629796,-764.7056534,-340.5658108,-756.2152598,-336.3343935,-1478.647063,0,764.7056534,0,340.5658108,0,756.2152598,0,336.3343935,0,1478.647063,0,0,0,0,0,
 07/06  06:00:00,13.675,20.01609782,20.49001393,20.77598724,19.99355524,20.54840577,-711.474956,-352.8166136,-789.6850619,-317.7187353,-1369.033556,0,711.474956,0,352.8166136,0,789.6850619,0,317.7187353,0,1369.033556,0,0,0,0,0,
 07/06  07:00:00,14.2125,20.35360322,22.12948959,22.48038281,20.3788879,20.71539939,-685.4032543,-415.8918322,-919.6065837,-311.0967976,-1289.919677,0,685.4032543,0,415.8918322,0,919.6065837,0,311.0967976,0,1289.919677,0,0,0,0,0,
 07/06  08:00:00,14.9625,20.86028101,24.22163525,23.91471092,20.93325716,21.00306931,-653.6883826,-489.743116,-1000.613789,-302.5340838,-1190.199228,0,653.6883826,0,489.743116,0,1000.613789,0,302.5340838,0,1190.199228,0,0,0,0,0,
 07/06  09:00:00,15.925,21.49233806,26.00704241,24.50392316,21.59791393,21.37238479,-612.3781549,-529.1625454,-959.8159246,-287.3309465,-1064.636806,0,612.3781549,0,529.1625454,0,959.8159246,0,287.3309465,0,1064.636806,0,0,0,0,0,
 07/06  10:00:00,16.8625,22.13029483,27.03616841,24.34552459,22.24253964,21.74700364,-576.2394656,-526.2944138,-834.5667214,-270.2203275,-946.6563244,0,576.2394656,0,526.2944138,0,834.5667214,0,270.2203275,0,946.6563244,0,0,0,0,0,
 07/06  11:00:00,17.8875,22.7168876,27.20792548,23.99651746,22.80619485,22.09987762,-524.7396604,-473.179171,-676.0157386,-244.9055204,-806.3833127,0,524.7396604,0,473.179171,0,676.0157386,0,244.9055204,0,806.3833127,0,0,0,0,0,
 07/06  12:00:00,19.05,23.25461173,26.6583029,23.96149469,23.31068577,22.44923696,-451.8357383,-376.2572983,-536.0061606,-210.3053896,-636.915973,0,451.8357383,0,376.2572983,0,536.0061606,0,210.3053896,0,636.915973,0,0,0,0,0,
 07/06  13:00:00,20.1875,23.762659,25.8199849,24.13031189,23.79533327,22.80778596,-381.2465682,-269.6713316,-424.7556827,-179.2638687,-479.4582577,0,381.2465682,0,269.6713316,0,424.7556827,0,179.2638687,0,479.4582577,0,0,0,0,0,
 07/06  14:00:00,20.35,24.12084857,25.27984111,24.28274006,24.4470061,23.0531962,-407.4766546,-232.3573538,-424.6374154,-211.5228694,-501.941184,0,407.4766546,0,232.3573538,0,424.6374154,0,211.5228694,0,501.941184,0,0,0,0,0,
 07/06  15:00:00,19.95,24.30543224,24.90816047,24.30002343,25.62782934,23.15325,-475.116912,-236.7159212,-472.6566073,-302.5265907,-603.1835915,0,475.116912,0,236.7159212,0,472.6566073,0,302.5265907,0,603.1835915,0,0,0,0,0,
 07/06  16:00:00,19.55,24.39964443,24.59273194,24.22746733,27.14889471,23.2150291,-533.3845834,-242.3916074,-510.7131679,-402.0852789,-697.8034114,0,533.3845834,0,242.3916074,0,510.7131679,0,402.0852789,0,697.8034114,0,0,0,0,0,
 07/06  17:00:00,18.5875,24.23043781,24.23783094,24.00247328,28.05687519,23.16793236,-627.2855119,-268.1071983,-594.937576,-491.4775356,-888.6169959,0,627.2855119,0,268.1071983,0,594.937576,0,491.4775356,0,888.6169959,0,0,0,0,0,
 07/06  18:00:00,17.35,23.68789361,23.67932279,23.50799502,27.89935606,22.96729001,-709.2637983,-300.0225909,-680.3926211,-520.4259403,-1103.112005,0,709.2637983,0,300.0225909,0,680.3926211,0,520.4259403,0,1103.112005,0,0,0,0,0,
 07/06  19:00:00,16.0875,22.9450283,22.96327531,22.83453701,26.45413988,22.65620121,-772.5689464,-333.535076,-752.5200363,-496.9939937,-1303.691094,0,772.5689464,0,333.535076,0,752.5200363,0,496.9939937,0,1303.691094,0,0,0,0,0,
 07/06  20:00:00,15.475,22.2151599,22.22784488,22.12401759,24.34768173,22.29646802,-757.6286861,-329.5982239,-741.1812705,-414.6147472,-1354.683575,0,757.6286861,0,329.5982239,0,741.1812705,0,414.6147472,0,1354.683575,0,0,0,0,0,
 07/06  21:00:00,15.275,21.71484839,21.71954145,21.63983528,22.86366499,21.99299399,-722.448488,-315.7736217,-708.6076426,-358.6693986,-1334.40675,0,722.448488,0,315.7736217,0,708.6076426,0,358.6693986,0,1334.40675,0,0,0,0,0,
 07/06  22:00:00,15.075,21.36369632,21.37458795,21.30922635,22.0172204,21.73437942,-704.7084568,-307.5120369,-693.0986962,-324.8475903,-1322.833748,0,704.7084568,0,307.5120369,0,693.0986962,0,324.8475903,0,1322.833748,0,0,0,0,0,
 07/06  23:00:00,14.625,21.07024503,21.08978986,21.03088341,21.45408797,21.49536829,-723.8668965,-316.3020152,-713.8054815,-323.5125269,-1368.660925,0,723.8668965,0,316.3020152,0,713.8054815,0,323.5125269,0,1368.660925,0,0,0,0,0,
 07/06  24:00:00,14.0875,20.79557902,20.82152421,20.76422669,21.02993078,21.26495016,-754.9697194,-331.5386954,-746.0383611,-333.4936197,-1433.240496,0,754.9697194,0,331.5386954,0,746.0383611,0,333.4936197,0,1433.240496,0,0,0,0,0,
 07/07  01:00:00,13.8625,20.67818346,20.72456252,20.65221059,20.76213907,21.16615947,-769.3010013,-335.4519222,-759.7654457,-330.2164791,-1463.622075,0,769.3010013,0,335.4519222,0,759.7654457,0,330.2164791,0,1463.622075,0,0,0,0,0,
 07/07  02:00:00,13.05,20.37338187,20.41768618,20.34980548,20.44464678,20.90189555,-827.9849887,-365.5708454,-819.9040018,-360.9810675,-1575.71267,0,827.9849887,0,365.5708454,0,819.9040018,0,360.9810675,0,1575.71267,0,0,0,0,0,
 07/07  03:00:00,12.7125,20.17314059,20.20446456,20.14771006,20.22442714,20.73010905,-844.1509367,-373.9775501,-836.308877,-369.9142085,-1610.2107,0,844.1509367,0,373.9775501,0,836.308877,0,369.9142085,0,1610.2107,0,0,0,0,0,
 07/07  04:00:00,12.35,20.00566583,20.02753828,19.97773772,20.04420949,20.58495274,-867.1000035,-384.2602097,-859.0135739,-380.2585838,-1655.744198,0,867.1000035,0,384.2602097,0,859.0135739,0,380.2585838,0,1655.744198,0,0,0,0,0,
 07/07  05:00:00,12.575,19.92746876,19.93306723,19.89787093,19.94574609,20.50891762,-830.9284253,-371.4572141,-824.1219138,-368.8378495,-1591.013638,0,830.9284253,0,371.4572141,0,824.1219138,0,368.8378495,0,1591.013638,0,0,0,0,0,
 07/07  06:00:00,13.1125,19.99117321,20.01395049,20.00464615,20.01220956,20.52495474,-775.1625244,-350.0508254,-773.657921,-347.6811224,-1482.577279,0,775.1625244,0,350.0508254,0,773.657921,0,347.6811224,0,1482.577279,0,0,0,0,0,
 07/07  07:00:00,13.675,20.18207844,20.3583271,20.37895286,20.25377323,20.59237833,-730.1739174,-343.2951596,-749.8279311,-335.139681,-1378.720512,0,730.1739174,0,343.2951596,0,749.8279311,0,335.139681,0,1378.720512,0,0,0,0,0,
 07/07  08:00:00,14.15,22.30058872,22.58331329,22.55407795,22.38336563,22.4173878,2896.298335,1075.944914,2338.638677,1281.237352,4424.670326,1055.966341,161.9953263,317.1485526,31.53758188,705.6936839,88.71411507,408.1859266,20.36975408,1369.972793,157.6335794,2002.327321,790.3339432,1721.659108,893.4211794,3212.331112,
 07/07  09:00:00,14.4875,22.75162486,23.34260095,23.18070141,22.9334411,22.74506489,1497.018653,260.0494361,880.4222083,548.3329131,2592.816896,211.4250098,0,0,109.8121032,1.839959896,97.38063002,36.00765644,0,319.693733,0,1285.593644,369.8615392,975.9628785,512.3252566,2273.123163,
 07/07  10:00:00,14.85,22.94383472,23.66373636,23.31202855,23.13259588,22.87453084,1178.14345,-102.1599943,588.3995036,403.4812199,2164.40196,74.99733389,0,0,280.4627744,0,218.5427504,0,25.93853184,147.3163668,0,1103.146116,178.3027801,806.942254,429.4197517,2017.085594,
 07/07  11:00:00,15.6875,23.23097342,24.26082064,23.52723988,23.42918992,22.97519409,644.2680951,-442.65202,38.19729373,90.18371107,1741.332348,0,138.6278632,0,442.65202,0,440.3404557,0,158.3596354,35.33649627,2.646636303,782.8959584,0,478.5377494,248.5433465,1708.642488,
 07/07  12:00:00,16.7875,23.46408034,24.76927197,23.71839965,23.67443255,23.08120916,27.32427493,-414.5191874,-540.1145516,-234.9705615,1278.71413,0,376.9695378,0,414.5191874,0,659.3817121,0,289.3320328,0,71.12293377,404.2938127,0,119.2671604,54.36147134,1349.837064,
 07/07  13:00:00,17.8875,23.62792844,24.73047754,23.87835425,23.88607364,23.17658097,-462.1885229,-345.6520059,-659.887141,-301.3570267,852.4997978,0,551.9536214,0,345.6520059,0,659.887141,0,301.3570267,0,156.6876073,89.76509852,0,0,0,1009.187405,
 07/07  14:00:00,18.425,23.8153544,24.62503633,24.10756522,24.43522362,23.2572931,-591.8898647,-306.0209506,-623.9200333,-310.2673798,546.0119982,0,591.8898647,0,306.0209506,0,623.9200333,0,310.2673798,0,247.6071003,0,0,0,0,793.6190984,
 07/07  15:00:00,18.625,24.01434514,24.5609085,24.23169285,25.06902087,23.33010555,-592.9950254,-292.0698414,-616.3403336,-533.2134211,310.4694563,0,592.9950254,0,292.0698414,0,616.3403336,0,533.2134211,0,342.2033262,0,0,0,0,652.6727825,
 07/07  16:00:00,18.825,24.09669154,24.45180106,24.22735094,25.41171367,23.38065084,-581.3961749,-274.6966557,-593.6603835,-777.4983484,119.8691224,0,581.3961749,0,274.6966557,0,593.6603835,0,777.4983484,0,414.3446038,0,0,0,0,534.2137262,
 07/07  17:00:00,18.2125,23.83794623,24.1481884,23.96658247,25.32248651,23.39356937,-615.9597136,-283.821002,-634.0347713,-730.6851964,220.2793222,0,620.8460776,0,283.821002,0,634.0347713,0,730.6851964,0,435.2948517,4.886364012,0,0,0,655.5741739,
 07/07  18:00:00,17.1125,23.48924158,23.64933791,23.56502023,24.92723535,23.3613731,-116.897795,-202.2697881,-280.2463948,-495.9719603,565.1603146,0,428.6356214,0,262.8020476,0,508.7962905,0,495.9719603,0,390.6807895,311.7378264,60.53225956,228.5498958,0,955.841104,
 07/07  19:00:00,16.0125,23.21067914,23.28473706,23.24418625,23.85751411,23.28942833,635.6410517,199.3807769,568.9293425,-229.2465929,1017.60869,0,122.670085,0,96.2281102,0,154.7301631,0,304.973059,0,292.2802088,758.3111368,295.6088871,723.6595056,75.72646608,1309.888899,
 07/07  20:00:00,15.6,23.01902599,23.06183476,23.02720569,23.26125513,23.20208656,1038.158447,425.0030545,1023.051493,234.7273636,1334.60576,52.21864384,0,10.96665718,6.39353935,49.13715892,3.169785924,0,88.63346755,0,181.72108,985.9398031,420.4299367,977.0841201,323.3608312,1516.32684,
 07/07  21:00:00,15.6,22.88795186,22.91350047,22.88452982,23.01425599,23.122651,1201.446421,517.6403597,1206.018591,453.0825931,1508.918807,133.8598328,0,50.88903188,0,137.4486092,0,21.40176746,1.079780609,0,94.57631619,1067.586588,466.7513278,1068.569981,432.7606062,1603.495123,
 07/07  22:00:00,15.6,21.83472711,21.91399406,21.82427922,22.02854931,22.22719412,-717.8804959,-303.4205425,-707.8487714,-299.2444626,-1359.419598,0,717.8804959,0,303.4205425,0,707.8487714,0,299.2444626,0,1359.419598,0,0,0,0,0,
 07/07  23:00:00,15.35,21.28343135,21.35001044,21.25643725,21.43277879,21.7021586,-664.5921654,-289.3342392,-655.5133288,-285.7891882,-1262.267789,0,664.5921654,0,289.3342392,0,655.5133288,0,285.7891882,0,1262.267789,0,0,0,0,0,
 07/07  24:00:00,14.95,20.9910909,21.03409787,20.95978589,21.08716693,21.43945609,-677.7275445,-296.8646977,-668.910923,-293.2393791,-1291.536814,0,677.7275445,0,296.8646977,0,668.910923,0,293.2393791,0,1291.536814,0,0,0,0,0,
 07/08  01:00:00,14.55,20.76551883,20.79658454,20.73584724,20.83235056,21.23238715,-698.3302552,-306.9518425,-690.0281616,-303.2332797,-1331.939854,0,698.3302552,0,306.9518425,0,690.0281616,0,303.2332797,0,1331.939854,0,0,0,0,0,
 07/08  02:00:00,14.275,20.59205003,20.61422832,20.56389043,20.6396498,21.07263107,-710.2848634,-313.4286283,-702.5865719,-309.8960612,-1355.795213,0,710.2848634,0,313.4286283,0,702.5865719,0,309.8960612,0,1355.795213,0,0,0,0,0,
 07/08  03:00:00,14.1375,20.46733639,20.48085853,20.43880847,20.49999654,20.95800128,-711.9986514,-314.8820121,-704.578405,-311.5677138,-1360.770047,0,711.9986514,0,314.8820121,0,704.578405,0,311.5677138,0,1360.770047,0,0,0,0,0,
 07/08  04:00:00,13.975,20.36709614,20.37489636,20.33793699,20.39064317,20.86587913,-719.6391043,-318.2221212,-712.1480444,-314.8934433,-1376.103964,0,719.6391043,0,318.2221212,0,712.1480444,0,314.8934433,0,1376.103964,0,0,0,0,0,
 07/08  05:00:00,14.025,20.30631939,20.30670254,20.27700019,20.31972385,20.80548385,-706.5991333,-313.8291533,-699.6941247,-311.0576712,-1352.700613,0,706.5991333,0,313.8291533,0,699.6941247,0,311.0576712,0,1352.700613,0,0,0,0,0,
 07/08  06:00:00,14.1625,20.31570978,20.32949242,20.31327311,20.33652947,20.78488815,-691.4759808,-309.211668,-687.8117361,-306.7266735,-1320.314841,0,691.4759808,0,309.211668,0,687.8117361,0,306.7266735,0,1320.314841,0,0,0,0,0,
 07/08  07:00:00,14.325,20.4241173,20.54629289,20.54950824,20.49453682,20.7931417,-683.5563711,-316.2103059,-694.0940947,-310.5032558,-1287.721944,0,683.5563711,0,316.2103059,0,694.0940947,0,310.5032558,0,1287.721944,0,0,0,0,0,
 07/08  08:00:00,14.9,22.3624104,22.74169537,22.69681882,22.48501589,22.47696452,2616.423075,897.0932961,1971.622192,1122.164984,4032.458982,875.5508319,71.35270103,261.5678355,44.52699991,585.124227,105.4604628,356.4013508,27.29176607,1269.465946,169.7842024,1812.224944,680.0524605,1491.958428,793.0553988,2932.777239,
 07/08  09:00:00,15.6375,22.8410939,23.54680264,23.33071903,23.02154993,22.7837097,1211.340683,2.578071225,489.6090521,422.99488,2211.002541,141.2421381,0,0,205.5308753,0,218.3219476,17.92317509,11.5579798,260.8904439,0,1070.098545,208.1089465,707.9309997,416.6296848,1950.112097,
 07/08  10:00:00,16.4,23.15712042,24.57195614,23.62644226,23.33447766,22.93297722,670.807336,-440.8122743,-261.5993317,137.8519866,1670.549338,0,80.31792195,0,440.8122743,0,545.2353991,0,114.0509942,79.21106009,0,751.1252579,0,283.6360674,251.9029808,1591.338277,
 07/08  11:00:00,17.5125,23.38311262,25.22288953,23.63014584,23.49311316,23.04895986,103.8074052,-649.8998399,-456.1960082,-90.26483942,1161.81708,0,292.8857562,0,649.8998399,0,571.5536427,0,195.8764183,0,46.2564838,396.6931614,0,115.3576346,105.6115789,1208.073564,
 07/08  12:00:00,18.8125,23.56444716,25.15045089,23.76493814,23.67518157,23.14950394,-400.280684,-614.1958957,-540.4775698,-230.5465643,693.7764217,0,462.9443685,0,614.1958957,0,540.4775698,0,233.8116172,0,129.6104538,62.66368452,0,0,3.265052923,823.3868755,
 07/08  13:00:00,20.1125,23.82210666,24.79380949,23.98163745,23.94885296,23.23140598,-398.1312287,-386.0319051,-416.0569155,-186.4029107,219.3033916,0,398.1312287,0,386.0319051,0,416.0569155,0,186.4029107,0,215.9594088,0,0,0,0,435.2628004,
 07/08  14:00:00,20.6,24.11954206,24.6211425,24.19296498,24.42971956,23.30392933,-378.4524214,-276.4919947,-385.6110491,-216.1452285,-70.58050991,0,378.4524214,0,276.4919947,0,385.6110491,0,216.1452285,0,304.3080759,0,0,0,0,233.727566,
 07/08  15:00:00,20.6,24.34733948,24.54252345,24.29124094,25.02929013,23.37101524,-406.8601992,-233.0329375,-398.6394449,-500.874181,-253.8004073,0,406.8601992,0,233.0329375,0,398.6394449,0,500.874181,0,395.9438363,0,0,0,0,142.143429,
 07/08  16:00:00,20.6,24.51345122,24.49524548,24.33889115,25.64306181,23.42506829,-467.6095553,-210.7051989,-405.0817259,-939.747397,-413.8630191,0,467.6095553,0,210.7051989,0,405.0817259,0,939.747397,0,475.996378,0,0,0,0,62.13335893,
 07/08  17:00:00,20.1,24.48860796,24.32421111,24.16600948,26.09605843,23.45479401,-493.8602695,-198.7550314,-441.9477521,-1317.250816,-393.4396811,0,493.8602695,0,198.7550314,0,441.9477521,0,1317.250816,0,523.9204887,0,0,0,0,130.4808076,
 07/08  18:00:00,19.3625,24.14934134,23.92372633,23.78499193,26.1929745,23.4499457,-530.2926719,-211.4951727,-481.6420199,-1424.86252,-214.4197858,0,530.2926719,0,211.4951727,0,481.6420199,0,1424.86252,0,520.0913701,0,0,0,0,305.6715843,
 07/08  19:00:00,18.6,23.6190765,23.4722289,23.42303893,25.7749338,23.40618166,-419.0450837,-113.0754233,-140.2635917,-1106.816112,89.43126203,0,491.0738118,0,175.5580509,0,344.3873574,0,1106.816112,0,456.7218893,72.02872808,62.48262755,204.1237657,0,546.1531514,
 07/08  20:00:00,17.7375,23.28083508,23.20536284,23.18810651,24.71192377,23.32721112,254.9196796,177.0080912,457.2039007,-450.5186688,513.8712577,0,203.2234933,0,57.49646772,0,100.7600424,0,450.5186688,0,344.5065641,458.1431729,234.504559,557.9639432,0,858.3778219,
 07/08  21:00:00,16.8375,23.08103641,23.03374091,23.01660297,23.61656255,23.23396119,767.9614354,372.1074481,873.9170312,-147.215819,969.1877924,16.2472101,20.16545626,15.43676162,1.418862297,50.37431139,0,0,240.2283764,0,220.9321107,771.8796816,358.0895488,823.5427198,93.01255739,1190.119903,
 07/08  22:00:00,15.9375,22.12119632,22.11976325,22.03700444,22.62505853,22.43724309,-709.5378866,-294.0889772,-690.9753229,-314.1090993,-1329.47676,0,709.5378866,0,294.0889772,0,690.9753229,0,314.1090993,0,1329.47676,0,0,0,0,0,
 07/08  23:00:00,15.225,21.45243669,21.45682208,21.36525462,21.80223287,21.84372538,-699.327951,-301.8387531,-683.1848171,-309.3257565,-1318.29219,0,699.327951,0,301.8387531,0,683.1848171,0,309.3257565,0,1318.29219,0,0,0,0,0,
 07/08  24:00:00,14.6875,21.06406005,21.06467124,20.98398878,21.27273275,21.51554265,-716.3564371,-310.4890496,-701.3146916,-311.8498752,-1360.907006,0,716.3564371,0,310.4890496,0,701.3146916,0,311.8498752,0,1360.907006,0,0,0,0,0,
 07/09  01:00:00,14.125,20.7526046,20.74854702,20.67809246,20.87330252,21.24697974,-746.2028154,-324.8596383,-732.0478607,-323.5586071,-1422.957748,0,746.2028154,0,324.8596383,0,732.0478607,0,323.5586071,0,1422.957748,0,0,0,0,0,
 07/09  02:00:00,13.775,20.50707857,20.49820867,20.43798395,20.57399857,21.03201964,-758.5692307,-332.6151706,-745.7594368,-330.3823642,-1450.861562,0,758.5692307,0,332.6151706,0,745.7594368,0,330.3823642,0,1450.861562,0,0,0,0,0,
 07/09  03:00:00,13.575,20.32767748,20.31640935,20.26460388,20.36362103,20.87579195,-761.377663,-334.8648444,-749.5427258,-332.081795,-1460.540847,0,761.377663,0,334.8648444,0,749.5427258,0,332.081795,0,1460.540847,0,0,0,0,0,
 07/09  04:00:00,13.375,20.18503215,20.17458264,20.12925084,20.20551779,20.74779142,-768.3215966,-338.8530629,-757.5407543,-335.7922103,-1475.94855,0,768.3215966,0,338.8530629,0,757.5407543,0,335.7922103,0,1475.94855,0,0,0,0,0,
 07/09  05:00:00,13.425,20.10072951,20.08608164,20.04989491,20.1069424,20.66591579,-752.5600621,-333.5327873,-743.0477754,-330.847082,-1447.988414,0,752.5600621,0,333.5327873,0,743.0477754,0,330.847082,0,1447.988414,0,0,0,0,0,
 07/09  06:00:00,13.625,20.14064883,20.26980257,20.32005243,20.16291461,20.64471283,-732.8675881,-338.1828821,-749.52903,-327.7411151,-1401.808698,0,732.8675881,0,338.1828821,0,749.52903,0,327.7411151,0,1401.808698,0,0,0,0,0,
 07/09  07:00:00,13.825,20.29914382,20.6909841,20.74427657,20.38910761,20.67842287,-726.5000698,-352.6509101,-773.4692046,-332.54913,-1366.477256,0,726.5000698,0,352.6509101,0,773.4692046,0,332.54913,0,1366.477256,0,0,0,0,0,
 07/09  08:00:00,14.3375,22.32206073,22.85903624,22.7961432,22.44908979,22.45241824,2789.291263,844.4278653,1887.563453,1195.639164,4264.912387,925.3645152,69.16868275,225.3255168,49.91548142,490.8107939,88.56607024,372.0164043,21.50703447,1303.986837,150.8825718,1933.095431,669.01783,1485.318729,845.1297947,3111.808123,
 07/09  09:00:00,15.1,22.80278732,23.76344645,23.41563627,22.94287111,22.77622467,1342.949537,-184.6844754,399.2466119,508.4295387,2365.39279,173.1708014,0,0,315.4462124,0,297.3148343,35.81399431,2.130045213,276.488643,0,1169.778735,130.7617369,696.5614462,474.7455896,2088.904148,
 07/09  10:00:00,15.8375,23.08657973,24.46020602,23.59290696,23.25869604,22.92048809,856.6295216,-449.1796988,-135.0481691,240.4174629,1831.394018,11.06989144,34.08413969,0,449.1796988,0,517.5195605,0,78.94639855,94.89131899,0,879.6437699,0,382.4713914,319.3638614,1736.502699,
 07/09  11:00:00,16.6625,23.29580819,25.05688199,23.56602103,23.41105062,23.02504796,385.4627266,-543.7918653,-211.3453067,42.73576012,1401.539556,0,205.9338055,0,543.7918653,0,503.0289747,0,153.8580328,3.497205368,27.767885,591.3965321,0,291.683668,196.593793,1425.810236,
 07/09  12:00:00,17.625,23.44449774,24.95594847,23.60851994,23.53649008,23.11453206,-49.30756117,-483.1156968,-421.3317821,-146.3630337,1033.414758,0,361.8931907,0,483.1156968,0,546.6183636,0,220.4822057,0,96.66500399,312.5856296,0,125.2865815,74.11917202,1130.079762,
 07/09  13:00:00,18.5625,23.50670869,24.57842644,23.58080494,23.55750994,23.18046831,-307.7577625,-302.09082,-469.1345467,-212.8179172,693.2141022,0,431.30137,0,302.09082,0,510.8593089,0,227.2928177,0,157.9366444,123.5436076,0,41.72476219,14.47490049,851.1507467,
 07/09  14:00:00,18.9,23.61933746,24.3007586,23.66122147,23.91628765,23.23615408,-505.6071723,-260.3895315,-518.3803858,-253.2862342,493.9312212,0,510.7533784,0,260.3895315,0,518.3803858,0,253.2862342,0,218.3096504,5.146206015,0,0,0,712.2408716,
 07/09  15:00:00,18.9,23.80844752,24.13991744,23.7406036,24.83412843,23.29841677,-536.9935086,-253.1125983,-527.6598658,-425.051571,338.9368644,0,536.9935086,0,253.1125983,0,527.6598658,0,425.051571,0,295.7576751,0,0,0,0,634.6945396,
 07/09  16:00:00,18.9,23.98102483,24.00756675,23.75269057,25.57293302,23.35425093,-557.6190487,-246.2786962,-529.4313934,-883.5358601,184.4332075,0,557.6190487,0,246.2786962,0,529.4313934,0,883.5358601,0,372.9560089,0,0,0,0,557.3892165,
 07/09  17:00:00,18.3375,23.94620864,23.75572691,23.60853148,26.06046697,23.38655536,-620.9140941,-255.0946079,-469.3902579,-1287.209285,215.4841776,0,620.9140941,0,256.5754331,0,526.1726308,0,1287.209285,0,422.542312,0,1.480825195,56.78237286,0,638.0264896,
 07/09  18:00:00,17.375,23.6346424,23.48283949,23.45037674,26.1747817,23.38287789,-453.1821126,-78.46843622,-44.57380371,-1409.815523,441.7829891,0,580.7557841,0,194.9788883,0,373.7928051,0,1409.815523,0,420.7782101,127.5736716,116.510452,329.2190014,0,862.5611992,
