Time,MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s] 
16:45:00,2.836585E+03,5.804753E+02,1.030379E-01,5.693876E-02,8.545654E+02,3.741832E+02,3.104176E-02,3.669996E-02,2.148409E+03,6.069622E+02,7.804018E-02,5.953308E-02,9.453953E+02,3.607042E+02,3.434114E-02,3.537839E-02,9.549631E+02,3.117986E+02,3.468866E-02,3.058144E-02,1.461466E+03,5.261990E+02,5.308717E-02,5.161769E-02,1.129855E+03,0.000000E+00,4.104093E-02,0.000000E+00,5.805598E+02,0.000000E+00,2.108827E-02,0.000000E+00 
17:00:00,2.834290E+03,5.947293E+02,1.029546E-01,5.833685E-02,8.540093E+02,3.705487E+02,3.102156E-02,3.634347E-02,2.146680E+03,6.039864E+02,7.797738E-02,5.924099E-02,9.446095E+02,3.586071E+02,3.431260E-02,3.517269E-02,9.544205E+02,3.081877E+02,3.466895E-02,3.022723E-02,1.460084E+03,5.443948E+02,5.303701E-02,5.340257E-02,1.127512E+03,0.000000E+00,4.095583E-02,0.000000E+00,5.793203E+02,0.000000E+00,2.104327E-02,0.000000E+00 
17:15:00,2.832082E+03,6.121911E+02,1.028744E-01,6.004965E-02,8.534752E+02,3.665104E+02,3.100217E-02,3.594738E-02,2.145015E+03,6.016244E+02,7.791694E-02,5.900915E-02,9.438531E+02,3.562154E+02,3.428514E-02,3.493811E-02,9.538997E+02,3.049960E+02,3.465004E-02,2.991415E-02,1.458755E+03,5.601967E+02,5.298875E-02,5.495252E-02,1.125247E+03,0.000000E+00,4.087362E-02,0.000000E+00,5.781200E+02,0.000000E+00,2.099969E-02,0.000000E+00 
17:30:00,2.829964E+03,6.324385E+02,1.027975E-01,6.203573E-02,8.529636E+02,3.620440E+02,3.098359E-02,3.550929E-02,2.143417E+03,5.986024E+02,7.785890E-02,5.871261E-02,9.431268E+02,3.535209E+02,3.425876E-02,3.467382E-02,9.534010E+02,3.015234E+02,3.463192E-02,2.957354E-02,1.457480E+03,5.732534E+02,5.294243E-02,5.623310E-02,1.123065E+03,0.000000E+00,4.079439E-02,0.000000E+00,5.769602E+02,0.000000E+00,2.095758E-02,0.000000E+00 
17:45:00,2.827933E+03,6.542375E+02,1.027237E-01,6.417408E-02,8.524739E+02,3.574005E+02,3.096580E-02,3.505383E-02,2.141884E+03,5.951892E+02,7.780323E-02,5.837773E-02,9.424301E+02,3.507535E+02,3.423346E-02,3.440238E-02,9.529240E+02,2.979411E+02,3.461460E-02,2.922217E-02,1.456257E+03,5.822574E+02,5.289801E-02,5.711608E-02,1.120963E+03,5.307248E-01,4.071807E-02,5.211883E-05,5.758405E+02,0.000000E+00,2.091692E-02,0.000000E+00 
18:00:00,2.825987E+03,6.749008E+02,1.026530E-01,6.620103E-02,8.520053E+02,3.523233E+02,3.094878E-02,3.455584E-02,2.140414E+03,5.906990E+02,7.774985E-02,5.793721E-02,9.417619E+02,3.476831E+02,3.420919E-02,3.410124E-02,9.524679E+02,2.938938E+02,3.459803E-02,2.882520E-02,1.455084E+03,5.879082E+02,5.285542E-02,5.767015E-02,1.118939E+03,1.062425E+01,4.064460E-02,1.041961E-03,5.747599E+02,1.178130E+00,2.087769E-02,1.156552E-04 
18:15:00,3.128050E+03,5.141408E+02,1.136254E-01,5.043212E-02,9.250455E+02,2.769194E+02,3.360194E-02,2.716014E-02,2.369576E+03,4.413081E+02,8.607407E-02,4.328454E-02,1.045908E+03,2.596040E+02,3.799227E-02,2.546232E-02,1.025600E+03,2.195901E+02,3.725454E-02,2.153746E-02,1.631885E+03,4.427511E+02,5.927766E-02,4.343103E-02,1.450905E+03,1.062425E+01,5.270304E-02,1.041961E-03,7.405266E+02,1.178130E+00,2.689906E-02,1.156552E-04 
18:30:00,3.440306E+03,3.476104E+02,1.249695E-01,3.409716E-02,1.000597E+03,1.995693E+02,3.634665E-02,1.957351E-02,2.606426E+03,2.928683E+02,9.467874E-02,2.872519E-02,1.153533E+03,1.722546E+02,4.190224E-02,1.689497E-02,1.101277E+03,1.455237E+02,4.000379E-02,1.427300E-02,1.814521E+03,2.955470E+02,6.591280E-02,2.899120E-02,1.792452E+03,1.062425E+01,6.511187E-02,1.041961E-03,9.110875E+02,1.178130E+00,3.309572E-02,1.156552E-04 
18:45:00,3.759870E+03,1.758262E+02,1.365787E-01,1.724682E-02,1.077896E+03,1.205676E+02,3.915476E-02,1.182494E-02,2.848794E+03,1.456471E+02,1.034836E-01,1.428538E-02,1.263663E+03,8.568649E+01,4.590312E-02,8.404255E-03,1.178707E+03,7.251310E+01,4.281660E-02,7.112096E-03,2.001401E+03,1.478877E+02,7.270193E-02,1.450679E-02,2.142211E+03,1.009352E+01,7.781896E-02,9.898424E-04,1.085763E+03,1.178130E+00,3.944181E-02,1.156552E-04 
19:00:00,4.085031E+03,0.000000E+00,1.483906E-01,0.000000E+00,1.156549E+03,4.028729E+01,4.201181E-02,3.950984E-03,3.095390E+03,0.000000E+00,1.124415E-01,0.000000E+00,1.375711E+03,0.000000E+00,4.997340E-02,0.000000E+00,1.257497E+03,7.019457E-01,4.567858E-02,6.884104E-05,2.191516E+03,0.000000E+00,7.960821E-02,0.000000E+00,2.497779E+03,0.000000E+00,9.073672E-02,0.000000E+00,1.263371E+03,0.000000E+00,4.589425E-02,0.000000E+00 
19:15:00,4.111073E+03,0.000000E+00,1.493364E-01,0.000000E+00,1.162874E+03,2.925347E+01,4.224139E-02,2.868831E-03,3.115050E+03,0.000000E+00,1.131555E-01,0.000000E+00,1.384621E+03,0.000000E+00,5.029703E-02,0.000000E+00,1.263882E+03,0.000000E+00,4.591029E-02,0.000000E+00,2.206501E+03,0.000000E+00,8.015258E-02,0.000000E+00,2.524544E+03,0.000000E+00,9.171058E-02,0.000000E+00,1.276745E+03,0.000000E+00,4.638086E-02,0.000000E+00 
19:30:00,4.131213E+03,0.000000E+00,1.500657E-01,0.000000E+00,1.167726E+03,1.949722E+01,4.241698E-02,1.912053E-03,3.130264E+03,0.000000E+00,1.137064E-01,0.000000E+00,1.391525E+03,0.000000E+00,5.054704E-02,0.000000E+00,1.268763E+03,0.000000E+00,4.608681E-02,0.000000E+00,2.218153E+03,0.000000E+00,8.057464E-02,0.000000E+00,2.546275E+03,0.000000E+00,9.249887E-02,0.000000E+00,1.287617E+03,0.000000E+00,4.677523E-02,0.000000E+00 
19:45:00,4.147875E+03,0.000000E+00,1.506685E-01,0.000000E+00,1.171761E+03,1.101741E+01,4.256281E-02,1.080455E-03,3.142858E+03,0.000000E+00,1.141620E-01,0.000000E+00,1.397238E+03,0.000000E+00,5.075376E-02,0.000000E+00,1.272819E+03,0.000000E+00,4.623338E-02,0.000000E+00,2.227804E+03,0.000000E+00,8.092393E-02,0.000000E+00,2.563849E+03,0.000000E+00,9.313593E-02,0.000000E+00,1.296417E+03,0.000000E+00,4.709421E-02,0.000000E+00 
20:00:00,4.162407E+03,0.000000E+00,1.511942E-01,0.000000E+00,1.175285E+03,5.251618E+00,4.269022E-02,5.150141E-04,3.153845E+03,0.000000E+00,1.145595E-01,0.000000E+00,1.402225E+03,0.000000E+00,5.093417E-02,0.000000E+00,1.276356E+03,0.000000E+00,4.636121E-02,0.000000E+00,2.236256E+03,0.000000E+00,8.122977E-02,0.000000E+00,2.579274E+03,0.000000E+00,9.369495E-02,0.000000E+00,1.304127E+03,0.000000E+00,4.737363E-02,0.000000E+00 
20:15:00,4.175294E+03,0.000000E+00,1.516605E-01,0.000000E+00,1.178418E+03,1.687756E+00,4.280355E-02,1.655140E-04,3.163589E+03,0.000000E+00,1.149120E-01,0.000000E+00,1.406649E+03,0.000000E+00,5.109423E-02,0.000000E+00,1.279497E+03,0.000000E+00,4.647479E-02,0.000000E+00,2.243776E+03,0.000000E+00,8.150193E-02,0.000000E+00,2.592921E+03,0.000000E+00,9.418945E-02,0.000000E+00,1.310939E+03,0.000000E+00,4.762048E-02,0.000000E+00 
20:30:00,4.186877E+03,0.000000E+00,1.520797E-01,0.000000E+00,1.181242E+03,0.000000E+00,4.290574E-02,0.000000E+00,3.172347E+03,0.000000E+00,1.152290E-01,0.000000E+00,1.410625E+03,0.000000E+00,5.123816E-02,0.000000E+00,1.282324E+03,0.000000E+00,4.657708E-02,0.000000E+00,2.250556E+03,0.000000E+00,8.174740E-02,0.000000E+00,2.605146E+03,0.000000E+00,9.463242E-02,0.000000E+00,1.317035E+03,0.000000E+00,4.784139E-02,0.000000E+00 
20:45:00,4.197353E+03,0.000000E+00,1.524590E-01,0.000000E+00,1.183802E+03,0.000000E+00,4.299839E-02,0.000000E+00,3.180264E+03,0.000000E+00,1.155157E-01,0.000000E+00,1.414220E+03,0.000000E+00,5.136833E-02,0.000000E+00,1.284883E+03,0.000000E+00,4.666972E-02,0.000000E+00,2.256705E+03,0.000000E+00,8.197003E-02,0.000000E+00,2.616155E+03,0.000000E+00,9.503132E-02,0.000000E+00,1.322523E+03,0.000000E+00,4.804021E-02,0.000000E+00 
21:00:00,4.206898E+03,0.000000E+00,1.528047E-01,0.000000E+00,1.186138E+03,0.000000E+00,4.308301E-02,0.000000E+00,3.187475E+03,0.000000E+00,1.157768E-01,0.000000E+00,1.417495E+03,0.000000E+00,5.148693E-02,0.000000E+00,1.287217E+03,0.000000E+00,4.675424E-02,0.000000E+00,2.262320E+03,0.000000E+00,8.217343E-02,0.000000E+00,2.626143E+03,0.000000E+00,9.539321E-02,0.000000E+00,1.327500E+03,0.000000E+00,4.822056E-02,0.000000E+00 
21:15:00,4.215652E+03,0.000000E+00,1.531219E-01,0.000000E+00,1.188284E+03,0.000000E+00,4.316077E-02,0.000000E+00,3.194085E+03,0.000000E+00,1.160163E-01,0.000000E+00,1.420497E+03,0.000000E+00,5.159567E-02,0.000000E+00,1.289358E+03,0.000000E+00,4.683181E-02,0.000000E+00,2.267482E+03,0.000000E+00,8.236042E-02,0.000000E+00,2.635264E+03,0.000000E+00,9.572367E-02,0.000000E+00,1.332047E+03,0.000000E+00,4.838530E-02,0.000000E+00 
21:30:00,4.223719E+03,0.000000E+00,1.534142E-01,0.000000E+00,1.190264E+03,0.000000E+00,4.323253E-02,0.000000E+00,3.200173E+03,0.000000E+00,1.162369E-01,0.000000E+00,1.423261E+03,0.000000E+00,5.169585E-02,0.000000E+00,1.291331E+03,0.000000E+00,4.690332E-02,0.000000E+00,2.272247E+03,0.000000E+00,8.253310E-02,0.000000E+00,2.643634E+03,0.000000E+00,9.602694E-02,0.000000E+00,1.336222E+03,0.000000E+00,4.853659E-02,0.000000E+00 
21:45:00,4.231221E+03,0.000000E+00,1.536861E-01,0.000000E+00,1.192107E+03,0.000000E+00,4.329932E-02,0.000000E+00,3.205830E+03,0.000000E+00,1.164419E-01,0.000000E+00,1.425831E+03,0.000000E+00,5.178897E-02,0.000000E+00,1.293165E+03,0.000000E+00,4.696980E-02,0.000000E+00,2.276687E+03,0.000000E+00,8.269399E-02,0.000000E+00,2.651389E+03,0.000000E+00,9.630798E-02,0.000000E+00,1.340095E+03,0.000000E+00,4.867694E-02,0.000000E+00 
22:00:00,4.238216E+03,0.000000E+00,1.539397E-01,0.000000E+00,1.193825E+03,0.000000E+00,4.336164E-02,0.000000E+00,3.211102E+03,0.000000E+00,1.166330E-01,0.000000E+00,1.428225E+03,0.000000E+00,5.187575E-02,0.000000E+00,1.294873E+03,0.000000E+00,4.703177E-02,0.000000E+00,2.280832E+03,0.000000E+00,8.284424E-02,0.000000E+00,2.658597E+03,0.000000E+00,9.656915E-02,0.000000E+00,1.343699E+03,0.000000E+00,4.880754E-02,0.000000E+00 
22:15:00,4.244747E+03,0.000000E+00,1.541765E-01,0.000000E+00,1.195430E+03,0.000000E+00,4.341984E-02,0.000000E+00,3.216019E+03,0.000000E+00,1.168113E-01,0.000000E+00,1.430458E+03,0.000000E+00,5.195673E-02,0.000000E+00,1.296466E+03,0.000000E+00,4.708957E-02,0.000000E+00,2.284706E+03,0.000000E+00,8.298471E-02,0.000000E+00,2.665305E+03,0.000000E+00,9.681224E-02,0.000000E+00,1.347059E+03,0.000000E+00,4.892931E-02,0.000000E+00 
22:30:00,4.250853E+03,0.000000E+00,1.543979E-01,0.000000E+00,1.196930E+03,0.000000E+00,4.347427E-02,0.000000E+00,3.220614E+03,0.000000E+00,1.169780E-01,0.000000E+00,1.432545E+03,0.000000E+00,5.203240E-02,0.000000E+00,1.297955E+03,0.000000E+00,4.714357E-02,0.000000E+00,2.288332E+03,0.000000E+00,8.311622E-02,0.000000E+00,2.671560E+03,0.000000E+00,9.703894E-02,0.000000E+00,1.350198E+03,0.000000E+00,4.904307E-02,0.000000E+00 
22:45:00,4.256571E+03,0.000000E+00,1.546053E-01,0.000000E+00,1.198335E+03,0.000000E+00,4.352525E-02,0.000000E+00,3.224915E+03,0.000000E+00,1.171340E-01,0.000000E+00,1.434497E+03,0.000000E+00,5.210324E-02,0.000000E+00,1.299347E+03,0.000000E+00,4.719409E-02,0.000000E+00,2.291732E+03,0.000000E+00,8.323953E-02,0.000000E+00,2.677404E+03,0.000000E+00,9.725073E-02,0.000000E+00,1.353137E+03,0.000000E+00,4.914958E-02,0.000000E+00 
23:00:00,4.261933E+03,0.000000E+00,1.547999E-01,0.000000E+00,1.199652E+03,0.000000E+00,4.357305E-02,0.000000E+00,3.228946E+03,0.000000E+00,1.172802E-01,0.000000E+00,1.436328E+03,0.000000E+00,5.216964E-02,0.000000E+00,1.300651E+03,0.000000E+00,4.724141E-02,0.000000E+00,2.294923E+03,0.000000E+00,8.335529E-02,0.000000E+00,2.682872E+03,0.000000E+00,9.744894E-02,0.000000E+00,1.355892E+03,0.000000E+00,4.924948E-02,0.000000E+00 
23:15:00,4.266967E+03,0.000000E+00,1.549825E-01,0.000000E+00,1.200889E+03,0.000000E+00,4.361793E-02,0.000000E+00,3.232729E+03,0.000000E+00,1.174175E-01,0.000000E+00,1.438045E+03,0.000000E+00,5.223196E-02,0.000000E+00,1.301874E+03,0.000000E+00,4.728580E-02,0.000000E+00,2.297922E+03,0.000000E+00,8.346410E-02,0.000000E+00,2.687996E+03,0.000000E+00,9.763470E-02,0.000000E+00,1.358481E+03,0.000000E+00,4.934332E-02,0.000000E+00 
23:30:00,4.271699E+03,0.000000E+00,1.551543E-01,0.000000E+00,1.202050E+03,0.000000E+00,4.366010E-02,0.000000E+00,3.236283E+03,0.000000E+00,1.175465E-01,0.000000E+00,1.439659E+03,0.000000E+00,5.229052E-02,0.000000E+00,1.303021E+03,0.000000E+00,4.732747E-02,0.000000E+00,2.300744E+03,0.000000E+00,8.356647E-02,0.000000E+00,2.692806E+03,0.000000E+00,9.780905E-02,0.000000E+00,1.360916E+03,0.000000E+00,4.943162E-02,0.000000E+00 
23:45:00,4.276152E+03,0.000000E+00,1.553159E-01,0.000000E+00,1.203143E+03,0.000000E+00,4.369977E-02,0.000000E+00,3.239626E+03,0.000000E+00,1.176678E-01,0.000000E+00,1.441177E+03,0.000000E+00,5.234562E-02,0.000000E+00,1.304100E+03,0.000000E+00,4.736663E-02,0.000000E+00,2.303401E+03,0.000000E+00,8.366290E-02,0.000000E+00,2.697325E+03,0.000000E+00,9.797290E-02,0.000000E+00,1.363211E+03,0.000000E+00,4.951482E-02,0.000000E+00 
24:00:00,4.280346E+03,0.000000E+00,1.554681E-01,0.000000E+00,1.204172E+03,0.000000E+00,4.373713E-02,0.000000E+00,3.242775E+03,0.000000E+00,1.177821E-01,0.000000E+00,1.442607E+03,0.000000E+00,5.239751E-02,0.000000E+00,1.305115E+03,0.000000E+00,4.740347E-02,0.000000E+00,2.305906E+03,0.000000E+00,8.375381E-02,0.000000E+00,2.701577E+03,0.000000E+00,9.812708E-02,0.000000E+00,1.365376E+03,0.000000E+00,4.959331E-02,0.000000E+00 
Peak,4.342500E+03,6.749008E+02,1.577251E-01,6.620103E-02,1.219254E+03,5.134918E+02,4.428484E-02,5.036552E-02,3.289614E+03,6.515932E+02,1.194830E-01,6.391362E-02,1.463887E+03,4.753173E+02,5.317025E-02,4.662383E-02,1.319851E+03,3.590105E+02,4.793864E-02,3.521409E-02,2.343291E+03,5.879082E+02,8.511132E-02,5.767015E-02,2.765601E+03,1.062425E+01,1.004503E-01,1.041961E-03,1.399080E+03,1.178130E+00,5.081641E-02,1.156552E-04 

Peak Vol Flow (m3/s),,,1.309984E-01,5.498318E-02,,,3.678072E-02,4.183102E-02,,,9.923644E-02,5.308338E-02,,,4.416049E-02,3.872337E-02,,,3.981538E-02,2.924702E-02,,,7.068910E-02,4.789787E-02,,,8.342884E-02,8.653996E-04,,,4.220551E-02,9.605732E-05 
