Time,FURNACE_DX_A_B_G_L:Des Heat Mass Flow [kg/s],FURNACE_DX_A_B_G_L:Des Cool Mass Flow [kg/s],FURNACE_DX_A_B_G_L:Des Heat Cap [W],FURNACE_DX_A_B_G_L:Des Sens Cool Cap [W],FURNACE_DX_B_C_H_G:Des Heat Mass Flow [kg/s],FURNACE_DX_B_C_H_G:Des Cool Mass Flow [kg/s],FURNACE_DX_B_C_H_G:Des Heat Cap [W],FURNACE_DX_B_C_H_G:Des Sens Cool Cap [W],FURNACE_DX_C_D_I_H:Des Heat Mass Flow [kg/s],FURNACE_DX_C_D_I_H:Des Cool Mass Flow [kg/s],FURNACE_DX_C_D_I_H:Des Heat Cap [W],FURNACE_DX_C_D_I_H:Des Sens Cool Cap [W],FURNACE_DX_D_E_J_I:Des Heat Mass Flow [kg/s],FURNACE_DX_D_E_J_I:Des Cool Mass Flow [kg/s],FURNACE_DX_D_E_J_I:Des Heat Cap [W],FURNACE_DX_D_E_J_I:Des Sens Cool Cap [W],FURNACE_DX_E_F_K_J:Des Heat Mass Flow [kg/s],FURNACE_DX_E_F_K_J:Des Cool Mass Flow [kg/s],FURNACE_DX_E_F_K_J:Des Heat Cap [W],FURNACE_DX_E_F_K_J:Des Sens Cool Cap [W],FURNACE_DX_L_K_F_A:Des Heat Mass Flow [kg/s],FURNACE_DX_L_K_F_A:Des Cool Mass Flow [kg/s],FURNACE_DX_L_K_F_A:Des Heat Cap [W],FURNACE_DX_L_K_F_A:Des Sens Cool Cap [W],FURNACE_DX_G_H_I_L:Des Heat Mass Flow [kg/s],FURNACE_DX_G_H_I_L:Des Cool Mass Flow [kg/s],FURNACE_DX_G_H_I_L:Des Heat Cap [W],FURNACE_DX_G_H_I_L:Des Sens Cool Cap [W],FURNACE_DX_I_J_K_L:Des Heat Mass Flow [kg/s],FURNACE_DX_I_J_K_L:Des Cool Mass Flow [kg/s],FURNACE_DX_I_J_K_L:Des Heat Cap [W],FURNACE_DX_I_J_K_L:Des Sens Cool Cap [W] 
02:45:00,1.879411E-01,9.888403E-02,9.103439E+03,7.368124E+02,5.321610E-02,2.386858E-02,2.410389E+03,1.778514E+02,1.412620E-01,7.501551E-02,6.870409E+03,5.589614E+02,6.382510E-02,3.409796E-02,3.112470E+03,2.540734E+02,5.658069E-02,2.386853E-02,2.501672E+03,1.778510E+02,1.014254E-01,5.796650E-02,5.099185E+03,4.319245E+02,1.188540E-01,1.091134E-01,7.643280E+03,8.130343E+02,6.039053E-02,5.455672E-02,3.847783E+03,4.065173E+02 
03:00:00,1.880343E-01,9.888403E-02,9.105969E+03,7.288384E+02,5.323852E-02,2.386858E-02,2.410997E+03,1.759267E+02,1.413319E-01,7.501551E-02,6.872306E+03,5.529122E+02,6.385662E-02,3.409796E-02,3.113326E+03,2.513237E+02,5.660280E-02,2.386853E-02,2.502272E+03,1.759263E+02,1.014812E-01,5.796650E-02,5.100698E+03,4.272501E+02,1.189486E-01,1.091134E-01,7.645849E+03,8.042354E+02,6.044005E-02,5.455672E-02,3.849126E+03,4.021178E+02 
03:15:00,1.881236E-01,9.888403E-02,9.108390E+03,7.208644E+02,5.325991E-02,2.386858E-02,2.411578E+03,1.740019E+02,1.413989E-01,7.501551E-02,6.874122E+03,5.468629E+02,6.388678E-02,3.409796E-02,3.114144E+03,2.485741E+02,5.662389E-02,2.386853E-02,2.502844E+03,1.740015E+02,1.015345E-01,5.796650E-02,5.102144E+03,4.225757E+02,1.190394E-01,1.091134E-01,7.648312E+03,7.954365E+02,6.048766E-02,5.455672E-02,3.850418E+03,3.977184E+02 
03:30:00,1.882089E-01,9.888403E-02,9.110705E+03,7.128904E+02,5.328033E-02,2.386858E-02,2.412132E+03,1.720771E+02,1.414629E-01,7.501551E-02,6.875859E+03,5.408137E+02,6.391560E-02,3.409796E-02,3.114926E+03,2.458244E+02,5.664402E-02,2.386853E-02,2.503390E+03,1.720768E+02,1.015855E-01,5.796650E-02,5.103528E+03,4.179013E+02,1.191265E-01,1.091134E-01,7.650674E+03,7.866376E+02,6.053342E-02,5.455672E-02,3.851660E+03,3.933189E+02 
03:45:00,1.882905E-01,9.888403E-02,9.112919E+03,7.049164E+02,5.329980E-02,2.386858E-02,2.412660E+03,1.701524E+02,1.415241E-01,7.501551E-02,6.877521E+03,5.347644E+02,6.394316E-02,3.409796E-02,3.115674E+03,2.430748E+02,5.666322E-02,2.386853E-02,2.503911E+03,1.701520E+02,1.016342E-01,5.796650E-02,5.104850E+03,4.132269E+02,1.192100E-01,1.091134E-01,7.652939E+03,7.778387E+02,6.057741E-02,5.455672E-02,3.852853E+03,3.889195E+02 
04:00:00,1.883685E-01,9.888403E-02,9.115036E+03,6.969424E+02,5.331839E-02,2.386858E-02,2.413164E+03,1.682276E+02,1.415827E-01,7.501551E-02,6.879111E+03,5.287152E+02,6.396952E-02,3.409796E-02,3.116389E+03,2.403251E+02,5.668154E-02,2.386853E-02,2.504408E+03,1.682272E+02,1.016808E-01,5.796650E-02,5.106115E+03,4.085524E+02,1.192900E-01,1.091134E-01,7.655112E+03,7.690398E+02,6.061970E-02,5.455672E-02,3.854001E+03,3.845200E+02 
04:15:00,1.884432E-01,9.888403E-02,9.117062E+03,6.916264E+02,5.333613E-02,2.386858E-02,2.413645E+03,1.669444E+02,1.416388E-01,7.501551E-02,6.880632E+03,5.246824E+02,6.399473E-02,3.409796E-02,3.117073E+03,2.384920E+02,5.669903E-02,2.386853E-02,2.504882E+03,1.669441E+02,1.017254E-01,5.796650E-02,5.107325E+03,4.054362E+02,1.193669E-01,1.091134E-01,7.657198E+03,7.631739E+02,6.066038E-02,5.455672E-02,3.855105E+03,3.815871E+02 
04:30:00,1.885146E-01,9.888403E-02,9.119000E+03,6.863104E+02,5.335306E-02,2.386858E-02,2.414105E+03,1.656613E+02,1.416925E-01,7.501551E-02,6.882088E+03,5.206495E+02,6.401885E-02,3.409796E-02,3.117727E+03,2.366589E+02,5.671572E-02,2.386853E-02,2.505335E+03,1.656609E+02,1.017681E-01,5.796650E-02,5.108482E+03,4.023199E+02,1.194407E-01,1.091134E-01,7.659199E+03,7.573080E+02,6.069951E-02,5.455672E-02,3.856166E+03,3.786541E+02 
04:45:00,1.885830E-01,9.888403E-02,9.120855E+03,6.809944E+02,5.336922E-02,2.386858E-02,2.414543E+03,1.643781E+02,1.417439E-01,7.501551E-02,6.883483E+03,5.166167E+02,6.404193E-02,3.409796E-02,3.118353E+03,2.348258E+02,5.673166E-02,2.386853E-02,2.505768E+03,1.643777E+02,1.018089E-01,5.796650E-02,5.109589E+03,3.992036E+02,1.195116E-01,1.091134E-01,7.661122E+03,7.514421E+02,6.073717E-02,5.455672E-02,3.857188E+03,3.757211E+02 
05:00:00,1.886484E-01,9.888403E-02,9.122631E+03,6.756784E+02,5.338466E-02,2.386858E-02,2.414962E+03,1.630949E+02,1.417931E-01,7.501551E-02,6.884819E+03,5.125839E+02,6.406403E-02,3.409796E-02,3.118953E+03,2.329927E+02,5.674689E-02,2.386853E-02,2.506181E+03,1.630946E+02,1.018480E-01,5.796650E-02,5.110649E+03,3.960873E+02,1.195797E-01,1.091134E-01,7.662970E+03,7.455761E+02,6.077343E-02,5.455672E-02,3.858172E+03,3.727882E+02 
05:15:00,1.887111E-01,9.888403E-02,9.124332E+03,6.809944E+02,5.339942E-02,2.386858E-02,2.415363E+03,1.643781E+02,1.418403E-01,7.501551E-02,6.886099E+03,5.166167E+02,6.408521E-02,3.409796E-02,3.119528E+03,2.348258E+02,5.676145E-02,2.386853E-02,2.506576E+03,1.643777E+02,1.018854E-01,5.796650E-02,5.111664E+03,3.992036E+02,1.196451E-01,1.091134E-01,7.664746E+03,7.514421E+02,6.080835E-02,5.455672E-02,3.859119E+03,3.757211E+02 
05:30:00,1.887712E-01,9.888403E-02,9.125962E+03,6.863104E+02,5.341352E-02,2.386858E-02,2.415745E+03,1.656613E+02,1.418855E-01,7.501551E-02,6.887326E+03,5.206495E+02,6.410549E-02,3.409796E-02,3.120078E+03,2.366589E+02,5.677536E-02,2.386853E-02,2.506953E+03,1.656609E+02,1.019212E-01,5.796650E-02,5.112636E+03,4.023199E+02,1.197081E-01,1.091134E-01,7.666455E+03,7.573080E+02,6.084201E-02,5.455672E-02,3.860033E+03,3.786541E+02 
05:45:00,1.888288E-01,9.888403E-02,9.127524E+03,6.916264E+02,5.342701E-02,2.386858E-02,2.416111E+03,1.669444E+02,1.419289E-01,7.501551E-02,6.888503E+03,5.246824E+02,6.412494E-02,3.409796E-02,3.120605E+03,2.384920E+02,5.678866E-02,2.386853E-02,2.507314E+03,1.669441E+02,1.019555E-01,5.796650E-02,5.113568E+03,4.054362E+02,1.197687E-01,1.091134E-01,7.668099E+03,7.631739E+02,6.087445E-02,5.455672E-02,3.860913E+03,3.815871E+02 
06:00:00,1.888840E-01,9.888403E-02,9.129022E+03,6.969424E+02,5.343991E-02,2.386858E-02,2.416461E+03,1.682276E+02,1.419705E-01,7.501551E-02,6.889632E+03,5.287152E+02,6.414358E-02,3.409796E-02,3.121111E+03,2.403251E+02,5.680138E-02,2.386853E-02,2.507659E+03,1.682272E+02,1.019884E-01,5.796650E-02,5.114461E+03,4.085524E+02,1.198270E-01,1.091134E-01,7.669682E+03,7.690398E+02,6.090574E-02,5.455672E-02,3.861762E+03,3.845200E+02 
06:15:00,1.889370E-01,9.888403E-02,9.130459E+03,7.155484E+02,5.345225E-02,2.386858E-02,2.416796E+03,1.727187E+02,1.420105E-01,7.501551E-02,6.890716E+03,5.428301E+02,6.416147E-02,3.409796E-02,3.121597E+03,2.467410E+02,5.681356E-02,2.386853E-02,2.507990E+03,1.727183E+02,1.020200E-01,5.796650E-02,5.115317E+03,4.194594E+02,1.198832E-01,1.091134E-01,7.671207E+03,7.895706E+02,6.093592E-02,5.455672E-02,3.862581E+03,3.947854E+02 
06:30:00,1.889878E-01,9.888403E-02,9.131837E+03,7.341544E+02,5.346406E-02,2.386858E-02,2.417117E+03,1.772098E+02,1.420488E-01,7.501551E-02,6.891756E+03,5.569450E+02,6.417864E-02,3.409796E-02,3.122063E+03,2.531568E+02,5.682522E-02,2.386853E-02,2.508306E+03,1.772094E+02,1.020503E-01,5.796650E-02,5.116139E+03,4.303664E+02,1.199374E-01,1.091134E-01,7.672677E+03,8.101014E+02,6.096505E-02,5.455672E-02,3.863371E+03,4.050508E+02 
06:45:00,1.890365E-01,9.888403E-02,9.133161E+03,7.527604E+02,5.347537E-02,2.386858E-02,2.417423E+03,1.817009E+02,1.420856E-01,7.501551E-02,6.892755E+03,5.710599E+02,6.419512E-02,3.409796E-02,3.122510E+03,2.595727E+02,5.683638E-02,2.386853E-02,2.508609E+03,1.817005E+02,1.020793E-01,5.796650E-02,5.116927E+03,4.412733E+02,1.199896E-01,1.091134E-01,7.674093E+03,8.306321E+02,6.099318E-02,5.455672E-02,3.864134E+03,4.153162E+02 
07:00:00,1.890834E-01,9.888403E-02,9.134431E+03,7.713663E+02,5.348621E-02,2.386858E-02,2.417717E+03,1.861920E+02,1.421210E-01,7.501551E-02,6.893715E+03,5.851748E+02,6.421095E-02,3.409796E-02,3.122939E+03,2.659886E+02,5.684707E-02,2.386853E-02,2.508899E+03,1.861916E+02,1.021072E-01,5.796650E-02,5.117683E+03,4.521803E+02,1.200400E-01,1.091134E-01,7.675459E+03,8.511629E+02,6.102035E-02,5.455672E-02,3.864871E+03,4.255816E+02 
07:15:00,1.891284E-01,9.888403E-02,9.135652E+03,8.165523E+02,5.349659E-02,2.386858E-02,2.417999E+03,1.970990E+02,1.421550E-01,7.501551E-02,6.894637E+03,6.194539E+02,6.422616E-02,3.409796E-02,3.123352E+03,2.815699E+02,5.685732E-02,2.386853E-02,2.509177E+03,1.970986E+02,1.021340E-01,5.796650E-02,5.118409E+03,4.786686E+02,1.200886E-01,1.091134E-01,7.676778E+03,9.010233E+02,6.104660E-02,5.455672E-02,3.865583E+03,4.505118E+02 
07:30:00,1.891716E-01,9.888403E-02,9.136824E+03,8.617383E+02,5.350654E-02,2.386858E-02,2.418269E+03,2.080060E+02,1.421877E-01,7.501551E-02,6.895524E+03,6.537329E+02,6.424078E-02,3.409796E-02,3.123749E+03,2.971513E+02,5.686714E-02,2.386853E-02,2.509444E+03,2.080055E+02,1.021597E-01,5.796650E-02,5.119107E+03,5.051570E+02,1.201355E-01,1.091134E-01,7.678050E+03,9.508837E+02,6.107197E-02,5.455672E-02,3.866272E+03,4.754420E+02 
07:45:00,1.892131E-01,9.888403E-02,9.137951E+03,9.069243E+02,5.351608E-02,2.386858E-02,2.418528E+03,2.189130E+02,1.422191E-01,7.501551E-02,6.896377E+03,6.880120E+02,6.425484E-02,3.409796E-02,3.124130E+03,3.127327E+02,5.687656E-02,2.436652E-02,2.509699E+03,2.239158E+02,1.021844E-01,5.796650E-02,5.119777E+03,5.316453E+02,1.201807E-01,1.091134E-01,7.679279E+03,1.000744E+03,6.109649E-02,5.455672E-02,3.866937E+03,5.003722E+02 
08:00:00,1.892531E-01,9.888403E-02,9.139035E+03,9.521103E+02,5.352524E-02,2.386858E-02,2.418776E+03,2.298199E+02,1.422494E-01,7.501551E-02,6.897198E+03,7.222910E+02,6.426836E-02,3.409796E-02,3.124497E+03,3.283141E+02,5.688560E-02,2.857123E-02,2.509944E+03,2.770712E+02,1.022081E-01,5.796650E-02,5.120421E+03,5.581337E+02,1.202245E-01,1.091134E-01,7.680465E+03,1.050604E+03,6.112022E-02,5.455672E-02,3.867581E+03,5.253024E+02 
08:15:00,1.760316E-01,9.888403E-02,8.780322E+03,1.002612E+03,5.032747E-02,2.386858E-02,2.332017E+03,2.420101E+02,1.322175E-01,7.501551E-02,6.625022E+03,7.606029E+02,5.970855E-02,3.409796E-02,3.000784E+03,3.457286E+02,5.368441E-02,4.129105E-02,2.423093E+03,4.170668E+02,9.446710E-02,5.796650E-02,4.910399E+03,5.877383E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.106331E+03,5.455672E-02,5.455672E-02,3.689507E+03,5.531656E+02 
08:30:00,1.623417E-01,9.888403E-02,8.408902E+03,1.053114E+03,4.701459E-02,2.386858E-02,2.242136E+03,2.542002E+02,1.218303E-01,7.501551E-02,6.343208E+03,7.989148E+02,5.498655E-02,3.409796E-02,2.872672E+03,3.631431E+02,5.036799E-02,5.335266E-02,2.333115E+03,5.504473E+02,8.645392E-02,5.796650E-02,4.692993E+03,6.173429E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.162057E+03,5.455672E-02,5.455672E-02,3.689507E+03,5.810288E+02 
08:45:00,1.483485E-01,9.888403E-02,8.029251E+03,1.103616E+03,4.362769E-02,2.386858E-02,2.150245E+03,2.663904E+02,1.112128E-01,9.049311E-02,6.055142E+03,9.924948E+02,5.015923E-02,3.409796E-02,2.741701E+03,3.805576E+02,4.697766E-02,6.499251E-02,2.241131E+03,6.795898E+02,7.826440E-02,5.796650E-02,4.470802E+03,6.469475E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.217783E+03,5.455672E-02,5.455672E-02,3.689507E+03,6.088919E+02 
09:00:00,1.341134E-01,9.888403E-02,7.643034E+03,1.154118E+03,4.018191E-02,2.386858E-02,2.056755E+03,2.785805E+02,1.004116E-01,1.219224E-01,5.762092E+03,1.346818E+03,4.524801E-02,3.409796E-02,2.608453E+03,3.979721E+02,4.352853E-02,7.625808E-02,2.147550E+03,8.049642E+02,6.993391E-02,5.796650E-02,4.244787E+03,6.765521E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.273510E+03,5.455672E-02,5.455672E-02,3.689507E+03,6.367551E+02 
09:15:00,1.329328E-01,9.888403E-02,7.610997E+03,1.199304E+03,3.989274E-02,2.386858E-02,2.048907E+03,2.894875E+02,9.951557E-02,1.260625E-01,5.737778E+03,1.422672E+03,4.483856E-02,3.409796E-02,2.597343E+03,4.135534E+02,4.323939E-02,7.886124E-02,2.139701E+03,8.420173E+02,6.924742E-02,5.796650E-02,4.226160E+03,7.030405E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.323370E+03,5.455672E-02,5.455672E-02,3.689507E+03,6.616853E+02 
09:30:00,1.320395E-01,9.888403E-02,7.586753E+03,1.244490E+03,3.967467E-02,2.386858E-02,2.042986E+03,3.003945E+02,9.883764E-02,1.288362E-01,5.719379E+03,1.484805E+03,4.452886E-02,3.409796E-02,2.588938E+03,4.291348E+02,4.302151E-02,8.070768E-02,2.133784E+03,8.714681E+02,6.872722E-02,5.796650E-02,4.212044E+03,7.295288E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.373231E+03,5.455672E-02,5.455672E-02,3.689507E+03,6.866155E+02 
09:45:00,1.312880E-01,9.888403E-02,7.566355E+03,1.289676E+03,3.949134E-02,2.386858E-02,2.038007E+03,3.113014E+02,9.826780E-02,1.302833E-01,5.703913E+03,1.533610E+03,4.426891E-02,3.409796E-02,2.581883E+03,4.447162E+02,4.283828E-02,8.192532E-02,2.128807E+03,8.946014E+02,6.828879E-02,5.796650E-02,4.200147E+03,7.560172E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.423091E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.115457E+02 
10:00:00,1.306324E-01,9.888403E-02,7.548563E+03,1.334862E+03,3.933138E-02,2.386858E-02,2.033663E+03,3.222084E+02,9.777128E-02,1.308661E-01,5.690437E+03,1.573748E+03,4.404274E-02,3.409796E-02,2.575744E+03,4.602976E+02,4.267833E-02,8.253069E-02,2.124462E+03,9.115916E+02,6.790569E-02,5.796650E-02,4.189751E+03,7.825055E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.472951E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.364759E+02 
10:15:00,1.300490E-01,9.888403E-02,7.532729E+03,1.374732E+03,3.918891E-02,2.386858E-02,2.029795E+03,3.318322E+02,9.732991E-02,1.307318E-01,5.678459E+03,1.602651E+03,4.384197E-02,3.409796E-02,2.570295E+03,4.740459E+02,4.253585E-02,8.250702E-02,2.120593E+03,9.209798E+02,6.756420E-02,5.796650E-02,4.180484E+03,8.058776E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.516946E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.584732E+02 
10:30:00,1.295228E-01,9.888403E-02,7.518448E+03,1.414602E+03,3.906028E-02,2.386858E-02,2.026303E+03,3.414560E+02,9.693224E-02,1.300361E-01,5.667666E+03,1.625914E+03,4.366126E-02,3.409796E-02,2.565391E+03,4.877942E+02,4.240723E-02,8.199395E-02,2.117101E+03,9.254509E+02,6.725565E-02,5.796650E-02,4.172112E+03,8.292496E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.560940E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.804704E+02 
10:45:00,1.290454E-01,9.888403E-02,7.505492E+03,1.454472E+03,3.894350E-02,2.386858E-02,2.023132E+03,3.510798E+02,9.657184E-02,1.285355E-01,5.657886E+03,1.641091E+03,4.349764E-02,3.409796E-02,2.560951E+03,5.015424E+02,4.229048E-02,8.089908E-02,2.113931E+03,9.240765E+02,6.697530E-02,5.796650E-02,4.164505E+03,8.526217E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.604935E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.024677E+02 
11:00:00,1.286091E-01,9.888403E-02,7.493652E+03,1.494342E+03,3.883669E-02,2.386858E-02,2.020233E+03,3.607036E+02,9.624279E-02,1.262529E-01,5.648956E+03,1.648410E+03,4.334837E-02,3.409796E-02,2.556900E+03,5.152907E+02,4.218376E-02,7.924309E-02,2.111033E+03,9.170642E+02,6.671869E-02,5.796650E-02,4.157542E+03,8.759938E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.648929E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.244649E+02 
11:15:00,1.282079E-01,9.888403E-02,7.482763E+03,1.520922E+03,3.873841E-02,2.386858E-02,2.017565E+03,3.671195E+02,9.594042E-02,1.232260E-01,5.640750E+03,1.638167E+03,4.321128E-02,3.409796E-02,2.553180E+03,5.244562E+02,4.208561E-02,7.705649E-02,2.108369E+03,9.015127E+02,6.648234E-02,5.796650E-02,4.151129E+03,8.915751E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.678259E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.391297E+02 
