Time,FURNACE_DX_A_B_G_L:Des Heat Mass Flow [kg/s],FURNACE_DX_A_B_G_L:Des Cool Mass Flow [kg/s],FURNACE_DX_A_B_G_L:Des Heat Cap [W],FURNACE_DX_A_B_G_L:Des Sens Cool Cap [W],FURNACE_DX_B_C_H_G:Des Heat Mass Flow [kg/s],FURNACE_DX_B_C_H_G:Des Cool Mass Flow [kg/s],FURNACE_DX_B_C_H_G:Des Heat Cap [W],FURNACE_DX_B_C_H_G:Des Sens Cool Cap [W],FURNACE_DX_C_D_I_H:Des Heat Mass Flow [kg/s],FURNACE_DX_C_D_I_H:Des Cool Mass Flow [kg/s],FURNACE_DX_C_D_I_H:Des Heat Cap [W],FURNACE_DX_C_D_I_H:Des Sens Cool Cap [W],FURNACE_DX_D_E_J_I:Des Heat Mass Flow [kg/s],FURNACE_DX_D_E_J_I:Des Cool Mass Flow [kg/s],FURNACE_DX_D_E_J_I:Des Heat Cap [W],FURNACE_DX_D_E_J_I:Des Sens Cool Cap [W],FURNACE_DX_E_F_K_J:Des Heat Mass Flow [kg/s],FURNACE_DX_E_F_K_J:Des Cool Mass Flow [kg/s],FURNACE_DX_E_F_K_J:Des Heat Cap [W],FURNACE_DX_E_F_K_J:Des Sens Cool Cap [W],FURNACE_DX_L_K_F_A:Des Heat Mass Flow [kg/s],FURNACE_DX_L_K_F_A:Des Cool Mass Flow [kg/s],FURNACE_DX_L_K_F_A:Des Heat Cap [W],FURNACE_DX_L_K_F_A:Des Sens Cool Cap [W],FURNACE_DX_G_H_I_L:Des Heat Mass Flow [kg/s],FURNACE_DX_G_H_I_L:Des Cool Mass Flow [kg/s],FURNACE_DX_G_H_I_L:Des Heat Cap [W],FURNACE_DX_G_H_I_L:Des Sens Cool Cap [W],FURNACE_DX_I_J_K_L:Des Heat Mass Flow [kg/s],FURNACE_DX_I_J_K_L:Des Cool Mass Flow [kg/s],FURNACE_DX_I_J_K_L:Des Heat Cap [W],FURNACE_DX_I_J_K_L:Des Sens Cool Cap [W] 
13:30:00,1.255949E-01,9.888403E-02,7.411861E+03,1.712298E+03,3.772624E-02,4.648608E-02,1.990100E+03,6.405584E+02,9.511460E-02,7.501551E-02,5.618336E+03,1.298986E+03,4.187530E-02,4.323583E-02,2.516932E+03,6.822580E+02,4.209374E-02,4.111359E-02,2.108582E+03,5.865630E+02,6.487261E-02,5.796650E-02,4.107454E+03,1.003761E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.889432E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.447165E+02 
13:45:00,1.253868E-01,9.888403E-02,7.406215E+03,1.725588E+03,3.767519E-02,4.636428E-02,1.988715E+03,6.425422E+02,9.495813E-02,7.501551E-02,5.614090E+03,1.309068E+03,4.180426E-02,4.324046E-02,2.515004E+03,6.868872E+02,4.204341E-02,4.171420E-02,2.107216E+03,5.958062E+02,6.474843E-02,5.796650E-02,4.104085E+03,1.011552E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.904097E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.520489E+02 
14:00:00,1.251904E-01,9.888403E-02,7.400886E+03,1.738878E+03,3.762706E-02,4.627113E-02,1.987409E+03,6.448140E+02,9.481048E-02,7.501551E-02,5.610084E+03,1.319150E+03,4.173723E-02,4.326893E-02,2.513186E+03,6.917558E+02,4.199600E-02,4.210029E-02,2.105930E+03,6.028944E+02,6.463114E-02,5.796650E-02,4.100903E+03,1.019342E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.918762E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.593813E+02 
14:15:00,1.250049E-01,9.888403E-02,7.395852E+03,1.738878E+03,3.758163E-02,4.618769E-02,1.986176E+03,6.439753E+02,9.467103E-02,7.543427E-02,5.606301E+03,1.323357E+03,4.167391E-02,4.329767E-02,2.511468E+03,6.920444E+02,4.195129E-02,4.225690E-02,2.104717E+03,6.044690E+02,6.452026E-02,5.796650E-02,4.097895E+03,1.019342E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.918762E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.593813E+02 
14:30:00,1.248295E-01,9.888403E-02,7.391094E+03,1.738878E+03,3.753872E-02,4.610399E-02,1.985012E+03,6.431342E+02,9.453920E-02,7.628230E-02,5.602724E+03,1.331876E+03,4.161405E-02,4.332118E-02,2.509844E+03,6.922804E+02,4.190910E-02,4.220914E-02,2.103572E+03,6.039904E+02,6.441535E-02,5.796650E-02,4.095048E+03,1.019342E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.918762E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.593813E+02 
14:45:00,1.246636E-01,9.888403E-02,7.386592E+03,1.738878E+03,3.749816E-02,4.601145E-02,1.983911E+03,6.422043E+02,9.441445E-02,7.669226E-02,5.599339E+03,1.335995E+03,4.155741E-02,4.333408E-02,2.508307E+03,6.924098E+02,4.186925E-02,4.197256E-02,2.102491E+03,6.016149E+02,6.431601E-02,5.796650E-02,4.092353E+03,1.019342E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.918762E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.593813E+02 
15:00:00,1.245065E-01,9.888403E-02,7.382329E+03,1.738878E+03,3.745978E-02,4.590291E-02,1.982870E+03,6.411136E+02,9.429632E-02,7.669635E-02,5.596134E+03,1.336036E+03,4.150376E-02,4.333262E-02,2.506851E+03,6.923951E+02,4.183159E-02,4.157212E-02,2.101469E+03,5.975930E+02,6.422187E-02,5.796650E-02,4.089799E+03,1.019342E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.918762E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.593813E+02 
15:15:00,1.243576E-01,9.888403E-02,7.378290E+03,1.722930E+03,3.742346E-02,4.574121E-02,1.981885E+03,6.356393E+02,9.418434E-02,7.632231E-02,5.593096E+03,1.320180E+03,4.145291E-02,4.328719E-02,2.505472E+03,6.864392E+02,4.179597E-02,4.102257E-02,2.100502E+03,5.882236E+02,6.413260E-02,5.796650E-02,4.087377E+03,1.009994E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.901164E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.505824E+02 
15:30:00,1.242164E-01,9.888403E-02,7.374459E+03,1.706982E+03,3.738904E-02,4.554254E-02,1.980951E+03,6.297937E+02,9.407812E-02,7.562655E-02,5.590214E+03,1.301092E+03,4.140466E-02,4.321322E-02,2.504163E+03,6.801968E+02,4.176224E-02,4.032765E-02,2.099588E+03,5.773935E+02,6.404787E-02,5.796650E-02,4.085079E+03,1.000645E+03,1.091134E-01,1.091134E-01,7.379011E+03,1.883567E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.417836E+02 
15:45:00,1.240864E-01,9.888403E-02,7.370933E+03,1.691034E+03,3.735736E-02,4.530408E-02,1.980091E+03,6.235483E+02,9.398030E-02,7.501551E-02,5.587560E+03,1.282854E+03,4.136023E-02,4.310696E-02,2.502957E+03,6.736298E+02,4.173123E-02,3.951921E-02,2.098746E+03,5.654226E+02,6.396981E-02,5.796650E-02,4.082961E+03,9.912960E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.865969E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.329847E+02 
16:00:00,1.239661E-01,9.888403E-02,7.367669E+03,1.675086E+03,3.732806E-02,4.502302E-02,1.979296E+03,6.168750E+02,9.388972E-02,7.501551E-02,5.585103E+03,1.270756E+03,4.131909E-02,4.296631E-02,2.501841E+03,6.667175E+02,4.170256E-02,3.866882E-02,2.097968E+03,5.530301E+02,6.389750E-02,5.796650E-02,4.080999E+03,9.819471E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.848371E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.241858E+02 
16:15:00,1.238538E-01,9.888403E-02,7.364621E+03,1.653822E+03,3.730071E-02,4.473703E-02,1.978554E+03,6.088688E+02,9.380510E-02,7.501551E-02,5.582807E+03,1.254624E+03,4.128064E-02,4.282820E-02,2.500798E+03,6.579974E+02,4.167581E-02,3.787458E-02,2.097243E+03,5.399183E+02,6.382992E-02,5.796650E-02,4.079166E+03,9.694820E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.824907E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.124539E+02 
16:30:00,1.237485E-01,9.888403E-02,7.361764E+03,1.632558E+03,3.727510E-02,4.442192E-02,1.977859E+03,6.005702E+02,9.372576E-02,7.501551E-02,5.580654E+03,1.238493E+03,4.124460E-02,4.266739E-02,2.499820E+03,6.490493E+02,4.165079E-02,3.722722E-02,2.096564E+03,5.282820E+02,6.376654E-02,5.953681E-02,4.077446E+03,9.727917E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.801443E+03,5.455672E-02,5.455672E-02,3.689507E+03,9.007220E+02 
16:45:00,1.236455E-01,9.888403E-02,7.358971E+03,1.611294E+03,3.725011E-02,4.403995E-02,1.977182E+03,5.915998E+02,9.364821E-02,7.501551E-02,5.578551E+03,1.222362E+03,4.120937E-02,4.245406E-02,2.498864E+03,6.395736E+02,4.162639E-02,3.669773E-02,2.095902E+03,5.178297E+02,6.370460E-02,6.194123E-02,4.075766E+03,9.844806E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.777980E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.889902E+02 
17:00:00,1.235455E-01,9.888403E-02,7.356257E+03,1.590030E+03,3.722588E-02,4.361216E-02,1.976524E+03,5.821691E+02,9.357285E-02,7.501551E-02,5.576506E+03,1.206230E+03,4.117512E-02,4.220723E-02,2.497935E+03,6.297613E+02,4.160274E-02,3.627268E-02,2.095260E+03,5.084267E+02,6.364441E-02,6.408308E-02,4.074133E+03,9.935319E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.754516E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.772583E+02 
17:15:00,1.234493E-01,9.888403E-02,7.353647E+03,1.563450E+03,3.720260E-02,4.313685E-02,1.975893E+03,5.709778E+02,9.350032E-02,7.501551E-02,5.574538E+03,1.186066E+03,4.114216E-02,4.192573E-02,2.497041E+03,6.177675E+02,4.158004E-02,3.589698E-02,2.094644E+03,4.982363E+02,6.358650E-02,6.594302E-02,4.072562E+03,9.966351E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.725186E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.625935E+02 
17:30:00,1.233569E-01,9.888403E-02,7.351143E+03,1.536870E+03,3.718030E-02,4.261115E-02,1.975288E+03,5.592802E+02,9.343068E-02,7.501551E-02,5.572649E+03,1.165902E+03,4.111051E-02,4.160859E-02,2.496182E+03,6.054156E+02,4.155831E-02,3.548825E-02,2.094055E+03,4.877139E+02,6.353092E-02,6.747973E-02,4.071054E+03,9.964914E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.695857E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.479286E+02 
17:45:00,1.232684E-01,9.888403E-02,7.348741E+03,1.510290E+03,3.715896E-02,4.206460E-02,1.974709E+03,5.473731E+02,9.336388E-02,7.501551E-02,5.570837E+03,1.145738E+03,4.108015E-02,4.128286E-02,2.495359E+03,5.929775E+02,4.153752E-02,3.506661E-02,2.093491E+03,4.770618E+02,6.347761E-02,6.853929E-02,4.069608E+03,9.915546E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.666527E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.332638E+02 
18:00:00,1.231836E-01,9.888403E-02,7.346440E+03,1.483710E+03,3.713854E-02,4.146701E-02,1.974155E+03,5.349532E+02,9.329982E-02,7.501551E-02,5.569099E+03,1.125574E+03,4.105103E-02,4.092149E-02,2.494569E+03,5.801812E+02,4.151764E-02,3.459024E-02,2.092951E+03,4.658598E+02,6.342650E-02,6.920418E-02,4.068221E+03,9.826530E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.637197E+03,5.455672E-02,5.455672E-02,3.689507E+03,8.185990E+02 
18:15:00,1.363505E-01,9.888403E-02,7.703637E+03,1.443840E+03,4.032233E-02,3.259217E-02,2.060526E+03,4.361629E+02,1.032889E-01,7.501551E-02,5.840087E+03,1.095328E+03,4.559073E-02,3.409796E-02,2.617724E+03,4.978762E+02,4.470544E-02,2.584495E-02,2.179432E+03,3.683706E+02,7.113319E-02,5.796650E-02,4.277293E+03,8.463891E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.593203E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.966017E+02 
18:30:00,1.499634E-01,9.888403E-02,8.072921E+03,1.403970E+03,4.361598E-02,2.386858E-02,2.149874E+03,3.388897E+02,1.136145E-01,7.501551E-02,6.120195E+03,1.065081E+03,5.028269E-02,3.409796E-02,2.745005E+03,4.841280E+02,4.800455E-02,2.386853E-02,2.268927E+03,3.388889E+02,7.909536E-02,5.796650E-02,4.493288E+03,8.230171E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.549209E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.746045E+02 
18:45:00,1.638945E-01,9.888403E-02,8.450833E+03,1.364100E+03,4.698572E-02,2.386858E-02,2.241286E+03,3.292659E+02,1.241803E-01,7.501551E-02,6.406816E+03,1.034835E+03,5.508374E-02,3.409796E-02,2.875244E+03,4.703797E+02,5.137992E-02,2.386853E-02,2.360492E+03,3.292651E+02,8.724232E-02,5.796650E-02,4.714292E+03,7.996450E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.505214E+03,5.455672E-02,5.455672E-02,3.689507E+03,7.526073E+02 
19:00:00,1.780687E-01,9.888403E-02,8.835345E+03,1.324230E+03,5.041417E-02,2.386858E-02,2.334293E+03,3.196421E+02,1.349298E-01,7.501551E-02,6.698422E+03,1.004589E+03,5.996808E-02,3.409796E-02,3.007744E+03,4.566314E+02,5.481430E-02,2.386853E-02,2.453661E+03,3.196414E+02,9.552985E-02,5.796650E-02,4.939110E+03,7.762730E+02,1.091134E-01,1.091134E-01,7.379011E+03,1.461220E+03,5.507310E-02,5.455672E-02,3.703514E+03,7.306100E+02 
19:15:00,1.792037E-01,9.888403E-02,8.866137E+03,1.294992E+03,5.068967E-02,2.386858E-02,2.341769E+03,3.125846E+02,1.357866E-01,7.501551E-02,6.721668E+03,9.824085E+02,6.035644E-02,3.409796E-02,3.018280E+03,4.465493E+02,5.509235E-02,2.386853E-02,2.461209E+03,3.125839E+02,9.618309E-02,5.796650E-02,4.956831E+03,7.591334E+02,1.100527E-01,1.091134E-01,7.404490E+03,1.428957E+03,5.565703E-02,5.455672E-02,3.719354E+03,7.144787E+02 
19:30:00,1.800788E-01,9.888403E-02,8.889911E+03,1.265754E+03,5.090038E-02,2.386858E-02,2.347497E+03,3.055272E+02,1.364477E-01,7.501551E-02,6.739628E+03,9.602279E+02,6.065645E-02,3.409796E-02,3.026429E+03,4.364672E+02,5.530417E-02,2.386853E-02,2.466969E+03,3.055265E+02,9.668957E-02,5.796650E-02,4.970586E+03,7.419939E+02,1.109986E-01,1.091134E-01,7.430151E+03,1.396694E+03,5.613027E-02,5.455672E-02,3.732192E+03,6.983474E+02 
19:45:00,1.808022E-01,9.888403E-02,8.909572E+03,1.236516E+03,5.107538E-02,2.386858E-02,2.352257E+03,2.984697E+02,1.369944E-01,7.501551E-02,6.754487E+03,9.380474E+02,6.090451E-02,3.409796E-02,3.033171E+03,4.263852E+02,5.548006E-02,2.386853E-02,2.471755E+03,2.984691E+02,9.710871E-02,5.796650E-02,4.981974E+03,7.248544E+02,1.117631E-01,1.091134E-01,7.450889E+03,1.364432E+03,5.651305E-02,5.455672E-02,3.742576E+03,6.822161E+02 
20:00:00,1.814330E-01,9.888403E-02,8.926717E+03,1.207278E+03,5.122826E-02,2.386858E-02,2.356415E+03,2.914123E+02,1.374714E-01,7.501551E-02,6.767450E+03,9.158668E+02,6.112100E-02,3.409796E-02,3.039054E+03,4.163031E+02,5.563346E-02,2.386853E-02,2.475929E+03,2.914116E+02,9.747572E-02,5.796650E-02,4.991945E+03,7.077149E+02,1.124339E-01,1.091134E-01,7.469088E+03,1.332169E+03,5.684836E-02,5.455672E-02,3.751673E+03,6.660848E+02 
20:15:00,1.819926E-01,9.888403E-02,8.941924E+03,1.183356E+03,5.136426E-02,2.386858E-02,2.360114E+03,2.856380E+02,1.378945E-01,7.501551E-02,6.778948E+03,8.977191E+02,6.131308E-02,3.409796E-02,3.044274E+03,4.080541E+02,5.576975E-02,2.386853E-02,2.479636E+03,2.856373E+02,9.780232E-02,5.796650E-02,5.000819E+03,6.936917E+02,1.130273E-01,1.091134E-01,7.485187E+03,1.305772E+03,5.714458E-02,5.455672E-02,3.759710E+03,6.528864E+02 
20:30:00,1.824957E-01,9.888403E-02,8.955596E+03,1.159434E+03,5.148688E-02,2.386858E-02,2.363447E+03,2.798637E+02,1.382748E-01,7.501551E-02,6.789285E+03,8.795713E+02,6.148580E-02,3.409796E-02,3.048967E+03,3.998052E+02,5.589249E-02,2.386853E-02,2.482974E+03,2.798631E+02,9.809688E-02,5.796650E-02,5.008821E+03,6.796684E+02,1.135589E-01,1.091134E-01,7.499609E+03,1.279376E+03,5.740966E-02,5.455672E-02,3.766902E+03,6.396881E+02 
20:45:00,1.829508E-01,9.888403E-02,8.967962E+03,1.135512E+03,5.159807E-02,2.386858E-02,2.366469E+03,2.740894E+02,1.386188E-01,7.501551E-02,6.798630E+03,8.614236E+02,6.164200E-02,3.409796E-02,3.053211E+03,3.915562E+02,5.600366E-02,2.386853E-02,2.485995E+03,2.740888E+02,9.836403E-02,5.796650E-02,5.016078E+03,6.656452E+02,1.140376E-01,1.091134E-01,7.512596E+03,1.252979E+03,5.764825E-02,5.455672E-02,3.773375E+03,6.264897E+02 
21:00:00,1.833657E-01,9.888403E-02,8.979231E+03,1.111590E+03,5.169962E-02,2.386858E-02,2.369228E+03,2.683151E+02,1.389322E-01,7.501551E-02,6.807144E+03,8.432759E+02,6.178432E-02,3.409796E-02,3.057077E+03,3.833072E+02,5.610508E-02,2.386853E-02,2.488752E+03,2.683145E+02,9.860811E-02,5.796650E-02,5.022708E+03,6.516219E+02,1.144718E-01,1.091134E-01,7.524378E+03,1.226582E+03,5.786467E-02,5.455672E-02,3.779247E+03,6.132914E+02 
21:15:00,1.837462E-01,9.888403E-02,8.989568E+03,1.087668E+03,5.179292E-02,2.386858E-02,2.371763E+03,2.625409E+02,1.392195E-01,7.501551E-02,6.814949E+03,8.251281E+02,6.191481E-02,3.409796E-02,3.060622E+03,3.750583E+02,5.619817E-02,2.386853E-02,2.491281E+03,2.625403E+02,9.883250E-02,5.796650E-02,5.028802E+03,6.375987E+02,1.148684E-01,1.091134E-01,7.535138E+03,1.200186E+03,5.806236E-02,5.455672E-02,3.784611E+03,6.000930E+02 
21:30:00,1.840970E-01,9.888403E-02,8.999096E+03,1.063746E+03,5.187903E-02,2.386858E-02,2.374102E+03,2.567666E+02,1.394842E-01,7.501551E-02,6.822139E+03,8.069804E+02,6.203502E-02,3.409796E-02,3.063887E+03,3.668093E+02,5.628398E-02,2.386853E-02,2.493611E+03,2.567660E+02,9.903971E-02,5.796650E-02,5.034430E+03,6.235755E+02,1.152323E-01,1.091134E-01,7.545012E+03,1.173789E+03,5.824391E-02,5.455672E-02,3.789537E+03,5.868947E+02 
21:45:00,1.844233E-01,9.888403E-02,9.007957E+03,1.039824E+03,5.195919E-02,2.386858E-02,2.376279E+03,2.509923E+02,1.397303E-01,7.501551E-02,6.828821E+03,7.888327E+02,6.214677E-02,3.409796E-02,3.066921E+03,3.585603E+02,5.636377E-02,2.386853E-02,2.495778E+03,2.509917E+02,9.923279E-02,5.796650E-02,5.039672E+03,6.095522E+02,1.155696E-01,1.091134E-01,7.554162E+03,1.147392E+03,5.841233E-02,5.455672E-02,3.794107E+03,5.736963E+02 
22:00:00,1.847276E-01,9.888403E-02,9.016220E+03,1.015902E+03,5.203397E-02,2.386858E-02,2.378310E+03,2.452180E+02,1.399596E-01,7.501551E-02,6.835048E+03,7.706849E+02,6.225090E-02,3.409796E-02,3.069749E+03,3.503114E+02,5.643812E-02,2.386853E-02,2.497797E+03,2.452175E+02,9.941309E-02,5.796650E-02,5.044568E+03,5.955290E+02,1.158830E-01,1.091134E-01,7.562666E+03,1.120996E+03,5.856905E-02,5.455672E-02,3.798359E+03,5.604980E+02 
22:15:00,1.850118E-01,9.888403E-02,9.023936E+03,9.972963E+02,5.210381E-02,2.386858E-02,2.380206E+03,2.407269E+02,1.401736E-01,7.501551E-02,6.840858E+03,7.565700E+02,6.234807E-02,3.409796E-02,3.072387E+03,3.438955E+02,5.650748E-02,2.386853E-02,2.499681E+03,2.407264E+02,9.958165E-02,5.796650E-02,5.049145E+03,5.846220E+02,1.161747E-01,1.091134E-01,7.570581E+03,1.100465E+03,5.871517E-02,5.455672E-02,3.802324E+03,5.502326E+02 
22:30:00,1.852775E-01,9.888403E-02,9.031150E+03,9.786903E+02,5.216913E-02,2.386858E-02,2.381979E+03,2.362358E+02,1.403736E-01,7.501551E-02,6.846288E+03,7.424551E+02,6.243888E-02,3.409796E-02,3.074853E+03,3.374796E+02,5.657228E-02,2.386853E-02,2.501440E+03,2.362353E+02,9.973947E-02,5.796650E-02,5.053429E+03,5.737150E+02,1.164467E-01,1.091134E-01,7.577962E+03,1.079934E+03,5.885169E-02,5.455672E-02,3.806028E+03,5.399672E+02 
22:45:00,1.855264E-01,9.888403E-02,9.037907E+03,9.600843E+02,5.223030E-02,2.386858E-02,2.383640E+03,2.317447E+02,1.405608E-01,7.501551E-02,6.851370E+03,7.283402E+02,6.252388E-02,3.409796E-02,3.077160E+03,3.310638E+02,5.663291E-02,2.386853E-02,2.503085E+03,2.317442E+02,9.988744E-02,5.796650E-02,5.057446E+03,5.628081E+02,1.167009E-01,1.091134E-01,7.584858E+03,1.059403E+03,5.897950E-02,5.455672E-02,3.809496E+03,5.297019E+02 
23:00:00,1.857598E-01,9.888403E-02,9.044244E+03,9.414783E+02,5.228766E-02,2.386858E-02,2.385197E+03,2.272536E+02,1.407363E-01,7.501551E-02,6.856133E+03,7.142253E+02,6.260356E-02,3.409796E-02,3.079323E+03,3.246479E+02,5.668969E-02,2.386853E-02,2.504627E+03,2.272531E+02,1.000263E-01,5.796650E-02,5.061217E+03,5.519011E+02,1.169387E-01,1.091134E-01,7.591312E+03,1.038873E+03,5.909937E-02,5.455672E-02,3.812749E+03,5.194365E+02 
23:15:00,1.859790E-01,9.888403E-02,9.050194E+03,9.228723E+02,5.234151E-02,2.386858E-02,2.386658E+03,2.227625E+02,1.409010E-01,7.501551E-02,6.860604E+03,7.001104E+02,6.267835E-02,3.409796E-02,3.081353E+03,3.182320E+02,5.674295E-02,2.386853E-02,2.506072E+03,2.227620E+02,1.001569E-01,5.796650E-02,5.064761E+03,5.409942E+02,1.171616E-01,1.091134E-01,7.597360E+03,1.018342E+03,5.921199E-02,5.455672E-02,3.815805E+03,5.091711E+02 
23:30:00,1.861851E-01,9.888403E-02,9.055787E+03,9.042663E+02,5.239212E-02,2.386858E-02,2.388032E+03,2.182714E+02,1.410557E-01,7.501551E-02,6.864805E+03,6.859955E+02,6.274863E-02,3.409796E-02,3.083261E+03,3.118162E+02,5.679296E-02,2.386853E-02,2.507429E+03,2.182709E+02,1.002798E-01,5.796650E-02,5.068096E+03,5.300872E+02,1.173709E-01,1.091134E-01,7.603037E+03,9.978111E+02,5.931795E-02,5.455672E-02,3.818680E+03,4.989057E+02 
23:45:00,1.863790E-01,9.888403E-02,9.061050E+03,8.856603E+02,5.243973E-02,2.386858E-02,2.389324E+03,2.137803E+02,1.412014E-01,7.501551E-02,6.868757E+03,6.718806E+02,6.281474E-02,3.409796E-02,3.085055E+03,3.054003E+02,5.683995E-02,2.386853E-02,2.508705E+03,2.137798E+02,1.003955E-01,5.796650E-02,5.071236E+03,5.191802E+02,1.175675E-01,1.091134E-01,7.608372E+03,9.772804E+02,5.941778E-02,5.455672E-02,3.821389E+03,4.886403E+02 
24:00:00,1.865617E-01,9.888403E-02,9.066008E+03,8.670543E+02,5.248456E-02,2.386858E-02,2.390540E+03,2.092892E+02,1.413385E-01,7.501551E-02,6.872479E+03,6.577657E+02,6.287701E-02,3.409796E-02,3.086745E+03,2.989844E+02,5.688416E-02,2.386853E-02,2.509904E+03,2.092887E+02,1.005046E-01,5.796650E-02,5.074197E+03,5.082733E+02,1.177525E-01,1.091134E-01,7.613393E+03,9.567496E+02,5.951198E-02,5.455672E-02,3.823945E+03,4.783750E+02 
Coinc Peak   ,1.892701E-01,9.888403E-02,9.139498E+03,1.483710E+03,5.314181E-02,6.043862E-02,2.408374E+03,6.992441E+02,1.433796E-01,7.669635E-02,6.927861E+03,1.336036E+03,6.380431E-02,5.594860E-02,3.111906E+03,6.798142E+02,5.752637E-02,4.225690E-02,2.527329E+03,6.044690E+02,1.021336E-01,6.920418E-02,5.118399E+03,9.826530E+02,1.205403E-01,1.091134E-01,7.689034E+03,1.637197E+03,6.097969E-02,5.455672E-02,3.863768E+03,8.185990E+02 
NonCoinc Peak,1.892701E-01,9.888403E-02,9.139498E+03,1.483710E+03,5.314181E-02,6.043862E-02,2.408374E+03,6.992441E+02,1.433796E-01,7.669635E-02,6.927861E+03,1.336036E+03,6.380431E-02,5.594860E-02,3.111906E+03,6.798142E+02,5.752637E-02,4.225690E-02,2.527329E+03,6.044690E+02,1.021336E-01,6.920418E-02,5.118399E+03,9.826530E+02,1.205403E-01,1.091134E-01,7.689034E+03,1.637197E+03,6.097969E-02,5.455672E-02,3.863768E+03,8.185990E+02 
