period4	week	month	day	hour	ambient	t_w	t_e	hvac_w	hvac_e
24	14	4	12	3	11.7	19.6298860593	19.5389720592	161.3507006084	183.3362986952
24	14	4	12	4	12.2	19.5348423475	19.4431538266	164.8296345463	180.5531916426
24	14	4	12	5	13.3	19.4883962123	19.3986332437	145.7542441148	158.7072525808
24	14	4	12	6	13.3	19.3956456143	19.3074057241	142.6162151991	154.4383822446
24	14	4	12	7	14.4	19.5101846546	19.4288042486	106.8483542295	114.2330510388
24	14	4	12	8	15.6	19.8758579738	19.8098027421	26.264078153	24.4032734548
24	14	4	12	9	17.8	19.8621766989	19.8077707845	38.2108776434	37.0187325208
24	14	4	12	10	17.2	20.2598744556	20.2379983902	32.2462340199	33.0468951581
24	14	4	12	11	18.3	20.9098553404	20.9256539126	0	0
24	14	4	12	12	21.7	21.150196559	21.1721583552	15.1502573655	0
24	14	4	12	13	21.1	21.1828618195	21.1760010815	28.7192692535	0
24	14	4	12	14	19.4	21.2645935584	21.2898445237	0	0
24	14	4	12	15	19.4	21.1729189354	21.2446381963	0	0
24	14	4	12	16	19.4	21.1052149703	21.2014344874	0	0
24	14	4	12	17	18.3	21.0766876734	21.182777565	0	0
24	14	4	12	18	17.2	20.9918173373	21.1008812533	0	0
24	14	4	12	19	16.1	20.857662636	20.9626315607	5.1582669998	0
24	14	4	12	20	15.6	20.7679477342	20.8661774934	29.0669148927	17.20439674
24	14	4	12	21	14.4	20.669907027	20.7569268632	41.654927348	34.6098513158
24	14	4	12	22	13.9	20.5606278271	20.6359787677	54.4389915112	51.2753368086
24	14	4	12	23	13.9	20.4879541831	20.5530005014	63.1504563663	62.7416970478
24	14	4	12	24	13.9	20.4007157673	20.456401357	69.4050358658	70.9362265934
25	14	4	13	1	14.4	20.3228046856	20.3708186536	77.1821271589	80.3142621627
25	14	4	13	2	14.4	20.2606176016	20.3025014202	81.8334137349	86.038966885
25	14	4	13	3	15	20.2008964807	20.2376067871	84.1870749943	89.203454116
25	14	4	13	4	14.4	20.133095543	20.1650315157	89.6247992095	95.671063466
25	14	4	13	5	14.4	20.0612255851	20.0887445737	98.2822787845	105.2036482596
25	14	4	13	6	13.9	19.9506836888	19.9737652895	114.4472369495	123.0320373803
25	14	4	13	7	15	19.9326786535	19.9540942282	115.3143227425	124.2008616214
25	14	4	13	8	15.6	20.1240726662	20.1497319654	63.8848733614	67.2341599102
25	14	4	13	9	15.6	20.4419549408	20.4795996049	0	0
25	14	4	13	10	17.2	20.7935859641	20.8528450211	0	0
25	14	4	13	11	18.9	20.79453046	20.8841513998	0	0
25	14	4	13	12	16.1	21.2686342721	21.4107799015	0	0
25	14	4	13	13	17.2	21.5326308397	21.7174585388	0	0
25	14	4	13	14	17.8	21.6499336865	21.8776496949	0	0
25	14	4	13	15	17.2	21.6909181827	21.9438223848	0	0
25	14	4	13	16	16.7	21.6623070938	21.9222653952	0	0
25	14	4	13	17	15.6	21.5795811051	21.8255548057	0	0
25	14	4	13	18	15	21.5042887524	21.7195548109	0	0
25	14	4	13	19	14.4	21.2861272843	21.4534679501	0	0
25	14	4	13	20	14.4	21.1978655714	21.3191661417	0	0
25	14	4	13	21	13.9	21.1022831731	21.1730412331	0	0
25	14	4	13	22	13.9	21.0208622701	21.0479154184	0.124779327	8.7053857717
25	14	4	13	23	13.3	20.9188906358	20.910678196	10.8019639843	23.7379075062
25	14	4	13	24	12.8	20.772021939	20.7364655383	35.5638960177	52.0450085003
25	14	4	14	1	12.8	20.8036009093	20.6779538955	44.3030569774	73.1159239479
25	14	4	14	2	13.3	20.712449184	20.5696742615	51.6026084366	80.350437804
25	14	4	14	3	12.8	20.6105792802	20.456511246	53.5780531454	81.1405098048
25	14	4	14	4	12.8	20.4962172756	20.3352466731	65.7302162128	93.0065124743
25	14	4	14	5	12.2	20.388576554	20.2242833941	80.3295394502	107.681214161
25	14	4	14	6	11.7	20.266200096	20.1007645684	94.5106019238	121.8221818922
25	14	4	14	7	12.2	20.2995959362	20.1392090267	78.5940105507	102.421065182
25	14	4	14	8	12.8	20.6431064176	20.5024029695	0	7.8736086178
25	14	4	14	9	13.3	21.1362401871	21.0310671369	0	0
25	14	4	14	10	14.4	21.4375065176	21.3871707987	0	0
25	14	4	14	11	14.4	21.5908845376	21.6111732087	0	0
25	14	4	14	12	13.9	21.8855175913	21.9846079785	0	0
25	14	4	14	13	15.6	22.5410717033	22.7177803764	0	0
25	14	4	14	14	15	22.5324670609	22.7817638839	0	0
25	14	4	14	15	16.1	22.4630136117	22.7601063483	0	0
25	14	4	14	16	16.1	22.2850764919	22.5959114451	0	0
25	14	4	14	17	15	22.1290022432	22.4248547338	0	0
25	14	4	14	18	13.3	21.8917246142	22.1443385384	0	0
25	14	4	14	19	12.8	21.5976513133	21.7879141533	0	0
25	14	4	14	20	12.8	21.4467675572	21.5649818288	0	0
25	14	4	14	21	12.8	21.3249478499	21.3705304475	0	0
25	14	4	14	22	12.8	21.2305007154	21.2153187562	0	0.4247010609
25	14	4	14	23	12.2	21.1120905825	21.0491770558	0	16.043949324
25	14	4	14	24	12.2	20.9556073468	20.8563593981	18.6470285887	44.8869100113
25	15	4	15	1	12.2	20.8145552538	20.6891940437	42.1111220948	70.6759824732
25	15	4	15	2	12.2	20.7172906107	20.5746658553	49.661720818	78.1672559447
25	15	4	15	3	12.2	20.5540002666	20.398352803	65.347834833	94.2239450325
25	15	4	15	4	12.2	20.4307747955	20.2678136068	85.1883719592	114.7925694028
25	15	4	15	5	12.2	20.344459256	20.1786258921	89.6221398443	118.1813102758
25	15	4	15	6	12.2	20.2313024936	20.064654023	94.8384223651	122.061527487
25	15	4	15	7	12.2	20.1819178818	20.0181799429	96.1527970086	121.6719667708
25	15	4	15	8	12.8	20.2377211396	20.0816478517	71.7549984742	92.6111628313
25	15	4	15	9	13.3	20.5824912912	20.4440493365	0	6.8376111368
25	15	4	15	10	14.4	20.7658498726	20.6446762327	0	0
25	15	4	15	11	15.6	20.9188954198	20.8195933704	0	0
25	15	4	15	12	16.7	21.2213717483	21.15291204	0	0
25	15	4	15	13	16.1	21.0580038896	21.0115233192	0	0
25	15	4	15	14	15	21.2960228787	21.281491126	0	0
25	15	4	15	15	14.4	21.1927738048	21.1935751226	0	0
25	15	4	15	16	14.4	21.2916893407	21.3061086642	0	0
25	15	4	15	17	15.6	21.0703336779	21.0808102741	0	0
25	15	4	15	18	14.4	20.9681188715	20.9698492748	1.8962763379	0
25	15	4	15	19	13.9	20.7916389537	20.7796829488	30.8053538363	35.1928118445
25	15	4	15	20	13.3	20.6681927501	20.6435527038	54.518727263	63.9962218033
25	15	4	15	21	13.3	20.5336686799	20.4971109771	70.2630059827	83.0502688757
25	15	4	15	22	13.3	20.4086624884	20.3629128516	83.6329940962	98.5056410897
25	15	4	15	23	13.9	20.3292990546	20.2778234467	88.338376602	103.6877114574
25	15	4	15	24	13.9	20.2433522006	20.1879742162	90.0890112244	105.2044072734
25	15	4	16	1	13.9	20.1810886463	20.1240930419	92.3257718291	106.9779797588
25	15	4	16	2	13.9	20.1029542401	20.0453326343	97.2503359851	111.8240387369
25	15	4	16	3	13.9	20.0124113665	19.9545288774	108.0775096751	123.6779453737
25	15	4	16	4	13.3	19.9153894043	19.8572165684	121.8462716554	138.6753749872
25	15	4	16	5	12.8	19.7890283951	19.7302292944	139.7159648633	157.983104894
25	15	4	16	6	12.8	19.6934187317	19.6348073146	152.2561393307	171.2444982527
25	15	4	16	7	13.3	19.6561775986	19.5998799897	145.4606960223	156.7787325483
25	15	4	16	8	13.9	19.6522032227	19.5998202788	123.7199208266	132.8802819605
25	15	4	16	9	15	19.6588172494	19.6110183568	112.152503732	119.8841647723
25	15	4	16	10	15.6	19.9833986745	19.9486221372	47.7066574071	48.325601418
25	15	4	16	11	16.7	19.906095238	19.8755305705	47.4714324073	53.4929988718
25	15	4	16	12	16.1	19.8511130225	19.8272122173	88.8603606208	97.384659637
25	15	4	16	13	16.1	19.8281731689	19.8111488471	107.5846070429	116.6435178684
25	15	4	16	14	15.6	19.8679140695	19.8592622382	94.4803912661	101.8853057067
25	15	4	16	15	14.4	19.8789186804	19.8760624438	83.2281297307	88.6022756105
25	15	4	16	16	13.9	19.8604799872	19.8608505564	88.2486670124	93.9558854789
25	15	4	16	17	13.9	19.8936618193	19.8969456764	88.6434801981	94.7756148745
25	15	4	16	18	13.3	19.9356712851	19.9411957055	77.8819219878	83.2663844322
25	15	4	16	19	13.9	19.7676341658	19.7679270947	100.494288159	108.4292519693
25	15	4	16	20	13.3	19.6813328415	19.6749362839	143.3865541548	157.5543693536
25	15	4	16	21	13.3	19.6106184386	19.593971769	155.4174896793	173.5716467496
25	15	4	16	22	12.8	19.5312560917	19.5042545349	145.448782234	163.0151883397
25	15	4	16	23	12.2	19.4517970773	19.41628673	145.5708910855	162.8030328718
25	15	4	16	24	11.7	19.3635988096	19.3214030159	149.3630488385	166.149852258
26	15	4	17	1	12.2	19.3062415957	19.2599961235	144.3638058774	159.6456266547
26	15	4	17	2	11.7	19.2386145252	19.1897088573	140.0563916684	154.012507355
26	15	4	17	3	11.1	19.1559387574	19.1053563719	143.7331745737	157.3802529642
26	15	4	17	4	11.1	19.0805635877	19.0294998584	146.2402105234	159.522090459
26	15	4	17	5	11.1	18.9966165876	18.9457059074	147.0711178032	159.9647643553
26	15	4	17	6	11.1	18.9157499999	18.8657348207	147.4090501427	159.9424661038
26	15	4	17	7	11.7	18.9314523425	18.8849105003	126.7186130255	136.785834816
26	15	4	17	8	11.7	19.0501511113	19.0103222998	87.1570758732	92.8288301661
26	15	4	17	9	12.8	19.4864319117	19.4629206929	6.3471986686	1.9525588413
26	15	4	17	10	13.3	19.8418291529	19.8367923033	13.0662979932	9.71605206
26	15	4	17	11	15.6	20.3911685242	20.4242295861	-8.0858072884	-10.4895360704
26	15	4	17	12	15.6	20.7487917848	20.8296728239	0	0
26	15	4	17	13	16.1	20.9742298319	21.108711506	0	0
26	15	4	17	14	16.7	21.1691598006	21.3538260298	0	0
26	15	4	17	15	17.2	21.2540097776	21.4701006066	0	0
26	15	4	17	16	16.1	21.1674467659	21.3928788634	0	0
26	15	4	17	17	16.1	21.1232243236	21.3342590236	0	0
26	15	4	17	18	14.4	20.9341356504	21.1024570087	0	0
26	15	4	17	19	13.3	20.701957327	20.8063268666	41.4087548576	39.4745268203
26	15	4	17	20	12.2	20.4402682328	20.4730477802	83.1226861718	94.8916600174
26	15	4	17	21	12.8	20.4134941787	20.3697959072	82.8355803967	109.8260973551
26	15	4	17	22	12.8	20.3661268683	20.2583925587	68.32855217	107.1984551722
26	15	4	17	23	12.2	20.2365369958	20.0778140864	86.6225098717	131.7849717175
26	15	4	17	24	11.1	19.9701278034	19.7707360552	146.2514632305	196.5543853575
26	15	4	18	1	10.6	19.9243239649	19.7014207993	161.8852614718	212.2839632571
26	15	4	18	2	11.7	19.8869740843	19.6486825506	132.9660038517	170.048096924
26	15	4	18	3	11.1	19.7948957563	19.5472198209	128.6384343859	156.2068180376
26	15	4	18	4	11.1	19.56929184	19.3158253787	173.9406643905	199.7739966981
26	15	4	18	5	8.9	19.4495944962	19.1981428122	190.5433636154	205.8829732733
26	15	4	18	6	9.4	19.3053656737	19.0581770904	176.2440010545	189.2456934697
26	15	4	18	7	11.1	19.4558414452	19.2213427488	109.3452056883	114.5765792619
26	15	4	18	8	12.2	19.7505845089	19.5361920291	30.8755418472	27.1482023319
26	15	4	18	9	13.3	20.1985364767	20.0234963279	17.5177440238	13.7654447959
26	15	4	18	10	13.3	20.8755841612	20.7652309552	0	0
26	15	4	18	11	14.4	21.3952524636	21.3706632102	0	0
26	15	4	18	12	16.1	21.7116441992	21.773606462	0	0
26	15	4	18	13	17.2	21.6641013206	21.8115843648	0	0
26	15	4	18	14	16.7	21.6871623443	21.9078374665	0	0
26	15	4	18	15	16.7	21.622957493	21.8971551311	0	0
26	15	4	18	16	16.7	21.5551310484	21.8576723713	0	0
26	15	4	18	17	15.6	21.464932615	21.7685955262	0	0
26	15	4	18	18	14.4	21.2623354572	21.536873722	0	0
26	15	4	18	19	13.3	21.0499558321	21.2731559773	5.4015955616	0
26	15	4	18	20	12.2	20.8897150899	21.0508040405	39.9093244697	32.3899318261
26	15	4	18	21	12.2	20.7766901352	20.8728527427	49.1214267652	55.8750431465
26	15	4	18	22	11.7	20.6193716525	20.6574117367	61.9138644835	78.9703332946
26	15	4	18	23	11.7	20.485603092	20.4780903501	82.1794949298	105.1819555207
26	15	4	18	24	11.1	20.3265508587	20.2835085577	103.0307991025	129.4029564637
26	15	4	19	1	11.1	20.1823260313	20.1131208997	121.208069455	149.5480739907
26	15	4	19	2	11.1	20.0742498187	19.9868557905	128.7775771409	157.2609578938
26	15	4	19	3	10.6	19.7709728744	19.665645049	172.1135912057	204.1829869905
26	15	4	19	4	8.9	19.6620996408	19.5478573632	198.801837643	232.6808575433
26	15	4	19	5	8.3	19.5010978396	19.3793736662	188.2272317139	204.5874330882
26	15	4	19	6	9.4	19.3321718283	19.2077394235	183.2444514927	200.4506706786
26	15	4	19	7	12.2	19.5428665486	19.4274998946	105.0366846633	112.4353747999
26	15	4	19	8	13.3	19.8884511036	19.7895970786	15.7843822335	12.6965702651
26	15	4	19	9	13.9	20.2246563071	20.1535206447	-2.2971029503	-14.9093563646
26	15	4	19	10	15.6	20.6647361665	20.636747094	0	0
26	15	4	19	11	16.7	21.1300955523	21.1644349188	0	0
26	15	4	19	12	17.2	21.3995953315	21.5060956301	0	0
26	15	4	19	13	17.2	21.6009599736	21.7803226174	0	0
26	15	4	19	14	17.2	21.6450159702	21.882576378	0	0
26	15	4	19	15	17.2	21.7597847135	22.0434755841	0	0
26	15	4	19	16	16.7	21.6659785332	21.9681931788	0	0
26	15	4	19	17	15	21.4921674243	21.7847405238	0	0
26	15	4	19	18	13.9	21.3132086649	21.5678787387	0	0
26	15	4	19	19	13.3	21.0985169815	21.2959835899	0.2539802981	0
26	15	4	19	20	12.8	20.9671747461	21.0991648919	27.5427773674	24.4854819337
26	15	4	19	21	12.8	20.857443717	20.9221878509	34.3346380697	44.8506724504
26	15	4	19	22	12.2	20.7337129537	20.7401325531	43.1851749428	63.0238341184
26	15	4	19	23	12.2	20.6036957252	20.5644766644	61.5282920286	86.6703186427
26	15	4	19	24	12.2	20.4916250513	20.4191014444	76.1844948873	103.4588462029
26	15	4	20	1	11.7	20.336255195	20.2385745447	94.7605255571	123.5014141353
26	15	4	20	2	11.1	20.2269673193	20.1127613048	109.3078527632	138.5562174936
26	15	4	20	3	11.7	20.1150495771	19.9895707159	116.5774715759	145.2357697399
26	15	4	20	4	11.7	19.9786316971	19.8453249136	130.4505079589	158.9321881281
26	15	4	20	5	11.1	19.8450243583	19.7070139928	148.381432535	177.0306783856
26	15	4	20	6	11.7	19.7074880303	19.5674106365	163.8996963664	192.2525143643
26	15	4	20	7	12.8	19.8048140932	19.6705816176	127.8810261512	134.1343378265
26	15	4	20	8	13.9	20.2806512334	20.1686313958	19.6396286171	19.8047091783
26	15	4	20	9	14.4	20.5886641612	20.5099819476	0	0
26	15	4	20	10	15.6	21.151837263	21.1311906413	0	0
26	15	4	20	11	16.1	21.7163132918	21.7750789735	0	0
26	15	4	20	12	18.9	21.9807107711	22.1265149618	0	0
26	15	4	20	13	18.9	21.9359357852	22.1618860369	0	0
26	15	4	20	14	18.3	21.8957650745	22.1882133418	0	0
26	15	4	20	15	17.8	21.8564352256	22.195609138	0	0
26	15	4	20	16	17.2	21.7727430834	22.1346757369	0	0
26	15	4	20	17	16.7	21.6703959342	22.0279220432	0	0
26	15	4	20	18	15.6	21.4545794904	21.7774935671	0	0
26	15	4	20	19	13.9	21.2558533582	21.5265903474	0	0
26	15	4	20	20	13.3	21.1198270361	21.3330343932	9.1068778709	0
26	15	4	20	21	12.8	20.9945220716	21.1522630806	17.9552511951	11.3062823276
26	15	4	20	22	12.2	20.8661553708	20.9775305511	29.4045335625	30.2183093978
26	15	4	20	23	12.2	20.7469466439	20.8224451659	44.209863268	49.0641623628
26	15	4	20	24	12.2	20.6197969348	20.6679346939	59.0770209106	66.4116150281
27	15	4	21	1	11.7	20.4707457224	20.4979772391	78.5605717581	88.2812334325
27	15	4	21	2	11.7	20.3134335309	20.3249010188	101.3081066952	113.4524365337
27	15	4	21	3	11.7	20.1835490388	20.183919109	116.2629695116	129.8550014441
27	15	4	21	4	12.2	20.0860055534	20.0789916175	119.247667631	132.9188507008
27	15	4	21	5	11.7	19.9621794587	19.9494774817	126.051338924	140.1425558212
27	15	4	21	6	11.7	19.8492856745	19.8329679615	138.7843037943	153.9929289678
27	15	4	21	7	12.2	19.7957288694	19.7784814591	138.4055213458	152.9473341011
27	15	4	21	8	12.2	19.7590355176	19.742794767	127.7214735282	140.1511658009
27	15	4	21	9	13.3	19.8492655796	19.838711027	99.1426029575	108.2896918961
27	15	4	21	10	14.4	19.8901372841	19.8855796745	77.8956045381	83.6837436319
27	15	4	21	11	14.4	19.980439025	19.9844141566	67.147296981	70.7318859764
27	15	4	21	12	15.6	20.0272379551	20.0389676013	61.309491499	62.8898417295
27	15	4	21	13	14.4	20.0901617423	20.111922589	56.2354607165	55.6944077327
27	15	4	21	14	14.4	20.1660111804	20.1987196875	47.6828693725	45.0579311202
27	15	4	21	15	13.3	20.0389286329	20.0759959666	64.9455799611	63.5215254559
27	15	4	21	16	13.3	19.9975052609	20.0377611038	93.206239635	94.2608568269
27	15	4	21	17	12.8	19.9227955464	19.9641920454	108.3692813529	111.2094630841
27	15	4	21	18	12.2	19.86193401	19.9036197736	116.5172888291	120.9584942514
27	15	4	21	19	12.2	19.7359280777	19.7751616581	135.380702812	142.5806985998
27	15	4	21	20	11.7	19.6347872567	19.6711902457	155.5978085245	165.9033063726
27	15	4	21	21	11.7	19.5454403894	19.5781116651	157.4039020686	172.6560973439
27	15	4	21	22	11.7	19.4448362758	19.47400531	154.4706665144	169.6454821513
27	15	4	21	23	11.7	19.3402034565	19.3667802087	157.0541981197	172.1997352179
27	15	4	21	24	11.7	19.2421387032	19.266842945	157.3572961632	172.118317542
27	16	4	22	1	12.2	19.1653819677	19.189068108	151.2331017132	165.0924089177
27	16	4	22	2	12.2	19.0931208896	19.1161642103	145.2706721917	158.3256393802
27	16	4	22	3	12.2	19.0317385811	19.05456364	141.202623185	153.6685198131
27	16	4	22	4	12.8	18.9909600274	19.0141217542	134.7400363372	146.439532642
27	16	4	22	5	12.8	18.9290569791	18.9521162035	134.3727429491	145.9925245789
27	16	4	22	6	12.8	18.8680457675	18.8909727755	137.5018640932	149.4678636684
27	16	4	22	7	12.8	18.8677696867	18.8918271042	125.8389521476	136.5740405891
27	16	4	22	8	13.9	18.9401786137	18.967358509	99.1646354494	106.7198564078
27	16	4	22	9	14.4	18.98925472	19.0194690913	86.0893779125	92.4061469877
27	16	4	22	10	12.8	19.1961488858	19.2330227955	58.4930989561	61.8351808645
27	16	4	22	11	15.6	19.5809943057	19.6308017736	12.3037259207	10.0456176243
27	16	4	22	12	15	19.8185696577	19.8819668033	-14.1024879414	-21.1322839576
27	16	4	22	13	16.1	20.0907696247	20.1757639517	-7.0141939703	-1.2539786929
27	16	4	22	14	16.1	20.217851262	20.3234541848	0	0
27	16	4	22	15	15.6	20.2299343419	20.3488058192	14.4587642215	0
27	16	4	22	16	15	20.3072239013	20.4294433441	32.6519632706	18.3374310106
27	16	4	22	17	13.9	20.2796883018	20.385941751	38.8814144869	30.0124736605
27	16	4	22	18	12.8	20.1760577475	20.244710327	58.4962627813	58.9598803066
27	16	4	22	19	11.7	20.00024789	20.0173615802	107.5929555181	123.827177602
27	16	4	22	20	11.7	19.9073410642	19.8655964421	142.0057368411	172.6860959904
27	16	4	22	21	11.1	19.8306524904	19.7291648401	143.1368357182	183.4951978204
27	16	4	22	22	11.1	19.7785810652	19.6261648825	136.5175655904	182.1725010877
27	16	4	22	23	11.1	19.7255062451	19.5334444919	135.8818903792	170.1707274153
27	16	4	22	24	11.1	19.6470765018	19.4290115102	141.3746697654	169.8723695654
27	16	4	23	1	10.6	19.5527555033	19.3209845718	150.1473971446	172.999204839
27	16	4	23	2	10.6	19.4480697496	19.2114046869	156.6948595098	174.7577628248
27	16	4	23	3	10.6	19.3360768538	19.1009441738	160.241085872	175.0749324617
27	16	4	23	4	10.6	19.2200878381	18.9906502479	161.8521608303	174.8921241506
27	16	4	23	5	10	19.0949101266	18.8728613681	165.043608286	176.4572345049
27	16	4	23	6	10.6	18.9876719763	18.775248102	163.4833827047	173.3013453559
27	16	4	23	7	11.7	19.0017759129	18.8029535397	134.2146102636	140.2681312899
27	16	4	23	8	12.8	19.0866518265	18.9083111824	95.6344441471	96.4515577188
27	16	4	23	9	13.9	19.2629373507	19.1169904297	60.4019632931	53.3393405636
27	16	4	23	10	14.4	19.4966901637	19.4058088317	39.8908017355	23.5878456038
27	16	4	23	11	15	19.7222730178	19.6977804793	21.2203582823	-4.3006290446
27	16	4	23	12	16.7	19.9521289604	20.0026204288	10.0736505217	-20.7927427597
27	16	4	23	13	16.1	20.0862514311	20.2070702901	12.9879886828	0
27	16	4	23	14	16.1	20.1851022992	20.3676239196	17.4196403483	0
27	16	4	23	15	16.1	20.2529066958	20.482186688	23.0885887472	0
27	16	4	23	16	15.6	20.2581822792	20.512325205	35.9743959336	0
27	16	4	23	17	14.4	20.1937106232	20.4480680857	55.2448979413	25.003828773
27	16	4	23	18	12.8	20.101845747	20.3323296604	79.1750293082	57.5572800595
27	16	4	23	19	12.2	19.956230132	20.149349726	115.3661721197	107.292932618
27	16	4	23	20	11.7	19.848726554	19.9938633827	144.3024960171	150.0393270987
27	16	4	23	21	11.1	19.7555096137	19.8511349707	152.843407052	168.9139849911
27	16	4	23	22	11.1	19.6672028954	19.7191848745	155.8597189331	179.0345979008
27	16	4	23	23	11.1	19.5403560321	19.5562281274	160.631815236	197.6505089778
27	16	4	23	24	10.6	19.2671284209	19.2502607688	200.4997583573	235.8479567165
27	16	4	24	1	9.4	19.1809527946	19.1428040005	191.1095333829	221.1073132935
27	16	4	24	2	9.4	19.0767002061	19.0237738943	161.4901906965	184.4670141502
27	16	4	24	3	8.9	18.9642593354	18.9019365483	156.1309692834	176.0709334986
27	16	4	24	4	8.9	18.8618237737	18.7931147637	159.0725823668	177.5893907281
27	16	4	24	5	8.3	18.7037301532	18.6297633652	170.0743255606	188.0776617018
27	16	4	24	6	9.4	18.6637240539	18.5892229962	154.4199751023	169.3185525334
27	16	4	24	7	11.1	18.8195262171	18.7513448639	92.2882707984	99.3618742911
27	16	4	24	8	12.8	19.3182208951	19.2713107799	14.2124328178	11.5666739289
27	16	4	24	9	13.9	19.9166579483	19.9138777464	-24.0288061796	-35.6566529109
27	16	4	24	10	14.4	20.4667527771	20.5286116013	-6.7711719771	-9.542153983
27	16	4	24	11	16.1	20.9567318455	21.1038286346	0	0
27	16	4	24	12	17.2	20.9197540143	21.1469597947	0	0
27	16	4	24	13	17.8	20.9879547491	21.2959411768	0	0
27	16	4	24	14	16.7	21.0022023328	21.3757545418	0	0
27	16	4	24	15	15.6	20.9779370347	21.3984000803	0	0
27	16	4	24	16	15	20.8550985681	21.2967632247	0	0
27	16	4	24	17	14.4	20.7892434931	21.2278903312	13.2327356477	0
27	16	4	24	18	13.9	20.694073762	21.1069516342	20.8441807588	0
27	16	4	24	19	12.2	20.4733293338	20.8406262049	60.4330839472	21.7380474618
27	16	4	24	20	11.7	20.3516107347	20.6674266877	99.7675188187	76.118964167
27	16	4	24	21	11.1	20.2112304217	20.4684514901	114.9791576962	104.9899090799
27	16	4	24	22	11.1	20.1279564556	20.3324050146	116.6290499722	116.4910074836
27	16	4	24	23	11.1	20.0225920675	20.1818265297	121.6812056273	127.9255207941
27	16	4	24	24	11.1	19.9069717581	20.0304205229	135.8781226666	146.2185802753
28	16	4	25	1	11.1	19.8060496336	19.9021662695	147.5756124634	160.2318425956
28	16	4	25	2	11.1	19.7002189455	19.7753641926	154.7084374934	169.014232086
28	16	4	25	3	11.1	19.5826706618	19.6419464086	163.1972059635	181.226583942
28	16	4	25	4	11.1	19.4661845136	19.5121696086	164.2636609607	187.7189399413
28	16	4	25	5	10.6	19.3364407833	19.3703876752	167.3165712529	188.415467424
28	16	4	25	6	11.1	19.2288962634	19.2556291291	164.9984957946	184.0240002544
28	16	4	25	7	12.2	19.2110610071	19.2350602563	141.5976273325	156.6288161215
28	16	4	25	8	13.3	19.3621513154	19.3908107096	88.0666111539	95.8117482297
28	16	4	25	9	14.4	19.4141603286	19.4509644803	72.0194114427	76.0825877588
28	16	4	25	10	15.6	19.5839100894	19.6408742446	64.0680445791	63.707408597
28	16	4	25	11	16.7	19.7507377174	19.8323359532	52.6007092746	47.6105341178
28	16	4	25	12	15	20.1777667104	20.2906060707	21.8050306736	17.2894622703
28	16	4	25	13	17.8	20.1633302984	20.2974506981	14.7084439328	0
28	16	4	25	14	16.7	20.1401628415	20.2940857455	44.0252462513	29.8673543123
28	16	4	25	15	16.7	20.0799675594	20.2447861924	71.2329878509	54.099885472
28	16	4	25	16	16.1	20.1044416316	20.2747425867	73.2516024645	57.9796937956
28	16	4	25	17	15	20.0291055957	20.1997253233	75.5091350541	57.9964008255
28	16	4	25	18	13.3	20.0032244855	20.1739763143	90.0301042622	76.4624212759
28	16	4	25	19	12.8	19.8490829417	20.0088034949	120.0170215298	114.67478915
28	16	4	25	20	13.3	19.7729735234	19.9206875369	142.4092027547	142.036715121
28	16	4	25	21	12.2	19.6794976334	19.8124012427	149.3841148288	152.5875044435
28	16	4	25	22	11.7	19.5703863127	19.6892926378	155.8416227739	166.5874333389
28	16	4	25	23	11.1	19.4625888116	19.5662357257	160.5123046245	184.258895744
28	16	4	25	24	11.1	19.3485529411	19.4373099048	162.2433558618	184.3626788169
28	16	4	26	1	10.6	19.1789577757	19.2545464949	174.6062638763	196.9151624424
28	16	4	26	2	10	18.9988565195	19.0632086525	188.8396469072	211.4491552098
28	16	4	26	3	11.1	18.7949006631	18.8486610917	198.3353622739	221.0987865359
28	16	4	26	4	10	18.6115076725	18.6563055455	197.8321901463	219.8255240207
28	16	4	26	5	10	18.4596360697	18.4973802362	187.2402337778	207.2534725255
28	16	4	26	6	11.1	18.3655319164	18.3987352499	167.0966143284	184.6152334207
28	16	4	26	7	13.9	18.764550478	18.8069121006	46.8027537556	50.4218110146
28	16	4	26	8	14.4	19.155988232	19.2165460155	18.7969454956	17.3197088442
28	16	4	26	9	15.6	19.95004004	20.055991487	-46.2714716929	-50.1346258465
28	16	4	26	10	16.7	20.3951196297	20.5593555178	-8.4399079075	-4.8015702578
28	16	4	26	11	20	20.8767461558	21.1193232748	0	0
28	16	4	26	12	20.6	21.4845735106	21.8134517763	0	0
28	16	4	26	13	20	21.8849996539	22.2968951605	0	0
28	16	4	26	14	24.4	21.8148324307	22.2866022393	0	0
28	16	4	26	15	20	21.6953065057	22.203124235	0	0
28	16	4	26	16	20	21.6057716867	22.1241108406	0	0
28	16	4	26	17	19.4	21.5176712496	22.0200862743	0	0
28	16	4	26	18	18.3	21.4104091414	21.8700969763	0	0
28	16	4	26	19	16.1	21.2095420013	21.5996670202	0	0
28	16	4	26	20	15	21.1157146102	21.4330010622	0	0
28	16	4	26	21	14.4	21.008014026	21.2472556623	8.8396631314	0
28	16	4	26	22	13.3	20.8399921269	21.0099463305	30.3675118408	29.1176962273
28	16	4	26	23	12.8	20.7201061588	20.8342016564	52.7174604324	59.6926925461
28	16	4	26	24	12.8	20.6405942173	20.7117250166	56.3772731486	66.4898986955
28	16	4	27	1	12.2	20.4961075895	20.5330755825	68.2144319538	80.5533914416
28	16	4	27	2	11.7	20.3807810462	20.3930386436	87.7124636798	102.2424762942
