period4	week	month	day	hour	ambient	t_w	t_e	lf_w	lf_e	pwr_w	pwr_e	hg_w	hg_e	crz_w	crz_e	crp_w	crp_e
48	28	7	24	20	14.3	23.2107576145	22.5130503335	14.2	14.2	-2313.3053961079	-2914.2133335135	49260.8730015672	54440.5711686446	48294.2897963002	53070.3406022135	3279.8886013749	4284.4438999446
48	28	7	24	21	13.5	23.3042579972	22.4725805348	14.2	14.2	-1733.176031312	-2678.8447819048	50317.011888628	51401.8885679035	48867.1747580366	50074.0881914736	3183.0131619034	4006.6451583347
48	28	7	24	22	12.8	23.3050838038	22.4368934565	14.2	14.2	-1424.3718209838	-2851.2987640082	50097.3540766375	53534.275330535	48444.5006338224	52098.5051146633	3077.2252637989	4287.0689798799
48	28	7	24	23	12.8	23.3755215967	22.387166951	14.2	14.2	-1168.9939206504	-2655.62564374	50837.5805399575	51936.4983659186	48987.599617454	50510.3415370766	3018.9748431539	4081.782472582
48	28	7	24	24	12.8	23.4088605531	22.3438482991	14.2	14.2	-1097.5897687107	-2565.0417842706	50852.422283986	51930.0466330282	48993.3343135379	50404.2961338096	2956.6777391588	4090.7922834892
49	28	7	25	1	12.8	22.8341229708	22.2727375691	14.2	14.2	-2142.2913376843	-992.792899571	36410.2843058871	36489.4454336535	36051.1808956965	34998.8868486584	2501.3947478749	2483.3514845661
49	28	7	25	2	12.6	22.5958160167	22.307865911	14.2	14.2	-984.2544513066	-945.5604058608	39155.4462403992	44015.5342054731	38016.150225567	42293.0725274484	2123.5504661388	2668.0220838855
49	28	7	25	3	12.4	22.6503984092	22.2814398265	14.2	14.2	-498.9748589026	-839.073703564	38944.2848970645	40372.9095148809	37376.7441957508	38712.2493753697	2066.5155602163	2499.7338430753
49	28	7	25	4	12.2	22.7167351801	22.2687696297	14.2	14.2	-249.0338930612	-992.1049311162	39686.7595039549	42970.1166992933	37915.8947267438	41185.2023919429	2019.8986702723	2777.0192384666
49	28	7	25	5	12.9	22.7571821308	22.2446311439	14.2	14.2	-103.8986779522	-821.547555437	39750.22331457	41353.5091263607	37922.7119483945	39601.2395532368	1931.4100441277	2573.8171285609
49	28	7	25	6	13.7	22.8343670906	22.2418126838	14.2	14.2	15.9049790745	-850.5213675895	40036.1905827152	41495.3559163556	38082.1838953703	39722.4804337981	1938.1017082704	2623.396850147
49	28	7	25	7	14.4	23.0822080121	22.4762330517	14.2	14.2	-1884.4025001637	-2955.9115200466	52656.2466768252	56165.3828349074	50880.0932729958	54500.978532047	3660.5559039931	4620.315822907
49	28	7	25	8	15.9	22.9317401103	22.5253739007	14.2	14.2	-2677.5708081353	-3159.426653755	44868.0825691716	47250.1150672004	44172.5510169663	46318.8791458282	3373.1023603406	4090.6625751272
49	28	7	25	9	17.4	23.4002166496	22.8459812832	14.2	14.2	-3522.7149827024	-5277.9991648119	60526.5156303092	65915.603264219	59269.7603287107	65087.6256149172	4779.4702843009	6105.9768141137
49	28	7	25	10	18.9	23.3533219948	22.896239711	14.2	14.2	-4021.958563504	-4967.6531834203	53275.8227355045	55078.2561162837	52915.8544206827	54813.7037320879	4381.9268783258	5232.2055676161
49	28	7	25	11	20.2	23.6887078365	23.139292071	14.2	14.2	-3243.5521414482	-5175.7800308877	56657.102228117	61331.2553905416	55799.1199284034	60968.2980895967	4101.5344411618	5538.7373318326
49	28	7	25	12	21.5	23.8918897035	23.2083406573	14.2	14.2	-3191.9962230074	-5252.7165814536	56584.8109804414	58493.8244008763	55814.1094042859	58469.614623302	3962.6977991629	5276.9263590279
49	28	7	25	13	22.8	24.0735710549	23.2512806159	14.2	14.2	-3215.9237198756	-5595.7019832509	57299.7078497956	60306.594943638	56597.004115353	60321.3829380839	3918.6274543182	5580.913988805
49	28	7	25	14	21.9	24.1331670776	23.1902939496	14.2	14.2	-2936.2865934502	-5483.3479088203	57243.3170356856	58751.8910637561	56440.2458115129	58846.3724430739	3739.3578176229	5388.8665295025
49	28	7	25	15	20.9	24.1941247481	23.0994680081	14.2	14.2	-2693.2460490135	-5382.8857351522	58001.6975813751	58751.760211045	56939.1950615951	58722.3075584735	3755.7485687935	5412.3383877237
49	28	7	25	16	20	24.2139806069	22.9840359295	14.2	14.2	-2530.2719620642	-5424.7527013053	58495.5985050543	59657.2021429913	57324.8693456952	59523.4213505473	3701.0011214233	5558.5334937493
49	28	7	25	17	18.1	24.1952555041	22.8342462569	14.2	14.2	-2276.8453962837	-5236.3306673858	58599.0829196763	59552.3685393098	57223.9432804368	59274.1108693948	3651.9850355232	5514.5883373008
49	28	7	25	18	16.3	24.1683389694	22.690579348	14.2	14.2	-2017.7270116514	-4802.3695779749	58868.0942906345	58977.1353866838	57249.4007232946	58425.777636435	3636.4205789913	5353.7273282237
49	28	7	25	19	14.4	23.5135613251	22.532947717	14.2	14.2	-3411.9225509013	-3100.0562891462	49308.3376661629	48143.631152856	49064.0973887793	47337.1935495692	3656.1628282849	3906.493892433
49	28	7	25	20	13.9	23.2232785662	22.5588436955	14.2	14.2	-2350.6129367477	-3059.9960474969	49227.8301614822	54388.0895223548	48288.3907535966	53131.6856437772	3290.0523446333	4316.3999260744
49	28	7	25	21	13.3	23.3199458807	22.5156728262	14.2	14.2	-1786.7011858693	-2833.1661475864	50300.5050107045	51377.7348333614	48895.4140846173	50169.7685227124	3191.7921119565	4041.1324582354
49	28	7	25	22	12.8	23.3173227255	22.4723081082	14.2	14.2	-1462.2286128203	-2988.0779769878	50069.9361100187	53482.0919697183	48450.8009535131	52155.9127358387	3081.3637693259	4314.2572108674
49	28	7	25	23	12.6	23.3835471072	22.4126011268	14.2	14.2	-1189.0153948709	-2762.4225979818	50850.8801338267	51916.6380002922	49016.9523172144	50572.0275690235	3022.9432114832	4107.0330292505
49	28	7	25	24	12.4	23.4072534048	22.3596693222	14.2	14.2	-1098.8127519506	-2630.2365059076	50855.7100029302	51907.2352286781	48999.2766290294	50430.5477275692	2955.2461258514	4106.9240070165
49	28	7	26	1	12.2	22.8250403448	22.2803488654	14.2	14.2	-2117.732075121	-1019.127740083	36416.0861697354	36461.9334213475	36031.9453076796	34988.5998165864	2501.8729371768	2492.4613448441
49	28	7	26	2	12	22.5849202863	22.3152335461	14.2	14.2	-952.7124729793	-965.1704248743	39147.3387524679	44008.3246568156	37978.9283950412	42298.0866800484	2121.122830406	2675.4084016415
49	28	7	26	3	11.9	22.6420497225	22.2883084225	14.2	14.2	-471.3366085622	-862.7216669583	38964.1388371155	40377.319270257	37369.3744468511	38731.6006950037	2066.1009988266	2508.4402422116
49	28	7	26	4	11.7	22.7084097813	22.2746159118	14.2	14.2	-223.8356750144	-1013.7607198341	39691.1063040341	42964.9985835498	37897.1995826803	41194.6674103704	2017.7423963682	2784.0918930135
49	28	7	26	5	12.6	22.761363531	22.260165549	14.2	14.2	-101.2222254118	-872.0338768081	39762.6245323797	41355.2751444871	37930.3591559158	39641.9870506538	1933.4876018757	2585.3219706414
49	28	7	26	6	13.5	22.8485397276	22.2639497279	14.2	14.2	-15.7095574119	-939.1123253036	40044.3358679157	41496.8490681059	38118.0159312358	39796.1929989357	1942.0294940918	2639.7683944738
49	28	7	26	7	14.4	23.1363471591	22.5150218898	14.2	14.2	-1678.0463730009	-2884.4380151805	52651.4415176747	56146.0569633588	50770.1637483716	54445.9844507825	3559.324142304	4584.5105277568
49	28	7	26	8	15.7	22.8955284148	22.4590940865	14.2	14.2	-2369.0857712991	-2893.4175380824	45103.4027775417	47418.9473578704	44200.4038893114	46317.2555590161	3272.0846595294	3995.1093369367
49	28	7	26	9	17	23.3637777777	22.7967231126	14.2	14.2	-3692.8166899547	-5291.2362135062	60791.1083775987	66157.4062647096	59572.8255745883	65292.9143557962	4911.0994929651	6155.7281224196
49	28	7	26	10	18.3	23.2723415037	22.8221719401	14.2	14.2	-4070.1146389555	-4903.71523477	52721.8324967676	54899.9021438799	52367.589260767	54531.1152559066	4424.3578749561	5272.5021227433
49	28	7	26	11	19.8	23.6868492923	23.1037476552	14.2	14.2	-3269.7286113955	-5113.6854933568	56768.9261546365	61495.9630282743	55918.4529851575	61079.0828389567	4120.2017808745	5530.5656826743
49	28	7	26	12	21.3	23.8600111907	23.1394664366	14.2	14.2	-3228.4687246111	-5148.5832018671	56415.6713736516	58359.1134305542	55672.2424930815	58266.5235609473	3971.8976051812	5241.173071474
49	28	7	26	13	22.8	24.1201680102	23.2561163871	14.2	14.2	-3330.4840645947	-5527.5607019819	57290.539941159	60362.3109667499	56678.995828016	60334.0453240781	3942.0281777377	5555.8263446537
49	28	7	26	14	21.5	24.1232899824	23.1457693033	14.2	14.2	-3006.0503517753	-5358.0582893431	57067.2317706066	58698.0648354619	56327.2274093946	58722.3002667413	3746.0547129873	5333.8228580637
49	28	7	26	15	20.2	24.1607267914	23.0286417071	14.2	14.2	-2691.4690617563	-5204.4518386707	57953.6615872769	58775.5255741624	56882.7339303588	58618.2575224906	3762.3967186744	5361.7198903425
49	28	7	26	16	18.9	24.1591959343	22.8809892979	14.2	14.2	-2468.0252156787	-5228.5111005108	58462.4992699222	59772.9054932921	57234.980290009	59487.3024405924	3695.5441955918	5514.1141532105
49	28	7	26	17	17.4	24.1570251242	22.7574618603	14.2	14.2	-2208.7108098278	-5014.6919906173	58568.0689037944	59644.4477148587	57126.330855306	59194.2105742005	3650.4488583162	5464.9291312755
49	28	7	26	18	15.9	24.1334124835	22.623584767	14.2	14.2	-1967.7193376226	-4590.4133178756	58860.5486465872	59021.3155827551	57193.5952103743	58309.5782205693	3634.6727738355	5302.1506800614
49	28	7	26	19	14.4	23.4930238131	22.4803405424	14.2	14.2	-3367.7510639042	-2947.1601015	49276.619290655	48202.494114602	48998.2249979374	47274.6662694375	3646.1453566218	3874.9879466645
49	28	7	26	20	13.9	23.2110824803	22.5139085847	14.2	14.2	-2320.0431237146	-2932.1265142942	49238.5077502924	54400.3808298845	48274.3909067081	53046.3448391611	3284.1599672989	4286.1625050176
49	28	7	26	21	13.3	23.3068953923	22.4783376638	14.2	14.2	-1760.9413016014	-2723.2185069963	50291.6589558889	51405.9276836688	48866.7477822136	50110.9737486664	3185.8524752767	4018.1724419987
49	28	7	26	22	12.8	23.3073680187	22.4424421388	14.2	14.2	-1444.126038666	-2900.6014632835	50073.2031003879	53489.7736740948	48440.3320277038	52097.1091880197	3076.9971113501	4293.2659493586
49	28	7	26	23	12.8	23.3742278351	22.388945775	14.2	14.2	-1175.3506754341	-2694.1393073244	50837.1385730315	51928.8920486755	48994.6327942349	50531.4741911913	3017.8564542307	4091.5571648086
49	28	7	26	24	12.8	23.3974047356	22.337014584	14.2	14.2	-1081.8923308871	-2572.0513157647	50850.6157575568	51916.5393830365	48981.304301897	50395.8498922729	2951.2037865469	4092.7408065283
49	28	7	27	1	12.8	22.8158378278	22.2604694529	14.2	14.2	-2095.8575590888	-952.291504055	36410.1687913035	36461.6075248925	36013.0359010899	34940.1589502748	2492.9904493024	2473.7400786727
49	28	7	27	2	12.8	22.57560059	22.2995967786	14.2	14.2	-943.143751358	-902.5702547642	39160.13876699	44039.2000523752	37988.7203039564	42282.0032304385	2114.5622143916	2659.7670767009
49	28	7	27	3	12.8	22.6312780709	22.2724388928	14.2	14.2	-445.3681559618	-800.4945623203	38962.031633376	40387.2596627749	37349.1508190968	38695.1483181696	2058.248970241	2492.6059069256
49	28	7	27	4	12.8	22.697528258	22.2588934559	14.2	14.2	-196.5845929857	-951.9212798149	39700.6485003736	42993.3657222668	37885.3966940861	41174.6851272088	2011.8363992732	2770.6018748729
49	28	7	27	5	13.5	22.7389534314	22.235616648	14.2	14.2	-54.1508252449	-784.3851895018	39763.6197721235	41372.8444752327	37893.4047033212	39589.3022323128	1924.3658940472	2567.9274324217
49	28	7	27	6	14.3	22.8243585231	22.2382260005	14.2	14.2	47.6061441296	-836.2401376525	40048.5338189619	41514.6958570767	38067.1718365541	39730.2914338273	1933.7558382782	2620.6445609019
49	28	7	27	7	15	23.1260692639	22.5008355136	14.2	14.2	-1611.8538728496	-2805.5817282335	52666.4516357935	56183.8275926236	50745.55794442	54422.0159903224	3532.7475642231	4567.3933305347
49	28	7	27	8	16.5	22.9987591527	22.5436985226	14.2	14.2	-2542.591949735	-3119.1411943577	45103.6739688535	47442.0554807153	44384.5464109274	46564.3310328003	3261.7195076611	3996.8656422727
49	28	7	27	9	17.9	23.4136016929	22.8352316274	14.2	14.2	-3818.0225979959	-5409.3070258147	60736.8828770977	65987.238337023	59625.6562386892	65227.046978167	4929.2492364044	6169.4983846706
49	28	7	27	10	19.4	23.4163776671	22.973455601	255.6	255.6	-4325.5545535777	-5197.1165443981	52746.8204645332	54962.8566834145	52616.8905456919	54835.38605613	4455.484472419	5324.5871716826
49	28	7	27	11	20.3	23.734053181	23.1554694873	269.8	269.8	-3459.0984510098	-5369.4202209296	56712.0118331934	61338.9578138575	56020.2757369561	61130.5723015732	4150.8345472471	5577.8057332139
49	28	7	27	12	21.3	23.8741849731	23.1650670562	284	284	-3338.4782177483	-5312.0594141302	56403.4379438696	58336.2573189609	55751.6999154662	58363.6841693258	3990.2162461517	5284.6325637653
49	28	7	27	13	22.2	24.0344311344	23.1814439164	269.8	269.8	-3309.2341913323	-5546.6619626091	57294.7569689295	60290.7299960333	56667.7571111622	60269.4331383461	3936.2340490996	5567.9588202963
49	28	7	27	14	21.3	24.0935691735	23.1263199419	227.2	227.2	-2992.199110132	-5404.0243361554	57116.9186456296	58723.8052786549	56379.593081213	58767.5086758551	3729.5246745486	5360.3209389552
49	28	7	27	15	20.3	24.2070977749	23.0704814163	255.6	255.6	-2744.7777923764	-5365.3087768873	57988.4895373842	58767.3697935863	56953.2466744573	58732.766746762	3780.0206553033	5399.9118237116
49	28	7	27	16	19.4	24.2234952208	22.9566556197	284	284	-2649.8893528475	-5441.9563548211	58515.2885342658	59691.2272431109	57449.8922978215	59576.0434350392	3715.2855892918	5557.1401628928
49	28	7	27	17	18.9	24.2477735045	22.861234108	284	284	-2452.6556762338	-5326.9668745357	58505.30104335	59537.6383696825	57286.8878385473	59343.5442207795	3671.0688810365	5521.0610234387
49	28	7	27	18	18.3	24.2120698035	22.7162512794	14.2	14.2	-2154.0443453692	-4870.654864086	58832.744202082	58939.6463692895	57334.8192587849	58451.6693393984	3651.9692886663	5358.6318939771
49	28	7	27	19	17.8	23.5613569932	22.5581724997	14.2	14.2	-3516.7761023236	-3213.6307910458	49272.7517178051	48105.8449157172	49133.6792085889	47414.2017479654	3655.8486115398	3905.2739587976
49	28	7	27	20	16.7	23.2714923693	22.5866987911	14.2	14.2	-2447.9943752757	-3177.7762732709	49270.1160894066	54327.3485685678	48419.6490092069	53180.5220336097	3298.4614554754	4324.602808229
49	28	7	27	21	15.5	23.365238791	22.5613757989	14.2	14.2	-1891.2298283322	-2908.4886810299	50320.984906313	51421.0320501596	49011.3033380147	50267.6522942008	3200.9113966305	4061.8684369886
49	28	7	27	22	14.4	23.3647008806	22.524927684	14.2	14.2	-1571.0160144098	-3139.8522135133	50088.7929187054	53442.9891314037	48567.6546551597	52256.5261168962	3092.1542779555	4326.3152280208
49	28	7	27	23	14	23.4382162551	22.4681881024	14.2	14.2	-1316.8183974203	-2935.7907011998	50843.4319775391	51913.0937823721	49127.7201202558	50712.5506668805	3032.5302547036	4136.3338166914
49	28	7	27	24	13.7	23.4733471472	22.4247267617	14.2	14.2	-1247.9047231628	-2852.4611456187	50862.4383299436	51923.9628296496	49139.8655329512	50628.4125371422	2970.4775201552	4148.0114381261
49	28	7	28	1	13.3	22.8943985961	22.3532391771	14.2	14.2	-2293.3366180032	-1254.3354907272	36426.049678865	36409.0144497119	36192.5712533315	35140.3168617953	2526.8150435367	2523.0330786438
49	28	7	28	2	13.3	22.6677521165	22.4006195186	14.2	14.2	-1154.2196400254	-1226.9712210983	39140.1140547543	43988.9939727567	38145.7792563544	42499.8613367028	2148.5544384253	2716.1038571522
49	28	7	28	3	13.3	22.733151142	22.3819836168	14.2	14.2	-708.5780197363	-1151.7510607843	38921.5829155836	40288.226758021	37536.7743783581	38895.581312321	2093.3865569618	2544.3965064843
49	28	7	28	4	13.3	22.808179897	22.3786229327	14.2	14.2	-485.9415708201	-1331.2417724231	39659.1042008301	42917.6285743054	38096.5631049624	41418.6925973881	2048.4826666878	2830.1777493404
49	28	7	28	5	13.7	22.8547611049	22.3567892677	14.2	14.2	-354.9260681109	-1180.5679318764	39722.0225378674	41270.7304330333	38116.2470786312	39827.0800346474	1960.7015273471	2624.2183302623
49	28	7	28	6	14	22.9281604548	22.3466475841	14.2	14.2	-229.4895181399	-1196.2466896748	40013.3504683974	41433.5969893106	38276.749773718	39952.4889580505	1966.0902128193	2677.3547209349
49	28	7	28	7	14.4	23.1318881917	22.5111461659	14.2	14.2	-1708.6941866101	-2942.1417418143	52635.9686672285	56107.3189507352	50770.1678674964	54441.4090749159	3574.4949863422	4608.0516176336
49	28	7	28	8	15	22.8105374385	22.3793676035	14.2	14.2	-2211.3510792988	-2705.9785696915	45118.9308348197	47429.4532328532	44047.4598444026	46137.8859774775	3282.8220697159	3997.5458250672
49	28	7	28	9	15.5	23.1769428098	22.6170497913	14.2	14.2	-3287.0320807452	-4845.1999697083	60827.4568336532	66238.4511961864	59236.7856921416	64971.0697861137	4877.7032222568	6112.581379781
49	28	7	28	10	16.1	22.9174008636	22.4231880159	255.6	255.6	-3417.5421042729	-4223.907644403	52775.1651639212	54972.1733807887	51859.2971724551	54028.4792643946	4333.410095739	5167.6017607971
49	28	7	28	11	16.7	23.1613804888	22.5408340041	269.8	269.8	-2318.1662920392	-4036.6427128614	56860.9792394008	61668.4866999211	55190.3584733141	60335.1332050462	3988.7870581259	5369.9962077363
49	28	7	28	12	17.2	23.4462153364	22.6836813096	284	284	-2525.5194024768	-4320.3052736786	56453.9244306212	58535.2876276621	55090.4328544722	57753.8426732619	3889.0109786258	5101.7502280788
49	28	7	28	13	17.8	23.6616610607	22.7525755103	269.8	269.8	-2642.6786723492	-4747.9232703511	57177.4102872116	60364.9619548459	55969.8441934288	59714.9821549044	3850.244766132	5397.9030702926
49	28	7	28	14	17.6	23.7852449272	22.7420461856	227.2	227.2	-2437.4664874594	-4692.6038910333	57002.840239297	58789.5654193041	55727.6318474939	58276.0649470551	3712.6748792625	5206.1043632823
49	28	7	28	15	17.4	23.9281931118	22.7309633762	255.6	255.6	-2357.5616650001	-4740.0246667014	57905.3102784238	58808.3263158494	56507.3717244251	58293.0775267396	3755.5002189988	5255.2734558112
49	28	7	28	16	17.2	23.9765219741	22.6725432421	284	284	-2324.5865843516	-4874.5330477597	58182.2703959857	59719.462878324	56822.1698984668	59170.1828021704	3684.6870818705	5423.8131239133
49	28	7	28	17	16.3	23.9999355766	22.5971882044	284	284	-2115.9995314203	-4699.553427851	58246.0740066411	59557.0204401551	56709.7912898879	58871.6458213954	3652.2822481735	5384.9280466107
49	28	7	28	18	15.3	23.9378781874	22.4364245246	14.2	14.2	-1754.5816307424	-4154.8492371672	58628.7006488213	58954.2487983982	56765.6498503261	57897.9906834229	3617.6324292376	5211.1073521425
49	28	7	28	19	14.4	23.3586559267	22.3531615658	14.2	14.2	-3084.8121380402	-2509.7347006492	49029.4968234342	48170.6922264656	48543.510849614	46910.0536292381	3570.7981118604	3770.3732978767
49	28	7	28	20	14	23.098271514	22.402107203	14.2	14.2	-2069.6510195956	-2530.3852221671	49331.6304571018	54540.9536281515	48154.8090809039	52866.4178578222	3246.4723957935	4204.9209924964
49	28	7	28	21	13.7	23.1933261842	22.3787197632	14.2	14.2	-1526.4200595807	-2372.0626507013	50227.4847367666	51453.6649392579	48608.149645886	49884.8543191351	3145.7551504613	3940.8732708241
49	28	7	28	22	13.3	23.203260844	22.3497626444	14.2	14.2	-1237.4327654772	-2575.096876001	50105.1162472854	53593.3838926246	48295.4758965279	51940.6296687189	3047.0731162347	4227.8510999067
49	28	7	28	23	13.1	23.2670393704	22.3019117414	14.2	14.2	-973.06861357	-2385.753789474	50747.7058425789	51985.6031703665	48739.5024964295	50345.5276074307	2981.2719597194	4025.8293524098
49	28	7	28	24	13	23.3019565229	22.2601386084	14.2	14.2	-877.5132705903	-2291.8410388751	50823.5800251842	51973.9933253495	48773.6326198323	50231.5236488146	2927.4606759422	4034.31071541
0	0	7	29	1	12.8	22.7388976053	22.1905249006	14.2	14.2	-1910.2862970572	-719.4921784038	36388.1952442987	36542.6705367384	35841.2684181854	34820.6616547955	2457.2131231705	2441.5010603467
0	0	7	29	2	12.8	22.5047624387	22.2286260828	14.2	14.2	-767.1424279608	-695.773261681	39128.1891210293	44004.450208549	37817.9466206168	42088.7421413286	2077.3849283733	2611.4813289014
0	0	7	29	3	12.8	22.565893584	22.2205519898	14.2	14.2	-451.2463580187	-564.616748268	38995.9022356383	40481.7133298892	37413.0948119656	38595.9596759627	2034.0537816914	2450.3704021945
0	0	7	29	4	12.8	22.6218417366	22.2295760067	14.2	14.2	-94.8178401921	-762.7077150605	39443.446209942	43200.6106907673	37562.2156123102	41233.0841572104	1976.0484378239	2730.2342486174
0	0	7	29	5	13.3	22.7018993445	22.2101987302	14.2	14.2	96.4638665807	-628.4704152747	39825.3210526967	41348.0080778636	37799.584948407	39456.9640404726	1929.272237709	2519.5144526657
0	0	7	29	6	13.9	22.7852689779	22.2154040727	14.2	14.2	95.9112386834	-683.4195942377	40148.5942087154	41483.6803621371	38136.1555662745	39590.4193281398	1916.5274037575	2576.680628235
0	0	7	29	7	14.4	23.0106945403	22.4004417619	14.2	14.2	-1359.4947550948	-2506.2491232761	52544.1407181062	56302.7913941673	50403.1974171908	54280.7007216191	3500.4380560102	4528.3397958243
0	0	7	29	8	15.9	22.8557495804	22.4212751727	14.2	14.2	-2147.5651011586	-2687.0705964976	45219.6848891364	47450.1494603156	44119.2679712277	46133.7282119507	3247.9820190673	4003.4918448625
0	0	7	29	9	17.4	23.3156806316	22.7521403774	14.2	14.2	-3577.2561722058	-5146.9175764505	60918.3551831262	66177.2065419934	59607.0891555995	65206.1427501176	4888.5221997325	6117.9813683263
0	0	7	29	10	18.9	23.3048071475	22.8615277417	255.6	255.6	-4163.5545175484	-4932.0748068695	52665.8548967096	54920.1262143072	52404.4835288741	54582.376470906	4424.9258853838	5269.8245502707
0	0	7	29	11	20	23.6335868337	23.0348214972	269.8	269.8	-3280.7422210322	-5096.9221127486	56725.6612814826	61447.9859624728	55888.0433142391	61023.2633358496	4118.3601882757	5521.6447393718
0	0	7	29	12	21.1	23.767222266	23.0277861019	284	284	-3162.7673348579	-5021.3649863006	56381.7623769079	58337.8048138308	55588.183167179	58144.8108315262	3956.3465445868	5214.3589686052
0	0	7	29	13	22.2	23.9916626688	23.1021189567	269.8	269.8	-3219.5116630675	-5337.1783104488	57294.3214929087	60362.3198892051	56593.4642564778	60185.0796542187	3920.3688994984	5514.4185454352
0	0	7	29	14	21.8	24.0713847422	23.0658701027	227.2	227.2	-2949.4762373855	-5241.330595293	57040.3295096471	58710.5461567003	56268.3852575283	58646.8891722912	3721.4204895043	5304.9875797021
0	0	7	29	15	21.5	24.1601933646	22.9878309022	255.6	255.6	-2692.2826879334	-5180.7372318411	57944.8953308706	58775.5523639533	56866.706807503	58608.0119525203	3770.471211301	5348.2776432741
0	0	7	29	16	21.1	24.1834356213	22.8771676708	284	284	-2588.4303464016	-5272.737832482	58462.5449815834	59732.8101711703	57343.3349741672	59494.7939622646	3707.6403538178	5510.7540413877
0	0	7	29	17	19.6	24.1952052646	22.7752424275	284	284	-2374.8809171166	-5124.0132233199	58477.3369106322	59580.9533911712	57191.4930591362	59234.3385387894	3660.7247686126	5470.6280757017
0	0	7	29	18	18.2	24.1444302103	22.6202029432	14.2	14.2	-2040.6776097884	-4623.36046957	58796.2519204636	58963.7973589003	57201.0610343209	58289.7109908898	3635.8684959311	5297.4468375805
0	0	7	29	19	16.7	23.50174759	22.4701434939	14.2	14.2	-3382.2458078481	-2960.4947671119	49244.7277728792	48148.6484653153	48999.5461586818	47260.8352731807	3627.4274220455	3848.3079592464
0	0	7	29	20	16.3	23.2354987113	22.5279356518	14.2	14.2	-2372.0591751035	-2965.264041564	49310.0302049128	54403.6910350361	48401.4650091087	53089.9611481102	3280.6243709076	4278.9939284899
0	0	7	29	21	16	23.3312038693	22.5074156937	14.2	14.2	-1813.568798136	-2761.0974020123	50321.8258709624	51460.683820267	48951.644987181	50199.4289799494	3183.7496819174	4022.3522423299
0	0	7	29	22	15.6	23.3365577049	22.4799469148	14.2	14.2	-1514.3578170428	-2987.9765749415	50108.9622137506	53487.4056406976	48544.5666544074	52185.3254631967	3078.753376386	4290.0567524424
0	0	7	29	23	15.4	23.3925952454	22.41839166	14.2	14.2	-1232.3309633327	-2755.2876300222	50835.3368565894	51948.9970538099	49051.9747652886	50614.9769452452	3015.6930546335	4089.3077385869
0	0	7	29	24	15.2	23.3959013302	22.3495148349	14.2	14.2	-1086.0912837483	-2593.8810503909	50863.6055727612	51973.0750519866	49004.16284841	50471.0496901422	2945.5340080994	4095.9064122353
0	0	7	30	1	15	22.7688990361	22.2220745579	14.2	14.2	-1996.5424233286	-858.429812965	36430.4314798678	36498.8709658679	35935.8796199182	34879.5874879764	2491.0942832782	2477.7132908565
0	0	7	30	2	14.8	22.5572126609	22.2888591837	14.2	14.2	-875.4130698548	-854.6590780595	39114.7362900745	43997.4813849353	37886.0340897952	42202.1336762212	2104.1152701341	2650.0067867736
0	0	7	30	3	14.6	22.655155817	22.3128271498	14.2	14.2	-659.7871731907	-840.3727201556	39003.7426291268	40443.612589044	37595.2421503535	38785.4123587518	2068.287651964	2498.5729504478
0	0	7	30	4	14.4	22.7252540277	22.3381983443	14.2	14.2	-350.068338576	-1104.0026675514	39384.5173116043	43144.8929887067	37723.1466755255	41460.0389215878	2011.4389746548	2788.8567346703
0	0	7	30	5	15	22.8303851956	22.3347919948	14.2	14.2	-210.6813838372	-1033.0303527138	39826.1594507376	41263.9282692948	38060.8509554838	39714.2014551926	1975.989879091	2582.757166816
0	0	7	30	6	15.5	22.9103210918	22.334385234	14.2	14.2	-234.5950590909	-1094.8703019353	40126.5310323486	41414.0705592937	38403.7743425998	39863.1221544687	1957.3517488397	2645.8187067603
0	0	7	30	7	16.1	23.0941988995	22.5005038203	14.2	14.2	-1948.6717198672	-3090.4308957624	52499.4612510429	56216.4445811005	50794.2936326133	54655.536496846	3653.8393382968	4651.3389800169
0	0	7	30	8	17	22.8608551188	22.4501226025	14.2	14.2	-2521.1473746307	-2989.386205746	44985.0733150265	47227.4456994501	44136.9211076326	46157.5262108437	3369.2995820246	4059.3056943524
0	0	7	30	9	18	23.3012086525	22.7378881512	14.2	14.2	-3320.5071699999	-5026.3965941214	60600.2138625915	66064.2439184364	59142.4233356042	65008.0335189114	4778.2976969872	6082.6069936464
0	0	7	30	10	18.9	23.1899442252	22.6782407938	255.6	255.6	-3799.5249325544	-4727.6497307201	53302.7980923894	55102.6898137641	52748.6427570421	54644.4130976284	4353.6802679017	5185.9264468558
0	0	7	30	11	19.8	23.5694562095	22.9933189072	269.8	269.8	-3166.6709744529	-4964.3672721681	56674.4219185201	61397.1695637445	55739.5473375375	60870.9156244369	4101.5455554355	5490.6212114757
0	0	7	30	12	20.8	23.7613858195	23.0622108709	284	284	-3169.7631960871	-5035.9732572684	56492.7453274683	58505.2481751942	55693.6244384829	58321.4377499417	3968.8840850725	5219.7836825209
0	0	7	30	13	21.7	24.0473321825	23.2220759131	269.8	269.8	-3326.1232924718	-5494.9511423423	57209.3055992765	60358.9997736712	56591.5458671528	60309.998677679	3943.8830245955	5543.9522383345
0	0	7	30	14	21.1	24.1531420875	23.2012647402	227.2	227.2	-3097.1483657554	-5494.4724278451	57066.3252484389	58741.9261561293	56405.9165410002	58868.1356080259	3757.5570731941	5368.2629759485
