period4	week	month	day	hour	environment	t_1	t_2	t_3	t_4	t_5	hvac_1	hvac_2	hvac_3	hvac_4	hvac_5
0	0	7	29	13	21.7875	24.3688856635	25.0746798475	24.4923456209	24.4267491369	23.3162338164	-348.6449482715	-569.1535270014	-428.7948381492	-180.6887114309	-208.9296858467
0	0	7	29	14	21.95	24.5346802226	24.8453901806	24.5701442366	24.6849302763	23.5122809524	-489.8588505642	-409.3932562469	-510.7496095354	-306.3063811369	-278.7203064263
0	0	7	29	15	21.6125	24.6190567271	24.7511046167	24.6096132444	25.1467396972	23.6018913728	-580.9918571839	-350.0327536305	-556.8375003531	-585.5041476241	-363.6217450665
0	0	7	29	16	21.25	24.6355764376	24.6407438838	24.5628736549	25.5587895812	23.6424544809	-601.9161029166	-288.5850824774	-513.2682058364	-883.1890275654	-445.1791802137
0	0	7	29	17	20.1625	24.5624088873	24.4827898126	24.3963336214	25.7721440956	23.5504014074	-552.2820580401	-229.9781932892	-474.0808235756	-1058.5904480488	-530.2297328793
0	0	7	29	18	18.725	24.1263412522	23.9860119307	23.834460497	25.5703887136	23.4743312917	-601.8503809288	-243.2535340541	-525.9210170166	-926.5180739377	-149.4836094668
0	0	7	29	19	17.2625	23.4986180933	23.428370174	23.3762419776	24.8841504859	23.3974505041	-165.3851688775	-10.6231862062	134.3159865553	-492.1247545403	423.8731992428
0	0	7	29	20	16.45	23.1927868017	23.1559240173	23.1243552573	23.7353786056	23.2967256993	615.1390013157	299.4949915256	752.9675083761	-204.154464604	895.80105872
0	0	7	29	21	16.1125	23.0083097551	22.9850570438	22.9579260772	23.2173323594	23.1993143555	982.8171066678	449.2351319166	1057.8785738925	251.8846195832	1220.8859244089
0	0	7	29	22	15.75	22.0029290584	22.0230448903	21.9310410139	22.273241784	22.3589887744	-718.6585346192	-298.5358190661	-701.0198481885	-302.7483846528	-1353.7272645629
0	0	7	29	23	15.475	21.3990480167	21.4072489786	21.3156030179	21.5757025601	21.8072038958	-663.750041572	-287.6217156242	-648.7119492786	-288.3665988763	-1258.0794314955
0	0	7	29	24	15.275	21.0923717298	21.080350772	21.0056895798	21.1833315936	21.540496177	-650.9864681257	-282.009753296	-635.9124175911	-280.2615722846	-1243.4408348668
0	0	7	30	1	15.075	20.8679485814	20.8338378903	20.7732314307	20.8974642624	21.3375515549	-648.5053625289	-281.1033930856	-632.9423530761	-278.4654200136	-1243.3534846631
0	0	7	30	2	14.875	20.6828359722	20.6348292761	20.5838874893	20.6760448603	21.1709882477	-650.6985599719	-282.2442846787	-634.8656470011	-279.1473336178	-1250.8880349647
0	0	7	30	3	14.675	20.5256245861	20.4737099284	20.4293380828	20.501951036	21.0272856646	-656.2053317037	-285.3168935836	-640.8848560609	-282.06185509	-1263.4782474803
0	0	7	30	4	14.475	20.3898409592	20.3399347454	20.2993150809	20.3602574029	20.9028866331	-664.2186853194	-289.4424871116	-649.6217282224	-286.0450559382	-1280.0324401067
0	0	7	30	5	14.775	20.3333528089	20.2773355393	20.2476939204	20.2911481207	20.8451830197	-622.5317906715	-273.9039386735	-609.7664522705	-271.5569480648	-1204.7631087965
0	0	7	30	6	15.3125	20.4142988031	20.5721567913	20.6168729564	20.3779751552	20.8723625914	-568.3133902629	-266.4723723546	-583.7233270829	-250.8866887129	-1098.9785032279
0	0	7	30	7	15.875	20.7254264524	22.0135192321	22.0036106929	20.7506065207	21.0078722189	-535.9180794084	-320.3135112137	-673.1845374312	-243.2822060988	-1007.7438257278
0	0	7	30	8	16.6625	22.5001606769	23.982617346	23.5284581721	22.5773044312	22.5667450106	2041.7932778865	-153.1047778554	143.8415013549	904.0346200852	3285.1562218362
0	0	7	30	9	17.625	22.9638792399	25.37842577	24.0220312999	23.0325197779	22.8545892321	755.6165731511	-754.5882093547	-706.616195486	294.9498284858	1594.41563635
0	0	7	30	10	18.5625	23.2220103583	25.6839822785	23.9948786425	23.2798494017	22.9922486315	270.9283109372	-999.672766733	-596.9843391633	58.1162164884	1023.3373690438
0	0	7	30	11	19.4625	23.439104811	25.7205394912	23.9431790892	23.4844448801	23.097242306	-238.2556751595	-1039.5447254555	-486.9009745933	-150.7060170838	615.4263016114
0	0	7	30	12	20.425	23.7709456267	25.4330035578	24.1179573951	23.8286417103	23.1919986148	-355.4229461213	-827.7277599423	-395.8208098065	-163.8407875235	227.3938777719
0	0	7	30	13	21.3625	24.2266008549	25.026658752	24.3864523216	24.2635082462	23.2793464063	-315.607991856	-537.2876669224	-357.7802014161	-149.1692640089	-171.845961802
0	0	7	30	14	21.325	24.466580505	24.7863983069	24.4937869203	24.5938935665	23.3654972103	-413.173519905	-373.0912318655	-430.2955620648	-256.0101873624	-369.9025980972
0	0	7	30	15	20.7875	24.5692261028	24.6929276479	24.540097722	25.0965929316	23.4235864756	-526.054007185	-315.3325565252	-481.7662279977	-549.3219724652	-451.447332235
0	0	7	30	16	20.225	24.6139144122	24.5783384136	24.4720182863	25.6276052593	23.4708631882	-578.509594412	-255.9503992869	-470.2443072662	-930.773092949	-469.3745272036
0	0	7	30	17	19.4375	24.5793466702	24.3545245827	24.1887145327	25.9976040778	23.4902841901	-588.5815010296	-233.2919711413	-519.0198158084	-1238.0937060873	-351.6153109558
0	0	7	30	18	18.475	24.2474745497	23.8699472054	23.7262429165	25.9514875995	23.4761268157	-642.9795397329	-252.361705503	-504.826265039	-1226.679513589	-90.0171388757
0	0	7	30	19	17.5375	23.6571401786	23.4255432522	23.3863171801	25.371960026	23.4195986689	-452.5285628417	-25.1770513926	69.9104674174	-801.4224442819	294.7038403111
0	0	7	30	20	16.8875	23.2823971804	23.1791051883	23.1544058704	24.2287092802	23.3287543529	365.8287161566	253.6107986629	639.457734617	-348.5392362526	705.9497930888
0	0	7	30	21	16.325	23.0755793454	23.0116497166	22.9893684551	23.3817095873	23.2303577296	846.6104423826	418.7284751107	984.5155477352	64.5593557605	1095.3230167373
0	0	7	30	22	15.7875	22.0932645675	22.0712763514	21.9834335933	22.4500385755	22.4098217112	-723.0584001133	-299.0303159607	-701.7451899798	-311.1714802477	-1353.9033855859
0	0	7	30	23	15.725	21.5007022577	21.4800922328	21.3954807773	21.7385299593	21.8756748437	-645.3263832823	-279.2890161664	-628.2620764729	-284.3165734549	-1218.0071725987
0	0	7	30	24	15.8625	21.2435236228	21.2213660994	21.1578367659	21.3764702676	21.6535337203	-599.2899198826	-260.0707860939	-585.0133221225	-261.023490928	-1143.2113717295
0	0	7	31	1	16.025	21.0936642987	21.0710402124	21.0255229312	21.1629805356	21.5090130542	-563.3130555395	-245.9816171675	-551.7841109901	-245.4681065603	-1080.1671995633
0	0	7	31	2	15.975	20.9846048728	20.9674506916	20.9301822553	21.0238496653	21.399117883	-557.1833442067	-242.8885043157	-546.9813960792	-241.0153047297	-1069.3225242132
0	0	7	31	3	15.8375	20.88535801	20.8736844446	20.8403726981	20.9100684615	21.2981876531	-561.7638271961	-245.9332319273	-552.8457236041	-243.5406865774	-1077.1316763139
0	0	7	31	4	15.675	20.8045519981	20.798101766	20.7672042071	20.8230415412	21.2167092281	-571.6047419477	-250.5712459449	-563.4955500668	-247.7744246403	-1094.5631271448
0	0	7	31	5	15.6	20.742030316	20.7352854207	20.7068827968	20.7536780576	21.1541219143	-573.0570301399	-252.1158885043	-565.5120331331	-249.3825393352	-1096.9733322947
0	0	7	31	6	15.6	20.7351495078	20.7519419691	20.7365482544	20.7530453396	21.1188479885	-571.7473335431	-254.7105276695	-568.4480178846	-251.4966339593	-1089.7645355875
0	0	7	31	7	15.6	20.8196832059	20.918233864	20.9131823267	20.8889301436	21.11038967	-580.2835391622	-265.4233792087	-587.4363468664	-261.5632142394	-1087.5499782963
0	0	7	31	8	15.9125	22.4496454749	22.6277278995	22.608983089	22.5610383241	22.5573353429	2263.9283021217	897.1124040547	1929.3511798275	963.6834193816	3505.1155544675
0	0	7	31	9	16.475	22.8076547237	23.0914882329	23.0473166295	22.9797225046	22.7929360675	1135.7236546761	331.158996178	807.7232322608	394.7945203597	1977.4808116826
0	0	7	31	10	17.0125	23.0260595553	23.4029483066	23.3226397827	23.2765405972	22.9030263825	773.8610615135	45.4147359604	301.6136681979	156.4569114327	1582.2436648888
0	0	7	31	11	17.575	23.1968196445	23.5970994762	23.5025674701	23.48422994	22.9910845048	450.3520666689	-193.0899828842	-135.2713980713	-75.693878078	1266.2540674641
0	0	7	31	12	18.1125	23.3600982518	23.8912101537	23.7115307608	23.7168286199	23.0708411935	75.4989478552	-290.4952632085	-563.8310416756	-265.3027973588	998.3516487474
0	0	7	31	13	18.675	23.4616967816	24.1619762253	23.9782075549	24.010132911	23.1429464902	-212.3420129912	-273.9293847631	-581.0265863688	-266.7277172872	743.3844362921
0	0	7	31	14	19.15	23.5200598058	24.2307545142	24.088551643	24.2378207985	23.1966301366	-392.0267152091	-248.8620186927	-539.2069748186	-251.9425637541	518.8577779978
0	0	7	31	15	19.4875	23.6896714231	24.2796868973	24.1650246168	24.6998760395	23.2401868106	-455.6965252564	-234.0327584986	-509.334412957	-329.2661421553	339.982332035
0	0	7	31	16	19.85	23.7663984336	24.2906001107	24.1900349108	24.810775611	23.2786135879	-424.911247567	-214.7622867707	-471.2582148635	-382.3626722079	159.2956616475
0	0	7	31	17	19.3125	23.585181069	24.027986659	23.9076120557	24.6973848852	23.2906239291	-400.3286645184	-220.0660213439	-501.013086073	-324.437968535	251.5965250237
0	0	7	31	18	18.2125	23.3186054543	23.4841882821	23.4172002678	24.0514959672	23.2610065367	107.1470675551	-101.3265297184	-89.4826595629	-261.5665325635	582.6583051977
0	0	7	31	19	17.1125	23.1197174831	23.1930065005	23.1597999339	23.3639290313	23.2009274076	652.1716652641	218.7615194554	579.3095111625	53.4350531277	987.2768727238
0	0	7	31	20	16.45	22.9703944617	23.0122549842	22.9833069549	23.0902987234	23.135509483	973.5264465662	402.8407414084	955.1654430135	342.4979218511	1286.3960262895
0	0	7	31	21	16.1125	22.8657720971	22.8921539023	22.8687237315	22.9340083967	23.0744520017	1128.8877449737	487.4560670818	1123.8034545774	461.7836343522	1479.6265874473
0	0	7	31	22	15.9375	21.9088331554	21.9832978378	21.9097639618	22.041592316	22.2311071586	-690.8120025241	-289.37293478	-681.5038129492	-281.8569327902	-1295.5285037093
0	0	7	31	23	15.775	21.369333596	21.4383504971	21.3573945171	21.4846460893	21.729209384	-624.5583647956	-271.2968628889	-617.2101556925	-266.4261930511	-1178.8312938835
0	0	7	31	24	15.6375	21.1347951031	21.1755637962	21.1149536436	21.2076414459	21.520532757	-613.7777068231	-269.3954478911	-606.9267909705	-265.7047892069	-1164.5116097605
50	29	8	1	1	15.475	20.9735243386	20.996958187	20.9484861665	21.0210939096	21.3764085374	-614.2237176151	-269.976448133	-607.1392283082	-266.5120569319	-1168.6219747436
50	29	8	1	2	15.3375	20.8655350726	20.8756712425	20.8363571432	20.894854756	21.2813705553	-618.225681405	-272.4099738795	-611.0212285334	-269.2681384649	-1178.2401830403
50	29	8	1	3	15.175	20.7757923926	20.7763300844	20.7408615324	20.7929225773	21.2045405231	-627.4228570924	-275.9081473405	-619.4387085771	-272.6700720198	-1197.3464919339
50	29	8	1	4	15.0375	20.6883219947	20.6780660395	20.6430452728	20.6928507525	21.133860746	-633.4971108165	-278.363079902	-624.3870541533	-275.1351628618	-1211.482597743
50	29	8	1	5	15	20.6130667076	20.5965164983	20.5622937598	20.6090677044	21.0795038432	-629.1967344435	-276.702584302	-619.6171409119	-273.5862324289	-1207.8687735083
50	29	8	1	6	15.375	20.6342182323	20.6587769509	20.6519213993	20.6279299366	21.0771487118	-586.9466060904	-264.9055539553	-586.1220899228	-260.0996469342	-1128.2761347951
50	29	8	1	7	15.9125	20.8022286148	20.9535954295	20.9559957339	20.8349898286	21.1473988202	-542.9453388434	-254.6909387641	-557.6429452629	-246.2270097931	-1031.2752490175
50	29	8	1	8	16.475	21.1140986125	21.6083264297	21.5310073115	21.2407440188	21.270524194	-510.902045174	-265.4289572764	-555.3619579758	-242.6681373859	-938.6519799165
50	29	8	1	9	17.3875	21.6939480662	22.9789802132	22.4750821748	21.9617321946	21.5134189816	-466.0953636103	-290.4366966967	-551.5690981935	-230.7689056484	-795.1709339676
50	29	8	1	10	18.4875	22.4160171048	24.966280357	23.2391521197	22.6940990128	21.8906289345	-420.5627836051	-340.9992031388	-515.175180089	-209.5901696927	-643.8945827446
50	29	8	1	11	19.5875	23.0419489053	26.0191960641	23.5952081297	23.2868824839	22.2903054529	-365.2615026239	-329.1731072198	-429.9913751865	-182.0871708764	-497.511318084
50	29	8	1	12	20	23.5772003924	26.2521237856	23.9660967756	23.8014429049	22.6274471347	-382.0769941757	-311.9519933093	-426.4742277417	-183.8694847327	-486.0438925046
50	29	8	1	13	20	23.90272256	25.7604727301	24.1630272836	24.0990879372	22.8381455959	-421.4022705984	-275.1770618192	-450.3500635359	-199.5190706968	-529.268692343
50	29	8	1	14	19.625	24.0751353293	25.1943567198	24.2668570082	24.4644101743	22.9553146576	-486.1907882274	-264.5357049157	-505.4897160972	-241.5977295282	-631.2817249215
50	29	8	1	15	19.4	24.1685717547	24.8608442817	24.3034676679	25.2415494224	23.0268635753	-523.2429834897	-263.0512413503	-536.4462793038	-307.6624102183	-690.0371973855
50	29	8	1	16	19.0875	24.1313085683	24.4784942594	24.1157261926	26.0864335067	23.0662242271	-556.5974852523	-256.0209945899	-551.1283253893	-366.3383240428	-764.4567190772
50	29	8	1	17	18.9	24.0483382218	24.0696697087	23.8309072416	26.9356483633	23.0420034374	-568.3732248393	-245.5167743245	-539.8219571672	-423.4592273983	-797.1372309061
50	29	8	1	18	18.2125	23.7704476646	23.5815246865	23.41156985	27.2370036872	22.938433285	-618.0140796119	-251.2335577038	-570.5533804875	-451.9770023329	-921.1045313039
50	29	8	1	19	17.1125	23.1523973142	22.9308592125	22.79769908	26.1890519509	22.6840185826	-677.9022462786	-277.4778598401	-629.5947830643	-431.4879274627	-1098.3032187178
50	29	8	1	20	16.325	22.3593506342	22.2347814098	22.1252575263	24.1326215451	22.3519039081	-677.4756004561	-285.3023913678	-643.769319533	-358.7108428071	-1192.857915827
50	29	8	1	21	15.7875	21.8047930157	21.7416474715	21.6522922845	22.7782592022	22.033232273	-674.5608029894	-288.2059967254	-650.8885454872	-322.5304007315	-1239.0386985937
50	29	8	1	22	15.225	21.3947350605	21.3668539389	21.2879773908	21.9511201245	21.7487905094	-692.6086984501	-297.9967116765	-674.3110084564	-312.2827780954	-1297.9558663701
50	29	8	1	23	14.625	21.0498777604	21.0334878896	20.9599035496	21.3650238764	21.4887414827	-723.0376363737	-313.192676708	-706.8869130626	-318.9124683576	-1369.8433147387
50	29	8	1	24	14.4	20.803744407	20.7730849236	20.7120452068	20.9631495832	21.2867997387	-720.6006304103	-314.6002297039	-705.4300072663	-316.4920998847	-1374.432982508
50	29	8	2	1	14.0875	20.6113355373	20.5671365861	20.5159685375	20.6797255587	21.1221241932	-735.6778275642	-319.9962374333	-719.680934347	-319.1020086132	-1407.2632972281
50	29	8	2	2	13.525	20.3930934961	20.3467354457	20.2970292618	20.4165937714	20.9346952928	-776.3631118689	-337.991690859	-760.1431283872	-335.3767828049	-1486.3381565145
50	29	8	2	3	13.3	20.2200422887	20.1638796865	20.121745106	20.2083330482	20.7804795445	-782.3762036747	-342.6910471283	-766.7279153617	-340.0046113852	-1500.4039696946
50	29	8	2	4	12.9875	20.0716055543	20.0104614335	19.9722322051	20.041117604	20.6504470222	-802.433722842	-350.5410142238	-786.2496216402	-347.1245757019	-1540.3219832637
50	29	8	2	5	13.8	20.0533783025	19.9673044774	19.9484009767	19.9860010756	20.6233645416	-704.4650564456	-312.8951861554	-690.5487036847	-311.7518816684	-1361.9464335575
50	29	8	2	6	14.0875	20.1346523997	20.2499527295	20.2993575694	20.0734142306	20.65618288	-681.3684575291	-314.8054430744	-693.8635573391	-297.6671239201	-1313.9203579145
50	29	8	2	7	15.65	20.5134560733	21.6608483601	21.6647896302	20.4869822169	20.8416070846	-537.439053212	-317.9084049475	-660.4776153727	-247.7715814845	-1018.5311036971
50	29	8	2	8	18.075	21.3253879244	24.0329319294	23.3443156109	21.3471537121	21.3593055204	-346.6991842885	-320.396515958	-574.4386308701	-167.8816941622	-623.1796994087
50	29	8	2	9	20.275	22.3014866894	26.3889343357	24.4370222464	22.3583030405	21.9789850814	-201.7180611032	-329.0848530113	-449.7497527413	-106.1859283328	-298.3267468835
50	29	8	2	10	21.7875	23.278985336	28.1551902905	24.8701862785	23.3457387445	22.6004024546	-142.2593687466	-338.188604653	-332.0304214778	-76.0935881259	-121.9931877319
50	29	8	2	11	24.325	24.3673681716	29.1089599046	25.2664057261	24.374237278	23.3521880254	17.0184706829	-253.0204567195	-91.2943788278	-8.6721274428	230.8333584865
50	29	8	2	12	26.2875	25.454537425	29.2125125502	25.9287388534	25.4063822618	24.175965988	102.630615275	-144.3635035607	48.7903039915	42.7617753445	427.8009584731
50	29	8	2	13	28.3875	26.3352666841	28.6839648717	26.5833166142	26.2846789768	24.8572329685	239.8257389308	-6.273740852	209.5120843464	101.6169886561	710.3049766563
50	29	8	2	14	28.4	26.9007362363	28.1897746146	27.0206095095	27.1152662124	25.3277038495	169.4485257517	25.8019850651	157.1167570818	69.5375626201	595.413486582
50	29	8	2	15	28.1125	27.1140725399	27.7991189718	27.0994589871	28.1814107672	25.487247919	117.2871423891	27.6090507993	119.3880912474	-11.1437802449	512.0946180145
50	29	8	2	16	26.6125	27.1248763476	27.3938952291	26.9455383445	29.4090774004	25.4860411763	-59.7124658885	-16.4529403881	-32.5948574914	-150.6906770273	204.5516686751
50	29	8	2	17	24.1625	26.5984094149	26.6317967518	26.2884131916	29.8885511947	25.082769188	-276.7845449526	-98.0596417538	-232.3533861552	-287.0405807469	-185.5403192755
50	29	8	2	18	22.6125	25.8904007234	25.7745010839	25.5139024801	29.4776277095	24.681295374	-370.7934958808	-136.8987329064	-319.4249027194	-328.3633658292	-406.2879132383
50	29	8	2	19	19.7625	24.7592779543	24.6495306004	24.4262386894	27.667907919	24.0599830042	-568.7876048242	-224.9873552475	-519.3399583408	-366.3430069239	-859.0048341499
50	29	8	2	20	17.3	23.4130463812	23.3809111059	23.1907883174	25.1170478575	23.25481511	-689.6503639347	-290.5098064882	-655.5351445895	-359.4633894042	-1183.5903098458
50	29	8	2	21	16.325	22.542498903	22.5352771691	22.3867933141	23.4764824318	22.6805733556	-697.4048789344	-299.6978504583	-672.9557120538	-332.5962369189	-1260.9662273764
50	29	8	2	22	16.1	22.0012174525	21.9835075475	21.8755843927	22.5034072978	22.2913184551	-659.9645046851	-286.289164575	-640.4061637059	-303.1027494558	-1225.9286053525
50	29	8	2	23	15.7875	21.6121230969	21.5832415646	21.4988358777	21.8768929676	21.9864413305	-651.6227927924	-281.3632989431	-633.3353265982	-288.008581402	-1229.2636555509
50	29	8	2	24	15.225	21.2660832449	21.2342048309	21.1585085343	21.4085003635	21.6960302923	-677.0987390421	-291.1605605464	-658.9455108213	-291.4384517538	-1286.4040402623
50	29	8	3	1	15	20.997990716	20.9545892612	20.8923879497	21.058855362	21.4636900059	-672.0240803815	-291.4557818881	-655.2490168322	-290.2126238827	-1284.2128349134
50	29	8	3	2	14.625	20.7684491847	20.7249773053	20.6690750656	20.7901512502	21.2667354804	-690.550731112	-298.9301294312	-674.0114867212	-296.1293502405	-1324.3115345604
50	29	8	3	3	14.4	20.5688364926	20.5240922097	20.4745905839	20.566059074	21.0900296376	-694.0100416218	-302.8135853149	-678.8711715486	-299.9242049778	-1334.7949087747
50	29	8	3	4	14.0875	20.4116590815	20.3642184518	20.3185758919	20.3927283582	20.948066642	-713.1313345814	-310.4297865202	-697.6847349078	-306.8671860218	-1372.4172978621
50	29	8	3	5	14.2125	20.3152803326	20.2523361716	20.2167729625	20.2714158602	20.8524616538	-686.8101315457	-301.5750269476	-672.1665208869	-298.9321718201	-1324.7905331623
50	29	8	3	6	15.15	20.4239268212	20.7870796814	20.8993804778	20.3567303635	20.9002591432	-588.2606065681	-291.3522979925	-632.6743356083	-260.1748494327	-1137.3784155618
50	29	8	3	7	17.6625	20.9865973077	23.0822292109	23.0774111537	20.9224179495	21.2738340619	-355.9765484667	-285.9999285915	-584.666345686	-163.1379553229	-685.3572151801
50	29	8	3	8	20.9625	22.688463346	25.2602498378	24.6775480008	22.6679673171	22.7000394044	1106.7612173732	-654.2033347573	-695.4798282016	522.2181897058	1883.5275421864
50	29	8	3	9	22.575	23.1733814892	26.0280145752	24.9202852798	23.1846447147	22.9450734528	-16.5869821033	-1276.8531045483	-955.1711439504	-8.1392421088	230.5987949946
50	29	8	3	10	23.1125	23.811655524	26.2776573095	24.7406006925	23.8394340172	23.1820717317	-60.293883283	-1509.1096236876	-729.0614541542	-30.8098100642	9.1229032626
50	29	8	3	11	24.7375	24.2844670913	26.1843162696	24.6462259594	24.2964347688	23.6562570511	-242.0505452913	-1440.1796562139	-599.0464622361	-116.7491387242	163.1894834399
50	29	8	3	12	25.9125	24.5016109765	25.8025558719	24.6729397496	24.4983133749	23.9245232081	-459.301406913	-1126.1471163295	-626.2424154765	-213.3782070969	42.8422048457
50	29	8	3	13	26.475	24.6413506547	25.3100184292	24.7131834736	24.6280419344	24.0329689377	-609.9218817652	-739.2876613669	-674.3801213789	-280.7487240146	-55.3502336022
50	29	8	3	14	26.325	24.7288169364	25.0244660563	24.7407684801	24.8063220196	24.1103093242	-711.7917293516	-526.2365090523	-708.1245588741	-379.9271699798	-141.8628555226
50	29	8	3	15	26.7875	24.8141199149	24.8933110467	24.7562739861	25.287885972	24.167707742	-817.6609554101	-437.3348231624	-729.6315585359	-685.6358122123	-211.9702866901
50	29	8	3	16	26.2	24.8729551189	24.7862976189	24.7219813424	25.8929635361	24.20813548	-894.1711872043	-371.8657009042	-690.5820225124	-1140.4298589912	-264.5233035297
50	29	8	3	17	22.7875	24.813933934	24.6149299282	24.5744078493	26.3069202473	24.1849344537	-823.3686082305	-276.0051696491	-529.2599648511	-1500.7753649577	-387.1733488519
50	29	8	3	18	19.35	24.6099397665	24.2583008775	24.1487787765	26.329986445	23.7481517871	-668.6760826195	-231.1614792521	-526.012085258	-1545.6324142726	-667.6285009519
50	29	8	3	19	17.3	23.92644717	23.5773927219	23.5041509235	25.8074925058	23.5446937444	-638.8415897479	-129.6977308638	-146.2007963492	-1141.8462278028	-51.2455649222
50	29	8	3	20	16.0125	23.3609175219	23.2426505346	23.2134879808	24.4946044057	23.4235556733	305.0703596691	249.1715282085	650.6756211629	-447.775049161	638.7876035137
50	29	8	3	21	14.85	23.1090115925	23.0484298595	23.0219040871	23.4900460893	23.3037383508	1004.4073334818	488.6029905983	1153.3892155534	29.7200577421	1253.6830325228
50	29	8	3	22	14.4	21.981913613	21.9729992961	21.8757680785	22.4176569511	22.3630202127	-875.3875858156	-366.8263835863	-853.5465895933	-382.4303134665	-1639.2309538713
50	29	8	3	23	14.0875	21.2871344565	21.2772670777	21.1813013199	21.5781466839	21.7430726355	-814.2436582648	-354.226484778	-795.978089848	-360.6254430375	-1536.2999697427
50	29	8	3	24	13.9	20.911156062	20.8953678288	20.8155263611	21.0763075435	21.4259593175	-791.5384151964	-345.4498648092	-775.072183082	-346.4195299867	-1507.5798722289
50	29	8	4	1	13.9	20.6739460401	20.6443612801	20.5819936855	20.7519097052	21.2168426509	-764.1721295198	-334.5144453176	-748.8752210071	-333.5963762478	-1464.4592690616
50	29	8	4	2	13.9	20.5050139703	20.4640277605	20.4137687835	20.5289283743	21.0612154641	-745.0955656684	-326.4764583412	-730.2580987322	-324.5166580303	-1433.0825195309
50	29	8	4	3	13.525	20.3366180573	20.2926220996	20.2454883734	20.3345392318	20.9063137063	-770.2185386045	-336.0835149222	-754.7612337949	-332.8197271308	-1481.1955334604
50	29	8	4	4	13.3	20.1835755219	20.1324608234	20.0903439941	20.1605496208	20.7623045917	-778.5360828555	-341.6085641288	-763.5687843146	-338.4695461878	-1497.3467786751
50	29	8	4	5	13.3	20.0909951109	20.0285213787	19.9936505674	20.0473446705	20.6720692083	-768.1080336476	-337.1895047371	-752.9619251286	-334.1133757751	-1479.1944870528
50	29	8	4	6	12.9875	20.0346294071	20.3458705234	20.429825618	19.9971347741	20.5820550388	-797.5818292842	-380.6075046086	-835.4065153693	-348.7498419675	-1526.4946912958
50	29	8	4	7	13.8	20.2724636001	21.7341075087	21.7256519803	20.2706186206	20.671266121	-726.1349514173	-416.9379342453	-883.3401994544	-329.5974927152	-1369.3686763907
50	29	8	4	8	15.8375	22.3945201998	24.1920831448	23.6162376161	22.4325154599	22.5039287032	2419.1328255364	-194.1960697572	129.8941604487	1128.2914563431	3766.9589470575
50	29	8	4	9	17.7	22.9096185072	25.6044206544	24.1418740139	22.9369313592	22.8428400336	827.5191147782	-926.2983840436	-714.2439452786	353.6796077809	1640.8586599789
50	29	8	4	10	18.9875	23.2204437479	26.0155343122	24.1669105906	23.2462919249	23.0020537463	222.6661693499	-1276.7306073181	-569.6498060252	65.5480364844	920.4867774032
50	29	8	4	11	19.775	23.458635867	25.9658855702	24.1066583262	23.4870199579	23.1343693283	-284.8471307835	-1252.1945768985	-471.585622242	-151.1316577468	491.5668326431
50	29	8	4	12	20.6875	23.8565115587	25.598501625	24.2645499001	23.8793232045	23.2480621695	-335.6820589227	-962.5869891191	-383.7476870842	-154.0566853241	47.5593800222
50	29	8	4	13	22.475	24.359029626	25.13095404	24.4783001843	24.3474954573	23.4728904537	-329.2200573838	-610.4649171257	-403.5727376377	-151.7043639344	-156.4614194758
50	29	8	4	14	22.3	24.5212535886	24.8562884414	24.5337848697	24.6055780937	23.7442626693	-470.9164756605	-417.1634291514	-467.6365872986	-261.4108227351	-265.7103430673
50	29	8	4	15	21.325	24.5970198943	24.7040334026	24.5326135605	25.0934179287	23.6805796948	-550.880334298	-322.4253921494	-472.8974491919	-545.1137484224	-437.8288501377
50	29	8	4	16	21.1	24.6592778859	24.5889086037	24.4968927819	25.7044086924	23.6963313484	-623.2733052401	-259.1523575882	-441.7027387936	-987.2161036739	-483.3519414598
50	29	8	4	17	20.4125	24.6556292362	24.4324929129	24.3296196352	26.1668200476	23.6543830789	-628.6975071256	-205.3120829894	-426.4040188715	-1376.0462264767	-617.5357384142
50	29	8	4	18	19.3125	24.5063131304	24.0091829905	23.8630204567	26.2731138157	23.5387898684	-583.2900240633	-216.0152996603	-495.0750905317	-1494.4314515015	-473.0422953751
50	29	8	4	19	17.8375	23.8978284152	23.4800785069	23.4241745307	25.8116217493	23.4772389796	-593.7716468734	-81.3654305705	-38.69191698	-1144.3055983047	52.5961804331
50	29	8	4	20	16.8875	23.3527233044	23.2064378269	23.1821480868	24.5776589732	23.3805819798	212.2782262464	229.4721540358	589.2128992126	-413.896669956	559.6934157763
50	29	8	4	21	16.325	23.1264804469	23.0432352268	23.023063886	23.5645151913	23.2764335483	760.1349467216	396.9370494638	936.2638776947	-105.8714043504	979.3092948004
50	29	8	4	22	15.7875	22.1720753049	22.1327418173	22.0483894837	22.6073592441	22.4849509609	-731.3850842275	-302.7972823301	-708.8350988906	-321.0308889184	-1367.0978999797
50	29	8	4	23	15.225	21.5180220155	21.4941223846	21.4026988537	21.81931349	21.9123587268	-706.4786150016	-303.8778631575	-687.1168103383	-310.6509874499	-1331.4780168087
50	29	8	4	24	15	21.1582290837	21.135653416	21.0571955298	21.3306818786	21.6149894821	-690.1230439358	-299.1871629766	-673.2103557238	-300.7222786997	-1314.6464700247
51	29	8	5	1	15	20.9401783158	20.9034721092	20.841953094	21.0184169188	21.4243616428	-664.6980329173	-289.3188186609	-649.0579777649	-288.7880087973	-1274.9730180066
