period4	week	month	day	hour	environment	t_1	t_2	t_3	t_4	t_5	pf_1	pf_2	pf_3	pf_4	pf_5	lf_1	lf_2	lf_3	lf_4	lf_5	ef_1	ef_2	ef_3	ef_4	ef_5	if_1	if_2	if_3	if_4	if_5	hvac_1	hvac_2	hvac_3	hvac_4	hvac_5
6	4	1	24	12	7.8	23.3233204487	25.5841207912	23.0342176479	23.0351975556	23.0133593269	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1523.1176526691	-2222.0432456142	-959.7565698477	-159.9549853414	-2059.3195360069
6	4	1	24	13	8.4875	23.8812682384	25.2203621034	23.1048112038	23.128827535	23.0606706894	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1774.7028822941	-1512.3980303747	-628.6813914328	43.5364585954	-1309.0458181693
6	4	1	24	14	9.2125	24.8955960449	24.7468314976	23.2283656463	23.2708160205	23.1967413713	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2805.5784132339	-1166.3547765528	-1469.9330332266	-606.4481918384	-2709.4125995123
6	4	1	24	15	10.4625	25.3450182251	24.4647824759	23.5126127807	23.7031327352	23.5276706243	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-4342.1077026582	-981.5094912705	-1615.7782826965	-750.3542280578	-2951.6458697972
6	4	1	24	16	10.4125	25.5039836429	24.268662828	23.5925481659	24.320349063	23.7320823617	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-4745.6524863497	-777.0791582649	-1597.4938796144	-787.9980135802	-2975.4679868112
6	4	1	24	17	9.625	25.1030993294	23.6953792916	23.2443900861	24.3636050213	23.5171722658	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-3299.3576073227	-716.628570789	-1222.2494294562	-569.153921517	-2969.9597435012
6	4	1	24	18	8.7125	24.0219896943	23.1870643191	23.0026132904	23.6039505178	23.3976198392	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1776.3453091513	-431.7862740962	-613.2705040483	-137.9896278585	-2584.8341403677
6	4	1	24	19	8.3	23.0525161256	22.8345384718	22.7122794831	22.9535069531	23.1413779234	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	507.7636646593	380.9769854269	1023.693975752	1162.1515341143	293.7879679284
6	4	1	24	20	7.9875	22.6402271752	22.5532054938	22.4657622557	22.6105246436	22.9026466456	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1776.7641607226	881.9461268739	2072.5968836571	1966.2550485269	1971.2307164499
6	4	1	24	21	8.1125	22.4284635493	22.403218357	22.3381157358	22.4309668516	22.7650252294	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	2153.6071515909	1026.7962301704	2342.286333752	2180.2123095039	2225.4527647018
6	4	1	24	22	8.3	21.3935672022	21.3901138303	21.2830509834	21.415138714	22.2473972725	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-60752.1723506343	-26410.2224574452	-60259.6654637589	-26601.7339008475	-118368.681422672	0	0	0	0	0
6	4	1	24	23	7.9875	20.6531617662	20.6579544219	20.5535646503	20.6772265088	21.7707575976	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
6	4	1	24	24	7.8	20.2458225892	20.2552066733	20.1681838217	20.2641523277	21.3962858626	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-61724.3915260404	-26934.221326291	-61223.3247263794	-27118.7713706566	-125194.959789413	0	0	0	0	0
7	4	1	25	1	8.4875	19.986982254	19.995688048	19.9265143533	19.9975902686	21.1130428507	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-137614.063460948	-60071.8446786136	-136657.863897169	-60458.1323976864	-278768.571466991	0	0	0	0	0
7	4	1	25	2	7.8375	19.8078065756	19.8186977381	19.7604828854	19.8176806264	20.9398869997	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-122222.889389011	-53325.9641256449	-121540.090867811	-53641.9517898146	-247298.12395981	0	0	0	0	0
7	4	1	25	3	7.2	19.6613275288	19.6706944015	19.6094840596	19.6668975872	20.8339357253	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-108359.473393022	-47264.7115470773	-107676.436837279	-47529.597195249	-220567.280397443	0	0	0	0	0
7	4	1	25	4	7.2	19.5515709604	19.5613879293	19.5091298826	19.5640022189	20.7303630913	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-140798.577335988	-61416.3155003905	-140022.849362229	-61794.8679994117	-287300.67546164	0	0	0	0	0
7	4	1	25	5	7.2	19.4955736903	19.5008293679	19.4579536182	19.5066060672	20.6679197083	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-99623.9821528785	-43421.3308705748	-99124.2659231769	-43694.0175035875	-203246.467038318	0	0	0	0	0
7	4	1	25	6	7.8875	19.5189823338	19.5155021479	19.4863546301	19.5143680957	20.6647974576	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-25616.6082845734	-11148.5411706911	-25501.5238542141	-11207.2806524848	-52018.4224216457	0	0	0	0	0
7	4	1	25	7	8.3	19.50095935	19.4956994381	19.4725862913	19.4932653126	20.6293194967	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-100255.30154823	-43617.9214643594	-99857.219489957	-43841.0624478553	-203422.415839918	0	0	0	0	0
7	4	1	25	8	7.9875	21.5145839475	21.6598425091	21.5104107833	21.5244772803	21.9649302488	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	5722.4877060836	2437.4434340365	5675.5512292411	4669.1089118807	7063.47692971
7	4	1	25	9	8.1125	22.1538622707	22.5283472295	22.1940976229	22.2068404838	22.4834585787	11	5	11	5	20	1425.6	615.6	1425.6	615.6	2667.6	422.4	182.4	422.4	182.4	790.4	0	0	0	0	0	1371.6284213721	231.5763430915	1237.8231278787	1435.0352265059	406.7953822699
7	4	1	25	10	8.9875	22.5138073979	23.0257791213	22.5953583992	22.6083583432	22.7517337163	11	5	11	5	20	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-406.0787322975	-541.2029524476	-583.084887044	74.9141056186	-2032.1742475508
7	4	1	25	11	9.4	22.8887068324	24.1833503572	22.9709829631	22.9779703135	22.9343823627	11	5	11	5	20	1584	684	1584	684	2964	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1196.3087211903	-886.8949804234	-1324.8308952878	-482.1861714397	-2668.6273364319
7	4	1	25	12	10.8375	22.9921558709	24.1581139154	23.1150642293	23.1272314361	23.0534268032	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1282.140781639	-730.2266237833	-1414.6808157115	-602.2281959545	-2639.1194330108
7	4	1	25	13	11.7	23.1295141529	23.9095093016	23.1687708661	23.1922619833	23.0349272929	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1091.7380220348	-644.2250916577	-1192.0186830219	-474.7196333324	-2003.3789232922
7	4	1	25	14	11.7	24.1671134452	24.1991708733	23.553391777	23.5751448102	23.2855191932	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1811.9939630779	-744.602596883	-1477.5272726156	-671.0852741315	-2647.7730481803
7	4	1	25	15	11.7	24.1603147476	23.9889361612	23.5229579229	23.6518729272	23.5930487155	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-1716.3971118386	-674.6725661365	-1466.0508784968	-664.7063138909	-2730.8827432734
7	4	1	25	16	11.325	24.7353630895	23.8824874602	23.5454095069	24.0702371071	23.6295829899	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-2677.3125791894	-682.037612999	-1499.1149464478	-715.0008148886	-2777.9464763911
7	4	1	25	17	10.7875	24.385324703	23.4505488054	23.2010094806	23.9398443856	23.4371609889	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1797.7832784204	-644.499013649	-1247.5408744771	-558.4096722705	-2799.8918022397
7	4	1	25	18	10.225	23.4839475485	23.0778241333	22.9647733599	23.3040537352	23.2901717185	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1415.3588720546	-433.5080769938	-769.985824684	-228.4266874094	-2603.9332657552
7	4	1	25	19	10	22.8750183735	22.7852640543	22.7014061066	22.8582139236	23.0573400697	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	510.2764271485	301.4962042325	783.620363979	962.2559730246	109.5799653338
7	4	1	25	20	10	22.5689847809	22.5502922381	22.4848228061	22.5845983506	22.8436301241	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1605.556463717	757.9314544036	1754.9344054259	1687.5877101334	1640.0022789662
7	4	1	25	21	10	22.4169422837	22.4294697955	22.3769845039	22.4456170316	22.7306736544	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1917.4172637984	880.2057087978	1991.1277057107	1873.5236030431	1890.273315356
7	4	1	25	22	9.625	21.3630595692	21.4196793809	21.3199851282	21.4359608509	22.147314811	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-258059.182071795	-113530.808795946	-257006.897908151	-114442.216846899	-503358.341209705	0	0	0	0	0
7	4	1	25	23	9.0875	20.6062607225	20.6696546391	20.5557899741	20.6822490584	21.6099412194	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-195580.994812522	-86254.8383626722	-194478.631824001	-86954.4532424992	-390661.635868923	0	0	0	0	0
7	4	1	25	24	9.2125	20.2550272657	20.3045291454	20.2076160149	20.3115566151	21.2897113103	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-221118.668200044	-97393.9255435596	-219889.431087496	-98122.8594821612	-442915.449017558	0	0	0	0	0
7	4	1	26	1	8.4	19.95408568	20.0244665798	19.9254451752	20.0289892872	21.0797816444	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-217317.810574962	-95662.7990225933	-216462.904245155	-96304.9431305125	-436990.524724552	0	0	0	0	0
7	4	1	26	2	8.1125	19.8444915508	19.8994699684	19.8238995784	19.8977964973	20.99312645	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-71325.9973651641	-31451.0218030842	-71153.6127023534	-31637.871966577	-144763.677166449	0	0	0	0	0
7	4	1	26	3	8.3	19.7708808376	19.7998288788	19.7491943002	19.7972325058	20.9021459852	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-187463.950483019	-82106.1275474002	-186910.984200377	-82552.5207097961	-376857.017505051	0	0	0	0	0
7	4	1	26	4	8.3	19.6579041998	19.6779512438	19.6240587012	19.6765008008	20.780931586	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-177575.263954628	-77673.9190334984	-176933.08572116	-78082.9174448423	-356327.499493201	0	0	0	0	0
7	4	1	26	5	8.3	19.6218397286	19.6260778934	19.5782679843	19.622042869	20.7504735454	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-162190.969002343	-70787.0515270024	-161444.63740849	-71127.3916711253	-326050.806840175	0	0	0	0	0
7	4	1	26	6	7.9875	19.547920985	19.5564653323	19.5100849395	19.5527573819	20.6791054729	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-185302.823129784	-80842.9548551784	-184554.137147468	-81212.291312367	-372277.103279082	0	0	0	0	0
7	4	1	26	7	7.425	19.4755475609	19.4885983476	19.4422725727	19.4846679915	20.631638832	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-186495.916121714	-81371.9915231639	-185809.541197694	-81731.9297630493	-376284.350141469	0	0	0	0	0
7	4	1	26	8	7.2	19.3927363598	19.5507380385	19.3826642269	19.4215164222	20.5597671953	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-274539.762608692	-121060.140932837	-274039.826795001	-120370.089791936	-554140.204142901	0	0	0	0	0
7	4	1	26	9	7.575	19.3840727128	19.5859748719	19.4248905893	19.4669123857	20.4800012007	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-377235.591090894	-166749.805807343	-377988.35685234	-165911.324317384	-757979.213676009	0	0	0	0	0
7	4	1	26	10	8.1125	19.4608018036	19.6834296195	19.5660218295	19.6100841057	20.445453514	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-387935.025445348	-171922.837179312	-390682.048059468	-171613.981410197	-778912.11675683	0	0	0	0	0
7	4	1	26	11	7.9875	19.7138537085	20.1424046327	19.9495499482	19.9857214439	20.4916848106	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-348243.002517451	-156388.169883795	-354166.328432382	-155112.354288855	-688041.378947271	0	0	0	0	0
7	4	1	26	12	7.8	19.9391154122	20.4961956655	20.2668922261	20.307518161	20.5899084974	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-345655.146312617	-156442.767939334	-354118.174189415	-154725.779013084	-675126.434804157	0	0	0	0	0
7	4	1	26	13	8.4875	20.4079338191	20.9839385829	20.6201558557	20.6636810124	20.6953647584	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-330481.404012172	-150263.644555497	-337109.190931737	-147229.668578883	-631608.647321041	0	0	0	0	0
7	4	1	26	14	8.9	22.0175122995	21.5946065444	21.0002275196	21.073437876	20.8704732124	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-392502.919430454	-165973.837770948	-365449.279056993	-159691.09503091	-672646.517415742	0	0	0	0	0
7	4	1	26	15	9.2125	23.8089571163	21.5706549839	21.0984561106	21.3791687433	21.0922133193	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-512962.861253501	-190925.738424357	-425204.942964609	-188300.789944015	-789562.927227304	0	0	0	0	0
7	4	1	26	16	9.4	25.2051724003	21.5209549508	21.0674996573	22.0728020473	21.3373564223	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-505048.856576646	-170417.783005191	-380199.919421473	-177117.300919284	-720758.929247108	0	0	0	0	0
7	4	1	26	17	9.4	24.599878617	21.3017229499	20.8729801834	22.3283945174	21.5072316832	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-470259.994714146	-159044.888701343	-354940.066451056	-172260.832712327	-694608.982170796	0	0	0	0	0
7	4	1	26	18	9.4	22.8111043441	20.8766004415	20.5176358732	21.6431554023	21.5261769109	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-272171.0706084	-99502.4919674889	-223064.46916182	-106573.252495867	-450027.325100785	0	0	0	0	0
7	4	1	26	19	9.0875	21.5264041789	20.5445437182	20.2981910178	20.9600826268	21.4564689492	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-125996.312652171	-50242.9412288363	-113893.450303411	-52036.4306525949	-232925.518918762	0	0	0	0	0
7	4	1	26	20	8.525	20.7921010628	20.2582491417	20.0859371346	20.5011117128	21.293832701	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-137188.173813686	-56857.1875269392	-129844.181443965	-58016.6599705731	-265621.85335144	0	0	0	0	0
7	4	1	26	21	7.6125	20.3189627865	20.0189437424	19.8907223198	20.1621097093	21.1375741964	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-108971.128245863	-45944.8127187162	-105376.209297273	-46525.6201473683	-215020.012576657	0	0	0	0	0
7	4	1	26	22	7.2	20.0232412777	19.8425923762	19.7418259738	19.9225837618	21.0418752197	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-29998.5581922634	-12755.593335362	-29325.091159481	-12857.6565992787	-59869.0958506715	0	0	0	0	0
7	4	1	26	23	6.8875	19.8064069874	19.6841627969	19.6068081476	19.7303132874	20.9502431137	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	26	24	6.325	19.585314266	19.5047899396	19.4350324501	19.5292210935	20.8158803059	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-98511.0753710619	-42262.9447470958	-97562.8127423827	-42372.6702763696	-197900.620253251	0	0	0	0	0
7	4	1	27	1	5.7875	19.3917222242	19.3321079523	19.2647218763	19.3508225839	20.6782565567	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-119150.927456482	-51171.6770243846	-118173.046204933	-51291.2584298635	-239421.977876877	0	0	0	0	0
7	4	1	27	2	5.6	19.2640696973	19.2115502282	19.1522921626	19.2246942223	20.5884845552	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-115045.017475903	-49429.7727996185	-114206.4035116	-49526.0976786079	-231994.473920128	0	0	0	0	0
7	4	1	27	3	6.6	19.2210899888	19.163769507	19.1186721489	19.1680059026	20.5214261291	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-43896.9651081596	-18860.8890710493	-43567.2293617207	-18891.4179581135	-89116.9095153471	0	0	0	0	0
7	4	1	27	4	5.1375	19.151498435	19.0997825379	19.0599492019	19.1020973857	20.4902846802	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	27	5	3.9	19.0167727956	18.9805932083	18.9322667913	18.9819002333	20.4367943473	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	27	6	4.5875	18.9621825008	18.9178691537	18.877411972	18.9186085837	20.3809612333	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	27	7	4.625	18.8967320071	18.8567301311	18.8203031262	18.8540752992	20.3073820741	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-78457.5030089353	-33741.1158300747	-78063.6894026036	-33769.5627761586	-159357.357372851	0	0	0	0	0
7	4	1	27	8	4.4	18.8528064296	19.4782922009	18.7993074394	18.821813162	20.2326188083	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-131475.115218439	-58346.9302261576	-130986.251292365	-56619.730862797	-265575.230061396	0	0	0	0	0
7	4	1	27	9	6.525	19.1814033103	22.2218682692	19.1286380517	19.102324175	20.2586506318	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-90679.6850131108	-46611.501095282	-90324.5718027836	-38980.9938338067	-182510.575404138	0	0	0	0	0
7	4	1	27	10	8.8	19.9171545712	25.1832922625	19.6884095813	19.5943626455	20.3999157308	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-121120.27873231	-73349.6200027532	-118961.16016185	-51041.3533776654	-233814.944807397	0	0	0	0	0
7	4	1	27	11	10.4625	20.8094475133	27.0963470863	20.3086220146	20.1716464732	20.626739009	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-130687.928413766	-85230.89946237	-125807.780439503	-53771.0835198764	-240660.772965068	0	0	0	0	0
7	4	1	27	12	11.1	21.8675230344	27.6735968331	20.8829974115	20.7488397867	20.9326116908	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-149410.753416946	-96214.7667620129	-137945.129607605	-58882.0286364851	-258040.552407543	0	0	0	0	0
7	4	1	27	13	12.1625	23.3225133097	27.0118123927	21.3817094575	21.2949775814	21.2729662208	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-126643.114302069	-72469.8112496238	-107950.626033907	-46234.9281257063	-199625.730751185	0	0	0	0	0
7	4	1	27	14	13.1125	24.6672282004	25.6620116728	21.8891794291	21.89018475	21.6538181453	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-142165.586400072	-66285.8313454109	-113084.729478521	-48839.2998591729	-206884.578433572	0	0	0	0	0
7	4	1	27	15	12.9875	25.6869956661	24.4132578567	22.1298430867	22.375639747	21.9583610762	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-240489.400447323	-94752.6719474411	-180301.786866972	-79673.5891654176	-331965.04497826	0	0	0	0	0
7	4	1	27	16	12.425	26.3674793147	23.5577000599	22.0782481128	23.0560064664	22.1445770586	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-386937.416440225	-136938.599876462	-280265.273623342	-131422.30661303	-527129.959703137	0	0	0	0	0
7	4	1	27	17	11.5125	25.7755840038	22.7785342098	21.7340494326	23.3407656945	22.2223360255	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-425386.299474475	-148371.107095456	-315347.709293132	-154460.330934788	-613214.230940174	0	0	0	0	0
7	4	1	27	18	10.7875	23.8284881778	21.919879198	21.1941297939	22.5021197999	22.1455647855	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-310268.68691667	-113360.836325332	-246165.183810998	-119626.18511956	-499719.501983719	0	0	0	0	0
7	4	1	27	19	9.85	22.1730983633	21.2174518806	20.7472146475	21.5215906614	21.9016391347	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-245507.867804988	-96494.9404764174	-213639.907946757	-99474.9587088749	-446589.288502559	0	0	0	0	0
7	4	1	27	20	9.0875	21.1677379105	20.6941536604	20.3844923366	20.8589671865	21.5920315397	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-216861.767334744	-89204.2914199592	-200353.208711547	-90761.2759247039	-421509.786702041	0	0	0	0	0
7	4	1	27	21	8.9	20.6541030822	20.3841807336	20.1780023295	20.4771534426	21.4148528605	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-77319.5642527304	-32385.0239431666	-73401.5922258381	-32758.7839498117	-154453.617301985	0	0	0	0	0
7	4	1	27	22	7.8375	20.3303853087	20.1567705211	20.0160203507	20.2117144696	21.3232002878	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	27	23	7.575	20.0465706387	19.9329303898	19.829439406	19.9646920828	21.1665169878	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
7	4	1	27	24	7.425	19.8282818981	19.7431759469	19.6638134606	19.7602833127	21.0040323386	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-53195.7338277085	-22765.0633209096	-52614.6690290381	-22810.1615105041	-107253.146899482	0	0	0	0	0
7	4	1	28	1	6.5125	19.6029944265	19.5425342944	19.4704921839	19.5572151698	20.8389693866	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-109158.942313722	-46790.2472915778	-108203.647699321	-46878.0721541068	-220278.121494484	0	0	0	0	0
7	4	1	28	2	5.7875	19.4192904699	19.3737819378	19.3068928389	19.3848262287	20.7114725621	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-104393.01428888	-44793.6268966437	-103645.541267679	-44863.8947497	-210686.502515361	0	0	0	0	0
7	4	1	28	3	4.85	19.2377615479	19.2041425216	19.1368443857	19.2123392105	20.5967625846	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-160130.950595737	-68765.530005808	-159163.004861937	-68853.4931636892	-323081.304912135	0	0	0	0	0
7	4	1	28	4	4.0875	19.0674037372	19.0430678994	18.9743899315	19.0498772057	20.4847220587	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-163182.245942247	-70116.5738881592	-162294.722404068	-70196.9566744747	-329449.472185855	0	0	0	0	0
7	4	1	28	5	3.9	18.9970178309	18.970821502	18.9138059633	18.9691964163	20.4405569717	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-52288.7455126016	-22464.3308093138	-52022.9228772066	-22478.7026530426	-105682.220557931	0	0	0	0	0
7	4	1	28	6	3.525	18.9120224687	18.8893971487	18.8376249146	18.8851143016	20.3874085753	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-91024.5640986821	-39113.3447551676	-90651.1643998006	-39127.0844691489	-183750.216242693	0	0	0	0	0
7	4	1	28	7	5.7375	18.8951488793	18.8558000656	18.8166190803	18.8575334128	20.2969475552	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-129519.170726683	-55603.3482436846	-128800.496643036	-55656.2461015282	-265622.122996166	0	0	0	0	0
7	4	1	28	8	6.8875	21.3261937239	21.5471006197	21.3009986171	21.3118332017	21.9195598816	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	6745.6397767376	2761.0309792387	6746.9030383269	5474.0006380756	8912.2318430181
