period4	week	month	day	hour	environment	t_1	t_2	t_3	t_4	t_5	pf_1	pf_2	pf_3	pf_4	pf_5	lf_1	lf_2	lf_3	lf_4	lf_5	ef_1	ef_2	ef_3	ef_4	ef_5	if_1	if_2	if_3	if_4	if_5	hvac_1	hvac_2	hvac_3	hvac_4	hvac_5
1	1	1	1	1	7.0125	19.877913899	19.8769159415	19.7942145997	19.8750146029	21.0976112796	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-47291.0188841984	-21088.2609079713	-46872.2372823346	-21340.9954810016	-95064.5421701521	0	0	0	0	0
1	1	1	1	2	7.2	19.7171434159	19.7025524827	19.6421726277	19.7000314136	20.9428784294	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-56143.8614903735	-25098.5261796069	-55646.6205318686	-25433.0466174267	-113966.310093297	0	0	0	0	0
1	1	1	1	3	6.8875	19.5474021734	19.5317173968	19.4713569148	19.5291606376	20.7799952963	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-94617.9441940535	-42179.5349533835	-93804.0307125832	-42705.0658210549	-191267.68445327	0	0	0	0	0
1	1	1	1	4	6.325	19.4114143125	19.3910671255	19.3317798712	19.3916641342	20.6763057186	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-82185.0395378435	-36520.6864570572	-81495.1957079288	-36952.7659395876	-165892.92309256	0	0	0	0	0
1	1	1	1	5	5.0375	19.2474006436	19.2321282926	19.1704981001	19.2358718394	20.5784356856	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-137683.348729452	-60884.5739064471	-136710.219622313	-61512.0615072581	-276442.354792149	0	0	0	0	0
1	1	1	1	6	4.4	19.1002566024	19.0943817612	19.029688277	19.096531183	20.4812545176	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-143454.983741426	-63337.8936069418	-142561.028895112	-63935.1595973551	-287913.100901474	0	0	0	0	0
1	1	1	1	7	5.4625	19.0922287991	19.0704284833	19.0252619481	19.067044734	20.4529651181	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-42798.4323556614	-18904.2783610258	-42521.7331187579	-19079.8244375577	-86302.4952531925	0	0	0	0	0
1	1	1	1	8	5.4125	21.41820993	21.6094060483	21.3868884183	21.3518541071	21.9020251538	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	6858.8554674812	2689.5436116731	6873.7972281314	5566.7616143178	7972.247458481
1	1	1	1	9	6.75	22.119987362	23.4478865752	22.0840225516	22.0900921504	22.430094956	11	5	11	5	20	1425.6	615.6	1425.6	615.6	2667.6	422.4	182.4	422.4	182.4	790.4	0	0	0	0	0	1651.6988358226	-397.1214404429	1730.9396492055	1852.8711550195	958.2292797839
1	1	1	1	10	8.4875	22.6551400952	25.1638414838	22.5176226616	22.5111231323	22.7216671624	11	5	11	5	20	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-626.9169940205	-1704.0456915837	-340.0007448396	282.209467776	-1788.3746346407
1	1	1	1	11	9.2125	23.2191374261	25.7009522081	22.8396819008	22.8320929948	22.9207838135	11	5	11	5	20	1584	684	1584	684	2964	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1590.5065074697	-2547.58551026	-1092.7271649322	-295.3914192352	-2583.9205656399
1	1	1	1	12	9.775	23.9365982982	25.5487385336	23.0640276918	23.0711283452	23.048015726	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1744.6834201356	-2283.8588719482	-1275.5648263088	-458.541923302	-2582.1302840651
1	1	1	1	13	10.375	24.5548267948	25.1240986161	23.1467423266	23.176284783	23.098627311	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1858.4039739876	-1491.1588158038	-956.3731183931	-261.4590455568	-1812.5319722348
1	1	1	1	14	10.9125	25.0913790456	24.6961221986	23.3430311329	23.4157915907	23.322913747	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-3503.9643333827	-1206.19289904	-1537.861944865	-697.3412446355	-2812.4876898999
1	1	1	1	15	12.85	25.6240703121	24.4364418143	23.7889845591	23.9215609922	23.8133698004	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-5479.0251154888	-1095.4536179527	-1495.5287916886	-749.9954017282	-2890.6979249823
1	1	1	1	16	13.9	25.6144725667	24.2540452324	23.9399349087	24.2870259515	24.0220283529	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-5584.2093736034	-905.9577091448	-1384.2309871868	-818.651892702	-3048.2923699516
1	1	1	1	17	12.15	24.6076306298	23.7776494538	23.4101441632	23.9021285074	23.8900147914	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-2430.1492854923	-615.5066118944	-1263.1462349655	-586.0328742891	-2626.2432431417
1	1	1	1	18	11.1	23.7668025269	23.1921331989	23.020140618	23.2705884367	23.5231757251	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1505.9492844141	-559.3419896732	-981.5777009387	-368.3666221994	-2756.7663402482
1	1	1	1	19	10.7875	23.0307102851	22.8555174484	22.7527800206	22.8834663793	23.142175637	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	168.0008056554	205.7927865391	598.1269534477	811.5381758857	-282.4164743368
1	1	1	1	20	10.6	22.6574257831	22.5895563666	22.5132975616	22.6030465106	22.896106434	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1356.294724496	684.1782218394	1612.6749633788	1566.9762504981	1383.771196432
1	1	1	1	21	9.5375	22.4505363811	22.4329137844	22.3708698267	22.438917929	22.7609702296	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1904.3836743684	907.5236688124	2074.25939862	1949.1528024416	1913.3258048998
1	1	1	1	22	9.2125	21.4153626375	21.408788471	21.3038881855	21.4170153321	22.2295654696	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-110983.735224399	-49318.3630469743	-109962.697161729	-49932.6433933777	-215110.384453856	0	0	0	0	0
1	1	1	1	23	8.4	20.646812244	20.6440789654	20.528503018	20.6485836108	21.7348378753	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-86294.6563156592	-38443.8013529035	-85322.5073663793	-38935.4873780341	-171868.14962884	0	0	0	0	0
1	1	1	1	24	7.1125	20.1558427673	20.1607163081	20.0505450473	20.1586203515	21.3323726597	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-112416.929040036	-50052.2397708368	-111296.165126035	-50634.7831599907	-224457.475581627	0	0	0	0	0
1	1	1	2	1	8.075	19.8880100966	19.8823072745	19.8018393394	19.8793898196	21.0783387239	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-95265.5486209585	-42686.0994904501	-94284.8179511685	-43272.2137489744	-193239.974952231	0	0	0	0	0
1	1	1	2	2	7.15	19.7237536504	19.7023038247	19.6412948962	19.7025159201	20.9341080116	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-34972.3906372268	-15591.2673190078	-34645.3205202551	-15791.7152723481	-70526.2781287614	0	0	0	0	0
1	1	1	2	3	5.7875	19.5430157414	19.5220425694	19.462394092	19.523528861	20.8332752444	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	2	4	4.5375	19.3679570269	19.3523535449	19.2939550848	19.3534768749	20.7261859115	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	2	5	4.9625	19.2257895344	19.2066097654	19.1512723279	19.2042146405	20.611084973	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-54889.863664056	-24254.7164200917	-54525.3202546658	-24489.6286468468	-110019.240318195	0	0	0	0	0
1	1	1	2	6	6.6	19.1582414666	19.1190413089	19.0736630713	19.1151890096	20.4871469417	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-123506.297028429	-54738.4912598053	-122459.938239817	-55343.991043052	-249512.846544927	0	0	0	0	0
1	1	1	2	7	7.575	19.1185818507	19.0729230052	19.039268778	19.071210862	20.3894230872	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-175289.322456274	-77664.7227548565	-173834.240928571	-78541.8414354676	-353863.843820467	0	0	0	0	0
1	1	1	2	8	7.425	21.4389325007	21.5995160537	21.4021156341	21.3621659293	21.8739701915	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	6562.9625688106	2587.2626093278	6586.0631238335	5288.1856757978	7658.4093038289
1	1	1	2	9	9.325	22.1410347132	23.3307093725	22.1131766673	22.1219288108	22.4278458647	11	5	11	5	20	1425.6	615.6	1425.6	615.6	2667.6	422.4	182.4	422.4	182.4	790.4	0	0	0	0	0	1260.5548392317	-382.7873549137	1317.1153556582	1459.7164527576	371.8576896274
1	1	1	2	10	11.2875	22.6806099616	25.004691729	22.5741679819	22.5700409409	22.7336589832	11	5	11	5	20	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1038.6180023931	-1629.3352237227	-834.7853298213	-177.8375478841	-2411.445885828
1	1	1	2	11	13.075	23.5311975657	25.4783335112	23.1180507234	23.0540657209	23.2219508397	11	5	11	5	20	1584	684	1584	684	2964	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1473.4937070738	-2420.5028303116	-1302.7846168886	-584.932795447	-2406.7469000628
1	1	1	2	12	13.9	24.3611764383	25.5934398791	23.6803328918	23.6220563827	23.6209901144	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2272.2064608357	-2563.3104627926	-1243.0736258822	-554.5973885239	-2297.2908908146
1	1	1	2	13	13.9	24.849987189	25.2714965485	23.6799441397	23.7128401615	23.5124623402	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2818.0158755946	-1890.9059870484	-1195.2289783761	-527.7503476593	-2187.4012375429
1	1	1	2	14	13.9	25.1363627366	24.8234557426	23.9850091824	24.0324848422	23.8225651292	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-4057.2754112386	-1535.1016283265	-1517.4428050406	-763.8581113451	-2637.0023635165
1	1	1	2	15	12.8375	25.4659790667	24.4998763563	24.0558522784	24.1816744475	23.9938427095	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-5007.1797033002	-1170.0109780596	-1620.1696138266	-842.5806940132	-3003.6450316006
1	1	1	2	16	12.575	25.4744419404	24.2794902004	23.9597648818	24.3294132963	24.0611908302	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-4956.5199515959	-852.3892780967	-1407.0028741599	-771.4627750293	-2848.0020159506
1	1	1	2	17	11.7375	24.5339029882	23.7647424843	23.379260245	23.9108469411	23.8638142211	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-2217.6090189397	-626.9177543026	-1302.5963958009	-593.6525104555	-2696.9962480639
1	1	1	2	18	10.7875	23.6707892265	23.1996696175	23.0304003172	23.2743323371	23.5018157361	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1526.3526435122	-548.5573800854	-961.374419401	-340.8633568454	-2815.2175682167
1	1	1	2	19	11.2875	23.0111392243	22.8699409467	22.7733187956	22.8951131505	23.1390092605	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	127.901099788	160.9480191958	488.7740404133	718.9638383432	-368.9281204879
1	1	1	2	20	11.7	22.6718258586	22.6108709448	22.5413365272	22.6224592416	22.8994618197	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1168.7307877775	593.9406827096	1398.3932341706	1377.8568291074	1124.0736411351
1	1	1	2	21	10.6375	22.4739712211	22.4575476448	22.4016497401	22.462547685	22.7654675539	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1696.5360797314	811.8278290452	1848.1229581674	1751.5201441492	1653.2639293922
1	1	1	2	22	9.3125	21.4713717866	21.4719440219	21.3758949277	21.4780582707	22.2669579478	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-24911.4171234774	-11113.0349362283	-24708.6640173435	-11260.2795716585	-48091.7304347972	0	0	0	0	0
1	1	1	2	23	9.2125	20.7186446881	20.7142785637	20.6095519914	20.7199897886	21.7759694113	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	2	24	9.0875	20.3378886549	20.3167103767	20.2322764261	20.3204577208	21.4206669314	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	3	1	9.2125	20.0587042158	20.0324654285	19.9648009363	20.0329662466	21.1568117057	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-64413.9357097619	-28830.7419885077	-63696.9212604547	-29238.4785065498	-130113.427780898	0	0	0	0	0
1	1	1	3	2	9.775	19.8464669764	19.819400562	19.7614177236	19.8194400851	20.926071427	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-166216.394384176	-74308.8199650289	-164496.882452777	-75329.9463875683	-334872.936294071	0	0	0	0	0
1	1	1	3	3	11.375	19.7954554668	19.7439453525	19.705272189	19.7449138461	20.7994762151	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-110073.892403886	-49088.7045196805	-108878.251390367	-49757.475614788	-221031.643840567	0	0	0	0	0
1	1	1	3	4	13.2625	19.8330890623	19.7583665241	19.7380390211	19.7604445819	20.7306624196	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-198913.244706694	-88507.9306149375	-196461.214879201	-89759.7285529029	-396844.925221256	0	0	0	0	0
1	1	1	3	5	13.2125	19.7956459677	19.7363091439	19.709996185	19.737586226	20.6245305081	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-332426.059316222	-147927.263252254	-328480.843662651	-149935.863973831	-662049.215980688	0	0	0	0	0
1	1	1	3	6	12.425	19.7319806451	19.6941225563	19.6547413062	19.6943153583	20.5624982872	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-351114.624510203	-155851.411970144	-347345.27367497	-157695.217287701	-700865.851851764	0	0	0	0	0
1	1	1	3	7	11.5125	19.6731483934	19.6496723535	19.6009511124	19.6494501107	20.5415208887	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-355988.00496859	-157352.227416799	-352585.057035791	-158904.409120439	-712886.877890951	0	0	0	0	0
1	1	1	3	8	11.1	21.6098564688	21.8270513989	21.5830958406	21.6130059095	21.9818333435	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	4972.8892987486	2030.9910067349	5010.4010544545	4068.4997802859	6248.1088037548
1	1	1	3	9	11.475	22.2960081378	23.3539626844	22.277849624	22.2856933165	22.5185034976	11	5	11	5	20	1425.6	615.6	1425.6	615.6	2667.6	422.4	182.4	422.4	182.4	790.4	0	0	0	0	0	538.2154412729	-512.9854047394	573.2630486333	834.9610819202	-501.0127129319
1	1	1	3	10	12.7	22.883923076	24.8898916486	22.7724174422	22.7443336302	22.9794197926	11	5	11	5	20	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1250.0386409877	-1561.452276379	-1197.8498745583	-496.363022288	-2433.1467329303
1	1	1	3	11	12.6125	23.7491294838	25.4122039031	23.3426827663	23.2628985406	23.4520110407	11	5	11	5	20	1584	684	1584	684	2964	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1460.4904708092	-2292.0615079449	-1372.5095093259	-615.758068993	-2542.3290878235
1	1	1	3	12	13.95	24.2846304032	25.3599856477	23.7720641508	23.7268984524	23.6622325812	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2141.7238766109	-2224.5955821064	-1431.3902843941	-689.4743209812	-2548.4601919503
1	1	1	3	13	15.375	24.7369612072	25.1266979995	23.978038207	23.9950009631	23.7641196346	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2759.6828935499	-1760.3623666473	-1215.3985061621	-581.1718072612	-2005.2415015549
1	1	1	3	14	15.9125	25.1691392917	24.7895098786	24.0993424728	24.1430992745	23.9036398204	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-4391.7961796331	-1606.6575724402	-1998.902024486	-1182.690546415	-3271.2782210786
1	1	1	3	15	16.1	25.3346016828	24.5318529147	24.1593398827	24.2622093331	24.0259779858	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-5073.0268468093	-1403.4421188037	-2275.4942884504	-1423.8915911156	-3840.8740191863
1	1	1	3	16	14.725	25.1589054109	24.3183163188	24.0804105695	24.3277830856	24.0769987678	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-4322.8159091844	-1028.298384673	-1782.0965785756	-1093.3156355848	-3386.8905500411
1	1	1	3	17	13.9	24.4027915241	24.0115222994	23.7504197623	24.0396970476	24.0470120966	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-2096.2457883259	-579.9709490317	-1204.584468563	-576.2180944457	-2560.7394694007
1	1	1	3	18	13.2125	23.9225224486	23.6232444023	23.3711046826	23.657517279	23.9367150688	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1325.6049634882	-551.1158869312	-1232.7944986792	-547.249471241	-2423.2929260109
1	1	1	3	19	12.425	23.0724915472	22.9813087082	22.8718385438	22.9931323024	23.2261676819	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	-144.4455645093	5.5707642576	176.043383986	451.1347531723	-841.695473124
1	1	1	3	20	11.2	22.6922971136	22.6666310777	22.5935913322	22.6710178259	22.9374203405	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1203.4499712924	576.389867221	1362.4272612233	1371.7150252464	1166.4634581439
1	1	1	3	21	10.225	22.4887349298	22.4911186541	22.4345610427	22.4925996774	22.793545828	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1712.4599410821	797.7848637104	1821.4264885819	1746.6323462486	1675.4810045603
1	1	1	3	22	9.3125	21.5098883209	21.5318074987	21.4369697262	21.5326892077	22.3078322674	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-34793.6762037709	-15154.6127037699	-34591.3126704708	-15230.0699113799	-68157.4873801559	0	0	0	0	0
1	1	1	3	23	8.9	20.7594417565	20.7824893238	20.6770962127	20.7843246705	21.8298821313	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-50719.4906578305	-22280.4722517274	-50109.2875810788	-22441.9886456474	-107355.198803382	0	0	0	0	0
1	1	1	3	24	8.9	20.2809338076	20.305376962	20.2108901676	20.3098399366	21.3776484518	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-120584.430886101	-52974.655433566	-119354.239201338	-53361.362601234	-253684.708554415	0	0	0	0	0
1	1	1	4	1	8.525	20.0406643794	20.0461041198	19.9682463086	20.0462394083	21.1448309251	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-58003.4944394342	-25386.3656988255	-57424.8115394791	-25545.4550314199	-120932.27427487	0	0	0	0	0
1	1	1	4	2	7.9875	19.898467728	19.8846564384	19.8258158881	19.8846998564	21.0468205072	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	4	3	8.1125	19.7397395123	19.7178457294	19.6653042129	19.7177267025	20.904588309	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-55049.1776932714	-23985.866859962	-54496.6302003167	-24129.5381122806	-115485.644864461	0	0	0	0	0
1	1	1	4	4	6.925	19.5856347806	19.5643795533	19.5117076949	19.5645067586	20.7863517791	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-37903.4884971387	-16480.8290332846	-37576.7243086718	-16568.4490396109	-78448.8291250414	0	0	0	0	0
1	1	1	4	5	5.0375	19.4027833019	19.3927437379	19.3331534781	19.3893969732	20.7120710157	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-52835.6052283421	-22905.2665696361	-52535.056972948	-22979.344687058	-107054.48179069	0	0	0	0	0
1	1	1	4	6	5.4625	19.2842828756	19.2666655359	19.2131576583	19.2628816284	20.6200218838	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	-30319.5817706401	-13147.5432273013	-30136.3588069943	-13190.2544598631	-61740.2231191584	0	0	0	0	0
1	1	1	4	7	5.4125	19.2258413266	19.1933004125	19.1512368348	19.1928631018	20.5675352676	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	0	0	0	0	0
1	1	1	4	8	6.0625	21.456891529	21.5119786307	21.434326841	21.383839273	21.93207614	0	0	0	0	0	79.2	34.2	79.2	34.2	148.2	21.12	9.12	21.12	9.12	39.52	0	0	0	0	0	6691.9243320869	2775.4919211546	6670.7104646967	5398.9956523659	7906.3058247929
1	1	1	4	9	7.7	22.0962619352	22.7000912062	22.1040982286	22.1142783091	22.4360096576	11	5	11	5	20	1425.6	615.6	1425.6	615.6	2667.6	422.4	182.4	422.4	182.4	790.4	0	0	0	0	0	1595.9338194153	109.0682221593	1548.7122928036	1685.5786830818	714.4427261371
1	1	1	4	10	8.675	22.4689872547	23.1838382878	22.5118464111	22.5236489936	22.7036772021	11	5	11	5	20	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-242.2667596744	-664.2492553946	-347.2845530192	261.3274687548	-1781.7438575734
1	1	1	4	11	8.9	22.8156312154	23.7872830724	22.8242185523	22.8380986268	22.8746070549	11	5	11	5	20	1584	684	1584	684	2964	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-990.187204354	-845.4689357994	-1013.8243692795	-238.8232014345	-2367.742076187
1	1	1	4	12	9.5875	23.3432524868	24.6387052677	23.0644368938	23.0817201327	22.9818350661	8.8	4	8.8	4	16	1504.8	649.8	1504.8	649.8	2815.8	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1561.1547295159	-1054.5615523583	-1255.6981873147	-444.1527609369	-2369.7459143071
1	1	1	4	13	10.375	23.806933607	24.6116953416	23.1647118658	23.1950254461	23.0223229093	4.4	2	4.4	2	8	1267.2	547.2	1267.2	547.2	2371.2	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-1619.3309899546	-853.1651816128	-1001.2711723525	-296.1504553621	-1656.4149258404
1	1	1	4	14	10.6	24.714649836	24.441641592	23.3415169268	23.4096389822	23.1739312622	8.8	4	8.8	4	16	1425.6	615.6	1425.6	615.6	2667.6	950.4	410.4	950.4	410.4	1778.4	0	0	0	0	0	-2541.1332312651	-915.3238325438	-1568.503457684	-709.6020945435	-2828.191315487
1	1	1	4	15	10.225	24.694806912	24.213619403	23.4562120973	23.6245626264	23.4224202783	11	5	11	5	20	1584	684	1584	684	2964	844.8	364.8	844.8	364.8	1580.8	0	0	0	0	0	-2696.4970862244	-775.265201829	-1629.7704745682	-744.948227761	-2986.4654612101
1	1	1	4	16	10.375	24.5190030545	23.8420909894	23.2965645782	23.681855204	23.4717382087	11	5	11	5	20	1584	684	1584	684	2964	739.2	319.2	739.2	319.2	1383.2	0	0	0	0	0	-2177.9252074152	-722.0278027359	-1575.7335109694	-727.5995504824	-2941.5705010738
1	1	1	4	17	10.225	23.6182217455	23.2597040514	23.0238680824	23.2348325679	23.3372907361	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-1497.5697246055	-561.4268112743	-881.81164177	-269.205160374	-2695.1554978098
1	1	1	4	18	10	23.0852721224	22.9954572621	22.8864708088	22.9878192904	23.241726558	11	5	11	5	20	1584	684	1584	684	2964	528	228	528	228	988	0	0	0	0	0	-963.4664760408	-342.1418025571	-598.9275704186	-20.5431674567	-2399.3011111717
1	1	1	4	19	9.625	22.7563717874	22.7281984338	22.6454471972	22.7255720958	23.024010508	5.5	2.5	5.5	2.5	10	950.4	410.4	950.4	410.4	1778.4	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	751.9185153509	374.2092223515	933.9510675538	1114.7150095973	280.3393070015
1	1	1	4	20	9.4	22.496827176	22.4962009846	22.4314965759	22.495237864	22.8128608375	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	1828.6502189185	852.7500633666	1959.5452654474	1873.710948557	1846.0324325659
1	1	1	4	21	9.0875	22.3542530694	22.3695282073	22.3167220978	22.3685329374	22.6979671756	1.1	0.5	1.1	0.5	2	633.6	273.6	633.6	273.6	1185.6	316.8	136.8	316.8	136.8	592.8	0	0	0	0	0	2198.7245606852	1011.8823584559	2275.675837948	2122.4380623491	2200.9220276778
